usaf,wban,query,lat,lon,timezone_offset,timezone,country_iso,country,country_code,state,postcode,city
725750,99999,"41.198,-112.014",41.198,-112.014,-25200,MST,US,United States of America,us,Utah,84408,Ogden
919483,99999,"-23.08,-134.89",-23.08,-134.89,-32400,GAMT,FR,France,fr,French Polynesia,NA,Gambier
021330,99999,"58.967,14.9",58.967,14.9,3600,CET,SE,Sweden,se,Örebro län,NA,NA
27370,NA,"63.817,24.167",63.817,24.167,7200,EET,FI,Finland,fi,Northern Finland,NA,NA
749338,99999,"31.117,104",31.117,104,28800,CST,CN,PRC,cn,Sichuan,NA,NA
287470,99999,"54.017,60.117",54.017,60.117,18000,5,RU,Russia,ru,Chelyabinsk Oblast,457684,NA
108030,99999,"48,7.85",48,7.85,3600,CET,DE,Germany,de,Baden-Württemberg,79098,Freiburg im Breisgau
678970,99999,"-19.883,32.883",-19.883,32.883,7200,CAT,ZW,Zimbabwe,zw,Manicaland,NA,NA
936580,99999,"-42.767,172.883",-42.767,172.883,46800,NZDT,NZ,New Zealand,nz,Canterbury,7345,NA
303090,99999,"56.371,101.698",56.371,101.698,28800,8,RU,Russia,ru,Irkutsk Oblast,NA,Кобляковское сельское поселение
294330,99999,"56.867,84.367",56.867,84.367,25200,7,RU,Russia,ru,Tomsk Oblast,636146,Трубачёвское сельское поселение
689940,99999,"-46.883,37.867",-46.883,37.867,7200,SAST,ZA,RSA,za,Western Cape,NA,NA
826400,99999,"-6.233,-57.777",-6.233,-57.777,-10800,BRT,BR,Brazil,br,Pará,NA,NA
27970,NA,"64.15,25.417",64.15,25.417,7200,EET,FI,Finland,fi,Northern Finland,86601 HAAPAVESI,NA
726575,94960,"45.062,-93.3525",45.062,-93.35249999999999,-21600,CST,US,United States of America,us,Minnesota,55443,Crystal
726575,99999,"45.062,-93.3525",45.062,-93.35249999999999,-21600,CST,US,United States of America,us,Minnesota,55443,Crystal
442980,99999,"46.45,108.217",46.45,108.217,28800,8,MN,Mongolia,mn,Govisumber,NA,Choir
838370,99999,"-25.1,-50.167",-25.1,-50.167,-10800,-3,BR,Brazil,br,Paraná,8401030,Ponta Grossa
106550,99999,"49.767,9.967",49.767,9.967,3600,CET,DE,Germany,de,Bavaria,97236,NA
330005,99999,"48.883,24.683",48.883,24.683,7200,EET,UA,Ukraine,ua,Ivano-Frankivsk Oblast,77450,Ivano-Frankivsk
682610,99999,"-25.817,28.25",-25.817,28.25,7200,SAST,ZA,RSA,za,Gauteng,0810,Pretoria
703670,25322,"58.418,-135.708",58.418,-135.708,-32400,AKST,US,United States of America,us,Alaska,99826,Gustavus
703670,99999,"58.418,-135.708",58.418,-135.708,-32400,AKST,US,United States of America,us,Alaska,99826,Gustavus
027270,99999,"61.267,25.517",61.267,25.517,7200,EET,FI,Finland,fi,Southern Finland,17320,NA
725848,99999,"40.02,-124.07",40.02,-124.07,NA,NA,US,United States of America,us,California,CA 95589,NA
76880,NA,"43.567,7.133",43.567,7.133,NA,NA,FR,France,fr,Provence-Alpes-Côte d'Azur,06160,NA
336150,99999,"49.033,33.433",49.033,33.433,7200,EET,UA,Ukraine,ua,Poltava Oblast,39621,Kremenchuk
31330,NA,"56.25,-4.717",56.25,-4.717,0,GMT,GB,United Kingdom,gb,Scotland,G83 7DP,NA
682770,99999,"-25.767,29.55",-25.767,29.55,7200,SAST,ZA,RSA,za,Mpumalanga,NA,Steve Tshwete
619840,99999,"-21.321,55.425",-21.321,55.425,NA,NA,RE,France,fr,Réunion,BP 089 - CEDEX 02 97899,NA
723781,99999,"35.95,-112.15",35.95,-112.15,-25200,MST,US,United States of America,us,Arizona,NA,NA
715100,99999,"51.567,-107.917",51.567,-107.917,-21600,CST,CA,Canada,ca,Saskatchewan,NA,NA
749257,99999,"25.8,96.65",25.8,96.65,23400,630,MM,Myanmar,mm,Kachin,NA,NA
943220,99999,"-23.2,131.917",-23.2,131.917,34200,ACST,AU,Australia,au,Northern Territory,NA,NA
368215,99999,"53.32,69.6",53.32,69.6,21600,6,KZ,Kazakhstan,kz,Akmola Region,021203,NA
350450,99999,"52.183,61.233",52.183,61.233,21600,6,KZ,Kazakhstan,kz,Kostanay Region,110700,NA
725067,94720,"41.668,-70.2735",41.668,-70.2735,-18000,EST,US,United States of America,us,Massachusetts,02601-5542,NA
725067,99999,"41.668,-70.2735",41.668,-70.2735,-18000,EST,US,United States of America,us,Massachusetts,02601-5542,NA
582150,99999,"32.583,116.783",32.583,116.783,28800,CST,CN,PRC,cn,Anhui,NA,NA
683354,99999,"-27.65,23",-27.65,23,7200,SAST,ZA,RSA,za,Northern Cape,8446,Gamagara Local Municipality
644010,99999,"-4.2,12.7",-4.2,12.7,3600,WAT,CG,Congo-Brazzaville,cg,Niari,NA,Dolisie
635320,99999,"5.867,38.95",5.867,38.95,10800,EAT,ET,Ethiopia,et,Oromia Region,NA,NA
330080,99999,"52.108,23.898",52.108,23.898,10800,3,BY,Belarus,by,Brest Region,225041,NA
073610,99999,"46.183,1.95",46.183,1.95,3600,CET,FR,France,fr,New Aquitaine,23000,NA
29460,NA,"61.867,24.817",61.867,24.817,7200,EET,FI,Finland,fi,Western Finland,35600,NA
250020,99999,"69.75,151.667",69.75,151.667,39600,11,RU,Russia,ru,Sakha Republic,NA,Юкагирский наслег
306750,99999,"53.55,118.717",53.55,118.717,32400,9,RU,Russia,ru,Zabaykalsky Krai,673750,NA
943380,99999,"-21.833,140.883",-21.833,140.883,36000,AEST,AU,Australia,au,Queensland,NA,NA
726884,24148,"45.283,-118",45.283,-118,-28800,PST,US,United States of America,us,Oregon,97850,NA
726884,99999,"45.283,-118",45.283,-118,-28800,PST,US,United States of America,us,Oregon,97850,NA
622250,99999,"25.933,14.45",25.933,14.45,7200,EET,LY,Libya,ly,Murzuq,NA,NA
866660,99999,"-13.183,-53.25",-13.183,-53.25,-14400,-4,BR,Brazil,br,Mato Grosso,NA,NA
713050,99999,"58.767,-111.117",58.767,-111.117,-25200,MST,CA,Canada,ca,Alberta,NA,NA
471080,99999,"37.567,126.967",37.567,126.967,32400,KST,KR,South Korea,kr,NA,110-062,Seoul
537430,99999,"37.867,110.067",37.867,110.067,28800,CST,CN,PRC,cn,Shaanxi,NA,NA
24285,NA,"60.158,12.991",60.158,12.991,3600,CET,SE,Sweden,se,Värmlands län,68533,NA
142410,99999,"45.743,16.069",45.743,16.069,3600,CET,HR,Croatia,hr,NA,10410,NA
131280,99999,"45.9,15.967",45.9,15.967,3600,CET,HR,Croatia,hr,NA,NA,Zagreb
416600,99999,"30.251,66.938",30.251,66.938,18000,PKT,PK,Pakistan,pk,Balochistan,87300,Quetta
20890,NA,"57.367,17.1",57.367,17.1,3600,CET,SE,Sweden,se,Kalmar län,387 75,NA
726036,99999,"43.833,-68.833",43.833,-68.833,-18000,EST,US,United States of America,us,Maine,NA,NA
711550,99999,"53.3,-113.6",53.3,-113.6,-25200,MST,CA,Canada,ca,Alberta,T9E 0V6,NA
061655,99999,"55.583,12.133",55.583,12.133,3600,CET,DK,Denmark,dk,Region Zealand,4621,NA
483280,99999,"18.271,99.504",18.271,99.504,25200,7,TH,Thailand,th,Lampang Province,52000,Lampang
42630,NA,"61.183,-48.45",61.183,-48.45,NA,NA,GL,Greenland,gl,NA,NA,NA
342400,99999,"50.8,42",50.8,42,10800,3,RU,Russia,ru,Volgograd Oblast,403113,NA
239290,99999,"60.317,64.217",60.317,64.217,18000,5,RU,Russia,ru,Khanty-Mansiysk Autonomous Okrug – Ugra,628232,NA
266440,99999,"55.117,26.167",55.117,26.167,7200,EET,LT,Lithuania,lt,Vilnius County,LT-18001,NA
167420,99999,"36.793,27.092",36.793,27.092,7200,EET,GR,Greece,gr,NA,85302,NA
35990,NA,"52.017,-0.267",52.017,-0.267,0,GMT,GB,United Kingdom,gb,England,SG15 6UD,NA
25160,NA,"57.633,11.617",57.633,11.617,NA,NA,SE,Sweden,se,Västra Götalands län,NA,Gothenburg
623030,99999,"31.633,25.967",31.633,25.967,7200,EET,EG,Egypt,eg,Matrouh Governorate,NA,NA
604981,99999,"34.667,3.35",34.667,3.35,3600,CET,DZ,Algeria,dz,Djelfa,17000,NA
037110,99999,"51,-3.483",51,-3.483,0,GMT,GB,United Kingdom,gb,England,EX16 9DE,Mid Devon
30760,NA,"58.45,-3.1",58.45,-3.1,0,GMT,GB,United Kingdom,gb,Scotland,KW1 4TD,NA
379070,99999,"39.6,47.15",39.6,47.15,14400,4,AZ,Azerbaijan,az,Hadrut province,NA,NA
711810,99999,"47.133,-55.317",47.133,-55.317,-12600,NST,CA,Canada,ca,Newfoundland and Labrador,NA,NA
868160,99999,"-20.567,-48.55",-20.567,-48.55,-10800,BRT,BR,Brazil,br,São Paulo,14784-400,Barretos
476310,99999,"35.65,136.067",35.65,136.067,32400,JST,JP,Japan,jp,Fukui Prefecture,9140801,Tsuruga
033140,99999,"53.217,-3.217",53.217,-3.217,0,GMT,GB,United Kingdom,gb,Wales,CH7 5QP,NA
266000,99999,"55.35,21.467",55.35,21.467,7200,EET,LT,Lithuania,lt,Klaipeda County,99116,NA
720543,167,"41.3035,-85.0655",41.3035,-85.06549999999999,-18000,EST,US,United States of America,us,Indiana,46785,NA
720543,99999,"41.3035,-85.0655",41.3035,-85.06549999999999,-18000,EST,US,United States of America,us,Indiana,46785,NA
125800,99999,"50.11,22.019",50.11,22.019,3600,CET,PL,Poland,pl,Subcarpathian Voivodeship,36-001,NA
107020,99999,"48.783,8.083",48.783,8.083,3600,CET,DE,Germany,de,Baden-Württemberg,77836,NA
638320,99999,"-5.083,32.833",-5.083,32.833,10800,EAT,TZ,Tanzania,tz,Tabora,1387,Tabora
276430,99999,"55.333,42.117",55.333,42.117,10800,MSK,RU,Russia,ru,Nizhny Novgorod Oblast,607067,NA
39610,NA,"52.85,-6.9",52.85,-6.9,0,GMT,IE,Ireland,ie,NA,R93 V960,Carlow Municipal District
154580,99999,"44.25,26.85",44.25,26.85,7200,EET,RO,Romania,ro,NA,917172,NA
107390,99999,"48.833,9.2",48.833,9.2,3600,CET,DE,Germany,de,Baden-Württemberg,70437,Stuttgart
10090,NA,"80.65,25",80.65,25,3600,CET,NO,Norway,no,NA,NA,NA
126250,99999,"49.3,19.967",49.3,19.967,3600,CET,PL,Poland,pl,Lesser Poland Voivodeship,34500,NA
010020,99999,"80.05,16.25",80.05,16.25,3600,CET,SJ,Norway,no,Svalbard,NA,NA
945660,99999,"-26.183,152.633",-26.183,152.633,36000,AEST,AU,Australia,au,Queensland,NA,Gympie
764593,99999,"23.161,-106.266",23.161,-106.266,-25200,MST,MX,Mexico,mx,Sinaloa,NA,NA
338830,99999,"46.3,28.633",46.3,28.633,7200,EET,MD,Moldova,md,NA,MD-3805,NA
31320,NA,"54.85,-4.95",54.85,-4.95,0,GMT,GB,United Kingdom,gb,Scotland,DG9 9DN,NA
998466,99999,"46.133,-124.667",46.133,-124.667,-28800,PST,US,United States of America,us,Washington,NA,NA
749347,99999,"32.083,118.75",32.083,118.75,28800,CST,CN,PRC,cn,Jiangsu,210000,Nanjing City
14090,NA,"59.15,5.25",59.15,5.25,3600,CET,NO,Norway,no,Rogaland,4280,NA
376510,99999,"41.467,46.083",41.467,46.083,14400,4,GE,Georgia,ge,NA,1600,NA
308030,99999,"51.7,102.45",51.7,102.45,28800,8,RU,Russia,ru,Buryatia,671020,NA
717660,99999,"49.333,-124.4",49.333,-124.4,-28800,PST,CA,Canada,ca,British Columbia,V0R 1M0,Area G (Mid-Oceanside)
723074,3703,"36.0285,-76.5685",36.0285,-76.5685,-18000,EST,US,United States of America,us,North Carolina,NA,NA
723074,99999,"36.0285,-76.5685",36.0285,-76.5685,-18000,EST,US,United States of America,us,North Carolina,NA,NA
997632,99999,"40.2,157.6",40.2,157.6,NA,NA,NA,NA,NA,NA,NA,NA
725532,14942,"41.31,-95.899",41.31,-95.899,-21600,CST,US,United States of America,us,Nebraska,68110,Omaha
42163,NA,"69.217,-51.05",69.217,-51.05,-10800,-3,GL,Greenland,gl,NA,3952,NA
409880,99999,"31.55,64.367",31.55,64.367,16200,430,AF,Afghanistan,af,Helmand,NA,Lashkar Gah
722583,13960,"32.8425,-96.853",32.8425,-96.853,-21600,CST,US,United States of America,us,Texas,75235,Dallas
722583,99999,"32.8425,-96.853",32.8425,-96.853,-21600,CST,US,United States of America,us,Texas,75235,Dallas
817000,99999,"-2.433,-59.567",-2.433,-59.567,-14400,-4,BR,Brazil,br,Amazonas,NA,NA
292330,99999,"58.383,84.75",58.383,84.75,25200,7,RU,Russia,ru,Tomsk Oblast,NA,Палочкинское сельское поселение
726356,99999,"42.12,-86.48",42.12,-86.48,NA,NA,US,United States of America,us,Michigan,49085,Saint Joseph
662850,99999,"-11.768,19.898",-11.768,19.898,3600,WAT,AO,Angola,ao,Moxico,NA,Luena
654620,99999,"6.117,0.8",6.117,0.8,0,GMT,GH,Ghana,gh,Volta Region,NA,NA
688370,99999,"-33.8,25.667",-33.8,25.667,7200,SAST,ZA,RSA,za,Eastern Cape,NA,Port Elizabeth
166540,99999,"39.167,21",39.167,21,7200,EET,GR,Greece,gr,Epirus - Western Macedonia,47100,NA
229960,99999,"60.367,49.65",60.367,49.65,10800,MSK,RU,Russia,ru,Komi Republic,168130,NA
712004,99999,"48.383,-123.917",48.383,-123.917,-28800,PST,CA,Canada,ca,British Columbia,V9Z 1G4,Juan de Fuca Electoral Area
101281,99999,"53.583,8.033",53.583,8.033,3600,CET,DE,Germany,de,Lower Saxony,26388,NA
722525,12920,"27.5805,-99.489",27.5805,-99.489,-21600,CST,US,United States of America,us,Texas,78045,Laredo
722525,99999,"27.5805,-99.489",27.5805,-99.489,-21600,CST,US,United States of America,us,Texas,78045,Laredo
023540,99999,"62.433,17.35",62.433,17.35,3600,CET,SE,Sweden,se,Västernorrlands län,863 37,Skön District
404560,99999,"22.333,54",22.333,54,10800,3,SA,Saudi Arabia,sa,Eastern Region,NA,NA
093610,99999,"52.1,11.583",52.1,11.583,3600,CET,DE,Germany,de,Saxony-Anhalt,39116,NA
479425,99999,"27.044,128.402",27.044,128.402,32400,JST,JP,Japan,jp,Kagoshima Prefecture,NA,NA
726810,24131,"43.567,-116.241",43.567,-116.241,-25200,MST,US,United States of America,us,Idaho,83705,Boise City
030300,99999,"57.1,-5.833",57.1,-5.833,0,GMT,GB,United Kingdom,gb,Scotland,IV44 8RR,NA
724045,93720,"38.337,-75.505",38.337,-75.505,-18000,EST,US,United States of America,us,Maryland,21804,NA
724045,99999,"38.337,-75.505",38.337,-75.505,-18000,EST,US,United States of America,us,Maryland,21804,NA
787670,99999,"9.958,-83.022",9.958,-83.022,NA,NA,CR,Costa Rica,cr,Provincia Limón,70101,Limón
290680,99999,"59.5,90.928",59.5,90.928,25200,7,RU,Russia,ru,Krasnoyarsk Krai,NA,NA
804025,99999,"9.372,-66.923",9.372,-66.923,-14400,-4,VE,Venezuela,ve,Guárico,NA,Parroquia Capital el Sombrero
151820,99999,"46.267,22.333",46.267,22.333,7200,EET,RO,Romania,ro,NA,317145,NA
711980,99999,"46.183,-72.917",46.183,-72.917,-18000,EST,CA,Canada,ca,Quebec,J5V 1J1,NA
085450,99999,"41.248,-8.681",41.248,-8.681,0,WET,PT,Portugal,pt,North,4470-628,NA
038370,99999,"50.4,-3.483",50.4,-3.483,NA,NA,GB,United Kingdom,gb,England,TQ5 9AP,NA
996570,99999,"50.4,0",50.4,0,NA,NA,GB,United Kingdom,gb,NA,NA,NA
726480,94853,"45.728,-87.0885",45.727999999999994,-87.0885,-18000,EST,US,United States of America,us,Michigan,49829,Escanaba
726480,99999,"45.728,-87.0885",45.727999999999994,-87.0885,-18000,EST,US,United States of America,us,Michigan,49829,Escanaba
038830,99999,"50.783,0.3",50.783,0.3,0,GMT,GB,United Kingdom,gb,England,BN22 8PZ,NA
601850,99999,"32.283,-9.233",32.283,-9.233,0,WET,MA,Morocco,ma,NA,46000,Safi
710685,99999,"55.417,-116.5",55.417,-116.5,-25200,MST,CA,Canada,ca,Alberta,T0G 1E0,NA
623690,99999,"30.133,31.25",30.133,31.25,7200,EET,EG,Egypt,eg,Qalyubia Governorate,45455,Shubra al Khayma
103980,99999,"52.367,14.517",52.367,14.517,3600,CET,DE,Germany,de,NA,15236,Frankfurt (Oder)
996590,99999,"35.4,-75.1",35.4,-75.1,-18000,EST,US,United States of America,us,North Carolina,NA,NA
060222,99999,"55.531,5.004",55.531,5.004,NA,NA,NA,NA,NA,NA,NA,NA
744667,99999,"46.091,-94.361",46.091,-94.361,-21600,CST,US,United States of America,us,Minnesota,NA,NA
946750,99999,"-34.917,138.617",-34.917,138.617,37800,ACDT,AU,Australia,au,South Australia,5000,Adelaide
720351,54919,"41.2295,-92.4955",41.2295,-92.49549999999999,-21600,CST,US,United States of America,us,Iowa,52543,NA
720351,99999,"41.2295,-92.4955",41.2295,-92.49549999999999,-21600,CST,US,United States of America,us,Iowa,52543,NA
697724,99999,"35.6,63.3",35.6,63.3,16200,430,AF,Afghanistan,af,Badghis,NA,NA
352130,99999,"50.967,54.467",50.967,54.467,18000,5,RU,Russia,ru,Orenburg Oblast,NA,NA
067790,99999,"46.433,9.767",46.433,9.767,3600,CET,CH,Switzerland,ch,Grisons,7514,Sils im Engadin/Segl
260270,99999,"59.333,23.25",59.333,23.25,7200,EET,EE,Estonia,ee,NA,NA,NA
277560,99999,"54.433,43.767",54.433,43.767,10800,MSK,RU,Russia,ru,Republic of Mordovia,431260,Краснослободское городское поселение
360210,99999,"52.25,79.183",52.25,79.183,25200,7,RU,Russia,ru,Altai Krai,658980,NA
766754,99999,"19.35,-99.583",19.35,-99.583,-21600,CST,MX,Mexico,mx,Mexico,50200,NA
484006,99999,"15.277,100.296",15.277,100.296,25200,7,TH,Thailand,th,Nakhon Sawan Province,NA,NA
726500,14972,"43.1655,-95.176",43.1655,-95.176,-21600,CST,US,United States of America,us,Iowa,51301,NA
726500,99999,"43.1655,-95.176",43.1655,-95.176,-21600,CST,US,United States of America,us,Iowa,51301,NA
125850,99999,"50.7,21.717",50.7,21.717,3600,CET,PL,Poland,pl,Świętokrzyskie Voivodeship,27-641,Chwałki
171890,99999,"38.73,30.6",38.73,30.6,10800,3,TR,Turkey,tr,Aegean Region,03030,Afyonkarahisar
956600,99999,"-30.45,137.167",-30.45,137.167,37800,ACDT,AU,Australia,au,South Australia,5722,NA
32820,NA,"54.483,-0.6",54.483,-0.6,0,GMT,GB,United Kingdom,gb,England,YO22 4LB,NA
021520,99999,"66.3,20.417",66.3,20.417,3600,CET,SE,Sweden,se,Norrbottens län,NA,NA
840260,99999,"-0.983,-79.633",-0.983,-79.633,-18000,ECT,EC,Ecuador,ec,Guayas,NA,Guayas (Pueblo Nuevo)
722385,99999,"28.7,-92.32",28.7,-92.32,-21600,CST,US,United States of America,us,Louisiana,NA,NA
471430,99999,"35.883,128.617",35.883,128.617,32400,KST,KR,South Korea,kr,NA,41196,Daegu
966150,99999,"-1.817,109.963",-1.817,109.963,25200,WIB,ID,Indonesia,id,West Kalimantan,78851,NA
749150,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
946990,99999,"-30.85,143.083",-30.85,143.083,39600,AEDT,AU,Australia,au,New South Wales,2836,NA
134510,99999,"42.65,18.083",42.65,18.083,3600,CET,HR,Croatia,hr,NA,20000,NA
605250,99999,"34.793,5.738",34.793,5.738,3600,CET,DZ,Algeria,dz,Biskra,NA,Biskra
64720,NA,"50.2,5.25",50.2,5.25,3600,CET,BE,Belgium,be,Wallonia,6900,NA
915500,99999,"-13.317,166.617",-13.317,166.617,NA,NA,VU,Vanuatu,vu,Torba,NA,NA
724689,3026,"39.2475,-102.2835",39.2475,-102.2835,-25200,MST,US,United States of America,us,Colorado,NA,NA
724689,99999,"39.2475,-102.2835",39.2475,-102.2835,-25200,MST,US,United States of America,us,Colorado,NA,NA
996770,99999,"59.1,-11.4",59.1,-11.4,NA,NA,NA,NA,NA,NA,NA,NA
373340,99999,"42.7,44.517",42.7,44.517,10800,MSK,RU,Russia,ru,North Ossetia–Alania,363101,NA
839985,99999,"-4.25,-56",-4.25,-56,-10800,BRT,BR,Brazil,br,Pará,68191250,NA
225500,99999,"64.6,40.717",64.6,40.717,10800,MSK,RU,Russia,ru,Arkhangelsk Oblast,NA,NA
32040,NA,"54.083,-4.624",54.083,-4.624,0,GMT,IM,Isle of Man,im,NA,IM9 1TU,Malew
940760,99999,"-2.567,150.817",-2.567,150.817,36000,PGT,PG,Papua New Guinea,pg,New Ireland,NA,NA
042800,99999,"60.917,-46.05",60.917,-46.05,-10800,WGT,GL,Greenland,gl,NA,NA,NA
832350,99999,"-12.4,-46.433",-12.4,-46.433,-10800,-3,BR,Brazil,br,Tocantins,NA,NA
073850,99999,"46.295,4.796",46.295,4.796,3600,CET,FR,France,fr,Bourgogne-Franche-Comté,71850,NA
916310,99999,"-5.667,176.133",-5.667,176.133,NA,NA,TV,Tuvalu,tv,NA,NA,Nanumea
992910,99999,"55.3,1.1",55.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA
994028,99999,"34.008,-118.5",34.008,-118.5,NA,NA,US,United States of America,us,California,CA 90401,Santa Monica
83840,NA,"37.1,-6.733",37.1,-6.733,3600,CET,ES,Spain,es,Andalusia,NA,NA
305260,99999,"54.483,107.067",54.483,107.067,28800,8,RU,Russia,ru,Irkutsk Oblast,NA,Вершино-Тутурское сельское поселение
332710,99999,"51.15,34.333",51.15,34.333,7200,EET,UA,Ukraine,ua,Sumy Oblast,41800,NA
697924,99999,"35.467,44.35",35.467,44.35,10800,3,IQ,Iraq,iq,Kirkuk,NA,NA
575370,99999,"29.25,108.167",29.25,108.167,28800,CST,CN,PRC,cn,Chongqing,NA,Pengshui Miao and Tujia Autonomous County
818720,99999,"-6.017,-40.283",-6.017,-40.283,-10800,-3,BR,Brazil,br,Ceará,NA,NA
14500,NA,"59.833,8.183",59.833,8.183,3600,CET,NO,Norway,no,Telemark,NA,NA
912020,99999,"10.2,139.8",10.2,139.8,NA,NA,FM,Federated States of Micronesia,fm,Yap,NA,Wulthiy
444240,99999,"29.283,82.167",29.283,82.167,20700,545,NP,Nepal,np,Mid-Western Development Region,NA,Mahatgaun
295660,99999,"55.933,92.283",55.933,92.283,25200,7,RU,Russia,ru,Krasnoyarsk Krai,NA,NA
408460,99999,"28.983,50.833",28.983,50.833,NA,NA,IR,Iran,ir,Bushehr Province,NA,حومه
14300,NA,"58.017,7.45",58.017,7.45,3600,CET,NO,Norway,no,West Agder,NA,NA
31700,NA,"56.433,-2.867",56.433,-2.867,0,GMT,GB,United Kingdom,gb,Scotland,DD6 9PE,NA
30310,NA,"57.717,-4.883",57.717,-4.883,0,GMT,GB,United Kingdom,gb,Scotland,IV23 2PQ,NA
749148,99999,"78.133,-71.617",78.133,-71.617,-10800,-3,GL,Greenland,gl,NA,NA,NA
997329,99999,"33.18,-117.47",33.18,-117.47,-28800,PST,US,United States of America,us,California,NA,NA
722901,99999,"32.817,-117.133",32.817,-117.133,-28800,PST,US,United States of America,us,California,92123,San Diego
121250,99999,"54.55,17.75",54.55,17.75,3600,CET,PL,Poland,pl,Pomeranian Voivodeship,84-300,NA
067540,99999,"46.417,8.933",46.417,8.933,3600,CET,CH,Switzerland,ch,Ticino,6749,NA
031340,99999,"55.9,-4.533",55.9,-4.533,0,GMT,GB,United Kingdom,gb,Scotland,PA7 5NY,NA
986480,99999,"10.133,124.867",10.133,124.867,28800,PHT,PH,Philippines,ph,Southern Leyte,6600,NA
917720,99999,"-15.567,-175.617",-15.567,-175.617,46800,13,TO,Tonga,to,Niuas,NA,NA
066510,99999,"46.95,8.017",46.95,8.017,3600,CET,CH,Switzerland,ch,Luzern,6170,NA
64140,NA,"50.9,3.117",50.9,3.117,3600,CET,BE,Belgium,be,Flanders,8800,NA
570360,99999,"34.447,108.752",34.447,108.752,28800,CST,CN,PRC,cn,Shaanxi,NA,NA
040730,99999,"65.633,-16.117",65.633,-16.117,0,GMT,IS,Iceland,is,NA,NA,NA
594730,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
315860,99999,"49.483,129.483",49.483,129.483,32400,9,RU,Russia,ru,Amur Oblast,NA,Алексеевский сельсовет
958390,99999,"-36.667,142.167",-36.667,142.167,39600,AEDT,AU,Australia,au,Victoria,NA,Horsham
578060,99999,"26.267,105.967",26.267,105.967,28800,CST,CN,PRC,cn,Guizhou,561000,NA
427400,99999,"22.733,71.6",22.733,71.6,19800,IST,IN,India,in,Gujarat,363001,NA
514770,99999,"43.2,88.467",43.2,88.467,21600,6,CN,PRC,cn,Xinjiang,830000,Ürümqi
670010,99999,"-11.7,43.233",-11.7,43.233,10800,EAT,KM,Comoros,km,Grande Comore,BP 141,Moroni
21050,NA,"65.533,14.983",65.533,14.983,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
724635,23067,"38.049,-103.512",38.049,-103.512,-25200,MST,US,United States of America,us,Colorado,NA,NA
346910,99999,"47.9,48.8",47.9,48.8,18000,5,KZ,Kazakhstan,kz,Atyrau Region,NA,NA
837460,99999,"-22.809,-43.244",-22.809,-43.244,-10800,-3,BR,Brazil,br,Rio de Janeiro,21941-480,Rio de Janeiro
724237,53803,"37.7415,-87.167",37.7415,-87.167,-21600,CST,US,United States of America,us,Kentucky,42301,Owensboro
724237,99999,"37.7415,-87.167",37.7415,-87.167,-21600,CST,US,United States of America,us,Kentucky,42301,Owensboro
272150,99999,"58.033,37.1",58.033,37.1,10800,MSK,RU,Russia,ru,Tver Oblast,171660,Барбинское сельское поселение
623661,99999,"25.557,34.582",25.557,34.582,7200,EET,EG,Egypt,eg,Red Sea Governorate,NA,NA
530780,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
677790,99999,"-16.783,31.583",-16.783,31.583,7200,CAT,ZW,Zimbabwe,zw,Mashonaland Central,NA,NA
725476,4916,"43.2755,-91.739",43.2755,-91.739,-21600,CST,US,United States of America,us,Iowa,52101,NA
725476,99999,"43.2755,-91.739",43.2755,-91.739,-21600,CST,US,United States of America,us,Iowa,52101,NA
332280,99999,"50.7,29.583",50.7,29.583,7200,EET,UA,Ukraine,ua,Kyiv Oblast,07820,NA
170990,99999,"39.733,43.05",39.733,43.05,10800,3,TR,Turkey,tr,Eastern Anatolia Region,04100,Ağrı
080144,99999,"37.133,-3.636",37.133,-3.636,3600,CET,ES,Spain,es,Andalusia,18194,NA
997482,99999,"43.5,-44.9",43.5,-44.9,NA,NA,NA,NA,NA,NA,NA,NA
40650,NA,"66.533,-18.017",66.533,-18.017,0,GMT,IS,Iceland,is,NA,611,NA
911860,22534,"21.1525,-157.098",21.1525,-157.098,-36000,HST,US,United States of America,us,Hawaii,96729,NA
911860,99999,"21.1525,-157.098",21.1525,-157.098,-36000,HST,US,United States of America,us,Hawaii,96729,NA
64180,NA,"51.35,3.2",51.35,3.2,3600,CET,BE,Belgium,be,Flanders,8380,Bruges
957650,99999,"-33.833,151.067",-33.833,151.067,39600,AEDT,AU,Australia,au,New South Wales,2127,Sydney
170460,99999,"41.117,42.717",41.117,42.717,10800,3,TR,Turkey,tr,Eastern Anatolia Region,75000,Ardahan
23360,NA,"61.383,15.833",61.383,15.833,3600,CET,SE,Sweden,se,Gävleborgs län,82834,NA
271640,99999,"58.817,44.317",58.817,44.317,10800,MSK,RU,Russia,ru,Kostroma Oblast,NA,NA
727720,24144,"46.606,-111.964",46.606,-111.964,-25200,MST,US,United States of America,us,Montana,59636,Helena
332680,99999,"50.767,33.45",50.767,33.45,7200,EET,UA,Ukraine,ua,Sumy Oblast,42005,NA
943780,99999,"-23.533,151.283",-23.533,151.283,36000,AEST,AU,Australia,au,Queensland,4680,Gladstone
