usaf,lat,lon
546460,38.35,119.683
546530,0,0
546560,38.167,120.783
546620,38.966,121.539
546630,38.883,121.817
547020,0,0
547050,37.367,115.383
547070,0,0
547130,0,0
547140,37.433,116.317
547150,37.333,116.567
547160,0,0
547230,0,0
547250,37.5,117.533
547260,0,0
547360,37.55,118.733
547430,0,0
547450,37.367,119.9
547510,37.933,120.717
547530,37.617,120.317
547560,37.617,120.9
547570,37.167,120.167
547580,36.967,120.583
547630,37.55,121.4
547640,0,0
547650,37.55,121.367
547740,37.45,122.033
547760,37.4,122.683
548080,36.233,115.667
548230,36.683,116.983
548260,36.25,117.1
548270,36.183,117.133
548300,36.867,118.333
548360,36.183,118.15
548430,36.767,119.183
548460,36.383,119.733
548520,36.983,120.65
548525,32.02,120.85
548530,0,0
548570,36.266,120.374
548580,36.167,120.367
548630,36.767,121.167
548680,36.267,121.383
548710,36.883,122.417
549060,35.25,115.433
549070,35.067,115.567
549090,35.083,115.517
549150,0,0
549160,35.567,116.85
549230,0,0
549290,35.25,117.95
549360,35.55,118.75
549380,35.05,118.35
549450,35.433,119.533
549460,0,0
549520,35.967,120.483
552280,32.5,80.083
552480,32.3,84.05
552790,31.367,90.017
552940,32.267,91.667
552990,31.483,92.067
553850,31.48,92.06
554370,30.55,81.433
554720,30.95,88.633
554880,30.333,90.083
554930,30.733,92.45
555690,29.067,87.683
555780,29.25,88.883
555850,29.5,90.25
555910,29.667,91.133
555980,29.233,91.767
556560,28.383,86.15
556640,28.633,87.083
556800,29,89.633
556900,28.7,91.633
556960,28.417,92.467
557730,27.733,89.083
560040,34.217,92.433
560070,33.417,92.833
560160,34.1,95.033
560180,32.9,95.3
560190,0,0
560210,34.133,95.783
560230,0,0
560260,0,0
560280,0,0
560290,33.017,96.95
560295,32.817,97.133
560310,34.833,97.467
560330,34.917,98.217
560340,33.8,97.133
560360,0,0
560380,32.983,98.1
560410,34.5,98.883
560460,33.75,99.65
560650,34.733,101.6
560670,33.467,101.483
560690,0,0
560700,0,0
560740,34.2,102.3
560750,34.1,102.617
560760,34.1,102.9
560790,33.583,102.967
560800,35,102.9
560850,34.04,103.333
560860,0,0
560890,0,0
560930,34.717,104.883
560960,33.4,104.917
560970,33.033,104.117
561060,31.883,93.783
561070,31.55,92.867
561160,31.417,95.6
561250,32.25,96.217
561260,0,0
561270,0,0
561320,32.5,97.933
561370,31.15,97.167
561380,0,0
561430,32.783,99.917
561440,31.733,98.567
561460,31.617,100
561470,0,0
561510,32.567,100.583
561520,32.283,100.333
561670,30.983,101.117
561710,32.917,101.7
561720,31.9,102.233
561730,31.85,102.7
561780,31.017,102.367
561820,32.667,103.6
561830,32.333,103.733
561870,30.75,103.867
561880,31.483,103.583
561930,32.417,104.517
561960,31.45,104.733
562020,30.783,93.4
562270,30.1,95.783
562370,0,0
562470,30,99.1
562510,30.967,100.2
562570,30,100.267
562650,30.5,101.483
562870,29.983,103
562940,30.579,103.947
562950,0,0
562970,30,104.133
562980,30.117,104.617
563120,29.567,94.467
563150,29.033,100.167
563470,0,0
563570,29.05,100.3
563740,30.05,101.967
563750,0,0
563760,29.583,102.717
563840,0,0
563850,29.517,103.333
563860,29.567,103.767
564410,28.883,98.583
564440,28.45,98.883
564590,28.15,100.933
564620,29,101.5
564625,29.133,100.483
564720,0,0
564740,0,0
564750,28.617,102.6
564790,28.217,103
564850,28.517,103.617
564920,28.8,104.6
564940,0,0
565330,27.683,98.35
565430,27.7,99.7
565480,27.217,99.317
565610,0,0
565620,0,0
565650,27.433,101.533
565710,27.9,102.267
565760,27.6,102.85
565810,0,0
565860,27.333,103.75
566510,26.833,100.217
566640,26.367,101.217
566710,26.65,102.25
566740,0,0
566810,26.833,103.167
566840,26.4,103.25
566910,26.867,104.283
567380,25.217,97.867
567390,24.983,98.5
567410,25.783,98.85
567450,0,0
567480,25.117,99.183
567510,25.7,100.183
567630,25.733,101.867
567680,25.017,101.517
567760,25.633,102.967
567770,25.15,102.083
567780,24.992,102.744
567860,25.583,103.833
567930,25.783,104.95
568380,24,97.85
568390,24.283,98.467
568560,24.433,100.85
568750,24.45,102.567
568850,24.4,103.433
568860,24.533,103.767
569150,0,0
569160,0,0
569420,23.717,99.633
569450,23.567,99.083
569460,23.55,99.4
569510,23.95,100.217
569540,22.567,99.933
569590,22,100.783
569640,22.767,100.983
569650,22.483,101.3
569660,23.6,101.983
569690,21.5,101.583
569750,23.317,102.367
569770,22.617,101.817
569790,0,0
569820,0,0
569830,23.7,103.833
569850,23.45,103.333
569860,23.583,103.867
569890,22.5,103.95
569940,23.367,104.383
569950,0,0
569990,23.133,104.7
570050,0,0
570060,34.583,105.75
570070,34.1,105.033
570140,34.57,105.87
570160,34.35,107.133
570230,34.8,107.867
570250,34.517,107.383
570260,34.483,107.95
570340,34.533,108.233
570360,34.447,108.752
570460,34.483,110.083
570510,34.833,110.167
570630,0,0
570670,34.083,111.067
570680,0,0
570710,34.817,112.433
570720,34.817,112.633
570730,34.667,112.417
570770,34.15,112.1
570780,34.15,112.467
570830,34.52,113.841
570890,34,113.967
570910,34.75,114.417
570930,0,0
571020,33.817,105.617
571060,33.75,105.75
571270,33.067,107.033
571280,0,0
571300,33.333,108.333
571310,34.433,108.967
571340,33.45,108.25
571370,0,0
571430,33.917,109.95
571440,33.417,109.15
571500,33.483,110.433
571560,33.533,110.883
571730,33.733,112.917
571780,33.1,112.483
571810,33.967,113.217
571880,33.233,113.467
571890,33.15,113.817
571930,33.783,114.517
571970,0,0
572030,32.817,105.7
572060,32.433,105.8
572070,0,0
572080,32.333,105.683
572210,0,0
572320,32.9,108.517
572370,32.067,108.033
572380,32.1,108.483
572450,32.717,109.033
572510,32.767,110.117
572530,32.8,110.8
572550,0,0
572590,32.033,110.767
572650,32.433,111.733
572780,32.317,112.633
572790,32.15,112.667
572900,32.933,113.917
572970,32.133,114.05
572980,32.217,114.533
572990,0,0
573060,31.583,105.967
573070,31.083,105.083
573130,31.9,106.7
573210,31.883,107.083
573270,0,0
573280,31.2,107.5
573450,0,0
573470,0,0
573480,31.017,109.533
573550,31.667,110.367
573650,0,0
573670,31.167,111.167
573770,31.117,112.4
573780,31.167,112.633
573790,0,0
573850,31.717,113.367
573940,31.617,113.817
573980,0,0
573990,31.133,114.95
574050,30.5,105.583
574060,0,0
574110,30.75,106.133
574260,30.683,107.8
574280,0,0
574320,30.8,108.35
574370,0,0
574450,30.6,109.533
574470,30.283,109.467
574480,30.3,109.483
574500,31.017,110.7
574510,30.783,110.267
574570,0,0
574580,30.2,110.667
574610,30.733,111.367
574620,30.683,111.45
574660,0,0
574720,0,0
574760,30.333,112.183
574770,0,0
574780,0,0
574830,30.65,113.65
574940,30.784,114.208
574941,18.303,109.412
575030,29.617,105.117
575040,29.583,105.05
575060,29.633,105.767
575150,29.517,106.483
575160,29.719,106.642
575220,29.717,107.4
575250,0,0
575270,0,0
575320,29.867,108.567
575370,29.25,108.167
575450,29.533,109.383
575540,29.4,110.167
575570,29.05,110.133
575620,29.583,111.3
575640,0,0
575690,0,0
575720,29.733,112.3
575730,29.817,112.883
575740,29.433,112.183
575760,29.333,112.417
575830,29.717,113.883
575840,29.383,113.083
575940,0,0
575970,0,0
575980,29.033,114.583
575990,0,0
576020,28.883,105.433
576040,28.783,105.383
576060,28.483,105.933
576070,0,0
576080,28.217,105.433
576140,28.567,106.083
576220,28.95,107.15
576230,0,0
576320,0,0
576330,28.833,108.767
576450,0,0
576460,28.5,109.833
576490,28.267,109.683
576530,0,0
576550,28.467,110.4
576590,28.167,110.967
576620,29.05,111.683
576630,0,0
576650,0,0
576660,0,0
576670,28.317,111.133
576690,28.15,111.633
576710,28.85,112.383
576720,0,0
576760,0,0
576790,28.2,113.083
576820,28.75,113.617
576870,28.117,112.783
576930,28.983,114.85
576990,0,0
577060,0,0
577070,27.3,105.233
577080,27.15,105.6
577120,27.733,106.95
577130,27.7,106.883
577150,0,0
577160,27.5,106.833
577220,27.75,107.433
577230,0,0
577260,0,0
577310,27.95,108.25
577320,0,0
577380,27.05,108.4
577410,27.733,109.167
577450,27.45,109.683
577490,27.567,110
577530,27.917,110.583
577540,0,0
577590,27.35,110.95
577650,27.5,111.5
577660,27.183,111.45
577720,27.733,112.533
577730,27.883,112.917
577740,27.45,112.2
577760,27.3,112.7
577830,0,0
577920,0,0
577930,27.8,114.383
577990,27.117,114.967
578020,26.833,105.5
578030,26.7,105.767
578060,26.267,105.967
578070,26.05,105.217
578130,0,0
578160,26.539,106.801
578220,26.7,107.5
578230,0,0
578250,26.5,107.583
578310,26.667,108.333
578320,26.967,108.667
578340,26.433,108.133
578430,26.867,109.717
578450,26.167,109.783
578530,26.733,110.633
578660,26.233,111.617
578720,26.933,112.583
578820,0,0
578830,26.8,113.533
578910,26.95,114.233
578930,26.783,114.9
578960,26.25,114.333
578961,26.333,114.5
579010,0,0
579020,25.433,105.183
579060,25.383,105.65
579090,25.25,105.867
579110,25.95,107.133
579130,25.833,106.833
579160,25.433,106.767
579220,25.833,107.55
579230,25.883,107.75
579250,25.3,107.4
579270,25.283,107.3
579310,25.85,108.083
579320,25.967,108.533
579440,25.533,109.2
579470,25.067,109.25
579570,25.218,110.039
579580,0,0
579600,25.55,111.583
579620,0,0
579650,25.617,111.6
579660,0,0
579680,25.183,111.583
579720,25.733,112.967
579730,0,0
579820,25.833,113.5
579830,0,0
579920,25.8,114.533
579930,25.85,114.95
579931,36.857,117.216
579960,25.4,114.933
580050,34.4,115.633
580150,34.417,116.333
580270,34.283,117.15
580280,0,0
580400,34.85,119.133
580440,34.583,119.25
580570,34.067,120.217
581020,33.783,115.733
581220,33.9,117.95
581340,33.467,118.217
581370,33.217,118.183
581380,33.333,118.667
581400,26.767,117.367
581410,33.633,118.933
581440,33.6,119.033
581500,33.75,120.3
581930,0,0
582020,0,0
582030,32.867,115.733
582070,0,0
582080,32.167,115.617
582110,0,0
582150,32.583,116.783
582210,32.85,117.3
582310,0,0
582340,0,0
582360,32.317,118.333
582370,0,0
582380,31.742,118.862
582390,29.825,121.465
582410,32.783,119.45
582440,32.55,119.233
582450,0,0
582500,32.567,120.467
582510,32.85,120.283
582520,0,0
582580,32.267,120.5
582590,32.1,120.867
582650,32.067,121.6
582670,0,0
583140,31.4,116.333
583210,31.78,117.298
583211,31.143,121.805
583212,24.796,118.59
583213,29.934,122.362
583230,0,0
583240,0,0
583250,0,0
583260,31.6,117.833
583270,0,0
583280,0,0
583340,31.333,118.35
583380,31.15,118.583
583430,31.767,119.95
583450,31.433,119.483
583570,0,0
583580,31.267,120.617
583620,31.4,121.467
583670,31.198,121.336
583780,31.183,122.367
584020,30.75,115.667
584030,30.883,115.717
584070,30.067,115.333
584080,30.133,115.6
584140,0,0
584240,30.617,116.967
584360,30.633,118.967
584370,30.133,118.15
584380,0,0
584450,30.35,119.417
584470,0,0
584510,0,0
584560,0,0
584570,30.228,120.432
584580,0,0
584610,0,0
584620,0,0
584640,30.617,121.083
584670,0,0
584720,30.733,122.45
584730,30.717,122.817
584740,30.45,122.3
584760,30.433,122.917
584770,30.033,122.117
584780,0,0
585020,29.75,115.917
585060,29.583,115.983
585190,29.083,116.883
585210,29.833,117.167
585270,29.3,117.2
585280,29.167,117.5
585290,29.167,117.833
585310,29.717,118.267
585320,0,0
585370,0,0
585430,29.617,119.017
585490,29.15,119.633
585540,29.35,120.017
585560,29.6,120.817
585590,29.15,121.017
585620,29.917,121.467
585690,29.2,121.95
586060,28.865,115.9
586070,0,0
586080,28.05,115.533
586180,38.083,116.55
586210,28.983,117.117
586250,0,0
586260,28.483,117.983
586270,28.3,117.217
586310,28.667,118.25
586320,28.933,118.5
586330,28.967,118.867
586340,28.683,118.25
586460,28.45,119.917
586470,28.1,119.083
586480,28.05,119.333
586530,28.817,120.917
586540,0,0
586550,0,0
586580,0,0
586590,28.017,120.667
586600,28.85,121.133
586620,28.683,122.133
586650,28.617,121.417
586660,28.45,121.883
586670,28.133,121.217
586690,28.283,121.733
587130,0,0
587150,27.583,116.65
587210,27.717,117.05
587250,27.333,117.467
587260,27.95,117.833
587300,27.767,118.033
587310,27.917,118.533
587320,27.833,118.5
587340,0,0
587350,27.5,118.5
587360,0,0
587370,27.05,118.317
587450,27.467,119.483
587470,0,0
587490,0,0
587520,27.783,120.65
587530,0,0
587540,27.333,120.2
587640,27.633,121.05
587650,27.467,121.05
588110,26.85,116.067
588130,26.85,116.333
588150,26.267,116.65
588200,26.183,117.617
588210,26.9,117.167
588250,26.767,117.367
588260,26.4,117.783
588310,26.783,118
588340,26.633,118.15
588370,26.167,118.183
588380,0,0
588460,26.517,119.533
588470,26.083,119.283
588480,0,0
588490,26.167,119.933
588500,26.933,120.067
588520,26.917,120.383
588530,27,120.7
588540,0,0
588640,0,0
589110,25.85,116.367
589180,25.067,116.35
589210,25.967,117.35
589260,25.3,117.4
589270,25.1,117.017
589280,25.3,117.4
589310,25.717,118.1
589320,0,0
589330,25.867,118.917
589340,0,0
589380,25.083,118.517
589410,25.933,119.567
589440,25.517,119.783
589470,25.267,119.2
589650,25.05,121.217
589680,25.033,121.517
589690,25.067,121.533
589740,25.633,122.067
590070,24.067,105.067
590210,25.083,107.2
590230,24.7,108.05
590370,24.017,108.083
590460,24.35,109.4
590580,24.2,110.517
590650,24.467,111.567
590720,24.8,112.367
590750,24.483,112.633
590760,0,0
590770,0,0
590820,24.667,113.6
590850,0,0
590860,0,0
590870,23.883,113.517
590920,0,0
590960,24.367,114.483
590970,0,0
591020,24.95,115.65
591090,0,0
591170,24.283,116.067
591240,0,0
591260,24.633,117.65
591270,0,0
591330,24.8,118.583
591340,24.544,118.128
591350,24.433,118.433
591520,24.8,120.967
591530,24.817,120.95
591580,24.15,120.683
591590,24.183,120.65
591625,33.417,120.2
591630,24.767,121.75
592020,0,0
592030,0,0
592090,23.3,105.95
592110,23.9,106.6
592160,23.633,106.717
592170,0,0
592180,23.133,106.417
592240,23.6,107.117
592280,23.133,107.65
592340,0,0
592420,23.85,109.417
592430,23.95,109.683
592450,0,0
592540,23.4,110.083
592580,0,0
592590,23.217,110.817
592620,23.833,111.567
592650,23.483,111.3
592710,23.95,112.2
592730,23.667,112.867
592770,0,0
592780,23.05,112.467
592800,23.7,113.083
592830,0,0
592870,23.392,113.299
592871,28.189,113.22
592880,0,0
592930,23.8,114.733
592970,0,0
592980,23.083,114.417
593030,23.967,115.967
593090,23.183,115.85
593110,23.767,116.017
593160,23.4,116.683
593170,23.083,116.3
593210,23.8,117.55
593240,23.433,117.017
593260,0,0
593270,23.167,117.167
593450,23.517,119.567
593460,23.533,119.567
593530,23.517,120.8
593540,23.467,120.383
593580,23,120.217
593610,23.983,121.6
593620,24.017,121.617
594170,22.367,106.75
594270,22.117,107.133
594310,22.608,108.172
594460,22.25,109.967
594530,22.933,110.983
594560,22.35,110.933
594620,22.717,111.55
594680,23.133,111.467
594720,0,0
594730,0,0
594770,0,0
594780,22.267,112.783
594880,22.017,113.383
594930,22.639,113.811
595010,22.783,115.367
595050,22.5,115.5
595500,22.95,120.183
595520,22.833,120.3
595530,22.467,120.433
595540,22.617,120.267
595580,22.033,120.733
595590,22,120.75
595600,22.8,121.167
595620,22.75,121.15
595670,22.033,121.55
595680,22.033,121.55
596220,0,0
596260,21.55,107.967
596320,21.95,108.617
596330,0,0
596340,21.55,108.167
596440,21.483,109.1
596441,21.539,109.294
596460,0,0
596470,21.033,109.117
596480,0,0
596570,0,0
596580,21.217,110.4
596630,21.867,111.967
596640,21.517,111.3
596730,21.733,112.767
596830,0,0
597380,20.133,107.733
597450,0,0
597480,0,0
597540,20.367,110.167
597550,0,0
597580,20,110.25
597920,20.667,116.717
598380,19.1,108.617
598450,19.517,109.583
598480,0,0
598490,19.067,109.883
598530,19.833,110.833
598550,19.233,110.467
598580,19.25,110.483
599380,0,0
599450,0,0
599480,18.217,109.583
599540,18.5,110
599550,18.667,110.467
599810,16.833,112.333
599850,16.533,111.617
599950,9.533,112.883
599970,10.383,114.367
600010,27.815,-17.887
600050,28.626,-17.756
600070,28.033,-17.217
600100,28.317,-16.5
600150,28.483,-16.342
600180,28.317,-16.383
600200,28.45,-16.25
600214,28.417,-16.75
600250,28.044,-16.572
600280,28.017,-15.617
600300,27.932,-15.387
600310,0,0
600330,27.152,-13.219
600340,23.718,-15.932
600350,28.453,-13.864
600400,28.945,-13.605
600600,29.369,-10.18
600690,27.933,-13
600960,23.7,-15.867
601000,35.783,-5.8
601010,35.727,-5.917
601050,35.15,-6.1
601060,35.167,-5.3
601070,35.177,-3.84
601150,34.787,-1.924
601154,34.233,-6.05
601190,34.3,-6.6
601191,34.3,-6.617
601200,34.3,-6.6
601250,34.2,-3.833
601270,34.217,-4
601300,34,-6.833
601350,34.051,-6.752
601360,34.233,-6.05
601400,34.033,-4.983
601410,33.927,-4.978
601460,33.717,-7.4
601465,33.6,-7.467
601500,33.879,-5.515
601550,33.557,-7.66
601560,33.367,-7.59
601600,33.505,-5.153
601650,33.233,-8.517
601700,33.283,-7.4
601780,32.867,-6.967
601850,32.283,-9.233
601900,32.533,-6.283
601910,32.367,-6.4
601950,32.683,-4.733
601954,31.967,-4.417
602000,32.567,-1.95
602001,34.983,-3.017
602051,32.117,-7.883
602100,31.948,-4.398
602200,31.517,-9.783
602230,31.033,-8.483
602300,31.607,-8.036
602500,30.381,-9.546
602520,30.325,-9.413
602530,30.5,-8.817
602650,30.939,-6.909
602700,29.683,-9.733
602750,30.317,-5.867
602800,29.017,-10.067
602850,28.448,-11.161
602890,27.933,-13
602900,25.683,-9.3
602950,25.233,-10.417
603080,35.033,-6.167
603180,35.594,-5.32
603200,35.917,-5.35
603350,26.733,-11.683
603380,35.28,-2.956
603400,34.983,-3.017
603500,37.083,6.45
603510,36.795,5.874
603530,36.817,5.883
603550,36.933,6.95
603570,36.967,7.8
603600,36.822,7.809
603670,36.9,8.45
603690,36.767,3.1
603710,36.783,3.033
603720,36.783,3
603730,36.7,2.883
603740,36.783,2.883
603760,36.783,3.25
603790,36.767,3.333
603800,36.617,2.917
603810,36.717,3.15
603840,36.9,4.417
603870,36.917,3.95
603880,36.6,2.183
603900,36.691,3.215
603930,36.7,3.2
603940,36.683,3.1
603950,36.7,4.133
604000,36.75,5.1
604010,36.75,5.1
604020,36.712,5.07
604030,36.467,7.467
604050,36.5,7.717
604100,36.5,1.333
604130,36.55,2.883
604150,36.283,3.667
604170,36.383,3.883
604190,36.276,6.62
604200,36.267,6.683
604210,35.867,7.117
604230,36.25,7.95
604250,36.213,1.332
604300,36.3,2.233
604350,36.483,2.817
604370,36.283,2.733
604440,36.067,4.667
604450,36.178,5.324
604520,35.817,-0.267
604570,35.883,0.117
604590,35.883,3.767
604591,32.917,3.3
604592,35.533,-0.533
604593,35.383,0.133
604610,35.7,-0.65
604650,35.933,2.75
604653,35.525,2.879
604670,35.667,4.5
604680,35.752,6.309
604710,35.333,5.333
604750,35.432,8.121
604760,35.467,7.083
604780,35.25,6.35
604810,35.483,-0.517
604820,35.867,-0.483
604850,35.767,-0.8
604900,35.624,-0.621
604920,35.75,0.617
604925,35.172,-0.593
604981,34.667,3.35
605050,35.717,-0.717
605054,35.483,-0.533
605060,35.6,0.3
605070,35.208,0.147
605110,35.341,1.463
605140,35.167,2.317
605150,35.333,4.206
605170,35.1,-1.867
605180,35.3,-1.35
605200,35.2,-0.617
605220,34.82,-1.77
605250,34.793,5.738
605300,35.017,-1.333
605310,35.017,-1.45
605350,34.683,3.25
605360,34.867,0.15
605400,34.15,0.067
605450,33.764,2.927
605490,33.536,-0.242
605500,33.717,1.083
605550,33.068,6.089
605570,33.267,-0.3
605590,33.511,6.777
605600,32.767,-0.6
605630,32.933,3.283
605650,32.467,3.667
605660,32.384,3.794
605700,31.617,-1.783
605710,31.646,-2.27
605800,31.917,5.413
605810,31.673,6.14
605900,30.571,2.86
605930,29.167,-5.233
606000,30.133,-1.833
606010,29.233,6.483
606020,30.133,-2.167
606030,29.717,6.7
606050,29.417,-3.25
606060,29.767,-8
606070,29.237,0.276
606080,28.133,6.833
606100,27.817,9.967
606110,28.052,9.643
606120,22.05,8.583
606130,28.7,8.933
606170,27.317,3.717
606190,28.467,2.517
606200,27.838,-0.186
606201,21.333,0.95
606210,19.567,5.75
606250,26.967,1.083
606300,27.233,2.5
606305,27.25,2.5
606330,23.217,2.583
606380,28.433,7.55
606390,28.433,7.55
606400,26.724,8.623
606450,26.717,0.283
606460,26.7,0.283
606500,26.417,5.367
606560,27.7,-8.167
606600,25.267,3.733
606610,25.217,5.117
606620,25.817,8.183
606630,24.717,4.65
606650,24.917,10.2
606670,24.6,10.217
606700,24.293,9.452
606720,24.217,5.533
606750,23.4,1
606760,23.483,11.233
606770,25.333,7.8
606780,23.817,5.15
606790,23.267,5.633
606800,22.8,5.433
606805,22.8,5.45
606810,21.683,7.133
606820,23.183,6.767
606850,22.317,1.117
606860,21.333,0.95
606890,20.417,1.8
606900,19.567,5.767
606910,19.433,4.65
606920,19.57,5.75
606930,20.567,6.117
606940,20.967,7.45
606950,19.967,2.983
607050,37.233,9.817
607100,36.98,8.877
607140,37.245,9.791
607150,36.851,10.227
607200,36.85,11.083
607230,36.733,9.183
607250,36.483,8.8
607255,36.083,10.433
607280,36.467,10.7
607290,36.433,10.083
607310,36.083,10.433
607320,36.133,8.7
607340,36.067,9.367
607350,35.667,10.1
607380,35.55,8.683
607390,35.167,8.833
607400,35.667,10.75
607401,35.767,10.75
607403,35.758,10.755
607420,35.5,11.067
607450,34.422,8.823
607470,35.183,8.8
607480,35,9.483
607500,34.718,10.691
607600,33.94,8.111
607640,33.7,8.967
607650,33.877,10.103
607670,33.733,9.917
607690,33.875,10.775
607700,33.35,10.483
607720,32.917,10.45
607750,32.306,10.382
607800,31.704,9.255
607850,27.017,14.433
607880,27.5,14.25
607930,26.583,12.767
607950,25.9,13.85
607980,24.9,14.667
610170,18.683,12.917
610240,16.967,7.967
610330,15.133,10.717
610360,14.2,1.45
610430,14.876,5.265
610450,13.983,10.3
610490,14.25,13.117
610520,13.482,2.184
610530,13.033,3.3
610750,13.8,5.25
610800,13.503,7.127
610850,13.373,12.627
610900,13.779,8.984
610910,12.983,8.933
610960,13.233,11.983
610990,11.883,3.45
612020,20.243,0.977
612030,15.13,-10.57
612140,18.433,1.35
612190,16.6,-6.733
612230,16.73,-3.008
612260,16.248,-0.005
612300,15.233,-9.35
612330,15.167,-7.283
612350,15.117,-10.567
612400,15.333,-1.683
612500,15.867,2.217
612570,14.482,-11.44
612650,14.513,-4.08
612690,13.467,-9.883
612700,13.067,-9.467
612720,13.4,-6.15
612770,13.333,-4.833
612850,12.85,-11.233
612880,12.483,-6.8
612900,12.633,-7.967
612910,12.534,-7.95
612930,12.383,-5.467
612960,11.417,-7.5
612970,11.35,-5.683
614010,25.237,-11.589
614020,26,-9.533
614030,22.683,-12.7
614040,22.75,-12.483
614150,20.933,-17.03
614210,20.507,-13.043
614370,19.75,-14.367
614420,18.098,-15.948
614500,18.57,-11.424
614610,17.533,-14.683
614890,16.5,-15.817
614920,16.16,-13.508
614970,16.622,-7.317
614980,16.59,-11.406
614990,16.711,-9.638
615100,15.233,-12.167
615200,15.867,-5.933
616000,16.051,-16.463
616120,16.65,-14.967
616270,15.383,-15.117
616300,15.65,-13.25
616410,14.74,-17.49
616540,14.8,-16.95
616660,14.65,-16.233
616790,14.147,-16.051
616870,13.737,-13.653
616890,13.05,-13.3
616950,12.556,-16.282
616970,12.41,-16.746
616980,12.883,-14.967
616990,12.572,-12.22
617010,13.338,-16.652
617050,13.217,-16.2
617070,13.483,-15.567
617110,13.45,-16.45
617120,13.483,-16.183
617170,13.717,-15.25
617200,13.667,-14.883
617210,13.533,-14.767
617220,13.567,-15.933
617310,13.317,-14.217
617330,13.667,-14.467
617410,13.483,-15.567
617660,11.895,-15.654
617690,11.583,-15.483
617810,12.183,-14.667
618020,12.567,-13.517
618090,11.326,-12.287
618110,11.433,-9.167
618160,10.933,-14.317
618180,10.05,-12.867
618200,10.367,-12.083
618290,10.383,-9.3
618310,9.567,-13.617
618320,9.577,-13.612
618330,10.035,-10.77
618340,9.217,-10.217
618470,8.533,-9.467
618490,7.733,-8.833
618560,8.616,-13.195
618660,7.533,-12.5
618730,8.55,-12.05
618760,8.883,-11.95
618770,8.417,-11.833
618780,8.1,-12.1
618810,7.95,-11.767
618860,9.583,-11.55
618910,7.983,-10.85
618920,8.65,-10.967
619000,-7.933,-14.417
619010,-15.933,-5.667
619020,-7.97,-14.394
619030,-71.05,-10.9
619310,0.378,6.712
619340,1.663,7.412
619670,-7.3,72.4
619680,-11.583,47.283
619700,-17.05,42.717
619710,-9.35,46.533
619720,-22.333,40.333
619740,-10.433,56.6
619760,-15.883,54.517
619790,-20.917,55.417
619800,-20.887,55.51
619810,-20.933,55.283
619840,-21.321,55.425
619860,-16.45,59.617
619880,-19.758,63.361
619890,-19.75,63.37
619900,-20.43,57.684
619950,-20.3,57.467
619960,-37.8,77.533
619970,-46.433,51.85
619980,-49.35,70.25
620020,31.514,10.598
620070,32.555,12.056
620080,32.04,12.313
620100,32.664,13.159
620110,32.15,13
620111,32.9,13.283
620115,0,0
620120,32.401,14.143
620140,31.741,13.957
620160,32.243,15.021
620165,32.333,15.067
620180,30.355,15.254
620190,31.2,16.583
620525,32.894,13.276
620530,32.097,20.269
620540,32.517,20.883
620550,30.717,20.167
620560,32.8,21.883
620590,32.783,22.583
620620,32.1,23.933
620630,31.867,23.9
621010,50.6,-2.933
621030,30.152,9.715
621110,58.9,-0.2
621130,58.4,0.3
621140,58.7,1.1
621160,58.1,1.8
621170,57.9,0.1
621180,57.7,0.9
621200,30.383,13.583
621210,29.517,12.933
621220,56.5,2.017
621240,26.987,14.473
621250,53.8,-3.8
621260,53.8,-3.6
621300,53,1.7
621310,29.117,15.95
621370,57.35,1.467
621410,60.8,1.6
621430,58.3,0.4
621450,29.467,19.333
621500,58,0.6
621610,29.033,21.567
621760,29.75,24.533
622000,26.6,12.783
622120,25.146,10.143
622250,25.933,14.45
622590,25.673,21.091
622710,24.179,23.314
623000,31.533,25.183
623010,31.617,25.9
623030,31.633,25.967
623050,31.567,25.133
623060,31.325,27.222
623080,31.117,27.867
623090,31.017,28.433
623150,31.183,29.867
623180,31.184,29.949
623240,31.45,30.367
623250,31.55,31.1
623290,31.467,31.767
623300,31.417,31.817
623320,31.283,32.233
623330,31.267,32.3
623350,31.2,34.2
623360,31.083,33.817
623370,31.073,33.836
623380,31.5,34.45
623390,31.033,30.467
623430,31.05,31.467
623450,30.65,30.7
623480,30.783,31
623570,30.4,30.35
623600,30.6,31.017
623601,30.918,29.696
623630,30.467,31.183
623660,30.122,31.406
623661,25.557,34.582
623662,30.583,32.25
623663,28,30.75
623664,28.683,34.067
623665,24.983,32.867
623670,30.083,31.367
623680,30.117,30.917
623690,30.133,31.25
623710,30.083,31.283
623720,30.1,31.367
623730,30.067,31.183
623750,30.05,31.217
623780,29.867,31.333
623810,29.3,30.85
623860,28.083,30.733
623870,28.083,30.733
623890,27.7,30.75
623920,27.2,31.167
623930,27.047,31.012
623970,26.333,31.75
623980,26.333,31.733
624020,26.183,32.733
624030,26.2,32.75
624050,25.671,32.707
624080,24.983,32.817
624110,24.416,32.956
624140,23.964,32.82
624160,29.25,25.517
624170,29.2,25.483
624190,22.376,31.612
624200,28.333,28.867
624230,27.05,27.983
624250,22.586,28.717
624320,25.5,28.967
624350,25.45,30.533
624380,30.567,32.1
624400,30.6,32.25
624410,30.6,32.283
624440,30.317,32.283
624470,30.05,32.533
624490,29.933,32.567
624500,29.867,32.467
624520,29.917,33.733
624530,30.45,33.767
624540,30.967,32.767
624550,29.583,32.717
624560,29.6,34.783
624570,28.683,34.05
