usaf,lat,lon
201990,78.133,107.2
202740,77.5,82.2
202770,77.283,89.667
202890,77.183,96.583
202910,78.233,103.117
202920,77.717,104.3
202940,77.617,101.483
203010,76.917,15.833
203530,76.95,68.55
203570,76.183,63.567
203860,76.6,97.667
203880,76.283,94.733
203890,76.233,98.833
203930,76.967,108
204050,74.483,19.25
204710,75.95,82.95
204760,75.417,88.9
204810,75.867,92.833
205780,74.25,86.5
205940,74.5,102.5
206470,73.05,53.1
206490,73.267,56.4
206650,73.5,76
206670,73.333,70.05
206740,73.5,80.4
206750,73.683,85.25
206790,73.25,90.917
206960,73.667,109.75
207440,72.367,52.7
207560,72.65,68.983
207640,72.667,70.833
207660,72.333,79.5
208560,71.4,67.633
208620,71.983,75.4
208640,71.483,71.817
208710,71.883,82.7
208910,71.983,102.467
209210,49.783,4.633
209400,70.4,58.8
209430,70.717,57.617
209460,70.45,59.083
209630,70.883,78.5
209640,70.35,74.133
209670,70.167,72.517
209700,70.433,83.75
209730,70.85,89.883
209780,70.083,83.167
209820,70.967,94.5
213010,76.8,110.833
213530,77.117,156.583
213580,76.15,152.833
214050,75.533,113.517
214320,76,137.867
214350,75.75,137.583
215040,74.667,112.933
215350,74.667,138.9
215370,74.117,135.867
215410,74.883,142.2
215430,74.95,147.867
216080,73.217,113.5
216110,73.567,118.75
216130,73.9,124.6
216270,73.167,128.833
216360,73.336,139.867
216470,73.183,143.233
217010,72.817,113.267
217110,73,119.867
217120,72.967,121.667
217150,72.6,121.85
217210,72.4,126.35
217270,71.917,127.017
217280,71.933,129.083
217290,72.167,132.667
217330,72.75,140.75
217390,72.167,139.5
217480,72.3,146.817
217490,72.233,149.083
218020,71.967,114.083
218130,71.917,123.567
218210,72,129.117
218230,62.093,129.771
218240,71.698,128.903
218241,66.4,112.017
218250,71.533,129.917
218260,71.5,132.667
218340,71.383,135.167
218350,71.5,136.583
218490,71.017,149
218530,71.267,150.2
219080,70.133,113.967
219210,70.683,127.4
219230,70.817,133.5
219310,70.767,136.217
219320,70.9,136.333
219370,70.033,135.667
219460,70.617,147.883
219550,70.55,154.25
219650,70.633,162.483
219780,70.083,170.933
219790,70.05,171.417
219800,70.917,179.667
219820,70.983,-178.65
219830,70.95,-179.6
220030,69.933,31.983
220040,69.4,30.233
220060,69.55,31.117
220070,69.133,29.267
220090,69.267,31.767
220120,69.733,33.1
220140,69.417,32.167
220180,69.283,32.8
220190,69.083,33.45
220200,69.317,34.2
220280,69.2,35.117
220370,69.117,36.067
220950,69.083,49.25
221000,68.533,28.917
221010,68.967,28.783
221050,68.35,30.733
221060,68.6,31.8
221120,68.883,33.017
221130,68.782,32.751
221140,68.633,33.2
221190,68.35,33.3
221230,69.067,35.733
221260,68.45,35.367
221270,68,35.033
221330,68.817,37.333
221400,68.15,39.767
221440,68.4,38.667
221450,68.367,38.65
221490,67.983,39.817
221650,68.65,43.3
221930,68.783,49.3
222040,67.567,30.4
222050,67.6,31.167
222120,67.933,32.917
222130,67.55,33.35
222140,67.417,32.55
222160,67.567,33.367
222170,67.15,32.35
222190,67.617,33.667
222270,67.117,34.083
222320,67.7,37.117
222350,67.35,37.05
222490,67.133,39.667
222590,67.217,41.333
222690,67.15,43.9
222710,67.883,44.15
222820,67.8,46.667
222920,67.683,48.683
223010,66.95,30.3
223020,66.967,31.467
223050,66.25,31.117
223080,66.267,31.117
223120,66.7,32.883
223180,66.067,33
223240,66.683,34.35
223330,66.717,38
223340,66.333,36.017
223390,66.1,37.817
223490,66.183,39.533
223550,66.483,40.683
223610,66.717,42.483
223650,66.383,43.25
223750,66.65,44.683
223760,66.633,45.9
223830,66.733,47.717
224030,65.883,31.833
224080,65.217,31.167
224130,65.783,33.933
224160,65.667,33.483
224180,64.967,32.917
224220,65.9,34.767
224290,65.033,35.7
224380,65.2,36.817
224460,65.467,39.733
224520,65.967,40.717
224560,65.383,41.883
224710,65.867,44.217
224810,65.767,46.2
224990,65.233,49.583
225110,64.75,32.117
225180,64.083,32.783
225200,64.983,34.8
225220,64.95,34.65
225250,64.567,34.917
225260,64.367,35.667
225290,64.233,35.883
225350,64.433,37.083
225410,64.833,38.4
225460,64.55,39.767
225480,64.283,38.7
225500,64.6,40.717
225510,64.85,40.283
225550,64.533,40.5
225590,64.217,41.667
225630,64.7,43.383
225730,64.9,45.767
225830,64.75,47.65
226020,63.833,30.817
226190,63.267,33.417
226210,63.767,34.283
226220,63.917,35.267
226380,63.333,36.717
226410,63.9,38.117
226480,63.117,39.233
226510,63.8,40.667
226560,63.483,41.8
226570,63.067,40.35
226710,64.017,44.45
226760,63.583,45.633
226860,63.45,47.917
226950,63.45,48.9
227070,62.183,30.683
227100,62.867,32.4
227120,62.717,33.25
227170,62.1,32.383
227210,62.917,34.433
227230,62.967,35.7
227250,62.6,34.95
227270,62.167,34.3
227380,62.233,36.883
227490,62.133,39.3
227620,62.817,42.783
227680,62.1,42.9
227780,62.233,45.017
227810,62.967,46.583
227840,62.65,46.033
227930,62.9,49.633
227980,62.167,49.117
228020,61.717,30.717
228050,61.367,30.883
228060,61.333,31.6
228070,61.05,30.133
228090,61.283,31.633
228140,61.633,32.417
228160,61.683,33.617
228170,61.183,32.433
228200,61.817,34.267
228230,61.85,35.2
228240,61.35,34.45
228260,61.667,36.067
228290,61.017,35.483
228300,61.783,36.033
228310,61.8,36.583
228330,61.783,37.75
228350,61.45,36.9
228370,61.017,36.45
228450,61.5,38.933
228540,61.667,40.183
228670,61.083,42.067
228690,61.133,43.35
228760,61.55,45.933
228830,61.75,48.25
228860,61.583,47.467
228870,61.233,46.717
228890,61.117,48
228910,60.55,30.317
228920,60.717,28.733
228940,60.517,28.25
228960,60.217,29.717
228970,60.2,29
229050,60.567,30.667
229060,60.517,30.483
229070,60.15,30.517
229080,60.167,31.067
229120,60.983,32.983
229130,60.717,33.55
229140,60.517,32.633
229150,60.467,32.9
229170,60.117,32.317
229250,60.633,34.783
229320,60.833,37.083
229390,60.017,37.75
229440,60.467,38.65
229510,60.983,40.25
229540,60.467,40.2
229740,60.417,44.217
229810,60.767,46.25
229830,60.7,47.6
229880,60.283,47.083
229960,60.367,49.65
230200,69.75,60.583
230210,69.817,60.75
230220,69.75,61.7
230240,69.483,60.333
230290,69.25,64.983
230320,69.717,66.8
230580,69.083,76.85
230660,69.65,84.4
230740,69.4,86.167
230770,69.333,87.95
230780,69.333,88.25
231030,68.933,53.767
231040,68.483,51.25
231050,68.6,52.333
231090,68.25,54.517
231120,68.8,57.983
231140,68.533,55.5
231210,68.85,61.183
231460,68.5,73.583
231740,68.667,86.25
231790,68.1,87.767
232050,67.633,53.033
232070,67.017,51.133
232140,67.567,56.133
232150,67.433,58.033
232190,67.033,59.4
232200,67.833,64.75
232201,66.591,66.611
232202,62.15,77.3
232203,62.183,74.533
232204,57.19,65.324
232205,63.55,53.817
232210,66,57.367
232215,53.393,58.756
232260,67.483,64.017
232420,67.683,72.883
232560,67.467,78.733
232740,67.467,86.567
233050,66.25,52.55
233110,66.95,55.767
233160,66.6,59.283
233220,66.667,62.517
233240,66.433,60.767
233300,66.533,66.667
233310,66.9,65.667
233320,66.75,67.75
233330,66.8,68.883
233380,66.267,67.867
233390,66.033,68.683
233410,66.833,70.833
233450,66.633,72.933
233580,66.1,76.783
233630,66.817,83.667
233650,66.6,82.5
233680,66.25,82.167
233750,66.417,87.2
233760,66.933,88.367
233830,66.883,93.467
234050,65.433,52.267
234110,65.95,55.15
234120,65.967,56.917
234160,65.633,59.15
234180,65.133,57.133
234230,65.85,65
234260,65.483,64.717
234310,65.833,65.933
234430,65.833,74.5
234450,65.467,72.667
234530,65.95,78.4
234630,65.983,84.328
234650,65.7,82.45
234710,60.949,76.484
234720,65.783,87.989
234750,65.167,87.917
234840,65.633,90.017
234990,64.933,98.867
235010,64.783,51.067
235030,65.033,53.967
235040,64.4,51.017
235090,64.233,53.5
235140,64.45,55.133
235160,64.333,58.217
235180,64.267,57.617
235190,64.033,59.5
235270,64.283,60.883
235310,64.883,65.583
235410,64.75,70.967
235520,64.917,77.817
235580,64.283,78.15
235780,64.233,87.567
235850,66.383,93.117
235890,64.2,93.783
236040,63.433,50.55
236060,63.55,53.817
236080,63.233,52.9
236090,63.05,54.467
236110,63.783,56.683
236120,63.833,57.417
236250,63.65,62.1
236280,63.367,63.067
236290,63.2,64.483
236310,63.933,65.05
236320,63.717,66.7
236350,63.667,69.6
236440,63.5,71.333
236560,63.383,78.317
236570,63.117,75.283
236620,63.983,82.083
236780,63.15,87.95
236910,63.833,96.65
236990,62.717,101.117
237010,62.983,50.9
237040,62.617,50.917
237070,62.217,50.417
237080,62.233,52.483
237090,62.2,54.2
237110,62.7,56.2
237140,62.433,55.3
237230,62.867,64.967
237240,62.433,60.867
237290,62.167,64
237340,62.45,66.05
237370,62.05,66.4
237410,62.75,71.667
237450,62.467,73.117
237480,62.19,74.534
237580,62.158,77.313
237740,62.483,86.283
237760,62.467,89.017
237880,62.317,92.117
237890,61.967,94.667
238030,61.683,53.683
238040,61.647,50.845
238045,55.508,37.505
238060,61.417,54.333
238070,61.083,50.167
238080,61.133,52.133
238120,61.833,56.867
238130,61.8,57.917
238150,61.35,57.483
238170,61.2,56.667
238200,61.2,62.95
238230,61.95,64.9
238270,61.283,60.483
238290,61.333,63.483
238380,61.05,68.633
238410,61.7,70.667
238430,61.8,74.083
238470,61.3,71.3
238480,61.1,72.75
238490,61.344,73.402
238520,61.983,76.733
238590,60.95,78.617
238620,61.533,82.417
238670,61.1,80.25
238830,61.85,93.467
238840,61.6,90.017
238910,61.667,96.367
239040,60.333,51.55
239050,60.5,52.667
239070,60.333,51.55
239090,60.283,54.35
239120,60.7,56.75
239130,60.8,58.95
239140,60.4,56.517
239150,60.5,57.133
239160,60.4,59.417
239190,60.133,59.817
239210,60.683,60.45
239230,60.867,64.9
239250,60.4,63.133
239270,60.15,60.017
239290,60.317,64.217
239330,61.028,69.086
239331,60.95,76.483
239390,60.333,68.967
239460,60.5,74.017
239470,60.067,71.483
239530,60.95,78.783
239550,60.433,77.867
239660,60.35,84.083
239730,61.033,89.633
239750,60.35,88.367
239820,61.017,93.433
239860,60.367,93.033
239870,60.25,90.233
239920,60.717,97.517
240510,69.917,125.167
240520,69.75,128.2
240650,69.5,132.2
240710,69.767,135.067
240760,69.333,139.667
240950,69.583,147.533
241050,68.467,102.367
241250,68.5,112.433
241360,68.617,118.333
241430,68.733,124
241520,68.85,127.367
241660,68.45,134.8
241940,68.55,146.217
241970,68.233,145.3
242190,67.133,108.533
242310,67.733,116.167
242430,67.967,123.4
242570,67.117,126.117
242610,67.8,130.383
242630,67.65,134.683
242660,67.567,133.4
242750,67.383,137.217
243220,66.4,112.03
243290,66.25,114.283
243380,66.033,117.4
243430,66.767,123.4
243610,66.767,131.6
243710,66.8,136.683
243820,66.45,143.233
243960,66.5,149.783
244210,66,111.533
244490,65.3,127.117
244620,65.3,130
244770,65.3,135.8
244880,65.25,143.167
245070,64.267,100.233
245250,64.6,112.517
245380,64.233,116.917
245440,64.55,120.5
245570,64.283,126.45
245610,65,130.683
245840,64.5,140.667
245850,64.55,144.4
245880,64.05,141.883
245890,64.367,143.083
245980,64.167,148.033
246060,63.583,103.967
246290,63.217,113.633
246390,63.283,118.333
246410,63.767,121.617
246430,63.95,124.833
246440,63.45,120.317
246520,63.967,127.467
246560,63.517,129.483
246610,64,130.3
246680,63.317,132.017
246710,63.95,135.867
246780,63.05,137.95
246790,63.217,139.6
246840,63.333,141.733
246880,63.25,143.15
246910,63.833,145.6
246980,63.15,146.967
247130,62.883,108.433
247180,62.1,108.233
247240,63.033,112.483
247250,62.533,111.233
247260,62.535,114.039
247300,62.833,115.217
247370,62.267,116.15
247380,62.15,117.65
247390,62.283,119.85
247530,62.733,129.667
247580,62.267,127.067
247610,62.667,131.133
247630,62.817,134.433
247660,62.467,133.417
247680,62.033,132.6
247710,62.783,136.85
247840,62.6,140.7
247900,62.783,148.167
247960,62.533,149.633
247990,62.117,149.517
248020,61.733,102.817
248070,61.333,100.483
248130,61.983,109.767
248170,61.267,108.017
248260,61.617,114.617
248430,61.917,124.55
248560,61.483,129.15
248580,61.133,126.8
248590,61.283,128.933
248710,61.867,135.5
248780,61.133,137.983
248910,61.883,147.35
248940,61.85,147.667
248980,61.117,149.633
248990,61.15,149.633
249080,60.333,102.267
249180,60.05,108.083
249230,60.717,114.883
249280,60.267,111.733
249330,60.95,119.3
249340,60.533,116.233
249440,60.4,120.417
249460,60.6,124.033
249510,60.817,125.317
249550,60.517,127.917
249590,62.017,129.717
249620,60.9,131.983
249660,60.383,134.45
249670,60.467,130
249750,60.367,137.5
249820,60.717,142.783
249880,60.083,142.333
249940,60.667,145.533
249950,60.517,148.2
250020,69.75,151.667
250170,69.167,154.5
250260,69.583,161.733
250340,69.617,162.3
250420,69.917,167.967
250440,69.5,166.583
250510,69.783,170.597
250520,69.75,170.6
250530,69.983,172.783
250550,69.617,172.033
250560,69.5,174
250620,69.883,175.767
250770,69.217,179.367
251210,68.733,158.717
251230,68.75,161.283
251290,68.15,161.167
251380,68.117,164.167
251470,68.05,166.45
251500,68.9,170.667
251510,68.883,170.783
251730,68.9,-179.633
251870,68.333,177.717
251960,68,-172
252060,67.45,153.717
252410,67.833,166.167
252480,67.25,167.967
252730,67.867,-178.75
252820,67.833,-175.833
252860,66.833,-174.5
253250,66.55,159.417
253350,66.533,164.283
253560,66.383,173.333
253720,67.033,-178.917
253780,66.35,-179.117
253790,66.183,-179
253920,66.933,-171.833
253990,66.15,-169.833
254000,65.733,150.9
254280,65.233,160.533
254340,65.433,161.717
254480,65.267,168.667
254490,65.267,168.667
254560,65.483,173.3
254690,65.183,176.767
254930,65.783,-169.083
254960,65.55,-171.033
255030,64.75,153.967
255260,64.1,161.033
255380,64.217,164.233
255510,64.683,170.417
255520,69.7,170.283
255610,64.867,174.417
255630,64.735,177.741
255680,64.183,176.417
255940,64.378,-173.243
255950,61.95,160.417
256080,63.4,151.317
256110,64,154.167
256210,64,158.917
256270,63.3,158.5
256480,63.2,167.85
256560,63.417,172.717
256770,63.017,179.283
257000,62.8,150.667
257010,62.717,150.017
257030,62.917,152.417
257050,62.45,152.317
257070,62.1,150.683
257150,62.517,155.8
257440,62.433,166.083
257450,62.483,166.217
257670,62.05,175.283
257770,62.417,179.133
258020,61.883,152.4
258080,61.133,152.383
258160,61.533,156.7
258200,61.917,159.217
258210,61.917,158.983
258220,62.05,160.5
258580,61.233,172.383
259020,60.85,151.767
259040,60.6,150.7
259070,60.1,151
259100,59.7,150.417
259110,59.667,150.133
259120,59.917,150.717
259130,59.911,150.72
259140,59.483,150.5
259150,59.617,151.333
259160,58.833,151.35
259170,59,150.467
259180,59.117,152.333
259190,59.1,153.333
259220,60.717,155.883
259270,59.65,154.267
259320,60.683,160.4
259410,60.733,163.017
259540,61.35,166
259550,60.583,168.15
259560,60.433,169.667
259640,60.55,171.083
260120,57.917,22.05
260270,59.333,23.25
260290,59.383,24.033
260340,59.6,24.417
260380,59.413,24.833
260381,58.417,24.467
260390,59.45,25.65
260450,59.517,26.55
260460,59.333,27.383
260490,59.367,27.417
260500,60,27.833
260570,59.4,27.75
260580,59.389,28.117
260590,59.367,28.6
260600,59.917,29.767
260630,59.8,30.263
260635,59.983,30.583
260636,59.967,30.3
260640,59.583,29.317
260660,59.733,30.417
260670,59.433,29.5
260680,59.483,29.767
260690,59.35,30.133
260720,59.933,31
260780,59.35,31.233
260800,59.45,32.033
260810,59.933,32.317
260870,59.317,32.483
260920,59.95,34.2
260940,59.65,33.55
260990,59.5,34.7
261148,53.882,28.031
261149,53.95,30.1
261150,58.917,22.067
261160,58.991,22.831
261161,58.217,22.5
261190,58.567,22.533
261200,58.867,23.05
261210,59.033,23.65
261220,59.133,23.533
261240,58.95,23.817
261280,58.567,23.517
261340,58.967,24.733
261350,58.817,25.417
261410,59.133,26.233
261440,58.75,26.417
261450,58.867,26.95
261570,58.733,27.833
261590,58.617,28.833
261610,59.017,29.083
261670,58.567,29.8
261680,58.733,29.883
261790,58.517,31.25
261840,58.85,32.233
261880,58.683,32.7
261960,58.9,34.533
262140,58.383,21.817
262150,58.233,22.5
262180,57.917,22.05
262260,58.1,23.967
262270,57.783,23.25
262290,57.867,24.367
262310,58.417,24.467
262330,58.367,25.6
262380,57.9,25.383
262420,58.307,26.69
262470,57.783,26.033
262490,57.85,27.017
262580,57.784,28.396
262640,58.267,29.1
262680,57.817,29.95
262750,58.017,31.317
262830,58.367,33.317
262850,58.267,32.533
262890,57.967,33.233
262910,58.417,33.9
262980,57.9,34.03
263100,57.167,22.5
263130,57.75,22.6
263140,57.4,21.533
263180,57.183,22.55
263240,57.35,23.117
263260,57.317,24.417
263350,57.317,25.333
263390,57.133,25.917
263460,57.433,27.033
263480,57.133,26.717
263500,57.1,27.983
263550,57.35,28.333
263570,57.183,27.667
263590,57.017,28.9
263780,57.15,31.183
263810,57.65,32.467
263890,57.133,33.117
263930,57.55,34.567
263980,57.05,34.217
264030,56.883,21.183
264050,57.35,21.533
264060,56.518,21.097
264140,56.733,21.733
264160,56.683,22.5
264190,56.467,22.833
264220,56.917,23.967
264225,56.967,24.05
264240,56.617,23.317
264250,56.65,23.733
264290,56.4,24.217
264350,56.65,25.133
264360,56.517,25.917
264410,56.883,26.333
264460,56.533,27.267
264470,56.85,26.233
264560,56.717,28.717
264590,56.317,28.9
264620,57,29.917
264770,56.35,30.62
264780,57.783,28.4
264790,56.483,31.633
264870,56.267,32.083
264980,56.267,34.317
264990,56.5,34.933
265010,56.35,22.317
265020,55.973,21.094
265021,55.883,23.383
265030,56.15,21.167
265090,55.733,21.083
265100,55.15,20.867
265110,54.933,19.95
265120,54.95,20.25
265150,55.967,22.25
265180,55.617,22.233
265240,55.933,23.317
265290,55.733,24.417
265310,56.2,24.767
265440,55.867,26.617
265470,55.517,26.3
265510,56.1,27.55
265540,55.817,27.95
265650,56,29.917
265660,55.833,29.983
265680,55.683,29.817
265750,55.617,31.2
265780,55.617,31.183
265850,55.85,32.95
265950,55.833,34.283
266000,55.35,21.467
266030,55.3,21
266070,54.917,20.133
266140,55.083,21.867
266150,55.25,22.283
266200,55.4,23.883
266210,55.4,23.15
266290,54.883,23.833
266295,54.964,24.085
266330,55.517,25.583
266340,55.267,24.767
266360,55.15,26.167
266430,55.367,27.467
266440,55.117,26.167
266450,55.05,26.317
266490,54.817,27.533
266530,55.467,28.767
266570,54.883,27.75
266590,54.883,28.7
266660,55.127,30.35
266661,53.6,24.533
266680,54.817,29.683
266730,55.267,31.517
266810,55.35,32.317
266930,54.683,20.65
266940,54.75,20.283
266950,55.167,34.4
266960,54.767,20.4
266970,54.617,19.883
266980,54.567,20.6
266990,54.783,20.617
267010,54.667,19.967
267020,54.89,20.593
267040,54.467,19.95
267050,54.4,20.633
267060,54.383,21.317
267110,54.633,21.8
267130,54.65,22.8
267140,54.533,23.35
267210,54.567,23.35
267280,54.233,23.517
267300,54.634,25.286
267320,54.633,25.283
267360,54.45,25.95
267370,54.25,24.55
267450,54.483,26.9
267460,54.5,27.317
267480,54.317,26.883
267490,54.2,27.283
267590,54.267,28.5
267630,54.5,30.417
267640,54.3,29.433
267740,54.3,30.933
267810,54.75,32.067
267840,54.417,32.433
267950,54.417,34.017
268250,53.6,24.05
268320,53.902,25.317
268340,53.65,24.8
268360,53.6,25.85
268460,53.62,27.08
268500,53.864,27.54
268530,53.833,28.983
268550,53.45,28.133
268630,53.95,30.067
268640,53.5,29.333
268780,53.45,31.017
268820,53.933,32.833
268870,53.35,32.067
268940,53.533,33.75
268980,53.214,34.176
269230,53.17,24.45
269290,52.6,24.467
269380,52.72,25.35
269390,53.017,25.75
269410,53.117,26
269470,52.75,26.483
269500,52.95,27.883
269510,53.033,27.55
269520,53.083,28.167
269610,53.217,29.127
269660,52.9,30.033
269740,52.917,30.9
269760,53.017,31.6
269860,52.933,33.45
269870,52.767,32.283
269970,52.583,33.767
270030,59.9,36.017
270080,59.4,35.9
270200,59.95,38.6
270210,59.85,35.383
270260,59.6,39.167
270370,59.233,39.867
270440,59.583,41.25
270510,59.967,42.767
270660,59.533,45.467
270710,59.817,45.533
270830,59.85,48.283
270950,59.6,49.433
270970,59.383,48.983
271060,58.85,36.433
271080,58.567,35.633
271130,59.267,38.017
271430,59.083,42.283
271640,58.817,44.317
271740,58.883,45.717
271760,58.933,46.767
271850,58.783,47.983
271960,58.65,49.617
271990,58.567,49.567
272080,57.8,35.883
272120,58.4,37.067
272150,58.033,37.1
272170,57.8,36.7
272230,58.483,39.133
272250,58.1,38.683
272255,57.561,40.157
272420,58.483,41.533
272520,58.35,43.383
272590,57.883,43.8
272710,58.367,45.533
272770,57.85,45.767
272810,58.3,47.117
272830,58.3,48.35
272960,58.1,49.917
273050,57.35,36.05
273160,57.35,37.583
273210,57.5,38.3
273290,57.2,39.417
273310,57.633,39.75
273330,57.733,40.783
273460,57.417,42.183
273470,56.95,40.967
273490,57.017,42.267
273550,57.333,43.117
273690,57.133,45.167
273700,57.5,45.967
273730,57.667,46.633
273910,57.583,48.967
273930,57.55,49.95
274010,56.933,35.483
274015,56.825,35.758
274020,56.883,35.867
274120,56.867,37.383
274170,56.35,36.75
274190,56.333,37.517
274280,56.4,38.75
274530,56.683,43.433
274550,56.65,43.05
274590,56.23,43.784
274620,56.733,44.517
274790,56.333,46.583
274800,56.983,47.317
274850,56.633,47.767
274910,57,48.733
274980,56.467,49
275020,56.017,35.933
275070,55.517,35.033
275090,55.517,36
275110,55.9,36.817
275155,55.973,37.415
275185,55.592,37.261
275195,55.65,39.567
275230,55.767,38.683
275243,55.833,38.167
275280,55.533,38.95
275320,56.117,40.35
275390,55.6,40.65
275490,55.6,42.033
275530,56.217,43.817
275550,55.967,43.083
275630,56.05,45.067
275740,55.833,46.067
275770,55.533,45.5
275810,56.083,47.333
275870,55.517,47.467
275930,56.083,49.867
275950,55.606,49.279
276040,54.983,35.317
276060,55.017,36.483
276070,55.565,52.093
276110,55.383,36.7
276120,55.833,37.617
276180,54.933,37.467
276230,55.383,39.033
276250,55.133,38.733
276270,54.833,38.15
276430,55.333,42.117
276480,54.95,41.767
276530,55.367,43.783
276650,55.033,44.5
276750,55.183,46.333
276790,54.817,46.583
276830,55.417,48.25
276930,55.433,49.533
276970,54.933,48.783
277030,54.55,36.367
277070,54.1,35.35
277190,54.233,37.617
277290,54.233,39.033
277300,54.633,39.7
277310,54.617,39.717
277360,54.3,40.883
277450,54.35,41.967
277520,54.633,43.233
277560,54.433,43.767
277580,54.083,43.25
277600,54.133,45.233
277620,54.7,44.867
277760,54.483,46.7
277820,54.7,47.533
277850,54.32,48.33
277860,54.317,48.333
277870,54.1,47.333
277990,54.233,49.6
278150,53.45,36.883
278170,53.383,36.533
278210,54,38.133
278230,53.783,39.25
278240,53.6,38.25
278350,53.717,40.117
278480,53.45,41.8
278530,53.867,43.683
278570,53.483,42.633
278580,53.333,43.317
278610,53.867,44.367
278720,53.85,46.417
278880,53.5,47.95
278900,53.967,48.767
278940,53.6,48.833
279060,52.933,36
279210,53.15,38.117
279280,52.633,38.517
279300,52.7,39.517
279350,52.883,40.483
279470,52.8,41.333
279550,52.967,43.4
279570,52.667,42.717
279620,53.133,45.017
279621,54.401,48.803
279622,56.09,47.347
279720,53.05,46.433
279730,53.1,46.6
279810,53.15,47.517
279830,53.183,48.4
279870,52.683,47.167
279950,52.983,49.433
279980,52.633,49.217
280070,59.317,50.817
280090,59.35,52.25
280130,59.95,55.017
280160,59.633,54.3
280260,59.65,56.8
280280,59.55,56.833
280330,59.75,60.017
280350,59.55,58.917
280360,59.5,59.2
280380,59.433,58.75
280440,59.6,60.533
280490,59.433,62.333
280640,59.617,65.717
280660,59.667,67.417
280760,59.6,69.283
280870,59.533,70.417
280970,59.583,73.283
280980,59.25,73.967
281140,58.85,53.25
281160,58.983,54.65
281280,58.767,56.2
281310,59.033,57.567
281340,58.867,57.783
281350,58.983,58.917
281380,58.517,58.85
281430,59.167,61.833
281440,58.867,60.783
281550,58.967,63.767
281580,58.517,64.55
281650,58.717,66.083
281720,59.15,68.917
282120,58.383,54.033
282130,58.4,54.383
282140,58.133,52.583
282160,58.083,54.683
282240,58,56.333
282250,57.915,56.021
282330,58.3,59.75
282340,58.117,57.783
282380,57.833,58.65
282400,57.883,60.067
282440,58.05,60.567
282480,57.867,61.7
282550,58.05,63.683
282570,57.817,63.05
282640,58.05,65.35
282750,58.15,68.25
282780,57.917,69.033
283020,57.75,51.5
283070,57.117,50
283090,57.05,52.65
283120,57.65,53.817
283190,57.083,54.75
283210,57.717,55.383
283240,57.283,55.433
283260,57.417,56.933
283330,57.65,59.5
283340,57.35,58.217
283390,57.017,59.433
283440,57.533,60.217
283450,57.45,61.15
283460,57.367,61.917
283510,57.683,63.05
283520,57.533,63.65
283590,57.067,64.667
283620,57.667,66.167
283660,57.417,67.083
283670,57.117,65.433
283820,57.683,71.183
283830,57.517,72.4
283960,57.367,74.75
284020,56.95,51.067
284040,56.533,50.633
284090,56.433,52.2
284110,56.833,53.45
284130,57,54.55
284180,56.467,53.733
284190,56.283,54.967
284210,56.917,55.6
284230,56.867,57.433
284260,56.517,57.267
284280,56.5,56.133
284290,56.517,57.2
284300,56.817,59.95
284320,56.867,59.067
284330,56.8,59.533
284340,56.65,57.783
284370,56.5,57.833
284380,56.433,58.55
284400,56.743,60.803
284430,56.783,62.067
284440,56.733,60.817
284450,56.733,61.067
284480,56.517,60.833
284490,56.433,61.867
284510,56.85,62.717
284550,56.717,63.767
284560,56.517,64.65
284570,56.3,62.6
284650,56.683,66.35
284690,56.483,67.3
284780,56.383,68.383
284810,56.817,70.617
284910,56.933,72.667
284930,56.9,74.383
284935,56.173,92.493
284980,56.45,73.65
285020,56.233,51.033
285060,55.767,52.067
285170,55.717,53.067
285220,56.083,56.583
285260,55.817,57.083
285330,56.05,59.583
285350,55.95,58.667
285370,55.7,57.9
285410,56.083,60.3
285450,55.833,61.1
285460,55.933,61.767
285480,55.517,60.917
285490,55.583,62.067
285520,56.067,63.65
285610,56.167,65.45
285660,55.817,66.783
285730,56.1,69.433
285740,55.8,68.317
285810,56.15,70.65
285860,55.867,72.2
285870,55.533,70.317
285880,55.567,71.367
285930,56.1,74.633
285980,55.6,73.483
286010,55.317,50.617
286110,55.317,53.2
286120,55.317,53.183
286130,55.483,54.867
286150,55.183,53.8
286210,55.417,55.533
286220,55.317,56.417
286240,55.1,55.35
286250,55.017,55.983
286290,54.9,56.95
286300,55.2,59.667
286330,55.367,59.917
286360,55.15,59.117
286370,55,57.983
286420,55.306,61.503
286450,55.15,61.3
286470,54.967,60.767
286550,55.233,63.317
286590,54.917,64.433
286610,55.467,65.4
286620,55.267,66.5
286630,55.367,67.083
286660,55.25,67.3
286680,54.767,66
286730,55.45,69.317
286740,55.1,67.967
286760,54.83,69.15
286790,54.833,69.15
286870,54.9,70.45
286880,54.9,71.25
286960,55.033,74.583
286980,54.967,73.311
287040,54.5,50.417
287050,54.417,51.1
287100,54.083,54.917
287110,54.617,52.8
287120,54.583,53.733
287130,54.567,54.517
287190,54.017,54.15
287220,54.558,55.874
287260,54.4,56.8
287300,54.2,58.567
287360,54.333,59.517
287410,54.55,60.3
287450,54.45,61.25
287470,54.017,60.117
287480,54.083,61.617
287520,54.7,63.833
287540,54.4,62.733
287550,54.267,63.95
287560,54.467,64.867
287640,54.483,65.767
287660,54.367,66.967
287670,54.217,65.5
287750,54.333,68.467
287850,54.433,70.917
287854,53.74,91.385
287860,54.367,71.75
287910,54.633,72.433
287970,54.2,72.967
287980,54.2,73.55
287990,54.167,74.8
288010,53.967,50.367
288020,53.933,51.167
288060,53.617,52.45
288070,53.25,50.45
