zip,lat,lon
17225,39.7835,-77.7629
17228,39.9871,-78.0934
17229,40.084,-78.0101
17233,39.9756,-77.9872
17235,39.8572,-77.6981
17236,39.8002,-77.9474
17237,39.8339,-77.5437
17238,39.8581,-78.1309
17239,40.1318,-77.8368
17240,40.1509,-77.5797
17241,40.1765,-77.4084
17243,40.2775,-77.8199
17244,40.0868,-77.6586
17246,40.0544,-77.6608
17247,39.7988,-77.5794
17249,40.2414,-77.8995
17250,39.7371,-77.5243
17251,40.1318,-77.6856
17252,39.9123,-77.8269
17253,40.2133,-78.0069
17254,39.9702,-77.5904
17255,40.1613,-77.8625
17256,39.7829,-77.6773
17257,40.0468,-77.4931
17260,40.296,-77.8937
17261,39.8609,-77.5082
17262,40.145,-77.7402
17263,39.7272,-77.7179
17264,40.1799,-77.9937
17265,40.0276,-77.7812
17266,40.0886,-77.4129
17267,39.808,-78.2397
17268,39.7749,-77.5756
17270,39.8547,-77.7978
17271,40.0978,-77.8031
17272,39.7695,-77.6218
17301,39.8952,-76.979
17302,39.8173,-76.4137
17304,39.9772,-77.2327
17306,39.9806,-77.2494
17307,39.9478,-77.3268
17309,39.8713,-76.4501
17311,39.8165,-76.8425
17313,39.884,-76.66
17314,39.7555,-76.3263
17315,40.0266,-76.8641
17316,39.9655,-77.008
17317,39.9707,-76.5232
17318,40.0223,-76.723
17319,40.1605,-76.794
17320,39.7707,-77.3888
17321,39.7497,-76.4443
17322,39.8559,-76.5327
17324,40.0304,-77.2368
17325,39.8263,-77.2276
17327,39.7795,-76.7533
17329,39.7618,-76.8511
17331,39.7897,-76.978
17339,40.1347,-76.8853
17340,39.7552,-77.1168
17343,39.8693,-77.3348
17344,39.8057,-77.0192
17345,40.0781,-76.7475
17347,40.0575,-76.6881
17349,39.745,-76.6474
17350,39.8901,-77.0794
17352,39.7612,-76.4998
17353,39.8831,-77.3717
17355,39.7599,-76.696
17356,39.8966,-76.5823
17360,39.8544,-76.7504
17361,39.7655,-76.6771
17362,39.8477,-76.8687
17363,39.7686,-76.5864
17364,39.9294,-76.8993
17365,40.0607,-76.9339
17366,39.9328,-76.5567
17368,39.9839,-76.5187
17370,40.1214,-76.7784
17371,39.9027,-76.788
17372,40.0015,-77.1062
17401,39.9595,-76.7335
17402,39.9585,-76.6587
17403,39.9232,-76.7128
17404,40.0026,-76.7735
17406,40.0147,-76.6409
17407,39.8838,-76.7121
17408,39.9289,-76.7994
17501,40.1565,-76.204
17502,40.1009,-76.6601
17505,40.0635,-76.1924
17507,40.198,-76.0162
17508,40.1248,-76.2188
17509,39.9121,-76.0365
17512,40.0402,-76.4863
17516,39.9415,-76.3714
17517,40.2448,-76.1329
17518,39.8089,-76.253
17519,40.1414,-76.0234
17520,40.0975,-76.3492
17522,40.1737,-76.1705
17527,40.0089,-75.9913
17529,40.0419,-76.0971
17532,39.8582,-76.288
17535,39.982,-76.0229
17536,39.848,-76.0738
17538,40.0826,-76.4145
17540,40.0975,-76.1899
17543,40.181,-76.2954
17545,40.1787,-76.4344
17547,40.0684,-76.5866
17550,40.0759,-76.5834
17551,39.9822,-76.3714
17552,40.1084,-76.5109
17554,40.0403,-76.4242
17555,40.1224,-75.9594
17557,40.0999,-76.0727
17560,39.9127,-76.2277
17562,39.9704,-76.0921
17563,39.7607,-76.1933
17565,39.8977,-76.331
17566,39.8672,-76.1475
17569,40.2714,-76.0966
17570,40.1299,-76.5689
17572,39.9744,-76.1194
17576,40.0372,-76.1968
17578,40.2261,-76.1598
17579,39.9604,-76.1808
17581,40.1605,-76.0496
17582,39.9931,-76.4692
17584,39.9544,-76.2598
17601,40.0742,-76.3149
17602,40.0146,-76.2464
17603,40.0308,-76.3304
17606,40.1117,-76.3039
17701,41.345,-76.8573
17702,41.1835,-77.0773
17721,41.1836,-77.3184
17723,41.435,-77.4714
17724,41.6425,-76.8051
17727,41.5107,-77.4964
17728,41.3348,-77.0786
17729,41.5112,-77.7361
17730,41.1104,-76.8784
17731,41.4294,-76.5787
17737,41.2993,-76.6858
17739,41.3882,-77.4187
17740,41.2494,-77.2696
17742,41.2385,-76.6023
17744,41.241,-77.1533
17745,41.2851,-77.4712
17747,41.0326,-77.3318
17748,41.1504,-77.353
17749,41.0722,-76.8189
17750,41.0579,-77.4823
17751,41.1535,-77.5448
17752,41.1801,-76.9303
17754,41.3116,-76.8892
17756,41.208,-76.7398
17758,41.3601,-76.5355
17760,41.4136,-77.6574
17762,41.2842,-76.7002
17763,41.5074,-76.9762
17764,41.3347,-77.8136
17765,41.5657,-76.9735
17767,41.0839,-77.4632
17768,41.5588,-76.756
17771,41.4373,-77.0355
17772,41.1251,-76.713
17774,41.2812,-76.533
17776,41.4146,-77.2928
17777,41.1065,-76.8217
17778,41.2849,-77.9839
17779,41.2073,-77.3769
17801,40.8347,-76.755
17810,41.1114,-77.0314
17812,40.7405,-77.2279
17813,40.7804,-77.1721
17814,41.2732,-76.3631
17815,41.02,-76.4201
17820,40.8956,-76.4037
17821,40.9901,-76.6442
17822,40.968,-76.6051
17823,40.7455,-76.7762
17824,40.8524,-76.5053
17827,40.7529,-76.968
17829,40.9005,-77.1558
17830,40.6861,-76.8052
17832,40.8059,-76.459
17834,40.7802,-76.4669
17835,40.879,-77.2043
17836,40.7143,-76.6065
17837,40.975,-76.9451
17840,40.7721,-76.4331
17841,40.7249,-77.3526
17842,40.803,-77.0402
17844,40.974,-77.0854
17845,40.8844,-77.2116
17846,41.1417,-76.5171
17847,41.008,-76.811
17850,40.9656,-76.8574
17851,40.8031,-76.4343
17853,40.6947,-77.0067
17855,40.8904,-76.9667
17856,41.0654,-76.9474
17857,40.9321,-76.773
17859,41.1168,-76.3985
17860,40.867,-76.611
17861,40.7732,-77.0823
17862,40.8605,-77.0564
17864,40.7047,-76.9058
17865,40.9902,-76.7868
17866,40.8023,-76.5475
17867,40.7141,-76.6886
17868,40.9577,-76.634
17870,40.8173,-76.8886
17872,40.7534,-76.6977
17876,40.8581,-76.8258
17878,41.176,-76.3235
17880,40.8922,-77.1218
17881,40.7829,-76.67
17884,41.056,-76.6695
17885,40.8663,-77.314
17886,41.0167,-76.8752
17887,41.1292,-76.9329
17888,40.8068,-76.3785
17889,40.8777,-76.9213
17901,40.6838,-76.2775
17920,40.8196,-76.3269
17921,40.7516,-76.3606
17922,40.5825,-76.1106
17923,40.6329,-76.3199
17925,40.7549,-76.0727
17929,40.6307,-76.194
17930,40.7087,-76.1153
17931,40.7865,-76.2146
17933,40.6045,-76.2432
17934,40.7964,-76.2113
17935,40.7961,-76.2797
17936,40.7501,-76.3399
17938,40.6531,-76.5171
17941,40.6857,-76.6092
17943,40.7567,-76.3878
17944,40.6725,-76.2793
17945,40.7854,-76.3755
17946,40.8104,-76.2564
17948,40.8454,-76.1175
17949,40.7939,-76.2423
17951,40.6786,-76.2452
17952,40.7554,-76.0586
17953,40.7519,-76.1202
17954,40.6904,-76.2597
17957,40.5918,-76.5182
17959,40.732,-76.1501
17960,40.6972,-75.947
17961,40.6497,-76.0609
17963,40.5616,-76.382
17964,40.703,-76.5145
17965,40.6986,-76.1653
17967,40.8563,-76.2163
17968,40.6387,-76.6123
17970,40.7202,-76.1919
17972,40.5922,-76.2058
17974,40.6957,-76.2363
17976,40.8199,-76.2106
17978,40.6254,-76.615
17979,40.5616,-76.199700000000007
17980,40.5187,-76.6445
17981,40.6341,-76.3894
17982,40.7859,-76.0213
17983,40.6426,-76.5472
17985,40.9123,-76.2166
18011,40.478,-75.6461
18013,40.8488,-75.1773
18014,40.7644,-75.4092
18015,40.5859,-75.3672
18016,40.6321,-75.3928
18017,40.66,-75.3873
18018,40.6276,-75.3956
18020,40.6724,-75.3275
18030,40.8023,-75.6637
18031,40.5521,-75.6487
18032,40.6562,-75.4678
18034,40.5464,-75.4153
18035,40.7453,-75.5385
18036,40.5092,-75.3859
18037,40.6831,-75.548
18038,40.7949,-75.4861
18040,40.746,-75.2257
18041,40.4205,-75.5099
18042,40.6542,-75.2231
18045,40.6934,-75.2728
18046,40.548,-75.5603
18049,40.5157,-75.4893
18051,40.5956,-75.6669
18052,40.6574,-75.5043
18053,40.7192,-75.7041
18054,40.3524,-75.4387
18055,40.5916,-75.3044
18056,40.4509,-75.5504
18058,40.8887,-75.4943
18059,40.7235,-75.5431
18062,40.5039,-75.5852
18063,40.7826,-75.1672
18064,40.757,-75.316
18066,40.6645,-75.7401
18067,40.715,-75.4747
18068,40.4848,-75.52
18069,40.6253,-75.6151
18070,40.4349,-75.5356
18071,40.8342,-75.5553
18072,40.8441,-75.2591
18073,40.3865,-75.4744
18074,40.3167,-75.5157
18076,40.3748,-75.4808
18077,40.5701,-75.2371
18078,40.6733,-75.6207
18079,40.7439,-75.6585
18080,40.7359,-75.6353
18081,40.5637,-75.2816
18083,40.755,-75.2671
18085,40.7412,-75.2549
18086,40.7368,-75.5479
18087,40.5568,-75.5937
18088,40.7657,-75.5575
18091,40.8314,-75.3198
18092,40.4697,-75.5131
18101,40.6027,-75.4692
18102,40.6085,-75.4763
18103,40.5703,-75.4889
18104,40.6117,-75.5469
18105,40.6014,-75.4939
18106,40.5647,-75.5688
18109,40.6369,-75.4399
18195,40.5843,-75.6248
18201,40.949,-75.9556
18202,40.9544,-76.046
18210,41.0044,-75.5765
18211,40.7441,-75.8304
18212,40.7753,-75.7096
18214,40.8003,-76.0842
18216,40.9415,-75.8929
18218,40.8197,-75.9161
18219,40.9908,-76.0575
18220,40.8405,-76.0604
18221,41.0018,-75.9173
18222,41.0352,-76.0035
18223,40.9824,-75.9503
18224,41.0263,-75.8733
18225,40.9813,-75.9713
18229,40.9311,-75.6738
18230,40.9211,-75.9345
18231,40.9043,-76.008
18232,40.833,-75.8844
18234,40.9926,-75.9643
18235,40.8298,-75.6979
18237,40.8865,-75.9796
18239,40.9893,-75.9883
18240,40.8647,-75.8723
18241,40.9515,-76.1308
18242,40.9114,-76.1243
18244,40.8224,-75.6706
18245,40.8532,-76.0335
18246,40.9572,-76.1952
18248,40.9012,-76.0931
18249,40.9878,-76.1161
18250,40.825,-75.8462
18251,41.0081,-76.0774
18252,40.767,-75.9741
18254,40.9159,-75.9657
18255,40.9335,-75.8297
18256,40.9409,-76.1468
18301,41.0427,-75.1756
18302,41.0966,-75.1111
18321,41.0258,-75.2833
18322,40.9185,-75.3933
18323,41.1966,-75.2735
18324,41.1581,-75.0007
18325,41.2047,-75.2254
18326,41.1673,-75.253
18327,40.9679,-75.1338
18328,41.2285,-74.974
18330,40.9688,-75.4492
18331,40.9099,-75.4438
18332,41.0947,-75.2613
18333,40.9061,-75.4901
18334,41.055,-75.4318
18335,41.0681,-75.1035
18336,41.3747,-74.7428
18337,41.3291,-74.8718
18340,41.4178,-74.7659
18342,41.1706,-75.2734
18343,40.8985,-75.1101
18344,41.1229,-75.344
18346,41.1428,-75.4212
18347,41.1389,-75.5602
18349,41.1013,-75.3665
18350,41.1238,-75.4661
18351,40.9227,-75.0993
18352,41.0068,-75.3561
18353,40.8953,-75.3577
18354,40.9226,-75.3221
18355,41.077,-75.3629
18356,41.0111,-75.1181
18357,41.2317,-75.2107
18360,40.9674,-75.288
18370,41.0924,-75.3395
18371,41.15,-75.0448
18372,41.044,-75.3363
18403,41.5097,-75.535
18405,41.5996,-75.1039
18407,41.5918,-75.5348
18411,41.4545,-75.7445
18413,41.6481,-75.5893
18414,41.5411,-75.7411
18415,41.7435,-75.1243
18417,41.8097,-75.2011
18419,41.5859,-75.7924
18420,41.602,-75.7101
18421,41.6642,-75.4929
18424,41.2305,-75.525
18425,41.4384,-75.0431
18426,41.3255,-75.2391
18427,41.405,-75.4069
18428,41.4043,-75.1181
18430,41.7565,-75.4725
18431,41.6165,-75.2577
18433,41.5733,-75.5813
18434,41.454,-75.543
18435,41.4556,-74.9832
18436,41.4428,-75.3935
18437,41.872,-75.3165
18438,41.4392,-75.2565
18439,41.8255,-75.349
18441,41.6561,-75.6139
18443,41.6629,-75.1021
18444,41.3291,-75.5528
18445,41.2979,-75.3594
18446,41.6562,-75.7591
18447,41.5134,-75.6072
18451,41.397,-75.218
18452,41.4836,-75.5903
18453,41.7585,-75.3708
18454,41.8273,-75.4261
18455,41.893,-75.3592
18456,41.6128,-75.3404
18457,41.4721,-75.0492
18458,41.3958,-74.9193
18459,41.5041,-75.4288
18460,41.2499,-75.313
18461,41.929,-75.3277
18462,41.9143,-75.4091
18463,41.3576,-75.3969
18464,41.403,-75.177
18465,41.8313,-75.5168
18466,41.1964,-75.3942
18469,41.7037,-75.1305
18470,41.7247,-75.5355
18471,41.5291,-75.6912
18472,41.5834,-75.3967
18473,41.5221,-75.2172
18503,41.4111,-75.6675
18504,41.4255,-75.6999
18505,41.3862,-75.6515
18507,41.359,-75.6818
18508,41.4549,-75.6579
18509,41.4308,-75.6429
18510,41.4074,-75.6366
18512,41.4262,-75.6014
18517,41.3946,-75.7136
18518,41.3751,-75.7396
18519,41.4619,-75.6307
18602,41.186,-75.754
18603,41.082,-76.2581
18610,41.0693,-75.5495
18612,41.3461,-75.9864
18614,41.5249,-76.497
18615,41.4617,-75.8572
18616,41.5048,-76.6361
18617,41.1705,-76.0775
18618,41.3652,-76.0414
18619,41.4617,-76.7178
18621,41.2486,-76.0985
18622,41.2012,-76.2735
18623,41.6648,-76.152
18624,41.0607,-75.6471
18625,41.5134,-75.8488
18626,41.3983,-76.5239
18628,41.4301,-76.3138
18629,41.5176,-76.1413
18630,41.6621,-76.0236
18631,41.0299,-76.3044
18632,41.4594,-76.3775
18634,41.1855,-76.0226
18635,41.0292,-76.2013
18636,41.3914,-76.1137
18640,41.2982,-75.7387
18641,41.3405,-75.7257
18642,41.3563,-75.7732
18643,41.3708,-75.8404
18644,41.3279,-75.8824
18651,41.254,-75.9598
18653,41.3933,-75.8231
18655,41.1877,-76.2032
18656,41.3325,-76.1855
18657,41.5225,-75.9595
18660,41.0977,-76.062
18661,41.0764,-75.7407
18701,41.2436,-75.885
18702,41.2305,-75.7574
18704,41.2626,-75.9146
18705,41.2718,-75.8427
18706,41.2033,-75.9148
18707,41.1358,-75.9335
18708,41.2958,-75.9635
18709,41.2855,-75.8964
18801,41.8264,-75.9397
18810,41.9333,-76.5071
18812,41.9732,-75.9648
18814,41.7841,-76.6073
18816,41.7572,-75.9156
18817,41.8727,-76.6316
18818,41.9113,-76.044
18821,41.9898,-75.7228
18822,41.9704,-75.7941
18823,41.7783,-75.6901
18824,41.6974,-75.7872
18825,41.8079,-75.6077
18826,41.7457,-75.7489
18828,41.8067,-76.0962
18829,41.8376,-76.1737
18830,41.9591,-76.1145
18831,41.8942,-76.5981
18832,41.6783,-76.5687
18833,41.5972,-76.4836
18834,41.831,-75.7209
18837,41.9151,-76.3028
18840,41.9716,-76.535
18842,41.7497,-75.6234
18843,41.7945,-75.8996
18844,41.691,-75.9052
18845,41.7874,-76.1822
18846,41.6214,-76.23
18847,41.9288,-75.579
18848,41.7511,-76.4547
18850,41.8543,-76.4624
18851,41.9339,-76.1765
18853,41.7214,-76.2769
18854,41.7907,-76.3557
18901,40.3063,-75.1471
18902,40.3521,-75.0957
18912,40.324,-75.0564
18913,40.3794,-75.06
18914,40.289,-75.2096
18915,40.2721,-75.2568
18917,40.3769,-75.2059
18920,40.4977,-75.084
18923,40.3593,-75.1739
18925,40.2888,-75.058
18929,40.2555,-75.0802
18930,40.5211,-75.2187
18932,40.2916,-75.2505
18935,40.437,-75.4035
18936,40.224,-75.231
18938,40.351,-74.998
18940,40.2613,-74.9378
18942,40.4712,-75.1605
18944,40.3893,-75.2344
18947,40.4229,-75.1178
18950,40.4452,-75.0744
18951,40.453,-75.3489
18954,40.2254,-74.993
18955,40.4766,-75.3137
18960,40.3662,-75.3258
18962,40.3467,-75.2711
18964,40.3035,-75.3379
18966,40.1885,-75.0099
18969,40.3263,-75.3684
18970,40.412,-75.3812
18972,40.5273,-75.1247
18974,40.2171,-75.0728
18976,40.2488,-75.1435
18977,40.2869,-74.8821
18980,40.27,-75.0172
19001,40.1259,-75.1254
19002,40.1872,-75.2069
19003,40.0016,-75.2989
19004,40.0098,-75.2315
19006,40.1504,-75.0339
19007,40.1132,-74.8577
19008,39.9726,-75.3603
19009,40.1378,-75.0642
19010,40.0236,-75.3297
19012,40.0598,-75.1059
19013,39.8483,-75.378
19014,39.8649,-75.433
19015,39.8686,-75.3929
19017,39.8924,-75.4601
19018,39.9231,-75.2986
19020,40.1006,-74.9389
19021,40.0897,-74.8922
19022,39.8614,-75.337
19023,39.9171,-75.2674
19025,40.1464,-75.162
19026,39.9503,-75.304
19027,40.0731,-75.1244
19029,39.8684,-75.2924
19030,40.1805,-74.8373
19031,40.1092,-75.217
19032,39.8913,-75.2788
19033,39.8909,-75.3284
19034,40.1343,-75.2048
19035,40.0513,-75.2776
19036,39.9036,-75.2934
19038,40.1004,-75.1718
19040,40.1769,-75.1056
19041,40.0074,-75.3158
19043,39.9003,-75.3089
19044,40.1861,-75.1529
19046,40.1014,-75.1055
19047,40.1801,-74.9119
19050,39.9375,-75.2637
19053,40.1539,-74.975
19054,40.173,-74.8188
19055,40.1503,-74.8392
19056,40.1493,-74.8858
19057,40.1408,-74.854
19060,39.85,-75.4937
19061,39.8288,-75.4351
19063,39.9205,-75.4162
19064,39.9332,-75.3408
19066,40.0026,-75.2491
19067,40.2062,-74.8184
19070,39.9062,-75.324700000000007
19072,40.0239,-75.2577
19073,39.9833,-75.4292
19074,39.886,-75.2958
19075,40.1139,-75.185
19076,39.8861,-75.3074
19078,39.8744,-75.3221
19079,39.8988,-75.2671
19081,39.898,-75.3472
19082,39.9604,-75.2704
19083,39.977,-75.3121
19085,40.037,-75.3499
19086,39.8906,-75.37
19087,40.0619,-75.4025
19090,40.1575,-75.1248
19094,39.8749,-75.3466
19095,40.086,-75.1514
19096,39.9979,-75.2742
19102,39.9528,-75.1656
19103,39.9529,-75.1743
19104,39.9585,-75.1989
19106,39.9486,-75.1428
19107,39.9517,-75.1587
19109,39.9497,-75.1637
19111,40.0606,-75.0802
19112,39.8899,-75.1691
19113,39.8707,-75.2471
19114,40.0694,-75.0002
19115,40.0907,-75.0429
19116,40.1156,-75.0133
19118,40.0739,-75.2112
19119,40.0533,-75.1911
19120,40.0341,-75.1192
19121,39.982,-75.1791
19122,39.9777,-75.1459
19123,39.9645,-75.1458
19124,40.0171,-75.0928
19125,39.9762,-75.1251
19126,40.0554,-75.1376
19127,40.0281,-75.2275
19128,40.0485,-75.2279
19129,40.013,-75.1854
19130,39.9679,-75.1761
19131,39.9902,-75.2178
19132,39.9963,-75.1709
19133,39.9931,-75.1417
19134,39.9896,-75.1091
19135,40.0221,-75.0485
19136,40.0394,-75.0186
19137,39.9931,-75.072
19138,40.056,-75.159
19139,39.9614,-75.2293
19140,40.0122,-75.1455
19141,40.0376,-75.1457
19142,39.9218,-75.2333
19143,39.9426,-75.2259
19144,40.0339,-75.1741
19145,39.9099,-75.1983
19146,39.9395,-75.1841
19147,39.9353,-75.1525
19148,39.9116,-75.1515
19149,40.0377,-75.0658
19150,40.0725,-75.1718
19151,39.9796,-75.257
19152,40.0609,-75.047
19153,39.8934,-75.2296
19154,40.0965,-74.9832
19301,40.0403,-75.4803
19310,39.9351,-75.9728
19311,39.8211,-75.7713
19312,40.0313,-75.4549
19316,40.0541,-75.8338
19317,39.8608,-75.5994
19319,39.9246,-75.5209
19320,39.9631,-75.832
19330,39.8683,-75.9138
19333,40.0419,-75.4236
19335,40.0226,-75.7212
19341,40.0399,-75.6406
19342,39.9041,-75.4994
19343,40.1008,-75.7548
19344,40.0836,-75.8814
19345,40.0294,-75.5653
19348,39.8703,-75.7129
19350,39.7603,-75.7964
19352,39.7759,-75.8897
19355,40.0465,-75.533
19358,39.9639,-75.8051
19362,39.7507,-76.0704
19363,39.7906,-75.9685
19365,39.9664,-75.9251
19367,39.963,-75.884
19372,39.9984,-75.7585
19373,39.9011,-75.5335
19374,39.8247,-75.7597
19375,39.9005,-75.7405
19380,39.9872,-75.6032
19382,39.9277,-75.6132
19383,39.9516,-75.6016
19390,39.8361,-75.8424
19401,40.1302,-75.3316
19403,40.1487,-75.3755
19405,40.1036,-75.341
19406,40.0933,-75.3836
19422,40.1568,-75.2794
19425,40.1018,-75.6511
19426,40.1913,-75.4371
19428,40.0803,-75.3005
19435,40.3275,-75.5692
19436,40.2015,-75.247
19437,40.1824,-75.2586
19438,40.2689,-75.3907
19440,40.286,-75.2911
19442,40.1295,-75.5831
19444,40.0878,-75.2532
19446,40.2323,-75.3039
19453,40.1406,-75.4979
19454,40.2233,-75.243
19456,40.1339,-75.4618
19457,40.2064,-75.5901
19460,40.1268,-75.5304
19462,40.1153,-75.282
19464,40.2589,-75.6159
19465,40.1904,-75.6846
19468,40.2076,-75.5321
19472,40.3369,-75.5738
19473,40.2562,-75.4824
19474,40.2235,-75.404
19475,40.1723,-75.6002
19477,40.1833,-75.2315
19492,40.2855,-75.4919
19501,40.2445,-76.0647
19503,40.4065,-75.572
19504,40.4162,-75.5886
19505,40.3792,-75.6205
19506,40.453,-76.128
19507,40.5052,-76.2701
19508,40.2619,-75.8337
19510,40.4475,-75.8777
19511,40.4859,-75.7432
19512,40.3483,-75.6806
19518,40.2702,-75.7525
19519,40.3206,-75.7349
19520,40.1635,-75.7935
19522,40.4474,-75.8205
19523,40.2012,-75.8497
19525,40.3056,-75.585
19526,40.5472,-75.9966
19529,40.6313,-75.8646
19530,40.5391,-75.7814
19533,40.4251,-75.9926
19534,40.574,-75.8811
19535,40.34,-75.804
19536,40.4806,-75.7589
19538,40.5475,-75.7026
19539,40.4963,-75.6835
19540,40.2363,-75.9667
19541,40.486,-76.0302
19542,40.2612,-75.7672
19543,40.1757,-75.8938
19544,40.4169,-76.2966
19545,40.3415,-75.6241
19547,40.38,-75.7686
19549,40.5845,-76.02
19550,40.4549,-76.2494
19551,40.3618,-76.1373
19554,40.5129,-76.1037
19555,40.4944,-75.9539
19559,40.4952,-76.1824
19560,40.4062,-75.8938
19562,40.5054,-75.7027
19564,40.5187,-75.8783
19565,40.3424,-76.0879
19567,40.3884,-76.2098
19601,40.3553,-75.94
19602,40.3287,-75.915
19604,40.3568,-75.9102
19605,40.3979,-75.9432
19606,40.3386,-75.8582
19607,40.2915,-75.9448
19608,40.3108,-76.0348
19609,40.3283,-75.9973
19610,40.3414,-75.9748
19611,40.3247,-75.9429
19701,39.5832,-75.7009
19702,39.6182,-75.7297
19703,39.8015,-75.4539
19706,39.5732,-75.5962
19707,39.7857,-75.6836
19709,39.4946,-75.675
19710,39.7952,-75.5881
19711,39.7136,-75.7411
19713,39.6708,-75.7123
19716,39.6896,-75.7584
19717,39.6785,-75.7523
19720,39.6469,-75.6049
19730,39.4638,-75.6469
19731,39.5236,-75.5876
19732,39.7839,-75.57
19733,39.5558,-75.6511
19734,39.3816,-75.6533
19735,39.8032,-75.5997
19736,39.8025,-75.6759
19801,39.7277,-75.5412
19802,39.7566,-75.5291
19803,39.8007,-75.5424
19804,39.7169,-75.6177
19805,39.7438,-75.5938
19806,39.7633,-75.5641
19807,39.7986,-75.6144
19808,39.7376,-75.6671
19809,39.7578,-75.501
19810,39.8188,-75.5064
19901,39.1815,-75.4735
19902,39.1252,-75.4818
19904,39.1713,-75.5875
19930,38.5473,-75.0642
19931,38.574,-75.623
19933,38.7287,-75.6197
19934,39.0847,-75.6274
19936,39.2191,-75.5841
19938,39.2609,-75.7076
19939,38.5667,-75.2106
19940,38.4776,-75.5649
19941,38.7937,-75.4261
19943,39.0044,-75.607
19944,38.4785,-75.0581
19945,38.5051,-75.2289
19946,39.0348,-75.4496
19947,38.6665,-75.3982
19950,38.8185,-75.5967
19951,38.6853,-75.2552
19952,38.9214,-75.6284
19953,39.1525,-75.6941
19954,38.897,-75.5205
19955,39.2259,-75.6686
19956,38.5477,-75.5382
19958,38.7287,-75.1685
19960,38.8509,-75.4087
19962,39.0689,-75.4881
19963,38.9433,-75.3626
19964,39.0893,-75.7205
19966,38.5794,-75.2772
19967,38.5387,-75.1224
19968,38.7739,-75.2869
19970,38.5565,-75.1002
19971,38.686,-75.0867
19973,38.6389,-75.6159
19975,38.4683,-75.167
19977,39.2989,-75.5461
19979,39.0488,-75.5726
20001,38.9104,-77.0177
20002,38.905,-76.9836
20003,38.8819,-76.9909
20004,38.8949,-77.0286
20005,38.9047,-77.0316
20006,38.8986,-77.0415
20007,38.9144,-77.0793
20008,38.9362,-77.06
20009,38.9191,-77.0374
20010,38.9334,-77.0303
20011,38.9525,-77.023
20012,38.9769,-77.0326
20015,38.9669,-77.0583
20016,38.9369,-77.09
20017,38.9382,-76.9921
20018,38.9266,-76.9744
20019,38.8914,-76.9436
20020,38.8604,-76.9789
20024,38.8761,-77.0254
20032,38.8337,-77.0066
20036,38.907,-77.0416
20037,38.8989,-77.0555
20045,38.8967,-77.0308
20052,38.9001,-77.047
20053,38.8841,-77.0112
20057,38.9091,-77.0757
20064,38.9364,-76.9992
20105,38.9531,-77.6028
20106,38.6991,-78.0024
20109,38.7936,-77.531
20110,38.7472,-77.4845
20111,38.749,-77.4279
20112,38.6646,-77.4293
20115,38.8099,-77.9118
20117,38.9988,-77.7339
20118,38.9683,-77.737
20119,38.6104,-77.6216
20120,38.8564,-77.4764
20121,38.8111,-77.4632
20124,38.7813,-77.3913
20129,39.172,-77.6013
20130,39.0394,-77.9439
20132,39.1672,-77.7206
20135,39.0865,-77.887200000000007
20136,38.7395,-77.5556
20137,38.8066,-77.7224
20139,38.6557,-77.6942
20141,39.1124,-77.7907
20143,38.8589,-77.565
20144,38.923,-77.947
20147,39.0419,-77.4781
20148,38.9961,-77.5208
20151,38.8965,-77.4451
20152,38.9191,-77.5024
20155,38.8101,-77.6178
20158,39.1396,-77.6581
20164,39.0133,-77.3951
20165,39.0579,-77.3927
20166,38.9863,-77.4558
20169,38.8792,-77.6454
20170,38.9798,-77.3798
20171,38.9238,-77.3965
20175,39.0644,-77.604
20176,39.1847,-77.5441
20180,39.2686,-77.6377
20181,38.6891,-77.5696
20184,39.0007,-77.8838
20186,38.6981,-77.8514
20187,38.7218,-77.7482
20190,38.9593,-77.3393
20191,38.9346,-77.3517
20194,38.9811,-77.3408
20197,39.1952,-77.628
20198,38.8842,-77.7446
20202,38.8871,-77.021
20204,38.8856,-77.0144
20228,38.8864,-77.0303
20230,38.8938,-77.0328
20240,38.8945,-77.0426
20245,38.8933,-77.0445
20260,38.8837,-77.025
20307,38.9757,-77.0301
20317,38.9348,-77.0144
20319,38.8648,-77.017
20373,38.8586,-77.0079
20390,38.879,-76.9937
20405,38.8964,-77.0426
20418,38.8928,-77.0478
20427,38.9021,-77.0476
20506,38.8971,-77.0387
20510,38.8928,-77.0069
20520,38.8948,-77.0484
20535,38.8945,-77.0248
20540,38.8879,-77.0047
20551,38.8928,-77.0458
20553,38.8869,-77.023
20560,38.8882,-77.026
20565,38.8906,-77.0192
20566,38.8956,-77.0551
20593,38.8667,-77.0102
20601,38.6134,-76.8516
20602,38.5832,-76.8947
20603,38.6304,-76.9766
20606,38.263,-76.7373
20607,38.6727,-77.0185
20608,38.5824,-76.701
20609,38.27,-76.7677
20611,38.4578,-76.9751
20612,38.5051,-76.6772
20613,38.6712,-76.8053
20615,38.4114,-76.5488
20616,38.662,-77.0985
20617,38.5439,-76.8525
20618,38.2864,-76.7831
20619,38.2924,-76.5279
20620,38.2339,-76.5289
20621,38.326,-76.8008
20622,38.4175,-76.8782
20623,38.7416,-76.8425
20624,38.3381,-76.7335
20625,38.2622,-76.8473
20626,38.2312,-76.7711
20628,38.1531,-76.34
20629,38.3366,-76.4504
20630,38.1643,-76.4758
20632,38.4328,-76.958
20634,38.2694,-76.5069
20636,38.3521,-76.5672
20637,38.5251,-76.7561
