"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00046172","1980","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1721.7","","1721.7","","","","","","","","","","","","","","","","",""
"USC00046172","1982","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","485.4","","485.4","0","83","0","62","0","","","0","0","0","0","61","0","0","0","167","0","70","0","-4.4","0,0108,","","","0",",0,1231,+","51.6",",0,1130,","39.4","0,0731,","1868.4","0","-0.6","0,1111","-2.2","0,1209","","","-2.2","0,0407","-2.2","0,0407","-4.4","0,0108","","","","","","","     10.27","0,P,N","","","983.8",",0","0",",0","14.09","0","21.80","0","6.39","0","20969","0"
"USC00046172","1983","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","111","0","79","0","0","","0","0","0","0","26","0","0","0","180","0","64","0","-4.4","0,0101,","0",",0,1231,+","0",",0,1231,+","67.1",",0,1111,","40.6","0,0714,+","1820.8","0","-0.6","0,1122","-2.8","0,1221","","","0.0","0,0412","-2.2","0,0120","-4.4","0,0101","","","1843.5","","1843.5","0","     11.19","0,P,N","     22.27","0,P,N","1274.4",",0","0",",0","15.45","0","22.48","0","8.42","0","",""
"USC00046172","1984","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","892.2","","892.2","0","55","0","32","0","0","","0","0","0","0","37","0","0","0","192","0","98","0","-3.3","0,1224,+","0",",0,1231,+","0",",0,1231,+","32.8",",0,1128,","42.2","0,0810,+","2130.2","0","-0.6","0,1123","-2.2","0,1126","","","0.0","0,0426","-2.8","0,0113","","","","","","","","","     10.80","0,P,N","     22.58","0,P,N","455.3",",0","0",",0","15.84","0","23.68","0","8.01","0","21137","0"
"USC00046172","1985","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","684.3","","684.3","0","57","0","37","0","0","","0","0","0","0","57","0","0","0","206","0","85","0","-5.6","0,1212,","0",",0,1231,+","0",",0,1231,+","38.4",",0,0208,","40.0","0,0716,+","1933.6","0","-3.3","0,1113","-3.3","0,1113","-5.6","0,1212","0.0","0,0326","-2.2","0,0303","-4.4","0,0102","","","1814.6","","1814.6","0","     10.37","0,P,N","     22.12","0,P,N","469.7",",0","0",",0","15.13","0","23.00","0","7.27","0","20119","0"
"USC00046172","1986","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","54","0","42","0","0","","0","0","","","","","0","0","227","0","90","0","","","0",",0,1231,+","0",",0,1231,+","54.6",",0,0219,","40.0","0,0624,","2001.2","0","","","","","","","","","","","","","","","","","","","     10.72","0,P,N","     23.09","0,P,N","629.4",",0","0",",0","","","24.38","0","","","21718","0"
"USC00046172","1987","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","61","0","38","0","0","","0","0","","","","","0","0","220","0","96","0","","","0",",0,1231,+","0",",0,1231,+","52.1",",0,0306,","41.1","0,0831,","2118.3","0","","","","","","","","","","","","","","","","","","","","","     22.79","0,P,N","455.7",",0","0",",0","","","24.49","0","","","20580","0"
"USC00046172","1988","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","56","0","32","0","0","","0","0","","","","","0","0","230","0","103","0","","","0",",0,1231,+","0",",0,1231,+","28.7",",0,1221,","43.3","0,0719,","2165.7","0","","","","","","","","","","","","","","","","","","","","","","","398.0",",0","0",",0","","","24.95","0","","","18517","0"
"USC00046172","1989","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","582.6","","582.6","0","52","0","31","0","0","","0","0","0","0","74","0","0","0","216","0","82","0","-7.2","0,0207,","0",",0,1231,+","0",",0,1231,+","58.9",",0,1024,","43.3","0,0708,","","","-2.2","0,1127","-2.2","0,1127","-5.0","0,1212","-0.6","0,0326","-2.2","0,0303","-6.7","0,0208","-6.7","0,0208","1623.1","","1623.1","0","      9.94","0,P,N","     23.00","0,P,N","415.9",",0","0",",0","14.88","0","23.82","0","5.95","0","17289","0"
"USC00046172","1990","37.95","-120.53333","236.2","NEW MELONES DAM, CA US","","","","","45","0","33","0","0","","0","0","","","","","0","0","241","0","84","0","","","0",",0,1231,+","0",",0,1231,+","43.9",",0,0217,","43.9","0,0808,+","","","","","","","","","","","","","","","","","1734.0","","1734.0","0","","","","","379.8",",0","0",",0","","","24.58","0","","","18721","0"
