"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00197667","1893","41.689555","-70.156408","10.1","SOUTH DENNIS, MA US","123","6","78","6","101.3",",6,0309,","","","","","1482.7",",6"
"USC00197667","1894","41.689555","-70.156408","10.1","SOUTH DENNIS, MA US","","","","","","","3386.8","","3386.8","6","",""
