"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00025732","1959","32.4487","-110.75454","2403.7","MOUNT LEMMON FIRE DEPARTMENT, AZ US","12.3","","12.3","0","2","0","0","0","153","0","0","0","195","0","0","0","-10.6","0,1226,","51",",0,0106,","29.4","0,0723,+","-3.3","0,1014","-3.3","0,1014","-6.7","0,1030","-6.7","0,1030","-10.6","0,1226","0.0","0,0514","-2.2","0,0505","-4.4","0,0328","-7.8","0,0307","-8.9","0,0221","","","","","","","89",",0","10.92","0","20.19","0","1.66","0"
"USC00025732","1960","32.4487","-110.75454","2403.7","MOUNT LEMMON FIRE DEPARTMENT, AZ US","33.8","","33.8","0","","","1","0","178","0","2","0","134","0","3","0","-20.0","0,0102,","","","32.8","0,0630,","-0.6","0,1015","-2.2","0,1016","-5.0","0,1126","-8.9","0,1128","-8.9","0,1128","0.0","0,0506","-4.4","0,0427","-4.4","0,0427","-6.7","0,0426","-8.9","0,0224","3195.3","","3195.3","0","","","","","9.06","0","17.55","0","0.57","0"
"USC00025732","1962","32.4487","-110.75454","2403.7","MOUNT LEMMON FIRE DEPARTMENT, AZ US","6.2","","6.2","0","9","0","3","0","137","0","0","0","146","0","0","0","-18.3","0,0309,+","203",",0,0319,+","26.7","0,0916,+","-2.2","0,1015","-2.2","0,1015","-5.6","0,1209","-6.7","0,1217","-8.9","0,1229","0.0","0,0518","-2.2","0,0515","-4.4","0,0326","-10.0","0,0324","-10.0","0,0324","3558.4","","3558.4","0","590.5",",0","1588",",0","9.34","0","17.02","0","1.66","0"
