"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012819","2007","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.6","W","1959.4","","1959.4","W","132","W","60","W","","","","","0","W","1","W","0","W","327","W","110","W","-0.5","W,0217,","","","","","64.5",",W,0811,","36.7","W,0820,+","","","","","-0.5","W,0217","","","","","358.1","","358.1","W","910.1",",W","","","22.86","W","28.41","W","17.30","W","40","W","180","W","16.5","W","23.7","W"
"USW00012819","2008","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.7","W","1808.8","","1808.8","W","128","W","70","W","","","","","0","W","1","W","0","W","323","W","88","W","-1.0","W,0103,","","","","","105.4",",W,0821,","36.1","W,0606,+","","","","","-1.0","W,0103","","","","","252.0","","252.0","W","1066.5",",W","","","22.36","W","27.80","W","16.91","W","30","W","210","W","41.1","W","80.0","W"
"USW00012819","2009","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.9","W","1968.1","","1968.1","W","118","W","74","W","","","","","0","W","5","W","0","W","313","W","116","W","-2.7","W,0122,","","","","","103.1",",W,0520,","37.8","W,0622,","","","","","-1.6","W,0206","-2.7","W,0122","","","451.9","","451.9","W","1178.3",",W","","","22.60","W","27.86","W","17.33","W","360","W","90","W","21.9","W","56.8","W"
"USW00012819","2010","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.9","W","1887.3","","1887.3","W","116","W","72","W","","","","","0","W","12","W","0","W","277","W","119","W","-2.7","W,1214,+","","","","","113.0",",W,0311,","37.8","W,0614,","-2.7","W,1214","-2.7","W,1214","-1.0","W,0112","-2.7","W,0111","","","562.9","","562.9","W","1027.1",",W","","","21.45","W","26.72","W","16.17","W","190","W","240","W","14.8","W","24.1","W"
"USW00012819","2011","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.8","W","1997.5","","1997.5","W","109","W","60","W","","","","","0","W","2","W","0","W","326","W","128","W","-2.1","W,0113,","","","","","111.8",",W,0331,","37.2","W,0622,+","","","","","0.0","W,0114","","","","","495.6","","495.6","W","980.3",",W","","","23.00","W","28.46","W","17.53","W","210","W","90","W","17.9","W","32.2","W"
"USW00012819","2012","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.9","W","1970.8","","1970.8","W","105","W","64","W","0","","0","W","0","W","3","W","0","W","337","W","91","W","-1.0","W,0104,","0",",W,1231,+","0",",W,1231,+","94.5",",W,0624,","36.1","W,0708,","","","","","-0.5","W,0213","","","","","208.8","","208.8","W","913.5",",W","0",",W","22.96","W","28.40","W","17.52","W","260","W","250","W","17.0","W","24.6","W"
"USW00012819","2013","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.8","W","1958.3","","1958.3","W","114","W","74","W","0","","0","W","0","W","1","W","0","W","341","W","102","W","0.0","W,0218,","0",",W,1231,+","0",",W,1231,+","52.8",",W,0606,","35.6","W,0814,+","","","","","0.0","W,0218","","","","","311.0","","311.0","W","1014.2",",W","0",",W","23.01","W","28.42","W","17.60","W","180","W","120","W","16.5","W","21.5","W"
"USW00012819","2014","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.8","W","1905.3","","1905.3","W","118","W","74","W","0","","0","W","0","W","2","W","0","W","316","W","108","W","-0.5","W,0107,","0",",W,1231,+","0",",W,1231,+","137.2",",W,1125,","37.8","W,0823,","","","","","0.0","W,0108","","","","","323.2","","323.2","W","1164.7",",W","0",",W","22.41","W","27.75","W","17.06","W","290","W","300","W","16.1","W","21.0","W"
"USW00012819","2015","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","2.9","W","2221.8","","2221.8","W","124","W","75","W","0","","0","W","0","W","1","W","0","W","332","W","108","W","-1.0","W,0220,","0",",W,1231,+","0",",W,1231,+","84.3",",W,0717,","36.1","W,0622,+","","","","","-1.0","W,0220","","","","","392.0","","392.0","W","1020.5",",W","0",",W","23.64","W","28.79","W","18.49","W","260","W","270","W","14.8","W","21.0","W"
"USW00012819","2016","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","3.0","W","2088.6","","2088.6","W","102","W","72","W","0","","0","W","0","W","0","W","0","W","325","W","123","W","0.6","W,0124,","0",",W,1231,+","0",",W,1231,+","59.4",",W,0324,","36.7","W,0713,+","","","","","","","","","","","263.6","","263.6","W","1033.1",",W","0",",W","23.21","W","28.72","W","17.71","W","300","W","290","W","15.7","W","21.9","W"
"USW00012819","2017","28.82083","-81.80972","23.5","LEESBURG MUNICIPAL AIRPORT, FL US","3.0","W","2171.9","","2171.9","W","112","W","71","W","0","","0","W","0","W","1","W","0","W","345","W","136","W","0.0","W,0108,","0",",W,1231,+","0",",W,1231,+","164.6",",W,0910,","36.1","W,0823,+","","","","","0.0","W,0108","","","","","163.9","","163.9","W","1450.9",",W","0",",W","23.76","W","29.18","W","18.33","W","120","W","120","W","21.5","W","30.9","W"
