"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00311164","1888","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","126","6","107","6","","","","","","","","","52.1",",6,1109,","","","","","1408.2",",6","",""
"USC00311164","1890","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","123","6","105","6","5","","","","152",",6,1218,","","","68.6",",6,0724,","","","","","1415.7",",6","",""
"USC00311164","1891","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","114","6","92","6","","","5","6","","","127",",6,0228,","49.5",",6,0209,","","","","","1372.1",",6","305",",6"
"USC00311164","1892","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","119","6","91","6","","","4","6","","","127",",6,1227,","56.4",",6,0112,","","","","","1373.6",",6","259",",6"
"USC00311164","1893","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","102","6","81","6","","","7","6","","","305",",6,0115,","46.5",",6,0503,","","","","","1100.4",",6","619",",6"
"USC00311164","1894","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","113","6","92","6","","","2","6","","","127",",6,0225,","33.3",",6,0203,","","","","","1005.5",",6","157",",6"
"USC00311164","1895","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","108","6","86","6","","","10","6","","","178",",6,0207,","55.9",",6,0817,","","","","","1266.6",",6","828",",6"
"USC00311164","1896","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","108","6","86","6","","","2","6","","","102",",6,0320,","73.7",",6,1112,","","","","","1344.0",",6","127",",6"
"USC00311164","1897","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","99","6","81","6","","","2","6","","","102",",6,0127,","64.8",",6,0306,","","","","","1369.2",",6","153",",6"
"USC00311164","1898","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","133","6","104","6","","","3","6","","","76",",6,0131,","125.7",",6,0903,","","","","","1572.1",",6","147",",6"
"USC00311164","1899","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","128","6","105","6","","","4","6","","","127",",6,1228,","94.0",",6,0319,","","","","","1530.2",",6","374",",6"
"USC00311164","1900","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","126","6","102","6","","","2","6","","","66",",6,0316,","64.5",",6,0213,","","","","","1323.0",",6","101",",6"
"USC00311164","1901","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","122","6","91","6","","","4","6","","","102",",6,1224,","86.1",",6,0324,","","","","","1617.7",",6","236",",6"
"USC00311164","1902","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","","","","","","","2","6","","","389",",6,0215,","","","","","","","","","447",",6"
"USC00311164","1905","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","125","6","105","6","","","","","","","","","53.3",",6,1203,","","","","","1392.5",",6","",""
"USC00311164","1906","35.43333","-83.45","548.9","BRYSON CITY 2, NC US","156","6","127","6","","","","","","","","","72.4",",6,1119,","","","","","1466.4",",6","",""
