"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00053168","2011","31.9497","-112.8013","506.3","AJO 29 S, AZ US","1809.4","","1809.4","R","27","R","17","R","0","R","17","R","0","R","286","R","159","R","-5.2","R,0204,","46.9",",R,1113,","44.6","R,0702,","-0.2","R,1204","-2.5","R,1205","-1.0","R,0222","-2.5","R,0205","-5.2","R,0204","","","","","214.5",",R","20.83","R","28.96","R","12.69","R"
"USW00053168","2012","31.9497","-112.8013","506.3","AJO 29 S, AZ US","1785.0","","1785.0","R","33","R","23","R","0","R","8","R","0","R","303","R","163","R","-3.3","R,1229,","18.8",",R,0911,","43.5","R,0812,","-1.0","R,1212","-3.3","R,1229","-0.1","R,0320","","","","","891.0","","891.0","R","184.1",",R","21.12","R","29.61","R","12.63","R"
"USW00053168","2013","31.9497","-112.8013","506.3","AJO 29 S, AZ US","1663.8","","1663.8","R","33","R","17","R","0","R","17","R","0","R","293","R","152","R","-5.9","R,0112,","73.0",",R,0721,","43.7","R,0628,","-2.1","R,1206","","","-1.1","R,0226","-3.4","R,0212","-5.1","R,0113","765.6","","765.6","R","377.5",",R","20.62","R","28.85","R","12.41","R"
