"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00311725","1949","35.48333","-83.31667","616.0","CHEROKEE, NC US","1","","1","0","127",",0,0131,","127",",0,0131,","1550.8",",0","127",",0"
