"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023232","1979","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","697.8","","697.8","0","58","0","42","0","0","","0","0","0","0","20","0","0","0","193","0","73","0","-5.0","0,0101,","0",",0,1231,+","0",",0,1231,+","37.6",",0,0114,","40.0","0,0914,+","0.0","0,1121","-2.2","0,1214","","","","","0.0","0,0208","-3.9","0,0129","-5.0","0,0101","","","1635.9","","1635.9","0","516.7",",0","76.7","X","0",",0","16.00","0","23.03","0","8.97","0","213258",",X","","","","","","","135","X","","","","","","","16.1","X"
"USW00023232","1980","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","486.4","","486.4","0","53","0","35","0","0","","0","0","0","0","18","0","0","0","200","0","52","0","-3.3","0,1213,","0",",0,1231,+","0",",0,1231,+","35.1",",0,0219,","41.1","0,0725,","0.0","0,1113","-2.2","0,1206","","","","","0.0","0,0318","","","","","","","1520.5","","1520.5","0","491.6",",0","80.2","X","0",",0","15.45","0","22.31","0","8.59","0","222762",",X","","","","","","","315","X","","","","","","","17.9","X"
"USW00023232","1981","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","654.4","","654.4","0","60","0","36","0","0","","0","0","0","0","4","0","0","0","210","0","71","0","-0.6","0,0204,","0",",0,1231,+","0",",0,1231,+","52.8",",0,1112,","40.6","0,0807,","","","","","","","","","-0.6","0,0204","","","","","","","1568.8","","1568.8","0","567.6",",0","78.6","X","0",",0","16.35","0","23.20","0","9.49","0","218982",",X","","","","","","","225","X","","","","","","","18.8","X"
"USW00023232","1982","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","392.9","","392.9","0","75","0","50","0","0","","0","0","0","0","27","0","0","0","183","0","40","0","-4.4","0,1230,","0",",0,1231,+","0","T,0,0317,","75.9",",0,0104,","37.8","0,0524,","0.0","0,1121","-2.8","0,1225","-4.4","0,1230","","","0.0","0,0224","-2.2","0,0108","","","","","1501.0","","1501.0","0","803.0",",0","75.2","X","0","T,0","14.28","0","20.64","0","7.92","0","208650",",X","","","","","","","135","X","","","","","","","17.9","X"
"USW00023232","1983","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","679.3","","679.3","0","91","0","66","0","0","","0","0","0","0","2","0","0","0","185","0","61","0","-3.3","0,0120,","0",",0,1231,+","0",",0,1231,+","47.8",",0,1224,","40.0","0,0912,+","","","","","","","","","-3.3","0,0120","-3.3","0,0120","","","","","1784.3","","1784.3","0","850.0",",0","74.8","X","0",",0","16.20","0","22.24","0","10.16","0","209670",",X","","","","","","","135","X","","","","","","","18.8","X"
"USW00023232","1984","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.2","X","828.8","","828.8","0","58","0","25","0","0","","0","0","0","0","7","0","0","0","207","0","90","0","-1.1","0,1227,+","0",",0,1231,+","0",",0,1231,+","18.5",",0,1010,","41.7","0,0702,","0.0","0,1217","","","","","","","","","","","","","","","1215.9","","1215.9","0","241.5",",0","","","0",",0","16.82","0","23.67","0","9.96","0","224571",",X","","","","","","","","","","","","","","","",""
"USW00023232","1985","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.1","X","641.6","","641.6","0","47","0","26","0","0","","0","0","0","0","21","0","0","0","211","0","72","0","-2.8","0,1213,","0",",0,1231,+","0",",0,1231,+","47.0",",0,1124,","40.6","0,0724,+","-1.1","0,1113","-2.2","0,1119","","","","","-0.6","0,0209","-2.2","0,0205","","","","","1573.4","","1573.4","0","293.7",",0","","","0",",0","15.47","0","22.44","0","8.50","0","220504",",X","","","","","","","","","","","","","","","",""
"USW00023232","1986","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.3","X","592.1","","592.1","0","56","0","33","0","0","","0","0","0","0","4","0","0","0","226","0","74","0","-0.6","0,1130,","0",",0,1231,+","0",",0,1231,+","66.8",",0,0217,","39.4","0,0623,","-0.6","0,1130","","","","","","","","","","","","","","","1369.7","","1369.7","0","461.2",",0","","","0",",0","16.60","0","23.66","0","9.54","0","224534",",X","","","","","","","135","X","","","","","","","18.8","X"
"USW00023232","1987","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.1","X","687.9","","687.9","0","55","0","35","0","0","","0","0","0","0","23","0","0","0","219","0","79","0","-3.3","0,0114,","0",",0,1231,+","0",",0,1231,+","36.6",",0,0305,","41.1","0,0830,","-0.6","0,1126","-2.2","0,1226","","","","","0.0","0,0319","-2.2","0,0118","","","","","1383.2","","1383.2","0","402.3",",0","","","0",",0","16.52","0","23.81","0","9.23","0","227142",",X","","","","","","","","","","","","","","","",""
"USW00023232","1988","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","835.2","","835.2","0","50","0","29","0","0","","0","0","0","0","11","0","0","0","228","0","88","0","-2.2","0,1229,+","0",",0,1231,+","0","T,0,1228,+","21.6",",0,0419,","44.4","0,0718,","-1.7","0,1225","-2.2","0,1226","","","","","-0.6","0,0205","","","","","","","1248.9","","1248.9","0","306.5",",0","","","0","T,0","17.12","0","24.72","0","9.51","0","","","","","","","","","","","","","","","","","",""
"USW00023232","1989","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.9","X","631.8","","631.8","0","53","0","35","0","0","","0","0","0","0","31","0","0","0","217","0","75","0","-5.0","0,0207,","0",",0,1231,+","0",",0,1231,+","45.5",",0,0916,","42.8","0,0707,","0.0","0,1210","-2.2","0,1217","","","","","-0.6","0,0215","-3.9","0,0208","-5.0","0,0207","","","1432.4","","1432.4","0","384.1",",0","","","0",",0","15.91","0","23.31","0","8.51","0","235342",",X","","","","","","","","","","","","","","","",""
"USW00023232","1990","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.2","X","792.3","","792.3","0","38","0","26","0","0","","0","0","0","0","35","0","0","0","237","0","81","0","-7.8","0,1222,","0",",0,1231,+","0",",0,1231,+","62.5",",0,0112,","42.8","0,0809,+","0.0","0,1124","-5.0","0,1220","-5.0","0,1220","-7.8","0,1222","0.0","0,0218","-2.8","0,0215","","","","","1405.9","","1405.9","0","349.9",",0","","","0",",0","16.55","0","24.33","0","8.76","0","236178",",X","","","","","","","135","X","","","","","","","13.4","X"
"USW00023232","1991","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.4","X","743.4","","743.4","0","47","0","32","0","0","","0","0","0","0","20","0","0","0","209","0","92","0","-3.3","0,0101,","0",",0,1231,+","0",",0,1231,+","34.0",",0,0202,","44.4","0,0703,","0.0","0,1203","","","","","","","0.0","0,0311","-2.2","0,0122","","","","","1516.1","","1516.1","0","353.3",",0","","","0",",0","16.50","0","24.09","0","8.92","0","237847",",X","","","","","","","225","X","","","","","","","16.1","X"
"USW00023232","1992","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.6","X","761.0","","761.0","0","60","0","38","0","0","","0","0","0","0","12","0","0","0","223","0","87","0","-2.2","0,1219,+","0",",0,1231,+","0","T,0,1229,","28.7",",0,0214,","41.1","0,0816,","-0.6","0,1111","-2.2","0,1218","","","","","0.0","0,0204","","","","","","","1285.8","","1285.8","0","419.4",",0","","","0","T,0","16.76","0","23.78","0","9.74","0","232640",",X","","","","","","","315","X","","","","","","","13.4","X"
"USW00023232","1993","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","600.3","","600.3","0","71","0","45","0","0","","0","0","0","0","16","0","0","0","211","0","65","0","-3.9","0,0103,","0",",0,1231,+","0","T,0,1214,","54.1",",0,0113,","41.1","0,0801,","0.0","0,1115","-3.3","0,1125","","","","","-1.1","0,0111","-2.8","0,0104","","","","","1434.7","","1434.7","0","593.6",",0","","","0","T,0","15.92","0","22.82","0","9.02","0","233898",",X","","","","","","","","","","","","","","","",""
"USW00023232","1994","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.0","X","","","","","39","0","24","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0518,+","35.3",",0,1203,","","","","","","","","","","","","","","","","","","","1424.5","","1424.5","0","281.0",",0","","","0","T,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023232","1995","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.5","X","595.5","","595.5","0","78","0","46","0","0","","0","0","0","0","1","0","0","0","218","0","61","0","-0.6","0,0215,","0",",0,1231,+","0","T,0,1213,","56.4",",0,0109,","41.1","0,0625,","","","","","","","","","-0.6","0,0215","","","","","","","","","","","651.1",",0","","","0","T,0","16.68","0","23.49","0","9.87","0","","","","","","","","","","","","","","","","","",""
"USW00023232","1996","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","823.5","","823.5","0","66","0","44","0","","","0","0","0","0","2","0","0","0","219","0","95","0","-1.1","0,0226,","","","0","T,0,0227,","50.0",",0,0204,","43.3","0,0810,","","","","","","","","","-1.1","0,0226","","","","","","","1057.2","","1057.2","0","570.6",",0","","","0","T,0","17.33","0","24.51","0","10.15","0","","","","","","","","","","","","","","","","","",""
"USW00023232","1997","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","","","849.5","","849.5","0","44","0","33","0","","","0","0","0","0","5","0","0","0","237","0","94","0","-3.3","0,0114,","","","0",",0,1231,+","62.7",",0,0122,","42.2","0,0807,","-1.1","0,1227","","","","","","","-3.3","0,0114","-3.3","0,0114","","","","","1145.3","","1145.3","0","497.1",",0","","","0",",0","17.44","0","24.73","0","10.14","0","","","30","X","","","","","","","101.0","X","","","","","",""
"USW00023232","1998","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.0","X","552.7","","552.7","0","95","0","61","0","","","","","0","0","16","0","0","0","181","0","48","0","-6.7","0,1223,","","","","","54.9",",0,0203,","42.2","0,0804,","0.0","0,1204","-2.8","0,1207","-5.6","0,1222","-6.7","0,1223","0.0","0,0307","","","","","","","1409.5","","1409.5","0","707.2",",0","","","","","15.50","0","21.69","0","9.31","0","","","30","X","","","","","","","96.6","X","","","","","",""
"USW00023232","1999","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.8","X","537.3","","537.3","0","53","0","26","0","","","","","0","0","24","0","0","0","203","0","53","0","-1.7","0,1216,+","","","","","32.0",",0,0207,","41.7","0,0712,","-0.6","0,1204","","","","","","","-0.6","0,0409","","","","","","","1732.1","","1732.1","0","290.7",",0","","","","","15.43","0","22.57","0","8.29","0","","","350","X","350","X","","","","","14.8","X","19.2","X","","","",""
"USW00023232","2000","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.7","X","608.3","","608.3","0","65","0","44","0","","","","","0","0","17","0","0","0","196","0","62","0","-2.2","0,0102,","","","","","75.9",",0,0124,","40.6","0,0614,","-1.1","0,1112","","","","","","","0.0","0,0109","-2.2","0,0102","","","","","1314.0","","1314.0","0","573.8",",0","","","","","16.01","0","22.73","0","9.28","0","","","350","X","340","X","","","","","16.1","X","19.7","X","","","",""
"USW00023232","2001","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","3.0","X","711.6","","711.6","0","60","0","45","0","","","","","0","0","10","0","0","0","213","0","79","0","-1.7","0,0118,+","","","","","32.8",",0,1228,","41.7","0,0703,","","","","","","","","","0.0","0,0208","","","","","","","1541.1","","1541.1","0","546.3",",0","","","","","16.58","0","23.58","0","9.57","0","","","150","X","160","X","","","","","17.0","X","21.9","X","","","",""
"USW00023232","2002","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.8","X","639.0","","639.0","0","49","0","30","0","","","","","0","0","17","0","0","0","207","0","73","0","-2.8","0,0130,","","","","","42.4",",0,0520,","43.3","0,0710,","","","","","","","","","-0.6","0,0308","-2.2","0,0131","","","","","1406.5","","1406.5","0","431.4",",0","","","","","16.07","0","23.31","0","8.83","0","","","170","X","150","X","","","","","16.5","X","21.9","X","","","",""
"USW00023232","2003","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.7","X","787.2","","787.2","0","66","0","39","0","","","","","0","0","9","0","0","0","189","0","82","0","-1.7","0,1227,+","","","","","30.7",",0,1229,","40.6","0,0728,+","-1.7","0,1123","","","","","","","-1.1","0,0209","","","","","","","1371.3","","1371.3","0","368.9",",0","","","","","16.65","0","23.54","0","9.76","0","","","140","X","140","X","","","","","17.0","X","23.7","X","","","",""
"USW00023232","2004","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.9","X","709.0","","709.0","0","55","0","34","0","","","","","0","0","13","0","0","0","208","0","73","0","-2.8","0,1203,","","","","","42.4",",0,0225,","40.6","0,0811,","-2.2","0,1129","-2.2","0,1129","","","","","-0.6","0,0123","-2.2","0,0104","","","","","1233.4","","1233.4","0","446.0",",0","","","","","16.57","0","23.35","0","9.80","0","","","150","X","130","X","","","","","16.5","X","23.2","X","","","",""
"USW00023232","2005","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.7","X","634.4","","634.4","0","69","0","43","0","","","","","0","0","6","0","0","0","213","0","64","0","-2.2","0,1206,","","","","","53.8",",0,1231,","40.6","0,0716,","-0.6","0,1127","-2.2","0,1206","","","","","0.0","0,0130","","","","","","","1497.4","","1497.4","0","563.2",",0","","","","","16.33","0","23.11","0","9.54","0","","","150","X","150","X","","","","","14.3","X","20.1","X","","","",""
"USW00023232","2006","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.7","W","684.4","","684.4","0","70","0","46","0","","","","","0","0","21","0","0","0","192","0","70","0","-3.3","0,1219,+","","","","","29.0",",0,0404,","43.9","0,0723,","0.0","0,1124","-2.2","0,1202","","","","","0.0","0,0311","-2.2","0,0216","","","","","1421.0","","1421.0","0","451.8",",0","","","","","16.00","0","22.96","0","9.04","0","","","140","X","140","X","","","","","17.0","X","25.0","X","","","",""
"USW00023232","2007","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.7","W","610.6","","610.6","0","45","0","30","0","","","","","0","0","33","0","0","0","223","0","63","0","-6.1","0,0115,","","","","","33.5",",0,1206,","41.7","0,0705,","0.0","0,1124","-2.2","0,1222","","","","","-0.6","0,0301","-2.2","0,0124","-5.0","0,0116","","","1435.3","","1435.3","0","298.2",",0","","","","","16.08","0","23.58","0","8.58","0","","","330","X","330","X","","","","","14.3","X","17.4","X","","","",""
"USW00023232","2008","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.5","W","694.6","","694.6","0","46","0","29","0","","","","","0","0","13","0","0","0","211","0","74","0","-2.8","0,1226,","","","","","50.5",",0,1101,","42.2","0,0709,+","-0.6","0,1208","-2.2","0,1218","","","","","-0.6","0,0205","","","","","","","1512.3","","1512.3","0","337.8",",0","","","","","16.17","0","23.55","0","8.79","0","","","330","X","","","","","","","16.5","X","","","","","",""
"USW00023232","2009","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.4","W","725.6","","725.6","0","58","0","36","0","","","","","0","0","18","0","0","0","208","0","79","0","-5.0","0,1208,","","","","","74.7",",0,1013,","42.2","0,0628,","0.0","0,1119","-2.8","0,1206","-5.0","0,1208","","","-1.7","0,0210","-3.9","0,0104","","","","","1383.5","","1383.5","0","480.1",",0","","","","","16.36","0","23.65","0","9.07","0","","","340","X","340","X","","","","","15.6","X","21.9","X","","","",""
"USW00023232","2010","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.5","W","579.9","","579.9","0","80","0","51","0","","","","","0","0","7","0","0","0","198","0","63","0","-2.8","0,1125,","","","","","34.0",",0,0302,","42.2","0,0825,","-2.8","0,1125","-2.8","0,1125","","","","","","","","","","","","","1521.3","","1521.3","0","580.9",",0","","","","","15.96","0","22.63","0","9.30","0","","","150","X","150","X","","","","","16.1","X","24.1","X","","","",""
"USW00023232","2011","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.4","W","620.2","","620.2","X","56","X","39","X","","","","","0","X","27","X","0","X","190","X","67","X","-3.9","X,1224,+","","","","","29.7",",X,0313,","38.9","X,0909,+","-0.6","X,1204","-2.2","X,1213","","","","","-1.7","X,0227","-2.8","X,0110","","","","","1513.7","","1513.7","X","430.6",",X","","","","","15.64","X","22.63","X","8.65","X","","","330","X","","","","","","","15.6","X","","","","","",""
"USW00023232","2012","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.4","X","708.7","","708.7","X","58","X","39","X","","","","","0","X","20","X","0","X","206","X","86","X","-4.4","X,0117,","","","","","42.7",",X,1130,","41.1","X,0711,","0.0","X,1214","","","","","","","-0.6","X,0227","-4.4","X,0117","-4.4","X,0117","","","1467.5","","1467.5","X","537.4",",X","","","","","16.48","X","23.85","X","9.11","X","","","340","X","","","","","","","15.6","X","","","","","",""
"USW00023232","2013","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.4","W","709.4","","709.4","W","30","W","20","W","","","","","0","W","42","W","0","W","233","W","68","W","-5.5","W,1209,","","","","","15.5",",W,0404,","42.8","W,0704,","-1.0","W,1204","-3.8","W,1206","-5.5","W,1209","","","0.0","X,0222","-2.8","X,0117","-4.4","X,0113","","","1314.3","","1314.3","W","147.7",",W","","","","","16.55","W","24.43","W","8.68","W","","","340","W","340","W","","","","","16.5","W","21.0","W","","","",""
"USW00023232","2014","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.3","W","846.5","","846.5","W","53","W","34","W","0","","","","0","W","11","W","0","W","239","W","88","W","-1.0","W,0122,+","0",",H,1231,+","","","60.7",",W,1211,","41.1","W,0609,","","","","","","","","","-0.5","W,0205","","","","","","","1149.6","","1149.6","W","476.2",",W","","","","","17.97","W","25.19","W","10.74","W","","","10","W","150","W","","","","","14.3","W","18.3","W","","","",""
"USW00023232","2015","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.3","W","875.9","","875.9","W","37","W","18","W","0","","0","H","0","W","18","W","0","W","242","W","90","W","-2.7","W,1231,+","0",",H,1231,+","0",",H,1231,+","34.3",",W,0206,","41.7","W,0729,+","-0.5","W,1126","-2.7","W,1128","","","","","0.0","W,0224","","","","","","","929.4","","929.4","W","216.6",",W","","","0",",H","17.65","W","25.02","W","10.28","W","","","320","W","330","W","","","","","13.0","W","17.9","W","","","",""
"USW00023232","2016","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.5","W","699.9","","699.9","W","67","W","47","W","0","","","","0","W","13","W","0","W","234","W","76","W","-2.7","W,1225,","0",",H,1231,+","","","53.8",",W,1215,","40.0","W,0727,+","-0.5","W,1217","-2.7","W,1225","","","","","-0.5","W,0101","","","","","","","1170.6","","1170.6","W","563.8",",W","","","","","17.02","W","24.07","W","9.97","W","","","340","W","320","W","","","","","13.9","W","19.7","W","","","",""
"USW00023232","2017","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","2.6","W","837.1","","837.1","W","62","W","45","W","","","","","0","W","19","W","0","W","205","W","84","W","-1.6","W,0106,","","","","","52.1",",W,0110,","43.3","W,0828,","0.0","W,1206","","","","","","","-0.5","W,0224","","","","","","","1350.8","","1350.8","W","661.6",",W","","","","","17.00","W","24.01","W","9.99","W","","","330","W","140","W","","","","","16.5","W","23.7","W","","","",""
