"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00043244","1998","37.5422","-122.0158","11.6","FREMONT, CA US","245.6","","245.6","0","100","0","58","0","","","0","0","0","0","6","0","0","0","160","0","20","0","-2.8","0,1224,+","","","0",",0,1231,+","68.1",",0,0203,","38.9","0,0804,","0.0","0,1207","-2.8","0,1223","","","","","1188.3","","1188.3","0","665.4",",0","0",",0","15.33","0","20.73","0","9.93","0"
"USC00043244","1999","37.5422","-122.0158","11.6","FREMONT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1531.9","","1531.9","0","","","","","","","","","",""
"USC00043244","2000","37.5422","-122.0158","11.6","FREMONT, CA US","319.6","","319.6","0","72","0","42","0","0","","0","0","0","0","0","0","0","0","191","0","18","0","1.7","0,1230,+","0",",0,1231,+","0",",0,1231,+","53.3",",0,0124,","42.2","0,0614,","","","","","","","","","","","","","479.0",",0","0",",0","16.05","0","21.76","0","10.34","0"
"USC00043244","2001","37.5422","-122.0158","11.6","FREMONT, CA US","264.0","","264.0","0","","","","","0","","0","0","0","0","0","0","0","0","187","0","13","0","1.1","0,0117,","0",",0,1231,+","0",",0,1231,+","","","37.2","0,0703,","","","","","","","","","1282.4","","1282.4","0","","","0",",0","15.71","0","21.15","0","10.28","0"
"USC00043244","2002","37.5422","-122.0158","11.6","FREMONT, CA US","231.0","","231.0","0","","","","","0","","0","0","0","0","1","0","0","0","174","0","14","0","-0.6","0,0130,","0",",0,1231,+","0",",0,1231,+","","","36.7","0,0709,","","","","","-0.6","0,0130","","","1274.4","","1274.4","0","","","0",",0","15.42","0","20.91","0","9.94","0"
"USC00043244","2003","37.5422","-122.0158","11.6","FREMONT, CA US","295.2","","295.2","0","62","0","35","0","0","","0","0","0","0","0","0","0","0","168","0","17","0","1.1","0,1228,+","0",",0,1231,+","0",",0,1231,+","24.4",",0,0413,","37.8","0,0626,","","","","","","","","","1180.4","","1180.4","0","328.8",",0","0",",0","15.73","0","21.09","0","10.36","0"
"USC00043244","2004","37.5422","-122.0158","11.6","FREMONT, CA US","248.5","","248.5","0","","","","","0","","0","0","0","0","3","0","0","0","180","0","11","0","0.0","0,1204,+","0",",0,1231,+","0",",0,1231,+","","","35.6","0,0906,","0.0","0,1204","","","0.0","0,0104","","","1177.0","","1177.0","0","","","0",",0","15.62","0","20.97","0","10.26","0"
"USC00043244","2005","37.5422","-122.0158","11.6","FREMONT, CA US","179.3","","179.3","0","71","0","46","0","0","","0","0","0","0","0","0","0","0","177","0","3","0","0.6","0,1206,","0",",0,1231,+","0",",0,1231,+","33.3",",0,1218,","35.6","0,0723,","","","","","","","","","1229.0","","1229.0","0","477.0",",0","0",",0","15.65","0","21.11","0","10.20","0"
"USC00043244","2006","37.5422","-122.0158","11.6","FREMONT, CA US","240.6","","240.6","0","73","0","44","0","0","","0","0","0","0","2","0","0","0","170","0","17","0","-0.6","0,1219,","0",",0,1231,+","0",",0,1231,+","34.8",",0,0102,","39.4","0,0723,+","0.0","0,1218","","","","","","","1233.2","","1233.2","0","466.4",",0","0",",0","15.37","0","20.89","0","9.85","0"
"USC00043244","2007","37.5422","-122.0158","11.6","FREMONT, CA US","166.0","","166.0","0","37","0","26","0","","","0","0","0","0","7","0","0","0","177","0","6","0","-3.3","0,0113,","","","0",",0,1231,+","15.7",",0,0222,+","33.3","0,0614,","0.0","0,1222","","","-0.6","0,0118","-2.8","0,0116","1327.7","","1327.7","0","213.7",",0","0",",0","14.97","0","20.48","0","9.46","0"
"USC00043244","2008","37.5422","-122.0158","11.6","FREMONT, CA US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
"USC00043244","2009","37.5422","-122.0158","11.6","FREMONT, CA US","251.4","","251.4","0","61","0","40","0","0","","0","0","0","0","3","0","0","0","176","0","16","0","-2.2","0,0104,","0",",0,1231,+","0",",0,1231,+","56.1",",0,1013,","35.6","0,0828,","-1.1","0,1208","","","-2.2","0,0104","-2.2","0,0104","1306.0","","1306.0","0","387.6",",0","0",",0","15.22","0","20.75","0","9.69","0"
"USC00043244","2010","37.5422","-122.0158","11.6","FREMONT, CA US","162.8","","162.8","0","74","0","49","0","0","","0","0","0","0","3","0","0","0","161","0","8","0","0.0","0,1129,+","0",",0,1231,+","0",",0,1231,+","30.5",",0,0120,","37.2","0,0825,+","0.0","0,1124","","","","","","","1379.8","","1379.8","0","420.1",",0","0",",0","15.05","0","20.17","0","9.93","0"
"USC00043244","2011","37.5422","-122.0158","11.6","FREMONT, CA US","164.1","","164.1","7","53","7","27","7","","","","","0","7","5","7","0","7","140","7","7","7","-1.1","7,1224,","","","","","21.6",",7,0604,","33.9","7,0621,","-0.6","7,1223","","","-0.6","K,0227","","","1420.8","","1420.8","7","262.7",",7","","","14.60","7","19.99","7","9.21","7"
"USC00043244","2012","37.5422","-122.0158","11.6","FREMONT, CA US","129.4","","129.4","7","53","7","38","7","","","","","0","7","4","7","0","7","151","7","6","7","-1.7","7,0116,","","","","","39.4",",7,1223,","34.4","7,0616,","-0.6","7,1219","","","-0.6","7,0118","","","1387.4","","1387.4","7","361.6",",7","","","15.01","7","20.55","7","9.48","7"
"USC00043244","2013","37.5422","-122.0158","11.6","FREMONT, CA US","193.8","","193.8","7","21","7","7","7","","","","","0","7","13","7","0","7","186","7","5","7","-1.7","7,1210,+","","","","","25.4",",7,1120,","33.9","7,0629,","0.0","7,1204","","","0.0","7,0209","","","1273.2","","1273.2","7","80.3",",7","","","15.08","7","21.04","7","9.11","7"
"USC00043244","2014","37.5422","-122.0158","11.6","FREMONT, CA US","290.2","","290.2","7","48","7","34","7","","","","","0","7","0","7","0","7","217","7","10","7","1.1","7,1227,+","","","","","53.3",",7,1211,","33.9","7,0725,","","","","","","","","","1118.8","","1118.8","7","383.0",",7","","","16.61","7","22.24","7","10.97","7"
"USC00043244","2015","37.5422","-122.0158","11.6","FREMONT, CA US","339.8","","339.8","7","37","7","25","7","","","","","0","7","3","7","0","7","205","7","18","7","-1.1","7,1227,","","","","","35.3",",7,0207,","36.1","7,0816,","0.0","7,1226","","","","","","","896.6","","896.6","7","248.0",",7","","","16.29","7","22.08","7","10.50","7"
"USC00043244","2016","37.5422","-122.0158","11.6","FREMONT, CA US","","","","","68","7","40","7","","","","","","","","","0","7","193","7","9","7","","","","","","","40.9",",7,1016,","35.0","7,0926,","","","","","","","","","","","","","484.0",",7","","","","","21.35","7","",""
"USC00043244","2017","37.5422","-122.0158","11.6","FREMONT, CA US","321.1","","321.1","7","61","7","45","7","","","","","0","7","0","7","0","7","179","7","17","7","0.6","7,1222,+","","","","","39.4",",7,0220,","40.0","7,0902,","","","","","","","","","1232.6","","1232.6","7","481.3",",7","","","15.83","7","21.44","7","10.22","7"
