"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00035228","1948","36.2494","-92.2383","129.5","NORFORK DAM, AR US","800.0","","800.0","0","89","0","66","0","3","","3","0","0","0","105","0","15","0","224","0","66","0","-15.6","0,0124,+","51",",0,0222,","58",",0,0101,","111.8",",0,0101,","36.7","0,0823,+","-3.3","0,1018","-3.3","0,1018","-6.7","0,1123","-6.7","0,1123","-10.6","0,1208","-1.1","0,0402","-2.2","0,0328","-9.4","0,0314","-9.4","0,0314","-9.4","0,0314","2230.7","","2230.7","0","1027.5",",0","174",",0","14.23","0","21.67","0","6.80","0","24072","0"
"USC00035228","1949","36.2494","-92.2383","129.5","NORFORK DAM, AR US","863.4","","863.4","0","78","0","67","0","0","","0","0","0","0","101","0","4","0","215","0","65","0","-13.9","0,0130,","0",",0,1231,+","0","T,0,0309,","95.5",",0,0214,","37.2","0,0812,","-2.8","0,1027","-2.8","0,1027","-5.6","0,1101","-6.7","0,1122","-9.4","0,1215","-3.3","0,0416","-3.3","0,0416","-5.6","0,0302","-7.8","0,0208","-10.0","0,0207","2093.5","","2093.5","0","1252.2",",0","0","T,0","14.92","0","22.40","0","7.43","0","",""
"USC00035228","1950","36.2494","-92.2383","129.5","NORFORK DAM, AR US","739.1","","739.1","0","93","0","73","0","0","","0","0","1","0","113","0","5","0","213","0","38","0","-20.0","0,1207,","0",",0,1231,+","0",",0,1231,+","93.2",",0,0831,","36.7","0,0627,","-0.6","0,1104","-2.8","0,1110","-9.4","0,1111","-9.4","0,1111","-9.4","0,1111","-0.6","0,0426","-3.9","0,0415","-4.4","0,0414","-9.4","0,0314","-9.4","0,0314","2078.1","","2078.1","0","1230.4",",0","0",",0","14.21","0","21.44","0","6.98","0","",""
"USC00035228","1951","36.2494","-92.2383","129.5","NORFORK DAM, AR US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2272.5","","2272.5","0","","","","","","","","","","","",""
"USC00035228","1952","36.2494","-92.2383","129.5","NORFORK DAM, AR US","","","","","67","0","52","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","66.0",",0,1118,","","","","","","","","","","","","","","","","","","","","","","","","","","","995.3",",0","0",",0","","","","","","","",""
