"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00058436","1990","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","205.6","","205.6","0","71","0","47","0","","","9","0","12","0","183","0","19","0","171","0","24","0","-26.7","0,1223,","","","356",",0,0220,+","46.5",",0,0720,","36.7","0,0629,","","","-6.7","0,1009","-6.7","0,1009","-6.7","0,1009","-6.7","0,1009","-9.4","0,1104","-1.7","0,0511","-5.0","0,0505","-5.0","0,0505","-6.7","0,0406","-10.6","0,0315","3449.7","","3449.7","0","514.9",",0","1346",",0","9.43","0","18.48","0","0.39","0"
"USC00058436","1991","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","163.5","","163.5","0","84","0","49","0","","","","","2","0","185","0","12","0","163","0","13","0","-23.3","0,1103,","","","","","34.3",",0,0910,","35.0","0,0708,+","","","-0.6","0,0924","-2.2","0,1006","-10.0","0,1029","-10.0","0,1029","-10.0","0,1029","0.0","0,0505","-4.4","0,0503","-4.4","0,0503","-6.7","0,0331","-8.9","0,0317","3362.5","","3362.5","0","426.1",",0","","","9.27","0","18.09","0","0.44","0"
"USC00058436","1992","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","113.6","","113.6","0","85","0","54","0","","","","","1","0","163","0","12","0","172","0","6","0","-20.0","0,1217,","","","","","45.7",",0,0825,","36.7","0,0707,","","","0.0","0,0926","-5.0","0,1008","-5.0","0,1008","-8.3","0,1104","-9.4","0,1105","-1.7","0,0422","-3.3","0,0421","-4.4","0,0323","-9.4","0,0311","-9.4","0,0311","3280.0","","3280.0","0","535.3",",0","","","9.51","0","18.22","0","0.80","0"
"USC00058436","1993","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","163.0","","163.0","0","89","0","51","0","","","","","10","0","184","0","17","0","149","0","16","0","-20.6","0,1224,","","","","","36.8",",0,0827,","35.0","0,0709,+","","","-0.6","0,0914","-3.3","0,1021","-8.9","0,1027","-8.9","0,1027","-8.9","0,1027","-1.1","0,0511","-2.8","0,0503","-5.0","0,0421","-7.2","0,0405","-12.2","0,0314","3362.5","","3362.5","0","498.3",",0","","","8.85","0","17.51","0","0.18","0"
"USC00058436","1994","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","246.6","","246.6","0","88","0","48","0","","","","","4","0","168","0","13","0","170","0","37","0","-22.2","0,0131,","","","","","25.4",",0,1120,","38.3","0,0627,","","","-1.7","0,0922","-2.2","0,1018","-5.0","0,1105","-8.9","0,1115","-8.9","0,1115","0.0","0,0502","-2.2","0,0501","-4.4","0,0428","-6.7","0,0412","-15.0","0,0331","3325.3","","3325.3","0","425.3",",0","","","10.08","0","19.24","0","0.91","0"
"USC00058436","1995","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","197.1","","197.1","0","78","0","45","0","","","","","2","0","185","0","16","0","151","0","29","0","-17.8","0,1224,+","","","","","27.9",",0,0410,","36.1","0,0727,","","","-3.3","0,0921","-3.3","0,0921","-4.4","0,1006","-7.2","0,1102","-10.0","0,1103","-0.6","0,0518","-8.3","0,0424","-8.3","0,0424","-8.3","0,0424","-10.0","0,0423","3263.4","","3263.4","0","411.3",",0","","","9.47","0","18.50","0","0.43","0"
"USC00058436","1996","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","175.1","","175.1","0","86","0","45","0","","","10","0","16","0","176","0","16","0","180","0","27","0","-31.1","0,0203,","","","330",",0,1027,","24.6",",0,0821,","36.1","0,0705,","","","-0.6","0,0926","-2.8","0,0927","-5.6","0,1021","-15.0","0,1022","-15.0","0,1022","-1.7","0,0501","-6.1","0,0430","-6.1","0,0430","-6.7","0,0429","-10.6","0,0327","3188.0","","3188.0","0","437.7",",0","1066",",0","9.58","0","19.33","0","-0.17","0"
"USC00058436","1997","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","169.1","","169.1","0","98","0","56","0","","","37","0","11","0","187","0","30","0","159","0","10","0","-26.7","0,0113,","","","356",",0,0411,","58.9",",0,0728,","34.4","0,0717,","","","-2.8","0,1009","-2.8","0,1009","-6.7","0,1013","-6.7","0,1013","-10.6","0,1025","0.0","0,0504","-5.0","0,0427","-5.0","0,0427","-6.7","0,0426","-10.6","0,0414","3568.0","","3568.0","0","542.4",",0","3263",",0","8.58","0","17.35","0","-0.18","0"
"USC00058436","1998","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","216.0","","216.0","0","65","0","44","0","","","9","0","8","0","181","0","10","0","174","0","25","0","-20.0","0,1224,+","","","127",",0,0416,","36.8",",0,0727,","37.2","0,0630,","","","-1.7","0,1005","-2.8","0,1006","-5.0","0,1109","-10.6","0,1110","-10.6","0,1110","0.0","0,0507","-2.2","0,0429","-6.1","0,0420","-7.8","0,0419","-9.4","0,0417","3606.7","","3606.7","0","435.3",",0","494",",0","9.78","0","18.76","0","0.79","0"
"USC00058436","1999","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","175.0","","175.0","0","68","0","43","0","","","12","0","2","0","185","0","10","0","166","0","8","0","-17.8","0,1206,+","","","305",",0,1204,","50.8",",0,0501,","35.0","0,0703,","","","-5.0","0,0929","-5.0","0,0929","-5.0","0,0929","-7.2","0,1119","-11.1","0,1125","0.0","0,0508","-2.2","0,0507","-7.2","0,0418","-7.2","0,0418","-8.9","0,0417","3066.1","","3066.1","0","520.9",",0","1054",",0","10.09","0","18.81","0","1.36","0"
"USC00058436","2000","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","273.3","","273.3","0","70","0","31","0","","","3","0","1","0","179","0","9","0","166","0","40","0","-18.3","0,0104,","","","279",",0,0331,","31.5",",0,1029,","34.4","0,0803,+","","","0.0","0,0924","-2.2","0,0925","-5.6","0,1102","-6.7","0,1107","-8.9","0,1108","0.0","0,0513","-4.4","0,0408","-4.4","0,0408","-8.3","0,0403","-8.9","0,0319","2968.1","","2968.1","0","324.2",",0","533",",0","10.32","0","19.22","0","1.43","0"
"USC00058436","2001","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","246.3","","246.3","0","71","0","38","0","","","1","0","7","0","179","0","9","0","179","0","24","0","-20.6","0,1128,","","","51",",0,1230,","36.3",",0,0811,","35.6","0,0708,","","","-1.1","0,0909","-3.9","0,1011","-6.7","0,1025","-6.7","0,1025","-11.1","0,1127","0.0","0,0522","-3.9","0,0424","-6.1","0,0423","-8.9","0,0318","-8.9","0,0318","3310.2","","3310.2","0","357.2",",0","51",",0","10.16","0","19.32","0","1.00","0"
"USC00058436","2002","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","310.0","","310.0","0","59","0","30","0","","","2","0","11","0","176","0","16","0","176","0","36","0","-26.7","0,0302,","","","76",",0,1224,","48.3",",0,0722,","35.6","0,0703,+","","","-1.1","0,1004","-2.2","0,1017","-7.8","0,1030","-7.8","0,1030","-9.4","0,1112","-0.6","0,0525","-2.8","0,0422","-6.1","0,0404","-6.7","0,0403","-11.1","0,0322","3112.1","","3112.1","0","315.3",",0","101",",0","9.76","0","18.98","0","0.54","0"
"USC00058436","2003","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","262.6","","262.6","0","74","0","43","0","","","5","0","5","0","157","0","9","0","175","0","34","0","-23.3","0,0207,","","","152",",0,1223,","32.5",",0,0720,","37.2","0,0714,","","","-2.8","0,1014","-2.8","0,1014","-8.3","0,1026","-8.3","0,1026","-10.6","0,1122","-0.6","0,0512","-2.2","0,0511","-4.4","0,0408","-7.8","0,0330","-10.6","0,0329","3264.3","","3264.3","0","433.7",",0","355",",0","10.34","0","19.32","0","1.36","0"
"USC00058436","2004","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","112.5","","112.5","0","87","0","56","0","","","","","7","0","169","0","10","0","170","0","10","0","-25.6","0,1224,","","","","","51.3",",0,0423,","33.9","0,0715,","","","-0.6","0,0923","-2.2","0,1014","-4.4","0,1030","-14.4","0,1102","-14.4","0,1102","-1.7","0,0512","-2.2","0,0501","-6.7","0,0417","-6.7","0,0417","-9.4","0,0217","3168.1","","3168.1","0","540.9",",0","","","9.47","0","18.27","0","0.69","0"
"USC00058436","2005","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","230.8","","230.8","0","66","0","37","0","","","4","0","6","0","165","0","14","0","165","0","30","0","-23.9","0,1208,","","","203",",0,0113,","67.3",",0,0727,","36.7","0,0721,","","","-1.7","0,1007","-4.4","0,1113","-4.4","0,1113","-7.8","0,1115","-11.1","0,1116","-1.1","0,0529","-2.2","0,0430","-4.4","0,0413","-7.8","0,0402","-12.2","0,0401","3276.4","","3276.4","0","447.5",",0","420",",0","10.13","0","19.00","0","1.27","0"
"USC00058436","2006","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2946.2","","2946.2","0","","","","","","","","","",""
"USC00058436","2007","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","274.3","","274.3","0","86","0","47","0","","","","","13","0","165","0","29","0","183","0","24","0","-24.4","0,0115,+","","","","","28.7",",0,0720,","34.4","0,0822,+","","","-2.2","0,1008","-2.2","0,1008","-7.2","0,1022","-7.2","0,1022","-10.0","0,1124","0.0","0,0608","-2.2","0,0426","-8.9","0,0415","-8.9","0,0415","-8.9","0,0415","","","","","393.1",",0","","","9.84","0","18.72","0","0.96","0"
"USC00058436","2008","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","204.6","","204.6","0","82","0","48","0","","","21","0","7","0","192","0","16","0","174","0","26","0","-24.4","0,0118,+","","","229",",0,0303,+","38.6",",0,0817,","36.7","0,0803,","","","-0.6","0,1007","-2.2","0,1022","-7.8","0,1023","-7.8","0,1023","-9.4","0,1107","0.0","0,0516","-2.2","0,0511","-6.1","0,0504","-6.7","0,0503","-9.4","0,0310","3421.4","","3421.4","0","429.3",",0","1713",",0","9.37","0","18.48","0","0.26","0"
"USC00058436","2009","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","191.6","","191.6","0","76","0","44","0","18","","17","0","6","0","171","0","18","0","159","0","16","0","-23.3","0,1209,","254",",0,1029,","305",",0,1029,","35.6",",0,1021,","35.6","0,0713,","","","-1.7","0,0922","-3.3","0,1002","-5.6","0,1010","-7.8","0,1026","-15.6","0,1030","0.0","0,0421","-2.8","0,0411","-4.4","0,0408","-7.2","0,0407","-8.9","0,0405","3168.4","","3168.4","0","447.5",",0","1633",",0","9.47","0","18.42","0","0.53","0"
"USC00058436","2010","37.1502","-104.5568","1923.3","TRINIDAD LAKE, CO US","296.1","","296.1","0","70","0","44","0","18","","17","0","4","0","170","0","14","0","170","0","25","0","-20.0","0,0223,","178",",0,0324,","178",",0,0324,","22.9",",0,0731,","36.1","0,0608,","","","-1.1","0,1026","-5.6","0,1027","-5.6","0,1027","-7.2","0,1028","-8.9","0,1113","-0.6","0,0504","-2.8","0,0502","-4.4","0,0501","-6.7","0,0408","-13.3","0,0326","3664.8","","3664.8","0","414.7",",0","1501",",0","9.99","0","18.82","0","1.14","0"
