"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0011E36S","1983","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","157","T","157","T","","","","","","","","","","","","","","","","","61.0",",T,1001,","","","","","","","","","","","","","","","","","","","","","","","","","","","1601.5",",T","","","","","",""
"USS0011E36S","1984","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","147","T","147","T","","","","","","","","","","","","","","","","","38.1",",T,1102,+","","","","","","","","","","","","","","","","","","","","","","","","","","","1373.0",",T","","","","","",""
"USS0011E36S","1985","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","116","T","116","T","","","","","","","","","","","","","","","","","53.3",",T,0722,","","","","","","","","","","","","","","","","","","","","","","","","","","","1098.9",",T","","","","","",""
"USS0011E36S","1986","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","125","T","125","T","","","","","","","","","","","","","","","","","53.3",",T,0308,","","","","","","","","","","","","","","","","","","","","","","","","","","","1266.5",",T","","","","","",""
"USS0011E36S","1987","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","104","T","104","T","","","","","","","","","","","","","","","","","50.8",",T,1202,","","","","","","","","","","","","","","","","","","","","","","","","","","","918.6",",T","","","","","",""
"USS0011E36S","1988","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","112","T","112","T","","","","","","","","","","","","","","","","","76.2",",T,1123,","","","","","","","","","","","","","","","","","","","","","","","","","","","997.0",",T","","","","","",""
"USS0011E36S","1989","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","128","T","128","T","","","","","","","84","T","54","T","0","T","","","","","61.0",",T,0122,","30.8","T,0731,","","","","","","","","","","","","","","","","","","","","","","","","","907.4",",T","","","8.74","T","",""
"USS0011E36S","1990","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","33.3","","33.3","T","122","T","122","T","","","19","T","198","T","85","T","70","T","0","T","-34.8","T,1222,","","","40.6",",T,0107,","30.8","T,0807,","-3.8","T,1002","-3.8","T,1002","-4.6","T,1003","-7.4","T,1006","-9.6","T,1007","-0.2","T,0615","-2.4","T,0613","-4.8","T,0516","-7.0","T,0515","-13.4","T,0429","4877.8","","4877.8","T","925.3",",T","3.13","T","8.92","T","-2.67","T"
"USS0011E36S","1991","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","","","","","137","T","137","T","","","","","","","102","T","67","T","0","T","","","","","53.3",",T,1026,","27.8","T,0831,","","","","","","","","","","","","","","","","","","","","","5204.3","","5204.3","T","1141.3",",T","","","8.63","T","",""
"USS0011E36S","1992","44.53","-111.41","2350.0","WHITE ELEPHANT, ID US","13.4","","13.4","T","127","T","127","T","","","5","T","194","T","87","T","51","T","0","T","-23.1","T,1216,","","","68.6",",T,0219,","28.3","T,0813,","-1.1","T,0823","-2.5","T,0824","-5.7","T,0907","-7.2","T,1007","-12.2","T,1103","-0.2","T,0616","-3.6","T,0512","-7.8","T,0424","-7.8","T,0424","-11.4","T,0407","","","","","1026.7",",T","3.61","T","9.09","T","-1.87","T"
