"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00250953","1908","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","","","","","","","","","2","6","145","6","14","6","177","6","35","6","-23.3","6,0202,+","","","","","","","38.9","6,0905,","-1.1","6,1011","-2.8","6,1023","-7.2","6,1111","-7.2","6,1111","-8.9","6,1113","0.0","6,0508","-2.8","6,0430","-4.4","6,0429","-8.3","6,0402","-9.4","6,0308","","","","","","","","","11.78","6","18.73","6","4.82","6"
"USC00250953","1909","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2976.4","","2976.4","","","","","","","","","","",""
"USC00250953","1950","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","39","0","37","0","","","3","0","","","","","","","","","","","","","","","64",",0,0321,","46.0",",0,0920,","","","","","","","","","","","","","","","","","","","","","","","","","","","391.0",",0","132",",0","","","","","",""
"USC00250953","1952","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","45","0","38","0","","","4","0","","","","","","","","","","","","","","","165",",0,0229,","80.0",",0,0729,","","","","","","","","","","","","","","","","","","","","","","","","","","","489.3",",0","382",",0","","","","","",""
"USC00250953","1953","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","38","0","33","0","","","5","0","","","","","","","","","","","","","","","292",",0,1107,","35.6",",0,0903,+","","","","","","","","","","","","","","","","","","","","","","","","","","","439.4",",0","547",",0","","","","","",""
"USC00250953","1954","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","38","0","33","0","","","2","0","","","","","","","","","","","","","","","127",",0,0220,","53.3",",0,0527,","","","","","","","","","","","","","","","","","","","","","","","","","","","470.4",",0","206",",0","","","","","",""
"USC00250953","1955","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","30","0","25","0","","","9","0","","","","","","","","","","","","","","","152",",0,0204,","96.8",",0,0603,","","","","","","","","","","","","","","","","","","","","","","","","","","","629.5",",0","660",",0","","","","","",""
"USC00250953","1956","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","46","0","27","0","35","","8","0","","","","","","","","","","","","","102",",0,0204,","102",",0,0201,","38.1",",0,0622,","","","","","","","","","","","","","","","","","","","","","","","","","","","347.8",",0","351",",0","","","","","",""
"USC00250953","1957","40.06667","-99.03333","573.0","BLOOMINGTON 2 S, NE US","74","0","55","0","39","","5","0","","","","","","","","","","","","","102",",0,1118,","203",",0,0404,","84.3",",0,0616,","","","","","","","","","","","","","","","","","","","","","","","","","","","751.2",",0","529",",0","","","","","",""
