"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00369385","1971","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","99","0","79","0","103","","508",",0,0218,+","44.5",",0,0214,","837.8",",0"
"USC00369385","1975","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","168","0","109","0","","","","","33.5",",0,0612,","1181.0",",0"
"USC00369385","1976","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","152","0","92","0","","","","","30.5",",0,0807,","815.3",",0"
"USC00369385","1979","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","","","","","","","","","","","827.6",",0"
"USC00369385","1980","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","","","","","71","","152",",0,1222,+","","","",""
"USC00369385","1981","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","140","0","82","0","72","","254",",0,0210,+","44.7",",0,1027,","1002.7",",0"
"USC00369385","1982","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","123","0","74","0","","","","","43.7",",0,0922,","918.6",",0"
"USC00369385","1985","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","142","0","78","0","","","","","43.4",",0,0808,","970.3",",0"
"USC00369385","1986","41.3","-78.48333","536.4","WEEDVILLE 1 N, PA US","113","0","84","0","","","","","34.5",",0,0710,","835.5",",0"
