"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00414752","1949","28.81667","-97.85","85.0","KENEDY, TX US","","","","","81","0","60","0","2","","1","0","","","","","","","","","","","","","51",",0,0131,+","51",",0,0130,","124.0",",0,0715,","","","","","","","","","","","","","","","","","","","","","","","","","969.0",",0","56",",0","","","","","",""
"USC00414752","1950","28.81667","-97.85","85.0","KENEDY, TX US","","","","","55","0","28","0","0","","0","0","0","0","18","0","","","","","","","-7.8","0,1207,","0",",0,1231,+","0",",0,1231,+","57.7",",0,0714,","","","-1.7","0,1111","-2.8","0,1112","-5.0","0,1125","-7.8","0,1207","-0.6","0,0314","-2.8","0,0215","-4.4","0,0105","","","","","649.5","","649.5","0","507.6",",0","0",",0","","","","","14.93","0"
"USC00414752","1951","28.81667","-97.85","85.0","KENEDY, TX US","2127.8","","2127.8","0","68","0","38","0","0","","0","0","0","0","25","0","4","0","309","0","147","0","-13.9","0,0202,","0",",0,1231,+","0","T,0,0410,","127.5",",0,0914,","42.2","0,0808,+","-2.2","0,1103","-2.2","0,1103","-5.6","0,1216","","","-2.2","0,0313","-2.2","0,0313","-12.2","0,0203","-12.2","0,0203","-12.2","0,0203","","","","","772.0",",0","0","T,0","22.20","0","28.99","0","15.41","0"
"USC00414752","1952","28.81667","-97.85","85.0","KENEDY, TX US","1723.2","","1723.2","0","67","0","39","0","0","","0","0","0","0","7","0","0","0","306","0","125","0","-3.3","0,1215,+","0",",0,1231,+","0","T,0,0502,","108.2",",0,0528,","41.1","0,0825,+","-3.3","0,1215","-3.3","0,1215","","","","","-2.2","0,0324","-2.2","0,0324","","","","","","","542.1","","542.1","0","727.2",",0","0","T,0","21.38","0","28.38","0","14.38","0"
"USC00414752","1953","28.81667","-97.85","85.0","KENEDY, TX US","","","","","61","0","36","0","0","","0","0","","","","","0","0","308","0","146","0","","","0",",0,1231,+","0",",0,1231,+","46.7",",0,0903,","41.7","0,0809,","","","","","","","","","","","","","","","","","","","644.3","","644.3","0","576.1",",0","0",",0","","","28.88","0","",""
"USC00414752","1954","28.81667","-97.85","85.0","KENEDY, TX US","","","","","45","0","31","0","0","","0","0","","","","","0","0","330","0","152","0","","","0",",0,1231,+","0",",0,1231,+","68.6",",0,0625,","44.4","0,0727,","","","","","","","","","","","","","","","","","","","","","","","404.0",",0","0",",0","","","29.82","0","",""
"USC00414752","1955","28.81667","-97.85","85.0","KENEDY, TX US","","","","","48","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","88.1",",0,0812,","","","","","","","","","","","","","","","","","","","","","","","","","615.3",",0","0",",0","","","","","",""
"USC00414752","1956","28.81667","-97.85","85.0","KENEDY, TX US","1984.9","","1984.9","0","45","0","32","0","0","","0","0","0","0","16","0","0","0","318","0","174","0","-2.8","0,0205,+","0",",0,1231,+","0","T,0,0204,","52.1",",0,0516,","41.1","0,0817,+","-2.2","0,1127","-2.2","0,1127","","","","","-2.2","0,0308","-2.2","0,0308","","","","","","","","","","","438.8",",0","0","T,0","22.06","0","29.78","0","14.34","0"
"USC00414752","1957","28.81667","-97.85","85.0","KENEDY, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569.7","","569.7","","","","","","","","","","",""
"USC00414752","1958","28.81667","-97.85","85.0","KENEDY, TX US","","","","","71","0","51","0","0","","0","0","","","","","0","0","279","0","123","0","","","0",",0,1231,+","0","T,0,0213,+","57.9",",0,0503,","40.6","0,0823,","","","","","","","","","","","","","","","","","","","","","","","934.5",",0","0","T,0","","","27.15","0","",""
