"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00259020","1900","40.4121","-101.3611","896.4","WAUNETA, NE US","34","6","32","6","","","","","","","","","","","","","","","34.0",",6,0415,","","","","","","","372.4",",6","","","",""
"USC00259020","1901","40.4121","-101.3611","896.4","WAUNETA, NE US","43","6","40","6","","","","","","","","","","","","","","","63.5",",6,0411,","","","","","","","582.5",",6","","","",""
"USC00259020","1906","40.4121","-101.3611","896.4","WAUNETA, NE US","51","6","49","6","","","","","","","","","","","","","","","49.5",",6,0427,","","","","","","","579.3",",6","","","",""
"USC00259020","1908","40.4121","-101.3611","896.4","WAUNETA, NE US","47","6","43","6","","","","","","","","","","","","","","","78.7",",6,1018,","","","","","","","629.3",",6","","","",""
"USC00259020","1910","40.4121","-101.3611","896.4","WAUNETA, NE US","36","6","33","6","","","","","","","","","","","","","","","25.4",",6,0602,","","","","","","","358.9",",6","","","",""
"USC00259020","1911","40.4121","-101.3611","896.4","WAUNETA, NE US","43","6","39","6","","","","","","","","","","","","","","","34.3",",6,0425,","","","","","","","478.2",",6","","","",""
"USC00259020","1913","40.4121","-101.3611","896.4","WAUNETA, NE US","47","6","40","6","","","","","","","","","","","","","","","41.9",",6,1204,","","","","","","","407.9",",6","","","",""
"USC00259020","1914","40.4121","-101.3611","896.4","WAUNETA, NE US","55","6","34","6","","","","","","","","","","","","","","","42.7",",6,0722,","","","","","","","438.5",",6","","","",""
"USC00259020","1915","40.4121","-101.3611","896.4","WAUNETA, NE US","77","6","50","6","","","","","","","","","","","","","","","66.8",",6,0527,","","","","","","","687.1",",6","","","",""
"USC00259020","1916","40.4121","-101.3611","896.4","WAUNETA, NE US","59","6","35","6","","","","","","","","","","","","","","","36.8",",6,0820,","","","","","","","379.6",",6","","","",""
