"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00259020","1917","40.4121","-101.3611","896.4","WAUNETA, NE US","64","6","42","6","","","","","","","","","","","","","","","26.4",",6,0524,","","","","","","","392.5",",6","","","",""
"USC00259020","1918","40.4121","-101.3611","896.4","WAUNETA, NE US","56","6","43","6","","","","","","","","","","","","","","","30.5",",6,0814,+","","","","","","","485.9",",6","","","",""
"USC00259020","1919","40.4121","-101.3611","896.4","WAUNETA, NE US","57","6","46","6","","","","","","","","","","","","","","","34.3",",6,0604,","","","","","","","499.5",",6","","","",""
"USC00259020","1920","40.4121","-101.3611","896.4","WAUNETA, NE US","52","6","41","6","","","","","","","","","","","","","","","34.3",",6,1031,","","","","","","","369.7",",6","","","",""
"USC00259020","1921","40.4121","-101.3611","896.4","WAUNETA, NE US","40","6","32","6","","","3","6","","","","","","","","","127",",6,0124,","26.4",",6,0516,","","","","","","","353.1",",6","224",",6","",""
"USC00259020","1922","40.4121","-101.3611","896.4","WAUNETA, NE US","39","6","29","6","","","7","6","","","","","","","","","152",",6,0410,","45.7",",6,0821,","","","","","","","367.7",",6","546",",6","",""
"USC00259020","1923","40.4121","-101.3611","896.4","WAUNETA, NE US","56","6","48","6","","","10","6","","","","","","","","","203",",6,1209,","51.3",",6,0528,","","","","","","","688.0",",6","712",",6","",""
"USC00259020","1924","40.4121","-101.3611","896.4","WAUNETA, NE US","55","6","43","6","","","21","6","","","","","","","","","406",",6,1204,","45.7",",6,0911,","","","","","","","446.9",",6","2167",",6","",""
"USC00259020","1925","40.4121","-101.3611","896.4","WAUNETA, NE US","42","6","29","6","","","","","","","","","","","","","","","47.8",",6,0402,","","","","","","","472.3",",6","","","",""
"USC00259020","1926","40.4121","-101.3611","896.4","WAUNETA, NE US","55","6","41","6","","","","","","","","","","","","","","","42.4",",6,0616,","","","","","","","364.2",",6","","","",""
"USC00259020","1927","40.4121","-101.3611","896.4","WAUNETA, NE US","64","6","54","6","","","17","6","","","","","","","","","203",",6,0319,","68.1",",6,0414,","","","","","","","576.1",",6","1307",",6","",""
"USC00259020","1929","40.4121","-101.3611","896.4","WAUNETA, NE US","63","6","39","6","","","","","","","","","","","","","","","41.9",",6,0423,","","","","","","","466.2",",6","","","",""
"USC00259020","1930","40.4121","-101.3611","896.4","WAUNETA, NE US","60","6","46","6","","","9","6","","","","","","","","","203",",6,1120,","59.9",",6,0713,","","","","","","","706.1",",6","724",",6","",""
"USC00259020","1931","40.4121","-101.3611","896.4","WAUNETA, NE US","42","6","30","6","","","8","6","","","","","","","","","127",",6,0327,+","111.8",",6,0808,","","","","","","","391.8",",6","661",",6","",""
"USC00259020","1932","40.4121","-101.3611","896.4","WAUNETA, NE US","53","6","34","6","","","9","6","","","","","","","","","127",",6,0409,","38.1",",6,0730,","","","","","","","403.3",",6","520",",6","",""
"USC00259020","1933","40.4121","-101.3611","896.4","WAUNETA, NE US","55","6","42","6","","","","","","","","","","","","","","","44.5",",6,0828,","","","","","","","499.5",",6","","","",""
"USC00259020","1934","40.4121","-101.3611","896.4","WAUNETA, NE US","58","6","38","6","","","","","","","","","","","","","","","47.5",",6,0615,","","","","","","","501.9",",6","","","",""
"USC00259020","1936","40.4121","-101.3611","896.4","WAUNETA, NE US","59","6","41","6","","","","","","","","","","","","","","","34.3",",6,0523,","","","","","","","476.2",",6","","","",""
"USC00259020","1938","40.4121","-101.3611","896.4","WAUNETA, NE US","52","6","44","6","","","","","","","","","","","","","","","52.3",",6,0529,","","","","","","","425.8",",6","","","",""
"USC00259020","1939","40.4121","-101.3611","896.4","WAUNETA, NE US","42","6","33","6","","","","","","","","","","","","","","","27.2",",6,0327,","","","","","","","330.5",",6","","","",""
"USC00259020","1940","40.4121","-101.3611","896.4","WAUNETA, NE US","54","6","38","6","","","","","","","","","","","","","","","76.5",",6,0606,","","","","","","","407.7",",6","","","",""
"USC00259020","1941","40.4121","-101.3611","896.4","WAUNETA, NE US","55","6","47","6","","","","","","","","","","","","","","","49.3",",6,0712,","","","","","","","541.9",",6","","","",""
"USC00259020","1944","40.4121","-101.3611","896.4","WAUNETA, NE US","62","6","46","6","","","","","","","","","","","","","","","37.1",",6,0705,","","","","","","","519.8",",6","","","",""
"USC00259020","1946","40.4121","-101.3611","896.4","WAUNETA, NE US","63","6","53","6","","","5","6","","","","","","","","","178",",6,1109,","50.8",",6,1004,","","","","","","","748.7",",6","444",",6","",""
"USC00259020","1947","40.4121","-101.3611","896.4","WAUNETA, NE US","51","6","41","6","","","","","","","","","","","","","","","47.8",",6,0911,","","","","","","","588.6",",6","","","",""
"USC00259020","1949","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","","","5","0","","","","","","","","","279",",0,0330,","","","","","","","","","","","951",",0","",""
"USC00259020","1950","40.4121","-101.3611","896.4","WAUNETA, NE US","43","0","40","0","12","","7","0","","","","","","","127",",0,0212,","127",",0,0212,","32.3",",0,0403,","","","","","","","399.6",",0","512",",0","",""
"USC00259020","1951","40.4121","-101.3611","896.4","WAUNETA, NE US","67","0","57","0","26","","10","0","","","","","","","127",",0,1220,+","127",",0,0212,","76.7",",0,0515,","","","","","","","708.4",",0","575",",0","",""
"USC00259020","1952","40.4121","-101.3611","896.4","WAUNETA, NE US","44","0","37","0","","","14","0","","","","","","","","","203",",0,0321,+","59.9",",0,0828,","","","","","","","408.7",",0","1359",",0","",""
"USC00259020","1953","40.4121","-101.3611","896.4","WAUNETA, NE US","41","0","30","0","34","","9","0","","","","","","","178",",0,0220,","152",",0,1203,","53.3",",0,0429,","","","","","","","485.7",",0","763",",0","",""
"USC00259020","1954","40.4121","-101.3611","896.4","WAUNETA, NE US","44","0","29","0","","","5","0","","","","","","","","","102",",0,0502,","104.6",",0,0817,","","","","","","","363.6",",0","241",",0","",""
"USC00259020","1955","40.4121","-101.3611","896.4","WAUNETA, NE US","36","0","26","0","","","","","","","","","","","","","","","58.4",",0,0918,","","","","","","","356.8",",0","","","",""
"USC00259020","1956","40.4121","-101.3611","896.4","WAUNETA, NE US","60","0","34","0","","","11","0","","","","","","","","","127",",0,1120,","113.5",",0,0617,","","","","","","","415.5",",0","634",",0","",""
"USC00259020","1957","40.4121","-101.3611","896.4","WAUNETA, NE US","75","0","51","0","","","","","","","","","","","","","","","42.4",",0,0516,","","","","","","","557.6",",0","","","",""
"USC00259020","1958","40.4121","-101.3611","896.4","WAUNETA, NE US","77","0","53","0","38","","","","","","","","","","279",",0,0313,+","","","50.3",",0,0719,","","","","","","","568.8",",0","","","",""
"USC00259020","1959","40.4121","-101.3611","896.4","WAUNETA, NE US","66","0","46","0","","","","","","","","","","","","","","","39.4",",0,0518,","","","","","","","457.2",",0","","","",""
"USC00259020","1960","40.4121","-101.3611","896.4","WAUNETA, NE US","71","0","48","0","","","","","","","","","","","","","","","69.9",",0,0518,","","","","","","","593.0",",0","","","",""
"USC00259020","1961","40.4121","-101.3611","896.4","WAUNETA, NE US","65","0","46","0","","","","","","","","","","","","","","","29.2",",0,0930,","","","","","","","475.3",",0","","","",""
"USC00259020","1962","40.4121","-101.3611","896.4","WAUNETA, NE US","56","0","46","0","","","","","","","","","","","","","","","99.1",",0,0731,","","","","","","","773.2",",0","","","",""
"USC00259020","1963","40.4121","-101.3611","896.4","WAUNETA, NE US","37","0","29","0","","","","","","","","","","","","","","","74.7",",0,0712,","","","","","","","426.5",",0","","","",""
"USC00259020","1964","40.4121","-101.3611","896.4","WAUNETA, NE US","41","0","32","0","8","","6","0","","","","","","","102",",0,0320,+","102",",0,0326,+","33.3",",0,0622,","","","","","","","331.6",",0","534",",0","",""
"USC00259020","1965","40.4121","-101.3611","896.4","WAUNETA, NE US","51","0","44","0","","","9","0","","","","","","","","","178",",0,0211,","42.7",",0,0820,","","","","","","","626.2",",0","723",",0","",""
"USC00259020","1966","40.4121","-101.3611","896.4","WAUNETA, NE US","46","0","39","0","","","","","","","","","","","","","","","33.5",",0,0609,","","","","","","","480.0",",0","","","",""
"USC00259020","1967","40.4121","-101.3611","896.4","WAUNETA, NE US","49","0","38","0","","","7","0","","","","","","","","","76",",0,1209,","67.6",",0,0708,","","","","","","","526.6",",0","304",",0","",""
"USC00259020","1969","40.4121","-101.3611","896.4","WAUNETA, NE US","50","0","42","0","","","","","","","","","","","","","","","48.3",",0,0517,","","","","","","","587.3",",0","","","",""
"USC00259020","1970","40.4121","-101.3611","896.4","WAUNETA, NE US","42","0","33","0","","","","","","","","","","","","","","","39.4",",0,0612,","","","","","","","364.2",",0","","","",""
"USC00259020","1975","40.4121","-101.3611","896.4","WAUNETA, NE US","63","0","24","0","53","","16","0","","","","","","","330",",0,1130,+","178",",0,1120,+","74.7",",0,0608,","","","","","","","455.3",",0","964",",0","",""
"USC00259020","1976","40.4121","-101.3611","896.4","WAUNETA, NE US","51","0","23","0","29","","10","0","","","","","","","127",",0,0305,+","127",",0,0305,+","48.8",",0,0623,","","","","","","","300.5",",0","562",",0","",""
"USC00259020","1977","40.4121","-101.3611","896.4","WAUNETA, NE US","66","0","41","0","22","","7","0","","","","","","","305",",0,0312,","305",",0,0312,","68.6",",0,0312,","","","","","","","567.0",",0","820",",0","",""
"USC00259020","1978","40.4121","-101.3611","896.4","WAUNETA, NE US","74","0","37","0","53","","15","0","","","","","","","279",",0,0218,+","191",",0,0213,","46.5",",0,0713,","","","","","","","417.7",",0","1009",",0","",""
"USC00259020","1979","40.4121","-101.3611","896.4","WAUNETA, NE US","66","0","42","0","","","","","","","","","","","","","","","48.8",",0,0728,","","","","","","","502.3",",0","","","",""
"USC00259020","1980","40.4121","-101.3611","896.4","WAUNETA, NE US","60","0","36","0","46","","14","0","","","","","","","737",",0,0330,","483",",0,0328,","45.7",",0,0328,","","","","","","","413.5",",0","1887",",0","",""
"USC00259020","1981","40.4121","-101.3611","896.4","WAUNETA, NE US","69","0","46","0","29","","13","0","","","","","","","229",",0,0307,","229",",0,0307,","49.5",",0,0420,","","","","","","","575.2",",0","797",",0","",""
"USC00259020","1982","40.4121","-101.3611","896.4","WAUNETA, NE US","95","0","53","0","","","","","","","","","","","","","","","57.7",",0,0814,","","","","","","","685.0",",0","","","",""
"USC00259020","1983","40.4121","-101.3611","896.4","WAUNETA, NE US","79","0","38","0","","","16","0","","","","","","","","","203",",0,1127,+","39.6",",0,0305,","","","","","","","434.1",",0","1417",",0","",""
"USC00259020","1984","40.4121","-101.3611","896.4","WAUNETA, NE US","72","0","40","0","","","8","0","","","","","","","","","203",",0,1214,","87.4",",0,0616,","","","","","","","538.4",",0","888",",0","",""
"USC00259020","1985","40.4121","-101.3611","896.4","WAUNETA, NE US","69","0","38","0","39","","","","","","","","","","279",",0,1211,+","","","35.6",",0,0720,","","","","","","","427.3",",0","","","",""
"USC00259020","1986","40.4121","-101.3611","896.4","WAUNETA, NE US","68","0","33","0","","","4","0","","","","","","","","","165",",0,0316,","72.1",",0,0624,","","","","","","","472.8",",0","495",",0","",""
"USC00259020","1987","40.4121","-101.3611","896.4","WAUNETA, NE US","75","0","45","0","","","4","0","","","","","","","","","127",",0,1116,","38.9",",0,0609,","","","","","","","537.6",",0","382",",0","",""
"USC00259020","1988","40.4121","-101.3611","896.4","WAUNETA, NE US","64","0","36","0","","","","","","","","","","","","","","","34.5",",0,0818,","","","","","","","445.2",",0","","","",""
"USC00259020","1989","40.4121","-101.3611","896.4","WAUNETA, NE US","69","0","37","0","","","10","0","","","","","","","","","102",",0,0205,","33.3",",0,0819,","","","","","","","378.4",",0","522",",0","",""
"USC00259020","1990","40.4121","-101.3611","896.4","WAUNETA, NE US","71","0","37","0","","","4","0","","","","","","","","","254",",0,0120,","86.4",",0,0527,","","","","","","","486.7",",0","726",",0","",""
"USC00259020","1991","40.4121","-101.3611","896.4","WAUNETA, NE US","87","0","40","0","","","","","","","","","","","","","","","39.9",",0,0503,","","","","","","","524.8",",0","","","",""
"USC00259020","1992","40.4121","-101.3611","896.4","WAUNETA, NE US","75","0","40","0","","","8","0","","","","","","","","","178",",0,0101,","52.3",",0,0825,","","","","","","","513.3",",0","623",",0","",""
"USC00259020","1993","40.4121","-101.3611","896.4","WAUNETA, NE US","106","0","59","0","45","","8","0","","","","","","","457",",0,0112,+","356",",0,0109,","32.0",",0,0722,","","","","","","","641.8",",0","1042",",0","",""
"USC00259020","1994","40.4121","-101.3611","896.4","WAUNETA, NE US","69","0","45","0","","","12","0","","","","","","","","","229",",0,0127,","47.8",",0,0725,","","","","","","","482.9",",0","1170",",0","",""
"USC00259020","1995","40.4121","-101.3611","896.4","WAUNETA, NE US","74","0","40","0","14","","2","0","","","","","","","152",",0,0327,+","229",",0,1024,","40.1",",0,0623,","","","","","","","410.4",",0","254",",0","",""
"USC00259020","1996","40.4121","-101.3611","896.4","WAUNETA, NE US","79","0","41","0","3","","4","0","","","","","","","76",",0,0105,","76",",0,0105,","89.4",",0,0616,","","","","","","","662.1",",0","190",",0","",""
"USC00259020","1997","40.4121","-101.3611","896.4","WAUNETA, NE US","69","0","34","0","","","9","0","","","","","","","","","140",",0,0411,","45.2",",0,0602,","","","","","","","401.5",",0","807",",0","",""
"USC00259020","1998","40.4121","-101.3611","896.4","WAUNETA, NE US","68","0","36","0","","","4","0","","","","","","","","","102",",0,0121,","49.8",",0,0812,","","","","","","","426.3",",0","241",",0","",""
"USC00259020","1999","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","6","","6","0","","","","","","","127",",0,0312,","140",",0,1122,","","","","","","","","","","","440",",0","",""
"USC00259020","2000","40.4121","-101.3611","896.4","WAUNETA, NE US","62","0","37","0","","","8","0","","","","","","","","","152",",0,1111,+","66.0",",0,1028,","","","","","","","435.0",",0","723",",0","",""
"USC00259020","2003","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","","","","","28","0","168","0","50","0","","","","","","","41.7","0,0725,","","","","","","","","","18.60","0"
"USC00259020","2005","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","","","","","29","0","164","0","57","0","","","","","","","43.3","0,0720,","","","","","","","","","19.15","0"
"USC00259020","2006","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","","","","","19","0","172","0","57","0","","","","","","","45.0","0,0720,","","","","","","","","","19.65","0"
"USC00259020","2007","40.4121","-101.3611","896.4","WAUNETA, NE US","","","","","","","","","","","","","","","","","","","","","","","3429.3","","3429.3","","","","","","",""
