"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00305388","1894","41.733333","-74.233333","548.6","MINNEWASKA, NY US","52","6","49","6","3","6","139","6","56","6","103","6","1","6","-23.3","6,0225,","142.2",",6,0920,","32.2","6,0720,","-0.6","6,1015","-3.9","6,1106","-5.6","6,1107","-7.2","6,1112","-9.4","6,1119","-2.8","6,0412","-2.8","6,0412","-4.4","6,0410","-8.3","6,0403","-11.7","6,0327","","","","","1120.6",",6","8.14","6","12.39","6","3.89","6"
"USC00305388","1895","41.733333","-74.233333","548.6","MINNEWASKA, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4151.9","","4151.9","6","","","","","","","",""
