"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023064","1948","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","718.5","","718.5","0","68","0","35","0","40","","","","12","0","147","0","30","0","195","0","67","0","-30.0","0,0311,","356",",0,0304,","","","51.3",",0,0826,","40.0","0,0617,","0.0","0,1008","-4.4","0,1011","-4.4","0,1011","-7.8","0,1120","-12.2","0,1128","0.0","6,0512","-3.3","6,0413","-5.0","6,0328","-24.4","6,0312","-24.4","6,0312","3130.1","","3130.1","0","422.4",",0","","","11.63","0","19.40","0","3.86","0","","","","","","","","","","","",""
"USW00023064","1949","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","620.3","","620.3","0","77","0","45","0","28","","6","0","3","0","147","0","25","0","186","0","45","0","-23.9","0,0129,","152",",0,0130,+","127",",0,0127,","46.7",",0,0603,","37.8","0,0812,+","0.0","0,1012","-3.9","0,1022","-4.4","0,1031","-10.0","0,1121","-10.0","0,1121","-2.2","0,0415","-2.2","0,0415","-4.4","0,0404","-8.9","0,0315","-8.9","0,0315","3161.8","","3161.8","0","545.9",",0","468",",0","11.66","0","19.09","0","4.22","0","","","","","","","","","","","",""
"USW00023064","1950","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","553.8","","553.8","0","72","0","37","0","4","","1","0","9","0","146","0","16","0","188","0","40","0","-25.0","0,0104,","76",",0,0318,","76",",0,0318,","38.6",",0,0730,","40.0","0,0614,+","0.0","0,1102","-3.9","0,1103","-5.6","0,1104","-11.1","0,1109","-11.1","0,1109","0.0","0,0527","-2.8","0,0420","-6.1","0,0413","-7.2","0,0404","-12.2","0,0319","2859.6","","2859.6","0","478.3",",0","96",",0","12.02","0","20.19","0","3.84","0","","","","","","","","","","","",""
"USW00023064","1951","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","621.1","","621.1","0","86","0","48","0","20","","6","0","7","0","155","0","21","0","174","0","49","0","-25.6","0,0201,","127",",0,0114,+","173",",0,0113,","61.5",",0,0907,","40.0","0,0806,","0.0","X,1028","-2.8","X,1031","-7.8","0,1101","-7.8","0,1101","-15.0","0,1102","-0.6","0,0422","-5.0","0,0413","-5.0","0,0413","-7.8","0,0319","-9.4","0,0318","2925.5","","2925.5","0","723.2",",0","547",",0","11.35","0","18.74","0","3.96","0","","","","","","","","","","","",""
"USW00023064","1952","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","974.8","","974.8","0","65","0","32","0","31","","10","0","1","0","142","0","20","0","193","0","89","0","-19.4","0,1127,","127",",0,1225,+","102",",0,1221,","40.1",",0,0722,","42.2","0,0623,","-1.7","0,1007","-5.0","0,1015","-5.0","0,1015","-7.2","0,1110","-10.0","0,1125","-2.2","0,0414","-2.2","0,0414","-7.2","0,0410","-7.2","0,0410","-10.0","0,0323","2920.6","","2920.6","0","261.4",",0","531",",0","13.13","0","20.91","0","5.36","0","","","","","","","","","","","",""
"USW00023064","1953","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","965.7","","965.7","0","56","0","31","0","10","","6","0","0","0","124","0","8","0","192","0","94","0","-15.6","0,0221,","76",",0,1204,+","76",",0,1203,","40.1",",0,1020,","43.3","0,0624,","0.0","0,1026","-3.3","0,1119","-7.2","0,1120","-7.2","0,1120","-12.2","0,1121","-1.7","0,0514","-4.4","0,0420","-4.4","0,0420","-7.8","0,0304","-11.1","0,0222","2684.2","","2684.2","0","355.3",",0","245",",0","14.00","0","21.81","0","6.18","0","","","","","","","","","","","",""
"USW00023064","1954","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","1048.8","","1048.8","0","52","0","31","0","10","","5","0","2","0","130","0","12","0","199","0","100","0","-21.1","0,1229,","51",",0,1229,+","51",",0,1227,","30.7",",0,0706,","43.3","0,0711,","-0.6","0,1015","-2.8","0,1027","-5.0","0,1031","-8.9","0,1102","-8.9","0,1102","-1.1","0,0503","-5.0","0,0403","-5.0","0,0403","-6.7","0,0330","-10.0","0,0314","2598.4","","2598.4","0","384.9",",0","154",",0","14.24","0","22.25","0","6.24","0","","","","","","","","","","","",""
"USW00023064","1955","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","877.7","","877.7","0","51","0","29","0","10","","6","0","1","0","146","0","20","0","202","0","82","0","-18.9","0,1116,","51",",0,0120,+","51",",0,0117,","63.8",",0,0616,","40.0","0,0731,+","-2.2","0,1023","-2.2","0,1023","-5.0","0,1102","-9.4","0,1108","-9.4","0,1108","-1.1","0,0407","-7.2","0,0328","-7.2","0,0328","-7.2","0,0328","-11.1","0,0327","2662.4","","2662.4","0","501.0",",0","199",",0","12.89","0","20.97","0","4.82","0","","","","","","","","","","","",""
"USW00023064","1961","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","692.5","","692.5","0","66","0","42","0","24","","8","0","4","0","141","0","18","0","162","0","61","0","-26.1","0,1212,","127",",0,1116,","127",",0,1115,","38.4",",0,0911,","40.6","0,0718,","0.0","0,0925","-5.6","0,1102","-5.6","0,1102","-8.3","0,1103","-15.6","0,1209","-3.9","0,0415","-3.9","0,0415","-4.4","0,0406","-6.7","0,0309","-9.4","0,0218","2739.3","","2739.3","0","495.5",",0","417",",0","11.84","0","18.86","0","4.82","0","","","","","","","","","","","",""
"USW00023064","1962","37.92722","-100.72472","878.4","GARDEN CITY REGIONAL AIRPORT, KS US","","","767.1","","767.1","0","63","0","40","0","17","","3","0","11","0","119","0","21","0","188","0","58","0","-26.7","0,0111,","152",",0,0110,+","152",",0,0108,","77.0",",0,0625,","42.2","0,0810,","-2.2","0,1029","-2.2","0,1029","-5.6","0,1108","-9.4","0,1211","-9.4","0,1211","-5.0","0,0402","-5.0","0,0402","-5.0","0,0402","-8.9","0,0316","-8.9","0,0316","3085.7","","3085.7","0","530.0",",0","223",",0","12.72","0","19.95","0","5.49","0","","","","","","","","","","","",""
