"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00087293","1941","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","122","6","86","6","","","","","","","","","75.7",",6,0424,","","","1531.8",",6","",""
"USC00087293","1942","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","102","6","69","6","","","","","","","","","96.5",",6,0603,","","","1080.7",",6","",""
"USC00087293","1949","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","106","0","58","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","94.0",",0,0826,","","","1076.3",",0","0",",0"
"USC00087293","1950","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","90","0","50","0","","","","","","","","","66.8",",0,0321,","","","993.3",",0","",""
"USC00087293","1952","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","83","0","62","0","","","","","","","","","94.0",",0,1001,","","","1164.1",",0","",""
"USC00087293","1953","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","","","","","","","","","","","","","","","1445.3","0","","","",""
"USC00087293","1954","26.98333","-80.61667","11.9","PORT MAYACA S L CNL, FL US","78","0","55","0","","","","","","","","","74.9",",0,0422,","","","937.3",",0","",""
