"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00013803","1950","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","420.7","","420.7","X","110","X","80","X","24","","6","X","2","X","125","X","30","X","168","X","5","X","-21.7","X,0226,","127",",X,1127,","102",",X,1207,","71.1",",X,0103,","33.9","X,0626,","-0.6","X,1026","-3.9","X,1105","-4.4","X,1110","-6.7","X,1111","-12.2","X,1123","-0.6","X,0422","-2.2","X,0414","-5.0","X,0413","-8.9","X,0314","-8.9","X,0314","","","","","1410.7",",X","452",",X","11.16","X","16.94","X","5.37","X"
"USW00013803","1951","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","544.4","","544.4","X","127","X","85","X","36","","14","X","6","X","118","X","26","X","167","X","22","X","-27.8","X,0202,","229",",X,0204,+","152",",X,0201,","45.7",",X,0220,","37.8","X,0831,","-0.6","X,1025","-7.8","X,1102","-7.8","X,1102","-7.8","X,1102","-11.7","X,1103","-1.1","X,0423","-2.8","X,0417","-7.2","X,0326","-7.2","X,0326","-11.7","X,0320","3150.8","","3150.8","X","1113.4",",X","1233",",X","11.34","X","17.22","X","5.47","X"
"USW00013803","1952","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","688.6","","688.6","X","102","X","61","X","3","","2","X","0","X","112","X","13","X","168","X","44","X","-14.4","X,0129,","76",",X,1202,+","86",",X,1201,","133.9",",X,0523,","39.4","X,0728,","0.0","X,1006","-2.2","X,1007","-7.2","X,1021","-7.2","X,1021","-8.9","X,1128","0.0","X,0416","-3.9","X,0408","-5.0","X,0317","-7.2","X,0308","-10.0","X,0305","2849.8","","2849.8","X","1063.3",",X","181",",X","12.65","X","18.60","X","6.70","X"
"USW00013803","1953","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","685.5","","685.5","X","91","X","56","X","12","","5","X","2","X","109","X","10","X","176","X","52","X","-18.9","X,1218,","152",",X,0302,","152",",X,0301,","52.6",",X,0516,","39.4","X,0902,","-1.7","X,1030","-2.8","X,1105","-5.6","X,1106","-7.2","X,1128","-14.4","X,1216","0.0","X,0421","-3.9","X,0419","-7.2","X,0309","-7.2","X,0309","-9.4","X,0222","2729.2","","2729.2","X","759.9",",X","430",",X","12.85","X","19.26","X","6.44","X"
"USW00013803","1954","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","811.1","","811.1","X","99","X","60","X","7","","3","X","0","X","110","X","13","X","173","X","56","X","-15.6","X,0112,","51",",X,1213,+","127",",X,0114,","50.8",",X,0527,","41.7","X,0714,","0.0","X,1020","-2.8","X,1031","-6.7","X,1102","-6.7","X,1102","-9.4","X,1207","0.0","X,0510","-4.4","X,0401","-4.4","X,0401","-10.6","X,0306","-10.6","X,0306","2692.4","","2692.4","X","755.6",",X","341",",X","13.02","X","18.92","X","7.12","X"
"USW00013803","1955","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","670.6","","670.6","X","118","X","75","X","19","","7","X","4","X","119","X","31","X","173","X","39","X","-20.0","X,0129,","102",",X,1119,","61",",X,1118,+","44.7",",X,0929,","36.7","X,0909,","0.0","X,1024","-2.2","X,1025","-4.4","X,1104","-6.7","X,1117","-10.6","X,1127","-3.9","X,0408","-3.9","X,0408","-4.4","X,0329","-11.7","X,0327","-11.7","X,0327","2786.1","","2786.1","X","970.2",",X","430",",X","12.20","X","18.03","X","6.36","X"
"USW00013803","1956","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","594.4","","594.4","X","121","X","76","X","21","","7","X","1","X","107","X","17","X","174","X","20","X","-20.0","X,0126,","178",",X,0127,+","91",",X,0119,","84.8",",X,0622,","36.1","X,0805,+","-3.3","X,1109","-3.3","X,1109","-4.4","X,1113","-12.8","X,1123","-12.8","X,1123","-1.7","X,0423","-3.3","X,0419","-5.6","X,0325","-7.8","X,0320","-9.4","X,0222","3020.5","","3020.5","X","1035.3",",X","546",",X","12.32","X","18.05","X","6.59","X"
"USW00013803","1957","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","654.4","","654.4","X","118","X","74","X","7","","2","X","3","X","101","X","17","X","169","X","27","X","-19.4","X,0116,+","51",",X,0119,+","56",",X,0113,","56.6",",X,0704,","35.6","X,0815,","-1.1","X,1027","-2.2","X,1106","-7.2","X,1110","-7.2","X,1110","-13.9","X,1211","-3.3","X,0415","-3.3","X,0415","-4.4","X,0309","-6.7","X,0304","-9.4","X,0303","2631.6","","2631.6","X","1142.2",",X","149",",X","12.39","X","17.90","X","6.87","X"
"USW00013803","1958","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","471.8","","471.8","X","115","X","78","X","24","","4","X","6","X","119","X","37","X","164","X","12","X","-20.0","X,1130,+","152",",X,1130,+","165",",X,1128,","57.4",",X,0613,","33.9","X,0811,","0.0","X,1030","-4.4","X,1107","-4.4","X,1107","-6.7","X,1127","-10.0","X,1128","0.0","X,0408","-2.8","X,0401","-5.0","X,0323","-8.3","X,0220","-15.0","X,0219","3074.7","","3074.7","X","1104.1",",X","445",",X","10.74","X","16.27","X","5.21","X"
"USW00013803","1959","39.26667","-85.9","199.9","COLUMBUS BAKALAR MUNICIPAL AIRPORT, IN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2978.0","","2978.0","X","","","","","","","","","",""
