"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00207521","2003","42.6844","-83.0808","222.5","SHELBY 1 SSW, MI US","48","","9","0","152",",0,0307,+","97",",0,0305,+","731",",0"
"USC00207521","2005","42.6844","-83.0808","222.5","SHELBY 1 SSW, MI US","","","20","0","","","249",",0,1216,","1379",",0"
"USC00207521","2006","42.6844","-83.0808","222.5","SHELBY 1 SSW, MI US","19","","","","76",",0,0206,","","","",""
"USC00207521","2008","42.6844","-83.0808","222.5","SHELBY 1 SSW, MI US","93","","22","0","305",",0,1224,+","224",",0,1220,","1791",",0"
