"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023039","1949","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1206.4","","1206.4","X","40","X","24","X","5","","6","X","0","X","44","X","4","X","234","X","93","X","-12.2","X,0130,","102",",X,0117,","76",",X,0117,","43.4",",X,1022,","39.4","X,0719,+","0.0","X,1205","-2.2","X,1211","-5.6","X,1213","-6.7","X,1226","0.0","X,0405","-4.4","X,0201","-4.4","X,0201","-9.4","X,0131","-9.4","X,0131","","","","","286.2",",X","230",",X","17.20","X","23.72","X","10.67","X","","","",""
"USW00023039","1950","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1223.1","","1223.1","X","27","X","15","X","0","","0","X","0","X","25","X","0","X","267","X","78","X","-7.2","X,1206,","0",",X,1231,+","0","T,X,1227,+","25.4",",X,0726,","39.4","X,0618,","0.0","X,1109","-3.9","X,1110","-5.6","X,1111","-7.2","X,1206","-1.1","X,0214","-2.8","X,0116","-6.7","X,0107","-6.7","X,0107","","","1244.3","","1244.3","X","166.8",",X","0","T,X","18.74","X","25.54","X","11.94","X","","","",""
"USW00023039","1951","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1435.1","","1435.1","X","36","X","18","X","4","","4","X","0","X","49","X","2","X","228","X","110","X","-13.3","X,0201,","152",",X,1208,","183",",X,1207,","29.2",",X,0822,","41.1","X,0708,+","-1.7","X,1118","-2.2","X,1127","-6.7","X,1210","-6.7","X,1210","-0.6","X,0329","-2.2","X,0319","-6.7","X,0215","-6.7","X,0215","-12.8","X,0202","1327.8","","1327.8","X","175.3",",X","289",",X","18.20","X","24.68","X","11.72","X","","","",""
"USW00023039","1952","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1208.3","","1208.3","X","45","X","22","X","0","","1","X","0","X","32","X","0","X","213","X","99","X","-5.0","X,0106,","0","T,X,0317,","107",",X,0215,","25.7",",X,0828,","37.8","X,0821,+","-1.7","X,1119","-3.9","X,1126","-4.4","X,1127","","","-2.2","X,0323","-2.2","X,0323","-5.0","X,0106","","","","","1405.1","","1405.1","X","236.6",",X","125",",X","17.56","X","23.63","X","11.49","X","","","",""
"USW00023039","1954","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1334.8","","1334.8","X","35","X","18","X","0","","0","X","0","X","30","X","0","X","240","X","89","X","-7.2","X,1229,","0","T,X,1228,","0","T,X,1228,+","24.4",",X,1007,","38.9","X,0728,+","-2.2","X,1212","-2.2","X,1212","-4.4","X,1228","-7.2","X,1229","-1.7","X,0314","-2.2","X,0117","-5.0","X,0111","","","","","","","","","150.2",",X","0","T,X","18.59","X","24.77","X","12.41","X","","","",""
"USW00023039","1955","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1082.3","","1082.3","X","41","X","20","X","0","","0","X","0","X","45","X","0","X","232","X","61","X","-6.1","X,0220,+","0","T,X,0327,+","10",",X,0327,","43.9",",X,1004,","38.3","X,0608,","-2.2","X,1109","-2.2","X,1109","","","","","-2.2","X,0328","-2.2","X,0328","-5.0","X,0327","","","","","1495.6","","1495.6","X","230.1",",X","21",",X","17.27","X","23.25","X","11.30","X","","","",""
"USW00023039","1962","32.38333","-106.48333","1291.7","LAS CRUCES WHITE SANDS MISSILE RANGE, NM US","1185.8","","1185.8","X","59","X","29","X","5","","1","X","2","X","30","X","3","X","232","X","85","X","-21.1","X,0111,","76",",X,0113,+","71",",X,0110,","40.4",",X,0719,","37.8","X,0815,+","-1.1","X,1211","-3.3","X,1226","","","","","-1.7","X,0316","-6.1","X,0315","-6.1","X,0315","-12.8","X,0113","-12.8","X,0113","1460.6","","1460.6","X","357.1",",X","79",",X","17.80","X","24.18","X","11.42","X","158","X","77.1","X"
