"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00343286","1947","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1221.0","","1221.0","6","","","","","","","","","2","6","81","6","4","6","200","6","70","6","-20.6","6,0104,","","","","","","","42.2","6,0810,","","","-3.3","6,1111","-3.3","6,1111","-4.4","6,1130","-7.2","6,1212","-8.9","6,1225","-2.8","6,0328","-2.8","6,0328","-4.4","6,0317","-10.6","6,0302","-10.6","6,0302","1700.2","","1700.2","6","","","","","16.09","6","22.28","6","9.90","6","141404","6"
"USC00343286","1948","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1062.4","","1062.4","0","102","0","73","0","5","","6","0","2","0","83","0","17","0","227","0","63","0","-20.0","0,0312,","279",",0,0311,","279",",0,0311,","80.0",",0,0623,","36.1","0,0923,+","","","-2.2","0,1018","-2.2","0,1018","-4.4","0,1122","-6.7","0,1210","-10.0","0,1230","0.0","0,0328","-3.3","0,0314","-10.0","0,0313","-10.0","0,0313","-10.0","0,0313","2046.8","","2046.8","0","1185.4",",0","597",",0","15.63","0","21.63","0","9.64","0","23577","0"
"USC00343286","1949","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","949.8","","949.8","0","106","0","80","0","1","","0","0","1","0","81","0","7","0","212","0","51","0","-17.8","0,0130,","25",",0,0303,","18",",0,0303,","52.3",",0,0915,","37.8","0,0814,+","","","-2.8","0,1031","-2.8","0,1031","-4.4","0,1122","-6.7","0,1214","","","-1.1","0,0319","-3.9","0,0318","-4.4","0,0209","-8.3","0,0202","-11.1","0,0201","1925.3","","1925.3","0","1290.1",",0","36",",0","15.43","0","21.75","0","9.10","0","26312","0"
"USC00343286","1950","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","914.0","","914.0","0","83","0","59","0","3","","1","0","0","0","81","0","8","0","231","0","32","0","-16.7","0,1207,+","51",",0,0104,","33",",0,0104,","145.8",",0,0510,","36.1","0,0627,+","","","-2.8","0,1104","-2.8","0,1104","-4.4","0,1110","-7.2","0,1111","-11.7","0,1124","-1.7","0,0406","-2.2","0,0322","-4.4","0,0314","-7.8","0,0313","-10.0","0,0127","1786.2","","1786.2","0","1302.0",",0","69",",0","15.90","0","22.35","0","9.44","0","33432","0"
"USC00343286","1952","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1314.7","","1314.7","0","68","0","51","0","4","","2","0","0","0","60","0","1","0","220","0","109","0","-8.9","0,0123,","51",",0,0216,","38",",0,0216,","55.6",",0,0715,","39.4","0,0817,","","","0.0","0,1007","-5.0","0,1111","-5.0","0,1111","-6.7","0,1127","","","0.0","0,0324","-5.0","0,0323","-5.0","0,0323","-7.2","0,0217","-8.9","0,0123","1804.0","","1804.0","0","743.6",",0","63",",0","17.18","0","23.81","0","10.54","0","28837","0"
"USC00343286","1953","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1319.3","","1319.3","0","81","0","59","0","1","","0","0","0","0","53","0","1","0","213","0","110","0","-12.8","0,1225,","25",",0,0117,","13",",0,0117,","50.3",",0,0314,","40.6","0,0622,","","","-2.2","0,1110","-2.2","0,1110","-12.2","0,1223","-12.2","0,1223","-12.2","0,1223","-0.6","0,0421","-7.2","0,0222","-7.2","0,0222","-7.2","0,0222","-11.7","0,0116","1707.4","","1707.4","0","906.7",",0","13",",0","17.47","0","23.93","0","11.01","0","36907","0"
"USC00343286","1954","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1536.2","","1536.2","0","57","0","40","0","2","","2","0","0","0","71","0","3","0","229","0","113","0","-15.0","0,0112,","76",",0,0122,","97",",0,0122,","83.3",",0,0501,","45.6","0,0714,","","","-1.7","0,1031","-3.9","0,1103","-4.4","0,1104","","","","","-1.1","0,0402","-5.6","0,0316","-5.6","0,0316","-8.3","0,0305","-12.2","0,0123","1691.3","","1691.3","0","589.3",",0","127",",0","17.97","0","25.04","0","10.90","0","46888","0"
"USC00343286","1955","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1208.2","","1208.2","0","74","0","53","0","1","","2","0","0","0","82","0","1","0","227","0","82","0","-16.7","0,0212,+","76",",0,0322,","114",",0,0322,","55.4",",0,0321,","39.4","0,0823,+","","","-2.2","0,1103","-2.2","0,1103","-5.6","0,1110","-7.8","0,1117","-11.1","0,1209","0.0","0,0401","-2.8","0,0330","-5.0","0,0328","-12.2","0,0327","-12.2","0,0327","1775.5","","1775.5","0","891.8",",0","216",",0","16.35","0","22.94","0","9.75","0","44770","0"
"USC00343286","1956","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1427.4","","1427.4","0","75","0","50","0","0","","0","0","0","0","83","0","4","0","224","0","111","0","-11.7","0,0117,","0",",0,1231,+","0",",0,1231,+","68.1",",0,0627,","43.3","0,0806,","","","-3.3","0,1109","-3.3","0,1109","-5.0","0,1127","-6.7","0,1129","","","-0.6","0,0320","-4.4","0,0313","-4.4","0,0313","-7.2","0,0203","-10.0","0,0120","1990.9","","1990.9","0","766.6",",0","0",",0","17.11","0","23.90","0","10.32","0","46571","0"
"USC00343286","1957","35.86667","-95.23333","161.8","FORT GIBSON DAM, OK US","1145.9","","1145.9","0","114","0","80","0","0","","0","0","0","0","55","0","6","0","201","0","72","0","-12.2","0,1212,","0",",0,1231,+","0","T,0,0130,+","83.1",",0,0609,","40.6","0,0729,","","","-1.7","0,1026","-4.4","0,1123","-4.4","0,1123","-8.9","0,1211","-8.9","0,1211","-3.3","0,0413","-3.3","0,0413","-8.3","0,0308","-8.3","0,0308","-11.7","0,0117","1780.5","","1780.5","0","1475.4",",0","0","T,0","16.48","0","21.98","0","10.98","0","37438","0"
