"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1TXBEL001","2008","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","61","N","39","N","66.0",",N,0819,","607.0",",N"
"US1TXBEL001","2009","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","69","N","53","N","96.5",",N,0912,","1073.3",",N"
"US1TXBEL001","2010","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","60","N","42","N","53.6",",N,0727,","725.2",",N"
"US1TXBEL001","2011","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","42","N","31","N","47.0",",N,0109,","485.9",",N"
"US1TXBEL001","2012","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","56","N","38","N","68.6",",N,0320,","783.0",",N"
"US1TXBEL001","2013","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","72","N","54","N","168.1",",N,1031,","1163.3",",N"
"US1TXBEL001","2014","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","63","N","43","N","102.4",",N,0918,","933.6",",N"
"US1TXBEL001","2015","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","96","N","66","N","157.0",",N,1031,","1538.7",",N"
"US1TXBEL001","2016","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","65","N","48","N","162.8",",N,0418,","1231.4",",N"
"US1TXBEL001","2017","31.0229","-97.2493","158.5","TEMPLE 8.5 SE, TX US","62","N","47","N","131.3",",N,0411,","909.7",",N"
