"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1TNRN0004","2011","35.8843","-84.6149","230.4","HARRIMAN 4.5 SW, TN US","123","N","81","N","","","1","N","","","114",",N,0110,","120.7",",N,0906,","1675.8",",N","148",",N"
"US1TNRN0004","2014","35.8843","-84.6149","230.4","HARRIMAN 4.5 SW, TN US","135","N","94","N","3","","2","N","127",",N,0213,","152",",N,0213,","59.2",",N,0203,","1399.9",",N","231",",N"
"US1TNRN0004","2016","35.8843","-84.6149","230.4","HARRIMAN 4.5 SW, TN US","112","N","75","N","","","3","N","","","51",",N,0121,","75.7",",N,1130,","1251.2",",N","114",",N"
"US1TNRN0004","2017","35.8843","-84.6149","230.4","HARRIMAN 4.5 SW, TN US","143","N","96","N","","","1","N","","","25",",N,0107,","80.3",",N,1009,","1615.8",",N","33",",N"
