"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00412558","1990","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","81","0","61","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","76.2",",0,0512,","","","","","","","","","","","","","","","","","","","","","","","1201.1",",0","0",",0","","","","","",""
"USC00412558","1991","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","121","0","98","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","104.1",",0,0810,","","","","","","","","","","","","","","","","","","","","","","","1875.5",",0","0",",0","","","","","",""
"USC00412558","1992","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","86","0","66","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","87.1",",0,0812,","","","","","","","","","","","","","","","","","","","","","","","1326.3",",0","0",",0","","","","","",""
"USC00412558","1993","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0114,","","","","","","","","","","","","","","","","","","","","","","","","","","","0","T,0","","","","","",""
"USC00412558","1994","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","80","0","65","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","104.6",",0,1009,","","","","","","","","","","","","","","","","","","","","","","","1409.0",",0","0",",0","","","","","",""
"USC00412558","1995","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","75","0","62","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","65.3",",0,0411,","","","","","","","","","","","","","","","","","","","","","","","1002.6",",0","0",",0","","","","","",""
"USC00412558","1999","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","1476.8","","1476.8","0","69","0","57","0","0","","0","0","0","0","36","0","0","0","278","0","114","0","-9.4","0,0104,","0",",0,1231,+","0",",0,1231,+","193.0",",0,0129,","41.7","0,0827,+","-1.7","0,1103","-2.8","0,1206","-4.4","0,1222","-2.2","0,0315","-2.2","0,0315","-5.0","0,0109","-7.2","0,0105","-9.4","0,0104","878.4","","878.4","0","1100.3",",0","0",",0","20.06","0","27.43","0","12.68","0"
"USC00412558","2000","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","1550.7","","1550.7","0","73","0","63","0","0","","0","0","0","0","32","0","0","0","251","0","113","0","-6.7","0,0130,","0",",0,1231,+","0",",0,1231,+","99.8",",0,1104,","45.0","0,0903,+","-0.6","0,1110","-2.2","0,1115","-5.6","0,1207","-0.6","0,0312","-3.3","0,0206","-4.4","0,0131","-6.7","0,0130","","","859.6","","859.6","0","1330.7",",0","0",",0","19.87","0","26.78","0","12.96","0"
"USC00412558","2001","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","78","0","75","0","2","","1","0","","","","","","","","","","","","","76",",0,0101,","71",",0,0101,","165.1",",0,0608,","","","","","","","","","","","","","","","","","","","","","","","1782.0",",0","71",",0","","","","","",""
"USC00412558","2002","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","80","0","78","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","86.4",",0,1105,","","","","","","","","","","","","","","","","","","","","","","","1288.6",",0","0",",0","","","","","",""
"USC00412558","2003","31.648","-94.8997","117.3","DOUGLASS 1 S, TX US","","","","","","","","","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
