"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012842","1979","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","","","1872.2","","1872.2","0","104","0","72","0","0","","0","0","0","0","3","0","0","0","310","0","63","0","-2.2","0,0103,","0",",0,1231,+","0",",0,1231,+","290.8",",0,0508,","34.4","0,0703,","","","","","","","","","0.0","0,0210","-2.2","0,0103","","","325.3","","325.3","0","1689.1",",0","65.5","X","0",",0","22.41","0","27.02","0","17.80","0","176118",",X","210","X","","","","","225","X","17.4","X","","","","","44.2","X"
"USW00012842","1980","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","","","1824.2","","1824.2","0","113","0","73","0","0","","0","0","0","0","4","0","0","0","313","0","78","0","-1.7","0,0303,","0",",0,1231,+","0","T,0,0303,","59.7",",0,0414,","34.4","0,0807,+","","","","","","","","","0.0","0,0304","","","","","357.5","","357.5","0","1031.9",",0","71.6","X","0","T,0","22.10","0","26.91","0","17.29","0","193692",",X","250","X","","","","","","","13.0","X","","","","","",""
"USW00012842","1981","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","","","1657.6","","1657.6","0","89","0","53","0","0","","0","0","0","0","10","0","0","0","311","0","68","0","-5.6","0,0113,","0",",0,1231,+","0",",0,1231,+","79.0",",0,0208,","35.6","0,0617,","-0.6","0,1211","","","","","","","-1.1","0,0119","-5.6","0,0113","-5.6","0,0113","558.4","","558.4","0","981.6",",0","73.6","X","0",",0","21.32","0","26.88","0","15.75","0","196596",",X","180","X","","","","","","","14.3","X","","","","","",""
"USW00012842","1982","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","","","1932.5","","1932.5","0","106","0","76","0","0","","0","0","0","0","3","0","0","0","336","0","51","0","-4.4","0,0112,","0",",0,1231,+","0",",0,1231,+","85.9",",0,0708,","34.4","0,0607,","","","","","","","","","0.0","0,0115","-4.4","0,0112","-4.4","0,0112","342.3","","342.3","0","1418.3",",0","66.9","X","0",",0","22.96","0","27.65","0","18.28","0","179430",",X","330","X","","","","","90","X","15.6","X","","","","","20.6","X"
"USW00012842","1983","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","","","1703.1","","1703.1","0","124","0","90","0","0","","0","0","0","0","3","0","0","0","302","0","55","0","-7.2","0,1226,","0",",0,1231,+","0",",0,1231,+","100.1",",0,0530,","34.4","0,0908,+","-6.7","0,1225","-6.7","0,1225","-6.7","0,1225","-6.7","0,1225","","","","","","","353.6","","353.6","0","1546.7",",0","","","0",",0","21.77","0","26.39","0","17.15","0","","","270","X","","","","","270","X","14.8","X","","","","","22.6","X"
"USW00012842","1984","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.4","X","1821.3","","1821.3","0","96","0","52","0","0","","0","0","0","0","1","0","0","0","328","0","62","0","-3.3","0,0101,","0",",0,1231,+","0",",0,1231,+","62.2",",0,0525,","34.4","0,0816,+","","","","","","","","","-3.3","0,0101","-3.3","0,0101","","","406.6","","406.6","0","821.5",",0","","","0",",0","22.37","0","27.52","0","17.22","0","177066",",X","280","X","","","","","360","X","13.4","X","","","","","23.1","X"
"USW00012842","1985","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.5","X","2133.4","","2133.4","0","102","0","59","0","0","","0","0","0","0","6","0","0","0","320","0","106","0","-6.1","0,0121,","0",",0,1231,+","0",",0,1231,+","112.3",",0,0903,","37.2","0,0605,","-2.2","0,1226","-2.2","0,1226","","","","","-1.1","0,0127","-3.9","0,0122","-6.1","0,0121","338.6","","338.6","0","1133.3",",0","","","0",",0","23.08","0","28.28","0","17.87","0","160054","2,X","200","X","","","","","45","X","13.9","X","","","","","21.6","X"
"USW00012842","1986","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.9","X","2031.1","","2031.1","0","119","0","72","0","0","","0","0","0","0","1","0","0","0","335","0","115","0","-3.3","0,0128,","0",",0,1231,+","0",",0,1231,+","59.4",",0,1026,","35.0","0,0914,+","","","","","","","","","-3.3","0,0128","-3.3","0,0128","","","355.1","","355.1","0","1057.0",",0","","","0",",0","23.20","0","28.29","0","18.12","0","172629",",X","360","X","","","","","360","X","15.6","X","","","","","22.6","X"
"USW00012842","1987","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.4","X","1815.4","","1815.4","0","108","0","75","0","0","","0","0","0","0","0","0","0","0","323","0","102","0","0.6","0,0210,","0",",0,1231,+","0",",0,1231,+","69.1",",0,0930,","35.6","0,0809,+","","","","","","","","","","","","","","","259.9","","259.9","0","1246.9",",0","","","0",",0","22.41","0","27.59","0","17.23","0","172378",",X","210","X","","","","","135","X","12.5","X","","","","","21.1","X"
"USW00012842","1988","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.5","X","1818.1","","1818.1","0","101","0","64","0","0","","0","0","0","0","0","0","0","0","322","0","100","0","0.6","0,0128,","0",",0,1231,+","0",",0,1231,+","81.8",",0,0816,","35.6","0,0712,","","","","","","","","","","","","","","","384.2","","384.2","0","1330.0",",0","","","0",",0","22.26","0","27.66","0","16.86","0","178507",",X","110","X","","","","","90","X","16.5","X","","","","","27.2","X"
"USW00012842","1989","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.2","X","2062.2","","2062.2","0","101","0","71","0","0","","0","0","0","0","4","0","0","0","331","0","127","0","-4.4","0,1224,","0",",0,1231,+","0","T,0,1223,","43.4",",0,0619,","36.1","0,0531,+","-2.2","0,1223","-2.2","0,1223","-4.4","0,1224","","","-0.6","0,0225","","","","","199.9","","199.9","0","1109.0",",0","","","0","T,0","23.12","0","28.55","0","17.68","0","188646","1,X","230","X","","","","","45","X","13.4","X","","","","","19.0","X"
"USW00012842","1990","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.4","X","2222.1","","2222.1","0","95","0","60","0","0","","0","0","0","0","0","0","0","0","349","0","139","0","4.4","0,1225,+","0",",0,1231,+","0",",0,1231,+","74.2",",0,0714,","36.1","0,0629,+","","","","","","","","","","","","","","","258.8","","258.8","0","873.8",",0","","","0",",0","24.06","0","29.61","0","18.51","0","183208",",X","170","X","","","","","360","X","14.3","X","","","","","23.1","X"
"USW00012842","1991","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.4","X","2122.2","","2122.2","0","115","0","71","0","0","","0","0","0","0","0","0","0","0","332","0","116","0","0.6","0,0216,","0",",0,1231,+","0",",0,1231,+","93.0",",0,0713,","35.6","0,0907,+","","","","","","","","","","","","","","","171.2","","171.2","0","1097.6",",0","","","0",",0","23.50","0","28.58","0","18.42","0","165155",",X","270","X","","","","","135","X","13.9","X","","","","","22.1","X"
"USW00012842","1992","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.3","X","1802.3","","1802.3","0","93","0","51","0","0","","0","0","0","0","0","0","0","0","320","0","100","0","2.2","0,0117,","0",",0,1231,+","0",",0,1231,+","60.7",",0,0828,","35.6","0,0709,","","","","","","","","","","","","","","","324.5","","324.5","0","889.3",",0","","","0",",0","22.44","0","27.52","0","17.35","0","172111",",X","140","X","","","","","225","X","13.0","X","","","","","20.0","X"
"USW00012842","1993","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","X","1850.0","","1850.0","0","109","0","72","0","0","","0","0","0","0","0","0","0","0","326","0","103","0","1.7","0,0315,","0",",0,1231,+","0",",0,1231,+","40.1",",0,1009,","36.1","0,0809,+","","","","","","","","","","","","","","","259.5","","259.5","0","954.0",",0","","","0",",0","22.51","0","27.77","0","17.24","0","171081",",X","260","X","","","","","270","X","17.9","X","","","","","25.7","X"
"USW00012842","1994","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.4","X","2055.1","","2055.1","0","114","0","72","0","0","","0","0","0","0","0","0","0","0","337","0","84","0","1.7","0,0203,","0",",0,1231,+","0",",0,1231,+","78.5",",0,0729,","34.4","0,0827,+","","","","","","","","","","","","","","","295.4","","295.4","0","1200.1",",0","","","0",",0","23.37","0","28.45","0","18.29","0","166407",",X","160","X","","","","","225","X","17.4","X","","","","","23.6","X"
"USW00012842","1995","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.2","X","2009.6","","2009.6","0","118","0","85","0","0","","0","0","0","0","1","0","0","0","319","0","97","0","-2.2","0,0209,","0",",0,1231,+","0",",0,1231,+","134.4",",0,0624,","36.1","0,0815,+","","","","","","","","","-2.2","0,0209","-2.2","0,0209","","","266.8","","266.8","0","1375.1",",0","","","0",",0","22.80","0","27.69","0","17.90","0","","","","","","","","","","","","","","","","","",""
"USW00012842","1996","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","X","1901.1","","1901.1","0","106","0","69","0","0","","0","0","0","0","3","0","0","0","319","0","83","0","-3.9","0,0205,","0",",0,1231,+","0",",0,1231,+","86.4",",0,0101,","36.1","0,0728,+","","","","","","","","","-3.9","0,0205","-3.9","0,0205","","","466.7","","466.7","0","1255.6",",0","","","0",",0","22.42","0","27.19","0","17.66","0","","","","","210","X","210","X","","","","","17.9","X","23.7","X","",""
"USW00012842","1997","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","X","2018.2","","2018.2","0","107","0","70","0","0","","0","0","0","0","1","0","0","0","332","0","86","0","-0.6","0,0119,","0","T,0,0125,","0","T,0,0426,+","192.8",",0,0926,","35.6","0,0621,+","","","","","","","","","-0.6","0,0119","","","","","183.1","","183.1","0","1720.6",",0","","","0","T,0","23.24","0","27.79","0","18.69","0","","","","","280","X","280","X","","","","","19.7","X","21.9","X","",""
"USW00012842","1998","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","X","2171.1","","2171.1","0","100","0","67","0","0","","0","0","0","0","0","0","0","0","325","0","93","0","3.9","0,0313,","0",",0,1231,+","0","T,0,0705,","113.3",",0,0707,","36.7","0,0621,","","","","","","","","","","","","","","","310.0","","310.0","0","1406.4",",0","","","0","T,0","23.63","0","27.98","0","19.28","0","","","","","280","X","90","X","","","","","16.1","X","19.7","X","",""
"USW00012842","1999","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","X","1977.7","","1977.7","0","106","0","68","0","0","","0","0","0","0","1","0","0","0","334","0","75","0","-1.1","0,0106,","0",",0,1231,+","0",",0,1231,+","48.8",",0,0818,","35.0","0,0828,+","","","","","","","","","-1.1","0,0106","","","","","191.2","","191.2","0","872.8",",0","","","0",",0","23.08","0","27.81","0","18.36","0","","","","","320","X","320","X","","","","","19.7","X","22.8","X","",""
"USW00012842","2000","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","X","1985.7","","1985.7","0","85","0","50","0","0","","0","0","0","0","3","0","0","0","327","0","93","0","-1.1","0,1231,","0",",0,1231,+","0",",0,1231,+","63.5",",0,0715,","35.0","0,0619,+","0.0","0,1220","","","","","","","0.0","0,0127","","","","","232.6","","232.6","0","758.2",",0","","","0",",0","22.89","0","27.89","0","17.90","0","","","","","190","X","190","X","","","","","15.6","X","19.2","X","",""
"USW00012842","2001","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","X","1997.4","","1997.4","0","96","0","58","0","0","","0","0","0","0","1","0","0","0","325","0","70","0","0.0","0,0101,","0",",0,1231,+","0",",0,1231,+","162.1",",0,0914,","35.0","0,0615,","","","","","","","","","0.0","0,0101","","","","","408.5","","408.5","0","1009.7",",0","","","0",",0","23.00","0","27.56","0","18.45","0","","","","","350","X","340","X","","","","","17.4","X","21.9","X","",""
"USW00012842","2002","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.9","X","2105.1","","2105.1","0","119","0","79","0","0","","0","0","0","0","0","0","0","0","317","0","92","0","1.1","0,0228,+","0",",0,1231,+","0",",0,1231,+","98.8",",0,1209,","35.6","0,0717,","","","","","","","","","","","","","","","218.7","","218.7","0","1577.0",",0","","","0",",0","23.18","0","27.83","0","18.52","0","143271","2,X","","","310","X","300","X","","","","","13.0","X","17.9","X","",""
"USW00012842","2003","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.8","X","2008.2","","2008.2","0","120","0","74","0","0","","0","0","0","0","1","0","0","0","318","0","56","0","-2.8","0,0124,","0",",0,1231,+","0",",0,1231,+","87.6",",0,0425,","34.4","0,0901,+","","","","","","","","","-2.8","0,0124","-2.8","0,0124","","","393.8","","393.8","0","1321.6",",0","","","0",",0","22.83","0","27.35","0","18.31","0","","","","","10","X","10","X","","","","","36.2","X","36.2","X","",""
"USW00012842","2004","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","X","1948.6","","1948.6","0","103","0","65","0","0","","0","0","0","0","0","0","0","0","323","0","86","0","1.1","0,1215,","0",",0,1231,+","0",",0,1231,+","105.4",",0,0807,","35.0","0,0710,","","","","","","","","","","","","","","","313.7","","313.7","0","1507.4",",0","","","0",",0","22.83","0","27.53","0","18.13","0","","","","","350","X","200","X","","","","","20.1","X","67.9","X","",""
"USW00012842","2005","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","X","1916.5","","1916.5","0","102","0","64","0","0","","0","0","0","0","1","0","0","0","318","0","87","0","-0.6","0,0124,","0",",0,1231,+","0",",0,1231,+","74.9",",0,0629,","35.0","0,0919,+","","","","","","","","","-0.6","0,0124","","","","","271.9","","271.9","0","990.1",",0","","","0",",0","22.75","0","27.32","0","18.18","0","208133",",X","","","350","X","200","X","","","","","15.6","X","20.6","X","",""
"USW00012842","2006","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","W","2029.5","","2029.5","0","89","0","58","0","0","","0","0","0","0","0","0","0","0","332","0","80","0","2.8","0,0214,","0",",0,1231,+","0",",0,1231,+","210.6",",0,0203,","35.6","0,0529,","","","","","","","","","","","","","","","303.0","","303.0","0","1438.7",",0","82.8","X","0",",0","23.19","0","27.90","0","18.48","0","220548",",X","","","200","X","220","X","","","","","14.8","X","20.1","X","",""
"USW00012842","2007","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","W","2150.6","","2150.6","0","103","0","67","0","0","","0","0","0","0","0","0","0","0","335","0","108","0","1.7","0,0217,","0",",0,1231,+","0",",0,1231,+","84.1",",0,0731,","35.6","0,0821,+","","","","","","","","","","","","","","","231.6","","231.6","0","1067.0",",0","80.3","X","0",",0","23.59","0","28.32","0","18.85","0","214266",",X","","","190","X","200","X","","","","","14.8","X","19.7","X","",""
"USW00012842","2008","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.1","W","2001.8","","2001.8","0","108","0","65","0","0","","0","0","0","0","1","0","0","0","334","0","76","0","-1.7","0,0103,","0",",0,1231,+","0","T,0,0706,","78.2",",0,0621,","36.7","0,0606,","","","","","","","","","-1.7","0,0103","","","","","185.8","","185.8","0","1112.5",",0","85.2","X","0","T,0","23.12","0","27.88","0","18.36","0","227562",",X","","","210","X","","","","","","","13.4","X","","","",""
"USW00012842","2009","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.7","W","2112.6","","2112.6","0","102","0","63","0","0","","0","0","0","0","1","0","0","0","326","0","98","0","0.0","0,0205,","0",",0,1231,+","0",",0,1231,+","119.9",",0,0701,","36.1","0,0623,","","","","","","","","","0.0","0,0205","","","","","291.2","","291.2","0","1165.4",",0","85.9","X","0",",0","23.30","0","27.89","0","18.70","0","229183",",X","","","270","X","90","X","","","","","14.8","X","23.2","X","",""
"USW00012842","2010","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.9","W","2008.4","","2008.4","0","100","0","68","0","0","","0","0","0","0","7","0","0","0","285","0","110","0","-3.9","0,0111,","0",",0,1231,+","0",",0,1231,+","53.8",",0,0312,","36.7","0,0612,","0.0","0,1214","","","","","","","0.0","0,0112","-3.9","0,0111","","","511.9","","511.9","0","1024.9",",0","","","0",",0","22.05","0","26.65","0","17.45","0","","","","","290","X","330","X","","","","","13.9","X","19.2","X","",""
"USW00012842","2011","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.8","W","2179.2","","2179.2","X","90","X","54","X","0","","0","X","0","X","1","X","0","X","336","X","114","X","-0.6","X,0113,","0",",X,1231,+","0",",X,1231,+","101.3",",X,0331,","35.0","X,0706,+","","","","","","","","","-0.6","X,0113","","","","","395.2","","395.2","X","1352.2",",X","","","0",",X","23.71","X","28.29","X","19.14","X","","","","","250","X","250","X","","","","","17.4","X","21.9","X","",""
"USW00012842","2012","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.7","X","2164.0","","2164.0","X","103","X","67","X","0","","0","X","0","X","0","X","0","X","346","X","75","X","1.1","X,0212,","0",",X,1231,+","0","T,X,0721,","180.6",",X,0624,","35.6","X,0525,+","","","","","","","","","","","","","","","123.0","","123.0","X","1422.9",",X","","","0","T,X","23.78","X","28.30","X","19.27","X","","","","","180","X","170","X","","","","","16.5","X","23.7","X","",""
"USW00012842","2013","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.8","W","2116.2","","2116.2","W","116","W","73","W","0","","0","W","0","W","0","W","0","W","337","W","90","W","3.3","W,1128,+","0",",W,1231,+","0",",W,1231,+","89.9",",W,0601,","35.0","W,0812,+","","","","","","","","","","","","","","","231.1","","231.1","W","1333.9",",W","","","0",",W","23.58","W","28.09","W","19.06","W","","","","","190","W","200","W","","","","","14.8","W","19.7","W","",""
"USW00012842","2014","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.8","W","1923.1","","1923.1","W","121","W","78","W","0","","0","W","0","W","0","W","0","W","317","W","75","W","0.6","W,0107,","0",",W,1231,+","0",",W,1231,+","114.0",",W,0708,","35.6","W,0630,+","","","","","","","","","","","","","","","255.9","","255.9","W","1470.7",",W","","","0",",W","22.70","W","27.13","W","18.27","W","","","","","180","W","320","W","","","","","15.7","W","19.7","W","",""
"USW00012842","2015","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","2.9","W","2450.1","","2450.1","W","129","W","82","W","0","","0","W","0","W","0","W","0","W","339","W","91","W","1.1","W,0220,","0",",W,1231,+","0",",W,1231,+","111.5",",W,0803,","36.1","W,0711,","","","","","","","","","","","","","","","271.1","","271.1","W","1613.8",",W","","","0",",W","24.51","W","28.76","W","20.26","W","","","","","200","W","290","W","","","","","14.3","W","18.3","W","",""
"USW00012842","2016","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","W","2272.4","","2272.4","W","108","W","69","W","0","","0","W","0","W","0","W","0","W","333","W","108","W","2.8","W,0124,","0",",W,1231,+","0",",W,1231,+","102.6",",W,0831,","35.6","W,0717,","","","","","","","","","","","","","","","186.9","","186.9","W","1336.0",",W","","","0",",W","23.97","W","28.40","W","19.53","W","","","","","180","W","170","W","","","","","17.0","W","23.3","W","",""
"USW00012842","2017","27.96194","-82.5403","5.8","TAMPA INTERNATIONAL AIRPORT, FL US","3.0","W","2408.3","","2408.3","W","104","W","70","W","0","","0","W","0","W","0","W","0","W","349","W","118","W","1.1","W,0108,","0",",W,1231,+","0",",W,1231,+","107.7",",W,0910,","36.7","W,0519,+","","","","","","","","","","","","","","","94.6","","94.6","W","1126.3",",W","","","0",",W","24.62","W","29.15","W","20.09","W","","","","","350","W","330","W","","","","","23.3","W","29.5","W","",""
