"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA005031320","1916","49.6167","-95.2","327.0","INDIAN BAY, MB CA","138.9","","138.9","C","97","C","64","C","","","22","C","92","C","216","C","121","C","69","C","3","C","-44.4","C,0113,","","","254",",C,1226,","64.8",",C,0717,","33.3","C,0705,","0.0","C,0828","-3.9","C,0928","-4.4","C,1009","-11.1","C,1017","-11.1","C,1017","-0.6","C,0520","-2.2","C,0519","-7.2","C,0503","-7.2","C,0503","-11.1","C,0408","","","","","621.2",",C","1763",",C","0.07","C","6.15","C","-6.02","C"
"CA005031320","1917","49.6167","-95.2","327.0","INDIAN BAY, MB CA","78.2","","78.2","C","","","","","","","","","87","C","228","C","130","C","80","C","3","C","-42.8","C,0115,","","","","","","","32.2","C,0721,+","-0.6","C,0829","-2.2","C,0910","-7.8","C,1008","-7.8","C,1008","-8.9","C,1012","-0.6","C,0615","-2.2","C,0527","-5.0","C,0504","-9.4","C,0413","-9.4","C,0413","6837.5","","6837.5","C","","","","","-0.26","C","5.85","C","-6.36","C"
"CA005031320","1918","49.6167","-95.2","327.0","INDIAN BAY, MB CA","64.4","","64.4","C","96","C","51","C","","","16","C","69","C","202","C","112","C","77","C","1","C","-44.4","C,0126,","","","114",",C,1024,","30.5",",C,1108,+","32.2","C,0803,","-1.7","C,0904","-2.2","C,0917","-5.0","C,1101","-6.7","C,1110","-9.4","C,1113","-0.6","C,0607","-2.2","C,0520","-5.6","C,0514","-6.7","C,0513","-11.7","C,0512","6357.4","","6357.4","C","479.7",",C","1022",",C","1.70","C","7.28","C","-3.88","C"
"CA005031320","1919","49.6167","-95.2","327.0","INDIAN BAY, MB CA","178.7","","178.7","C","77","C","50","C","","","14","C","76","C","202","C","133","C","108","C","4","C","-40.0","C,0103,","","","178",",C,1110,","88.9",",C,0702,","35.0","C,0528,","-1.1","C,0925","-5.0","C,1010","-5.0","C,1010","-6.7","C,1011","-10.6","C,1012","-4.4","C,0505","-4.4","C,0505","-4.4","C,0505","-9.4","C,0425","-9.4","C,0425","5719.9","","5719.9","C","615.9",",C","1069",",C","1.79","C","7.57","C","-3.99","C"
"CA005031320","1920","49.6167","-95.2","327.0","INDIAN BAY, MB CA","92.8","","92.8","C","81","C","53","C","","","17","C","77","C","195","C","130","C","95","C","1","C","-42.2","C,0123,","","","152",",C,0126,","31.8",",C,0923,","32.8","C,0809,","-2.8","C,0930","-2.8","C,0930","-10.6","C,1028","-10.6","C,1028","-10.6","C,1028","-0.6","C,0716","-2.8","C,0715","-4.4","C,0503","-11.7","C,0427","-11.7","C,0427","6766.6","","6766.6","C","448.1",",C","1228",",C","1.82","C","8.06","C","-4.41","C"
"CA005031320","1921","49.6167","-95.2","327.0","INDIAN BAY, MB CA","162.2","","162.2","C","83","C","68","C","","","26","C","72","C","191","C","131","C","89","C","3","C","-41.1","C,0117,","","","140",",C,0116,","89.2",",C,0703,","34.4","C,0701,","-0.6","C,1001","-3.3","C,1008","-5.0","C,1101","-6.7","C,1105","-9.4","C,1107","0.0","C,0604","-5.0","C,0521","-5.0","C,0521","-10.6","C,0416","-10.6","C,0416","5654.5","","5654.5","C","675.4",",C","1422",",C","2.47","C","8.07","C","-3.13","C"
"CA005031320","1922","49.6167","-95.2","327.0","INDIAN BAY, MB CA","91.8","","91.8","C","81","C","68","C","","","22","C","72","C","180","C","112","C","91","C","0","C","-41.7","C,0123,","","","229",",C,0325,","59.7",",C,0511,","31.1","C,0904,","-1.1","C,0916","-2.2","C,1008","-7.8","C,1018","-7.8","C,1018","-9.4","C,1113","-3.3","C,0428","-3.3","C,0428","-5.0","C,0422","-8.9","C,0421","-8.9","C,0421","5985.6","","5985.6","C","577.9",",C","1115",",C","2.28","C","8.11","C","-3.55","C"
"CA005031320","1923","49.6167","-95.2","327.0","INDIAN BAY, MB CA","127.9","","127.9","C","71","C","64","C","","","24","C","90","C","196","C","116","C","98","C","0","C","-43.3","C,0205,","","","127",",C,0111,","30.0",",C,0601,","31.1","C,0718,","-0.6","C,0912","-2.2","C,0913","-6.1","C,1014","-7.8","C,1020","-11.7","C,1029","-3.3","C,0516","-3.3","C,0516","-5.6","C,0515","-7.8","C,0512","-9.4","C,0413","6449.5","","6449.5","C","456.5",",C","1209",",C","1.62","C","8.28","C","-5.05","C"
"CA005031320","1924","49.6167","-95.2","327.0","INDIAN BAY, MB CA","35.5","","35.5","C","84","C","58","C","","","22","C","82","C","207","C","117","C","67","C","0","C","-41.7","C,0117,","","","114",",C,1105,","34.5",",C,0513,","29.4","C,0707,","-1.1","C,0905","-2.2","C,0929","-11.7","C,1102","-11.7","C,1102","-11.7","C,1102","-2.2","C,0607","-2.2","C,0607","-6.7","C,0521","-6.7","C,0521","-8.9","C,0419","6030.3","","6030.3","C","463.6",",C","1101",",C","0.56","C","6.82","C","-5.69","C"
"CA005031320","1925","49.6167","-95.2","327.0","INDIAN BAY, MB CA","85.0","","85.0","C","94","C","63","C","","","26","C","87","C","213","C","122","C","85","C","0","C","-42.8","C,0202,","","","173",",C,1204,","57.7",",C,0601,","31.1","C,0714,+","0.0","C,0912","-3.9","C,1003","-5.0","C,1008","-7.2","C,1026","-9.4","C,1027","-1.7","C,0524","-5.6","C,0517","-5.6","C,0517","-6.7","C,0417","-8.9","C,0416","6336.3","","6336.3","C","671.2",",C","1634",",C","1.19","C","7.42","C","-5.04","C"
"CA005031320","1926","49.6167","-95.2","327.0","INDIAN BAY, MB CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6196.1","","6196.1","C","","","","","","","","","",""
"CA005031320","1927","49.6167","-95.2","327.0","INDIAN BAY, MB CA","52.2","","52.2","C","100","C","65","C","","","19","C","78","C","196","C","114","C","66","C","0","C","-42.8","C,0121,","","","89",",C,1229,+","29.7",",C,0827,","28.3","C,0910,+","-3.3","C,0925","-3.3","C,0925","-7.2","C,1102","-7.2","C,1102","-12.2","C,1105","0.0","C,0605","-2.2","C,0518","-8.9","C,0424","-8.9","C,0424","-8.9","C,0424","","","","","604.9",",C","1017",",C","0.99","C","6.60","C","-4.62","C"
"CA005031320","1928","49.6167","-95.2","327.0","INDIAN BAY, MB CA","53.3","","53.3","C","73","C","45","C","","","15","C","63","C","212","C","105","C","71","C","0","C","-36.7","C,0224,+","","","114",",C,0309,","68.8",",C,0709,","31.1","C,0523,","-1.1","C,0921","-3.3","C,0925","-6.7","C,1022","-6.7","C,1022","-11.7","C,1030","-1.1","C,0603","-5.6","C,0512","-5.6","C,0512","-6.7","C,0423","-9.4","C,0420","6250.6","","6250.6","C","519.8",",C","755",",C","2.06","C","8.26","C","-4.13","C"
"CA005031320","1931","49.6167","-95.2","327.0","INDIAN BAY, MB CA","136.6","","136.6","C","84","C","62","C","","","21","C","52","C","184","C","103","C","79","C","4","C","-32.8","C,0209,","","","292",",C,1124,","48.0",",C,0818,","35.6","C,0630,","0.0","C,0830","-2.8","C,1011","-4.4","C,1104","-7.2","C,1106","-13.3","C,1118","-1.1","C,0530","-3.3","C,0522","-5.0","C,0506","-6.7","C,0427","-8.9","C,0426","","","","","617.4",",C","1387",",C","4.10","C","9.97","C","-1.76","C"
"CA005031320","1932","49.6167","-95.2","327.0","INDIAN BAY, MB CA","139.5","","139.5","C","99","C","62","C","","","26","C","100","C","201","C","129","C","102","C","0","C","-38.9","C,1208,","","","127",",C,1110,","44.2",",C,0719,","31.1","C,0823,+","-1.1","C,0917","-3.3","C,1005","-9.4","C,1009","-9.4","C,1009","-9.4","C,1009","-0.6","C,0528","-2.2","C,0517","-5.6","C,0501","-12.2","C,0412","-12.2","C,0412","5600.0","","5600.0","C","581.8",",C","1793",",C","1.59","C","7.86","C","-4.67","C"
"CA005031320","1933","49.6167","-95.2","327.0","INDIAN BAY, MB CA","183.5","","183.5","C","95","C","56","C","","","27","C","98","C","195","C","125","C","105","C","2","C","-48.9","C,0207,","","","229",",C,1215,","42.4",",C,0523,","33.3","C,0727,+","-0.6","C,0928","-3.3","C,1004","-4.4","C,1009","-6.7","C,1020","-9.4","C,1024","-2.8","C,0514","-2.8","C,0514","-10.0","C,0426","-10.0","C,0426","-10.0","C,0426","6116.6","","6116.6","C","473.8",",C","1971",",C","1.28","C","7.72","C","-5.16","C"
