"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00477612","1946","46.5","-90.38333","335.9","SAXON 1 NE, WI US","4540.7","","4540.7",""
"USC00477612","1949","46.5","-90.38333","335.9","SAXON 1 NE, WI US","4358.4","","4358.4","0"
