"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00048135","1943","40.7141","-122.4161","327.7","SHASTA DAM, CA US","","","","","77","6","50","6","","","","","","","","","","","","","","","","","","","","","101.6",",6,1120,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007.3",",6","","","","","","","","","",""
"USC00048135","1944","40.7141","-122.4161","327.7","SHASTA DAM, CA US","1188.3","","1188.3","6","89","6","73","6","","","0","6","0","6","1","6","0","6","207","6","97","6","-0.6","6,0103,","","","0",",6,1231,+","123.2",",6,0203,","42.8","6,0828,+","","","","","","","","","","","","","-0.6","6,0103","","","","","","","1438.6","","1438.6","6","","","","","1462.5",",6","0",",6","17.71","6","23.63","6","11.79","6","",""
"USC00048135","1945","40.7141","-122.4161","327.7","SHASTA DAM, CA US","1193.2","","1193.2","6","98","6","67","6","","","0","6","0","6","3","6","0","6","194","6","99","6","-0.6","6,0103,","","","0",",6,1231,+","129.5",",6,1227,","42.2","6,0726,","","","0.0","6,1214","","","","","","","","","0.0","6,0316","","","","","","","1316.2","","1316.2","6","","","","","1841.0",",6","0",",6","17.57","6","23.38","6","11.76","6","",""
"USC00048135","1946","40.7141","-122.4161","327.7","SHASTA DAM, CA US","992.1","","992.1","6","70","6","42","6","","","0","6","0","6","5","6","0","6","192","6","75","6","-1.7","6,0204,","","","0",",6,1231,+","99.3",",6,1119,","43.9","6,0719,","","","","","","","","","","","","","0.0","6,0206","","","","","","","1517.8","","1517.8","6","","","","","768.8",",6","0",",6","16.85","6","22.64","6","11.07","6","51380","6"
"USC00048135","1947","40.7141","-122.4161","327.7","SHASTA DAM, CA US","966.0","","966.0","6","74","6","55","6","","","0","6","0","6","9","6","0","6","200","6","78","6","-2.8","6,0105,","","","0",",6,1231,+","113.3",",6,0212,","38.9","6,0720,","","","","","","","","","","","","","0.0","6,0129","-2.8","6,0105","","","","","1345.3","","1345.3","6","","","","","1143.1",",6","0",",6","17.21","6","23.08","6","11.34","6","37020","6"
"USC00048135","1948","40.7141","-122.4161","327.7","SHASTA DAM, CA US","814.0","","814.0","0","100","0","79","0","","","2","0","0","0","13","0","0","0","171","0","68","0","-1.7","0,1224,+","","","76",",0,0205,","112.0",",0,0107,","37.8","0,0802,+","","","0.0","0,1205","","","","","","","","","-1.7","6,0429","","","","","","","1727.2","","1727.2","0","","","","","1377.1",",0","114",",0","15.63","0","21.03","0","10.22","0","",""
"USC00048135","1949","40.7141","-122.4161","327.7","SHASTA DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1761.7","","1761.7","0","","","","","","","","","","","","","","","",""
"USC00048135","1950","40.7141","-122.4161","327.7","SHASTA DAM, CA US","1167.5","","1167.5","0","93","0","71","0","","","5","0","0","0","29","0","0","0","190","0","88","0","-3.9","0,0125,+","","","559",",0,0114,","100.3",",0,1028,","43.3","0,0903,","","","-0.6","0,1203","","","","","","","","","0.0","0,0211","-2.8","0,0201","","","","","","","","","","","","","1518.5",",0","1402",",0","16.88","0","22.39","0","11.38","0","",""
"USC00048135","1951","40.7141","-122.4161","327.7","SHASTA DAM, CA US","1098.8","","1098.8","0","82","0","65","0","","","","","0","0","14","0","0","0","195","0","93","0","-1.1","0,1231,+","","","","","139.7",",0,1227,","40.6","0,0818,+","","","-1.1","0,1231","","","","","","","","","0.0","0,0309","","","","","","","1642.1","","1642.1","0","","","","","1641.5",",0","","","16.60","0","22.08","0","11.12","0","",""
"USC00048135","1952","40.7141","-122.4161","327.7","SHASTA DAM, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1859.9","","1859.9","0","","","","","","","","","","","","","","","",""
