"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00140203","1893","37.533333","-95.666667","248.4","ALTOONA, KS US","68","6","46","6","","","","","","","50.8",",6,0424,","","","","","","","","","","","","","","","","","","","","","","","","","652.1",",6","",""
"USC00140203","1894","37.533333","-95.666667","248.4","ALTOONA, KS US","64","6","46","6","","","","","","","68.1",",6,0119,","","","","","","","","","","","","","","","","","","","","","","","","","704.1",",6","",""
"USC00140203","1895","37.533333","-95.666667","248.4","ALTOONA, KS US","84","6","63","6","","","","","","","116.8",",6,0909,","","","","","","","","","","","","","","","","","","","","","","","","","1006.0",",6","",""
"USC00140203","1896","37.533333","-95.666667","248.4","ALTOONA, KS US","75","6","63","6","","","","","","","54.9",",6,0721,","","","","","","","","","","","","","","","","","","","","","","","","","782.5",",6","",""
"USC00140203","1897","37.533333","-95.666667","248.4","ALTOONA, KS US","57","6","49","6","","","","","","","53.6",",6,0608,","","","","","","","","","","","","","","","","","","","","","","","","","586.2",",6","",""
"USC00140203","1901","37.533333","-95.666667","248.4","ALTOONA, KS US","60","6","46","6","4","6","124","6","-21.1","6,1215,","54.4",",6,0913,","-0.6","6,1014","-2.2","6,1104","-7.8","6,1116","-7.8","6,1116","-9.4","6,1213","0.0","6,0419","-2.8","6,0403","-5.6","6,0328","-7.2","6,0321","-12.8","6,0306","2351.8","","2351.8","6","669.3",",6","6.43","6"
