"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00383470","2008","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","","","","","111","0","87","0","0","","0","0","","","","","0","0","251","0","52","0","","","0",",0,1231,+","0",",0,1231,+","156.0",",0,1025,","41.1","0,0721,","","","","","","","","","","","","","","","","","","","1023.1","","1023.1","0","1643.3",",0","0",",0","","","24.44","0","",""
"USC00383470","2009","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","","","","","137","0","95","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","104.1",",0,1219,","","","","","","","","","","","","","","","","","","","","","","","","","1329.3",",0","0",",0","","","","","",""
"USC00383470","2010","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1377.8","","1377.8","0","110","0","76","0","1","","1","0","0","0","65","0","0","0","239","0","81","0","-8.3","0,1209,+","127",",0,0213,","114",",0,0213,","109.2",",0,0930,","36.7","0,0812,+","-1.1","0,1203","-2.8","0,1206","-5.6","0,1207","-8.3","0,1208","-1.1","0,0308","-2.2","0,0227","-4.4","0,0202","-6.7","0,0112","","","","","","","1378.6",",0","114",",0","17.78","0","23.76","0","11.80","0"
"USC00383470","2011","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1324.8","","1324.8","7","109","7","66","7","","","","","0","7","28","7","0","7","246","7","82","7","-7.2","7,0123,","","","","","91.4",",7,0725,","38.9","7,0722,+","-1.1","7,1112","","","","","","","-0.6","K,0213","-6.7","K,0124","-6.7","K,0124","-6.7","K,0124","","","1351.5","","1351.5","7","1157.4",",7","","","18.64","7","24.93","7","12.35","7"
"USC00383470","2012","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1178.0","","1178.0","7","115","7","85","7","","","","","0","7","27","7","0","7","248","7","52","7","-6.7","7,0105,+","","","","","89.4",",7,0517,","38.9","7,0701,+","-1.1","7,1101","-3.3","7,1231","","","","","-5.6","7,0214","-5.6","7,0214","-5.6","7,0214","-6.7","7,0105","","","981.7","","981.7","7","1394.4",",7","","","18.70","7","24.89","7","12.52","7"
"USC00383470","2013","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","","","","","114","7","79","7","","","","","","","","","0","7","239","7","42","7","","","","","","","56.9",",7,0626,","36.1","7,0813,+","","","","","","","","","","","","","","","","","","","","","","","1270.2",",7","","","","","23.72","7","",""
"USC00383470","2014","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1215.8","","1215.8","7","127","7","84","7","","","","","0","7","38","7","2","7","242","7","63","7","-10.6","7,0125,","","","","","82.0",",7,0724,","36.7","7,0823,","-1.1","7,1115","-4.4","7,1119","-4.4","7,1119","","","-0.6","7,0328","-5.0","7,0130","-5.0","7,0130","-10.6","7,0125","-10.6","7,0125","1265.6","","1265.6","7","1412.6",",7","","","17.85","7","23.75","7","11.94","7"
"USC00383470","2015","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1367.4","","1367.4","7","140","7","93","7","","","","","0","7","37","7","0","7","269","7","77","7","-8.9","7,0221,+","","","","","168.1",",7,1004,","38.3","7,0712,+","-0.6","7,1125","","","","","","","-2.2","7,0308","-2.2","7,0308","-8.9","7,0221","-8.9","7,0221","-8.9","7,0221","1308.2","","1308.2","7","2119.5",",7","","","19.16","7","24.76","7","13.56","7"
"USC00383470","2016","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1418.5","","1418.5","7","106","7","72","7","","","","","0","7","29","7","0","7","254","7","79","7","-5.0","7,0121,+","","","","","106.7",",7,0903,","37.8","7,0731,","0.0","7,1121","-2.2","7,1231","","","","","-3.3","7,0215","-3.3","7,0215","-5.0","7,0121","","","","","945.4","","945.4","7","1679.7",",7","","","19.08","7","24.97","7","13.19","7"
"USC00383470","2017","33.3169","-79.3227","9.1","GEORGETOWN CO AIRPORT, SC US","1338.7","","1338.7","7","106","7","76","7","","","","","0","7","19","7","0","7","262","7","59","7","-5.6","7,0110,+","","","","","106.2",",7,0912,","36.7","7,0819,+","0.0","7,1121","-2.2","7,1229","","","","","-2.8","7,0318","-2.8","7,0318","-5.6","7,0110","","","","","925.3","","925.3","7","1316.9",",7","","","19.37","7","25.28","7","13.45","7"
