"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00228998","1959","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1083.3","","1083.3","0","87","0","67","0","0","","0","0","0","0","68","0","6","0","208","0","66","0","-12.8","0,0105,","0",",0,1231,+","0",",0,1231,+","124.5",",0,0725,","35.6","0,0630,","-0.6","0,1106","-5.6","0,1107","-5.6","0,1107","-8.9","0,1118","-8.9","0,1118","-0.6","0,0324","-3.3","0,0222","-7.2","0,0221","-7.2","0,0221","-8.9","0,0123","","","","","1178.9",",0","0",",0","16.01","0","22.18","0","9.85","0","",""
"USC00228998","1960","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1046.8","","1046.8","0","88","0","75","0","","","","","0","0","90","0","6","0","213","0","67","0","-10.0","0,1222,+","","","","","47.2",",0,0910,","37.2","0,0806,","0.0","0,1021","-3.9","0,1111","-7.2","0,1202","-7.2","0,1202","-10.0","0,1221","0.0","0,0327","-2.2","0,0323","-9.4","0,0306","-9.4","0,0306","-9.4","0,0306","2048.4","","2048.4","0","1313.5",",0","","","15.25","0","21.19","0","9.31","0","",""
"USC00228998","1961","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","867.3","","867.3","0","98","0","87","0","0","","0","0","0","0","55","0","3","0","201","0","54","0","-11.1","0,0128,","0",",0,1231,+","0","T,0,0225,","88.9",",0,1103,","35.0","0,0806,+","-2.2","0,1027","-2.2","0,1027","-6.7","0,1109","-6.7","0,1109","","","-1.1","0,0310","-2.2","0,0210","-5.6","0,0205","-6.7","0,0204","-8.9","0,0130","1821.4","","1821.4","0","1366.5",",0","0","T,0","15.43","0","21.41","0","9.45","0","",""
"USC00228998","1962","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","","","","","71","0","64","0","0","","0","0","","","","","7","0","208","0","76","0","","","0",",0,1231,+","0",",0,1231,+","63.5",",0,0725,","36.7","0,0820,","","","","","","","","","","","","","","","","","","","","","1939.1","","1939.1","","973.4",",0","0",",0","","","22.13","0","","","",""
"USC00228998","1963","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1088.4","","1088.4","0","64","0","59","0","","","1","0","2","0","85","0","20","0","227","0","75","0","-23.3","0,1224,","","","457",",0,1223,","53.3",",0,0905,","37.2","0,0829,","-1.7","0,1030","-2.8","0,1102","-5.0","0,1115","-9.4","0,1215","-9.4","0,1215","-0.6","0,0322","-3.3","0,0228","-6.1","0,0227","-10.0","0,0223","-10.0","0,0223","","","","","1048.6",",0","457",",0","15.57","0","22.21","0","8.92","0","",""
"USC00228998","1965","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1079.2","","1079.2","0","63","0","57","0","0","","0","0","0","0","64","0","3","0","222","0","80","0","-11.7","0,0131,","0",",0,1231,+","0",",0,1231,+","104.1",",0,0911,","37.2","0,0725,","-2.8","0,1025","-2.8","0,1025","-4.4","0,1130","-7.2","0,1201","","","0.0","0,0327","-5.0","0,0322","-5.0","0,0322","-7.8","0,0321","-9.4","0,0225","1849.0","","1849.0","0","934.4",",0","0",",0","16.55","0","22.94","0","10.15","0","",""
"USC00228998","1966","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","895.8","","895.8","0","64","0","57","0","","","3","0","0","0","77","0","6","0","213","0","59","0","-17.2","0,0130,","","","102",",0,0121,","133.4",",0,0210,","38.9","0,0716,","-0.6","0,1027","-6.1","0,1103","-6.1","0,1103","-9.4","0,1224","-9.4","0,1224","-5.6","0,0325","-5.6","0,0325","-5.6","0,0325","-6.7","0,0205","-14.4","0,0131","1778.6","","1778.6","0","1023.5",",0","191",",0","15.36","0","21.96","0","8.76","0","",""
"USC00228998","1967","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","876.5","","876.5","0","76","0","69","0","0","","0","0","0","0","73","0","5","0","221","0","42","0","-11.1","0,0119,+","0",",0,1231,+","0",",0,1231,+","62.2",",0,0507,","35.0","0,0702,+","0.0","0,1028","-5.0","0,1106","-5.0","0,1106","-7.2","0,1231","","","-2.8","0,0319","-2.8","0,0319","-8.3","0,0226","-8.3","0,0226","-10.0","0,0225","1795.9","","1795.9","0","1088.6",",0","0",",0","15.76","0","22.10","0","9.41","0","",""
"USC00228998","1968","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","957.6","","957.6","0","83","0","81","0","0","","0","0","0","0","81","0","5","0","204","0","74","0","-11.7","0,0107,","0",",0,1231,+","0",",0,1231,+","73.7",",0,1007,","37.2","0,0626,","-1.1","0,1110","-2.8","0,1113","-5.6","0,1208","-7.8","0,1214","","","0.0","0,0325","-2.8","0,0323","-5.6","0,0305","-8.3","0,0223","-10.0","0,0109","2040.3","","2040.3","0","1443.4",",0","0",",0","15.30","0","21.24","0","9.37","0","",""
"USC00228998","1969","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1057.8","","1057.8","0","72","0","71","0","0","","0","0","0","0","72","0","1","0","205","0","68","0","-9.4","0,0105,","0",",0,1231,+","0",",0,1231,+","133.4",",0,0410,","38.9","0,0713,+","-2.8","0,1105","-2.8","0,1105","-5.6","0,1115","","","","","-2.2","0,0315","-2.2","0,0315","-4.4","0,0313","-9.4","0,0105","-9.4","0,0105","1867.1","","1867.1","0","1275.0",",0","0",",0","15.92","0","21.94","0","9.90","0","",""
