"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USR0000ATLA","2003","63.7533","-143.8167","631.9","T LAKE ALASKA, AK US","6325.5","","6325.5","U"
