"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1INHS0003","2007","39.8185","-86.3799","236.8","BROWNSBURG 1.8 SSE, IN US","11","N","325",",N,0214,","1370",",N"
