"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00413639","1992","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","63","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0119,+","81.5",",0,0225,","","","","","","","","","","","","","","","","","","","","","","","","","804.4",",0","0","T,0","","","","","",""
"USC00413639","1994","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","53","0","50","0","1","","0","0","","","","","","","","","","","","","25",",0,0129,","13",",0,0129,","55.9",",0,1017,","","","","","","","","","","","","","","","","","","","","","","","","","802.2",",0","13",",0","","","","","",""
"USC00413639","1995","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","44","0","42","0","1","","1","0","","","","","","","","","","","","","51",",0,0102,","102",",0,1128,","181.6",",0,0731,","","","","","","","","","","","","","","","","","","","","","","","","","889.7",",0","102",",0","","","","","",""
"USC00413639","1996","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","62","0","43","0","0","","4","0","","","","","","","","","","","","","0",",0,1231,+","102",",0,0102,","129.5",",0,0829,","","","","","","","","","","","","","","","","","","","","","","","","","1127.2",",0","237",",0","","","","","",""
"USC00413639","1997","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","","","","","3","","2","0","","","","","","","","","","","","","76",",0,0108,","64",",0,0108,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102",",0","","","","","",""
"USC00413639","1998","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","69","0","43","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","70.4",",0,0316,","","","","","","","","","","","","","","","","","","","","","","","","","721.2",",0","0",",0","","","","","",""
"USC00413639","1999","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","55","0","42","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","42.4",",0,0525,+","","","","","","","","","","","","","","","","","","","","","","","","","738.3",",0","0",",0","","","","","",""
"USC00413639","2000","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","67","0","44","0","0","","1","0","","","","","","","","","","","","","0",",0,1231,+","152",",0,1227,","65.0",",0,0603,","","","","","","","","","","","","","","","","","","","","","","","","","732.3",",0","152",",0","","","","","",""
"USC00413639","2001","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","89","0","53","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","64.8",",0,0215,","","","","","","","","","","","","","","","","","","","","","","","","","780.3",",0","0",",0","","","","","",""
"USC00413639","2002","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","90","0","65","0","0","","0","0","","","","","","","","","","","","","0","T,0,0206,","10",",0,0206,","106.2",",0,1018,","","","","","","","","","","","","","","","","","","","","","","","","","992.5",",0","10",",0","","","","","",""
"USC00413639","2003","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
"USC00413639","2005","32.54083","-98.38139","311.2","GORDON 1 SW, TX US","","","","","68","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","35.1",",0,0326,","","","","","","","","","","","","","","","","","","","","","","","","","604.0",",0","0",",0","","","","","",""
