"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00518806","1961","21.31667","-158.0","3.0","U S MAGNETIC OBSERVATORY 702.2, HI US","2185.6","","2185.6","0","86","0","31","0","0","","0","0","0","0","0","0","0","0","361","0","1","0","12.8","0,0124,","0",",0,1231,+","0",",0,1231,+","60.5",",0,0126,","33.9","0,0804,","2275.7","0","0.0","","0.0","0","359.0",",0","0",",0","24.38","0","28.71","0","20.04","0","44835","0"
"USC00518806","1962","21.31667","-158.0","3.0","U S MAGNETIC OBSERVATORY 702.2, HI US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","0.8","0","","","","","","","","","","","",""
