"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013988","1944","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","910.1","","910.1","X","106","X","71","X","18","","6","X","2","X","108","X","24","X","171","X","51","X","-20.6","X,0212,","152",",X,1210,","191",",X,1209,","106.2",",X,0422,","38.3","X,0804,+","0.0","X,1121","-3.3","X,1127","-7.8","X,1129","-7.8","X,1129","-11.1","X,1130","0.0","X,0506","-3.3","X,0405","-5.6","X,0330","-7.2","X,0329","-9.4","X,0308","2902.1","","2902.1","X","1261.6",",X","","","451",",X","13.23","X","18.17","X","8.28","X","","","","","","","","","","","","","","","","","",""
"USW00013988","1945","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","741.6","","741.6","X","117","X","71","X","24","","5","X","1","X","108","X","32","X","163","X","37","X","-20.0","X,1219,","279",",X,1218,","160",",X,1217,","58.7",",X,0415,","37.8","X,0802,+","0.0","X,1009","-2.8","X,1109","-4.4","X,1121","-6.7","X,1122","-11.1","X,1210","-1.1","X,0405","-5.6","X,0308","-5.6","X,0308","-12.8","X,0307","-12.8","X,0307","2657.2","","2657.2","X","896.1",",X","","","589",",X","12.67","X","17.79","X","7.55","X","","","","","","","","","","","","","","","","","",""
"USW00013988","1946","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","878.7","","878.7","X","90","X","53","X","2","","1","X","1","X","76","X","9","X","186","X","50","X","-17.8","X,1230,","76",",X,0213,","69",",X,0213,","51.3",",X,1017,","40.0","X,0723,+","0.0","X,1112","-4.4","X,1117","-4.4","X,1117","-7.2","X,1202","-10.6","X,1228","-3.3","X,0310","-3.3","X,0310","-6.1","X,0227","-8.3","X,0215","-10.0","X,0131","2437.8","","2437.8","X","802.3",",X","","","97",",X","14.82","X","20.38","X","9.26","X","","","","","","","","","","","","","","","","","",""
"USW00013988","1947","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1038.4","","1038.4","X","101","X","61","X","16","","4","X","3","X","107","X","26","X","173","X","63","X","-23.3","X,0104,","152",",X,0302,+","152",",X,0102,","70.9",",X,0920,","42.8","X,0903,","0.0","X,1108","-5.0","X,1111","-5.0","X,1111","-7.2","X,1216","","","0.0","X,0330","-3.9","X,0326","-5.6","X,0316","-6.7","X,0304","-13.3","X,0303","2720.1","","2720.1","X","1179.3",",X","","","528",",X","13.39","X","18.69","X","8.09","X","","","","","","","","","","","","","","","","","",""
"USW00013988","1948","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","880.3","","880.3","0","101","0","52","0","23","","7","0","6","0","103","0","37","0","195","0","43","0","-20.6","0,0128,+","127",",0,1225,+","102",",0,1223,","41.1",",0,0620,","37.8","0,0822,","0.0","0,1018","-2.2","0,1121","-5.0","0,1122","-10.6","0,1209","-10.6","0,1209","-0.6","X,0401","-2.2","X,0328","-6.1","X,0313","-16.1","X,0312","-16.1","X,0312","2761.0","","2761.0","0","787.0",",0","","","534",",0","13.17","0","18.62","0","7.72","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1949","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","847.0","","847.0","0","112","0","71","0","40","","7","0","2","0","94","0","29","0","188","0","40","0","-18.9","0,0130,","203",",0,0120,+","206",",0,0118,","72.9",",0,0912,","37.8","0,0701,","-3.3","0,1031","-3.3","0,1031","-6.7","0,1208","-6.7","0,1208","-9.4","0,1212","-1.1","0,0416","-5.0","0,0318","-5.0","0,0318","-11.7","0,0315","-11.7","0,0315","2711.9","","2711.9","0","1066.4",",0","","","593",",0","13.34","0","18.66","0","8.02","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1950","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","624.7","","624.7","0","92","0","53","0","6","","1","0","2","0","118","0","24","0","184","0","17","0","-19.4","0,1206,","25",",0,1208,+","25",",0,1205,","65.8",",0,0719,","36.1","0,0625,","-2.8","0,1104","-2.8","0,1104","-6.7","0,1110","-6.7","0,1110","-11.7","0,1123","0.0","0,0415","-3.3","0,0414","-5.6","0,0413","-11.7","0,0313","-11.7","0,0313","2651.8","","2651.8","0","762.1",",0","","","84",",0","12.20","0","17.91","0","6.48","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1951","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","693.8","","693.8","0","132","0","93","0","14","","5","0","6","0","113","0","34","0","163","0","29","0","-21.1","0,0201,","76",",0,0215,+","71",",0,0131,","47.5",",0,0711,","37.8","0,0806,","0.0","0,1031","-6.7","0,1102","-6.7","0,1102","-6.7","0,1102","-15.0","0,1214","-0.6","0,0416","-3.3","0,0324","-7.8","0,0321","-7.8","0,0321","-9.4","0,0309","2889.4","","2889.4","0","1174.8",",0","","","273",",0","11.91","0","16.98","0","6.84","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1952","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1016.6","","1016.6","0","87","0","53","0","22","","10","0","0","0","102","0","20","0","180","0","70","0","-14.4","0,0129,+","178",",0,0305,+","157",",0,0303,","86.1",",0,0621,","39.4","0,0727,+","0.0","0,1006","-2.2","0,1029","-7.2","0,1126","-7.2","0,1126","-10.0","0,1127","-2.8","0,0410","-2.8","0,0410","-7.2","0,0323","-7.2","0,0323","-13.3","0,0305","2838.3","","2838.3","0","879.9",",0","","","662",",0","13.74","0","19.24","0","8.24","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1953","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1130.9","","1130.9","0","86","0","43","0","16","","6","0","0","0","93","0","10","0","175","0","76","0","-17.2","0,0116,","229",",0,0304,","155",",0,0303,","37.8",",0,0903,","40.0","0,0618,+","-0.6","0,1105","-2.2","0,1109","-7.2","0,1216","-7.2","0,1216","-10.6","0,1217","-1.7","0,0420","-2.2","0,0417","-5.6","0,0307","-7.8","0,0304","-11.1","0,0221","2631.9","","2631.9","0","532.6",",0","","","613",",0","14.66","0","20.26","0","9.06","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1954","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1203.6","","1203.6","0","78","0","50","0","0","","0","0","1","0","88","0","14","0","182","0","76","0","-19.4","0,0121,","0","T,0,1230,+","20",",0,0126,","43.4",",0,0801,","44.4","0,0713,","-1.1","0,1031","-3.3","0,1101","-5.0","0,1102","-6.7","0,1213","","","0.0","0,0404","-3.3","0,0403","-4.4","0,0330","-7.2","0,0315","-9.4","0,0304","2402.7","","2402.7","0","699.6",",0","","","33",",0","15.00","0","20.58","0","9.42","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1955","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1013.8","","1013.8","0","83","0","49","0","32","","7","0","2","0","108","0","31","0","190","0","60","0","-17.8","0,0212,+","127",",0,0322,+","127",",0,0321,","52.8",",0,0512,","38.9","0,0730,+","0.0","0,1102","-3.3","0,1103","-6.1","0,1115","-10.6","0,1116","-10.6","0,1116","-4.4","0,0328","-4.4","0,0328","-4.4","0,0328","-13.9","0,0326","-13.9","0,0326","2444.7","","2444.7","0","779.3",",0","","","631",",0","13.77","0","19.15","0","8.39","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1956","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1119.6","","1119.6","0","87","0","57","0","26","","11","0","0","0","101","0","23","0","195","0","71","0","-15.6","0,0203,+","152",",0,0202,","102",",0,0129,","45.0",",0,0428,","40.0","0,0816,","-0.6","0,1108","-2.8","0,1115","-5.0","0,1116","-7.2","0,1122","-9.4","0,1209","0.0","0,0408","-2.2","0,0330","-6.7","0,0313","-6.7","0,0313","-10.0","0,0312","2825.3","","2825.3","0","659.0",",0","","","633",",0","14.24","0","19.90","0","8.57","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1957","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","902.3","","902.3","0","113","0","63","0","17","","6","0","0","0","95","0","20","0","164","0","45","0","-16.1","0,0114,+","102",",0,1231,+","89",",0,0122,","94.7",",0,0920,","39.4","0,0728,","-0.6","0,1025","-2.2","0,1026","-6.7","0,1130","-6.7","0,1130","-9.4","0,1210","-2.2","0,0413","-2.2","0,0413","-4.4","0,0412","-6.7","0,0308","-13.9","0,0130","2561.4","","2561.4","0","933.1",",0","","","390",",0","13.42","0","18.18","0","8.66","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1958","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","862.6","","862.6","0","97","0","68","0","26","","9","0","2","0","94","0","37","0","177","0","34","0","-18.9","0,0216,","381",",0,0122,","267",",0,0121,","97.0",",0,0730,","38.9","0,0829,","-1.1","0,1118","-7.8","0,1126","-7.8","0,1126","-7.8","0,1126","-10.0","0,1130","0.0","0,0326","-3.3","0,0321","-6.1","0,0302","-6.7","0,0220","-12.2","0,0219","2814.4","","2814.4","0","1012.8",",0","","","895",",0","13.05","0","17.84","0","8.25","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1959","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","958.5","","958.5","0","97","0","59","0","21","","7","0","2","0","92","0","21","0","169","0","47","0","-21.7","0,0104,","178",",0,0123,+","109",",0,0120,","60.7",",0,1004,","37.8","0,0804,","-6.7","0,1105","-6.7","0,1105","-6.7","0,1105","-6.7","0,1105","-8.9","0,1106","-0.6","0,0409","-2.8","0,0321","-11.1","0,0220","-11.1","0,0220","-11.1","0,0220","2592.8","","2592.8","0","978.2",",0","","","574",",0","13.49","0","18.49","0","8.48","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1960","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","903.6","","903.6","0","106","0","64","0","47","","13","0","1","0","116","0","46","0","183","0","38","0","-17.8","0,0305,","508",",0,0316,","218",",0,0302,","45.0",",0,0429,","37.8","0,0805,+","-1.1","0,1020","-2.8","0,1107","-7.2","0,1110","-7.2","0,1110","-11.7","0,1201","-2.2","0,0326","-2.2","0,0326","-6.7","0,0325","-6.7","0,0325","-11.7","0,0312","3010.3","","3010.3","0","829.5",",0","","","1604",",0","12.71","0","17.68","0","7.74","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1961","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","635.4","","635.4","0","108","0","79","0","25","","4","0","2","0","101","0","22","0","155","0","24","0","-20.6","0,0127,","229",",0,1224,+","198",",0,1222,","120.4",",0,0913,","35.0","0,0718,","-1.1","0,1102","-2.8","0,1103","-5.6","0,1209","-11.1","0,1210","-11.1","0,1210","-0.6","0,0416","-2.8","0,0316","-6.1","0,0225","-8.3","0,0219","-11.1","0,0203","2702.6","","2702.6","0","1530.5",",0","","","594",",0","12.18","0","17.37","0","6.99","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1962","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","940.5","","940.5","0","98","0","63","0","41","","9","0","8","0","91","0","27","0","178","0","43","0","-20.6","0,0120,+","533",",0,0119,","300",",0,0118,","57.2",",0,0914,","39.4","0,0819,","-1.1","0,1104","-3.3","0,1105","-6.7","0,1206","-6.7","0,1206","-11.1","0,1210","-1.7","0,0415","-2.2","0,0402","-5.0","0,0316","-11.7","0,0306","-11.7","0,0306","2963.6","","2963.6","0","940.2",",0","","","1094",",0","13.12","0","18.43","0","7.82","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1963","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1170.3","","1170.3","0","85","0","40","0","30","","3","0","11","0","97","0","36","0","203","0","67","0","-22.8","0,0123,","102",",0,0112,","91",",0,0111,","74.9",",0,0712,","38.3","0,0805,+","-1.7","0,1113","-5.0","0,1114","-5.0","0,1114","-7.8","0,1210","-12.2","0,1211","-1.7","0,0322","-3.3","0,0310","-6.7","0,0309","-6.7","0,0309","-13.9","0,0226","2730.2","","2730.2","0","626.6",",0","","","351",",0","14.11","0","19.75","0","8.48","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1964","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","879.4","","879.4","0","100","0","73","0","20","","8","0","0","0","95","0","15","0","184","0","44","0","-17.2","0,1218,+","178",",0,0113,","157",",0,0215,","93.7",",0,1115,","40.0","0,0803,+","-0.6","0,1119","-8.9","0,1120","-8.9","0,1120","-8.9","0,1120","-8.9","0,1120","-1.1","0,0331","-8.3","0,0330","-8.3","0,0330","-8.3","0,0330","-12.2","0,0326","2476.4","","2476.4","0","986.6",",0","","","751",",0","13.87","0","19.24","0","8.52","0","","","","","","","","","","","","","","","","","",""
"USW00013988","1965","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","875.8","","875.8","0","115","0","76","0","19","","8","0","1","0","104","0","21","0","186","0","31","0","-19.4","0,0130,","178",",0,0224,","183",",0,0223,","74.7",",0,0920,","36.1","0,0723,","-3.3","0,1109","-3.3","0,1109","-6.7","0,1129","-6.7","0,1129","","","0.0","0,0416","-2.2","0,0330","-8.3","0,0326","-8.3","0,0326","-10.6","0,0325","2757.1","","2757.1","0","1213.2",",0","66.7","X","614",",0","13.72","0","19.34","0","8.09","0","180138",",X","","","","","","","360","X","","","","","","","25.5","X"
"USW00013988","1966","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","806.2","","806.2","0","82","0","47","0","12","","3","0","3","0","100","0","25","0","186","0","33","0","-21.7","0,0129,","152",",0,1229,+","145",",0,1227,","77.7",",0,0612,","38.9","0,0718,","-0.6","0,1016","-5.6","0,1102","-5.6","0,1102","-8.3","0,1201","-9.4","0,1210","-0.6","0,0421","-2.2","0,0325","-7.2","0,0324","-7.2","0,0324","-8.9","0,0307","2435.1","","2435.1","0","691.3",",0","65.3","X","366",",0","13.37","0","19.12","0","7.61","0","176238",",X","","","","","","","45","X","","","","","","","18.8","X"
"USW00013988","1967","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","703.6","","703.6","0","92","0","64","0","24","","5","0","0","0","95","0","18","0","181","0","28","0","-17.2","0,1231,","203",",0,0127,","150",",0,0126,","84.1",",0,0914,","37.2","0,0724,","-2.2","0,1104","-2.2","0,1104","-4.4","0,1203","-8.3","0,1221","-11.7","0,1222","0.0","0,0427","-2.8","0,0424","-5.6","0,0318","-14.4","0,0308","-14.4","0,0308","2495.5","","2495.5","0","1237.6",",0","55.4","X","428",",0","13.08","0","18.51","0","7.65","0","149820",",X","","","","","","","315","X","","","","","","","18.3","X"
"USW00013988","1968","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","836.8","","836.8","0","94","0","54","0","23","","3","0","6","0","104","0","32","0","177","0","43","0","-21.7","0,1231,+","76",",0,0116,+","76",",0,1128,","56.6",",0,0522,","36.7","0,0807,","-0.6","0,1107","-2.8","0,1108","-4.4","0,1112","-7.8","0,1207","-9.4","0,1208","-3.9","0,0405","-3.9","0,0405","-6.7","0,0323","-6.7","0,0323","-8.9","0,0303","2696.9","","2696.9","0","812.8",",0","61.6","X","244",",0","12.90","0","18.37","0","7.43","0","167862",",X","","","","","","","225","X","","","","","","","19.2","X"
"USW00013988","1969","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","834.0","","834.0","0","108","0","72","0","23","","5","0","1","0","110","0","25","0","171","0","35","0","-18.9","0,0104,","152",",0,0129,+","140",",0,0126,","189.2",",0,0815,","37.2","0,0713,","0.0","0,1027","-2.2","0,1028","-7.2","0,1114","-7.2","0,1114","-8.9","0,1231","0.0","0,0331","-4.4","0,0330","-4.4","0,0330","-7.8","0,0329","-11.1","0,0311","2971.2","","2971.2","0","1330.3",",0","58.2","X","377",",0","12.66","0","17.55","0","7.77","0","159528",",X","","","","","","","225","X","","","","","","","24.1","X"
"USW00013988","1970","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","1055.0","","1055.0","0","87","0","54","0","13","","5","0","5","0","93","0","21","0","176","0","58","0","-20.6","0,0121,","102",",0,0402,","117",",0,0401,","98.8",",0,0922,","41.1","0,0731,","0.0","0,1016","-4.4","0,1115","-4.4","0,1115","-10.0","0,1123","-10.0","0,1123","0.0","0,0404","-3.9","0,0402","-6.1","0,0315","-6.7","0,0314","-11.1","0,0220","2749.0","","2749.0","0","917.8",",0","63.6","X","354",",0","13.95","0","19.38","0","8.51","0","172848",",X","","","","","","","270","X","","","","","","","17.9","X"
"USW00013988","1971","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","936.9","","936.9","0","89","0","50","0","12","","5","0","1","0","94","0","25","0","191","0","51","0","-20.0","0,0208,","127",",0,0224,+","91",",0,0324,","61.0",",0,1020,","37.8","0,0823,","-3.3","0,1106","-3.3","0,1106","-7.8","0,1107","-7.8","0,1107","","","-1.7","0,0325","-3.9","0,0324","-5.6","0,0310","-9.4","0,0303","-9.4","0,0303","2645.2","","2645.2","0","675.7",",0","65.8","X","458",",0","13.77","0","19.21","0","8.32","0","179238",",X","","","","","","","315","X","","","","","","","18.8","X"
"USW00013988","1972","39.1208","-94.5969","226.2","KANSAS CITY DOWNTOWN AIRPORT, MO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2541.2","","2541.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
