"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00048210","1898","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","621.4","","621.4","6","","","","","","","","","0","6","1","6","0","6","228","6","39","6","-1.1","6,0111,","","","","","","","37.2","6,0912,+","-1.1","6,0111","","","1154.4","","1154.4","6","","","","","16.99","6","23.23","6","10.75","6"
"USC00048210","1899","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","470.7","","470.7","6","","","","","","","","","0","6","3","6","0","6","219","6","28","6","-2.2","6,0206,","","","","","","","36.1","6,0919,+","-2.2","6,0206","-2.2","6,0206","1102.8","","1102.8","6","","","","","16.62","6","22.68","6","10.56","6"
"USC00048210","1900","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","409.2","","409.2","6","","","","","","","","","0","6","0","6","0","6","238","6","12","6","1.7","6,1231,","","","","","","","37.2","6,0801,","","","","","863.8","","863.8","6","","","","","17.30","6","23.22","6","11.37","6"
"USC00048210","1901","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","34","6","24","6","","","","","","","","","","","","","","","","","","","","","109.0",",6,0205,","","","","","","","945.4","","945.4","","599.3",",6","","","","","","","",""
"USC00048210","1902","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","335.8","","335.8","6","33","6","26","6","","","","","0","6","0","6","0","6","218","6","15","6","0.6","6,0130,","","","","","95.3",",6,1110,","38.9","6,0623,","","","","","","","","","493.6",",6","","","16.04","6","22.15","6","9.93","6"
"USC00048210","1903","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","446.4","","446.4","6","30","6","20","6","","","","","0","6","0","6","0","6","218","6","17","6","0.6","6,0215,+","","","","","98.8",",6,0128,","36.1","6,0818,","","","","","1176.4","","1176.4","6","531.6",",6","","","16.72","6","22.71","6","10.72","6"
"USC00048210","1904","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","549.5","","549.5","6","30","6","23","6","","","","","0","6","0","6","0","6","245","6","25","6","1.7","6,0119,","","","","","57.2",",6,0323,","37.2","6,0907,","","","","","879.1","","879.1","6","402.9",",6","","","17.46","6","23.63","6","11.29","6"
"USC00048210","1905","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","354.1","","354.1","6","44","6","38","6","","","","","0","6","0","6","0","6","212","6","17","6","1.1","6,0213,","","","","","106.7",",6,0313,","37.8","6,0829,","","","","","842.1","","842.1","6","832.9",",6","","","16.53","6","22.44","6","10.63","6"
"USC00048210","1906","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","657.8","","657.8","6","53","6","45","6","","","","","0","6","0","6","0","6","203","6","45","6","2.2","6,1130,+","","","","","153.7",",6,0312,","38.9","6,0930,","","","","","1127.3","","1127.3","6","1049.1",",6","","","17.04","6","22.84","6","11.23","6"
"USC00048210","1907","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","430.6","","430.6","6","47","6","37","6","","","","","0","6","1","6","0","6","208","6","23","6","-0.6","6,0102,","","","","","89.4",",6,0109,","40.0","6,0704,+","-0.6","6,0102","","","1137.5","","1137.5","6","763.4",",6","","","16.69","6","22.46","6","10.92","6"
"USC00048210","1908","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","530.8","","530.8","6","31","6","26","6","","","","","0","6","0","6","0","6","225","6","38","6","1.1","6,1218,","","","","","81.8",",6,0203,","37.2","6,0912,+","","","","","980.9","","980.9","6","579.7",",6","","","16.63","6","23.05","6","10.22","6"
"USC00048210","1909","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","552.6","","552.6","6","50","6","37","6","","","","","0","6","0","6","0","6","198","6","39","6","0.6","6,1204,","","","","","158.2",",6,0121,","41.1","6,0829,","","","","","1234.8","","1234.8","6","1191.2",",6","","","16.35","6","22.33","6","10.36","6"
"USC00048210","1910","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","680.8","","680.8","6","","","","","","","","","0","6","4","6","0","6","243","6","49","6","-0.6","6,0113,+","","","","","","","40.0","6,0721,","-0.6","6,0113","","","1123.0","","1123.0","6","","","","","17.54","6","24.08","6","11.01","6"
"USC00048210","1911","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","42","6","34","6","","","","","","","","","","","","","","","","","","","","","130.6",",6,0310,","","","","","","","","","","","858.1",",6","","","","","","","",""
"USC00048210","1912","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1052.0","","1052.0","6","","","","","","","","","",""
"USC00048210","1913","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","596.9","","596.9","6","36","6","28","6","","","","","0","6","4","6","0","6","219","6","40","6","-2.2","6,0106,","","","","","137.2",",6,0224,","40.6","6,0917,","-0.6","6,0108","-2.2","6,0106","","","","","569.0",",6","","","16.72","6","22.75","6","10.70","6"
"USC00048210","1914","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","458.1","","458.1","6","","","","","","","","","0","6","0","6","0","6","224","6","19","6","2.2","6,1215,+","","","","","","","35.0","6,0801,+","","","","","953.9","","953.9","6","","","","","16.95","6","22.73","6","11.17","6"
"USC00048210","1915","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","537.5","","537.5","6","","","","","","","","","0","6","0","6","0","6","216","6","27","6","0.6","6,1229,","","","","","","","37.8","6,0830,","","","","","1008.4","","1008.4","6","","","","","16.89","6","22.91","6","10.87","6"
"USC00048210","1916","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","983.7","","983.7","","","","","","","","","","",""
"USC00048210","1919","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","31","6","26","6","","","","","","","","","","","","","","","","","","","","","46.0",",6,0927,","","","","","","","","","","","435.3",",6","","","","","","","",""
"USC00048210","1920","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","33","6","26","6","","","","","","","","","","","","","","","","","","","","","55.6",",6,0302,","","","","","","","","","","","478.9",",6","","","","","","","",""
"USC00048210","1921","34.16667","-118.05","345.0","SIERRA MADRE HENSZEY, CA US","","","","","42","6","34","6","","","","","","","","","","","","","","","","","","","","","94.5",",6,1219,","","","","","","","","","","","960.6",",6","","","","","","","",""
