"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSAU","1995","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","","","","","","","","","0","U","250","U","97","U","","","44.4","U,0728,","","","","","","","","","","","","","25.70","U","",""
"USR0000CSAU","1996","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1025.9","","1025.9","U","0","U","2","U","0","U","260","U","105","U","-1.7","U,0227,","45.6","U,0813,","","","-1.7","U,0227","","","714.0","","714.0","U","18.77","U","26.28","U","11.25","U"
"USR0000CSAU","1997","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","971.8","","971.8","U","0","U","0","U","0","U","257","U","93","U","0.6","U,0302,","45.0","U,0805,","","","","","","","840.2","","840.2","U","18.53","U","25.91","U","11.15","U"
"USR0000CSAU","1998","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","735.9","","735.9","U","0","U","2","U","0","U","218","U","63","U","-1.7","U,1222,","43.3","U,0829,+","0.0","U,1221","","","","","1261.8","","1261.8","U","16.82","U","23.57","U","10.08","U"
"USR0000CSAU","1999","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","853.8","","853.8","U","0","U","0","U","0","U","249","U","77","U","1.1","U,0401,","41.7","U,0825,","","","","","","","1153.6","","1153.6","U","17.89","U","24.88","U","10.90","U"
"USR0000CSAU","2000","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","910.6","","910.6","U","0","U","0","U","0","U","255","U","85","U","1.1","U,1213,+","43.9","U,0614,","","","","","","","777.8","","777.8","U","18.44","U","25.46","U","11.42","U"
"USR0000CSAU","2001","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1010.6","","1010.6","U","0","U","1","U","0","U","246","U","93","U","0.0","U,0215,","42.2","U,0531,","","","0.0","U,0215","","","1028.8","","1028.8","U","18.11","U","25.15","U","11.07","U"
"USR0000CSAU","2002","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","940.3","","940.3","U","","","","","",""
"USR0000CSAU","2004","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","934.8","","934.8","U","0","U","0","U","0","U","248","U","88","U","1.1","U,1130,+","40.6","U,0907,","","","","","","","","","","","18.21","U","25.23","U","11.19","U"
"USR0000CSAU","2005","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","830.3","","830.3","U","0","U","0","U","0","U","240","U","74","U","1.7","U,0105,+","41.7","U,0714,","","","","","","","1056.8","","1056.8","U","18.17","U","24.75","U","11.58","U"
"USR0000CSAU","2006","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1055.0","","1055.0","U","0","U","4","U","0","U","242","U","87","U","0.0","U,1220,+","47.2","U,0722,","0.0","U,1217","0.0","U,0312","","","1001.8","","1001.8","U","18.38","U","25.35","U","11.40","U"
"USR0000CSAU","2007","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","967.5","","967.5","U","0","U","4","U","0","U","260","U","89","U","-2.2","U,0114,","43.3","U,0830,","","","0.0","U,0228","-2.2","U,0114","846.7","","846.7","U","18.52","U","25.80","U","11.23","U"
"USR0000CSAU","2008","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1226.0","","1226.0","U","0","U","1","U","0","U","263","U","123","U","0.0","U,0129,","42.8","U,0619,","","","0.0","U,0129","","","980.3","","980.3","U","19.15","U","26.40","U","11.89","U"
"USR0000CSAU","2009","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1032.2","","1032.2","U","0","U","2","U","0","U","254","U","102","U","-0.6","U,1208,","41.7","U,0718,","-0.6","U,1208","0.0","U,0211","","","863.8","","863.8","U","18.57","U","25.55","U","11.59","U"
"USR0000CSAU","2010","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","783.9","","783.9","U","0","U","0","U","0","U","230","U","71","U","0.6","U,1127,","44.4","U,0824,","","","","","","","1037.8","","1037.8","U","17.52","U","24.35","U","10.70","U"
"USR0000CSAU","2011","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","896.4","","896.4","U","0","U","4","U","0","U","251","U","90","U","0.0","U,0228,+","42.8","U,0827,","","","0.0","U,0228","","","1073.8","","1073.8","U","17.90","U","25.26","U","10.54","U"
"USR0000CSAU","2012","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1153.6","","1153.6","U","0","U","1","U","0","U","264","U","108","U","0.0","U,0117,","42.8","U,1001,+","","","0.0","U,0117","","","885.0","","885.0","U","19.11","U","26.61","U","11.60","U"
"USR0000CSAU","2013","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1057.5","","1057.5","U","0","U","7","U","0","U","282","U","94","U","-1.7","U,0114,","43.3","U,0629,","0.0","U,1206","0.0","U,0210","","","833.7","","833.7","U","19.04","U","26.33","U","11.75","U"
"USR0000CSAU","2014","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","572.9","","572.9","U","","","","","",""
"USR0000CSAU","2015","34.425","-118.525","442.0","SAUGUS CALIFORNIA, CA US","1101.0","","1101.0","U","0","U","2","U","0","U","274","U","91","U","-1.7","U,0101,","41.1","U,0815,","-1.1","U,1228","-1.7","U,0101","","","","","","","19.39","U","26.20","U","12.59","U"
