"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000TLRG","2000","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2602.5","","2602.5","U","0","U","0","U","0","U","329","U","172","U","0.6","U,1230,","42.2","U,0905,","","","","","","","","","","","","","","","","","","","24.64","U","30.55","U","18.73","U"
"USR0000TLRG","2002","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2603.1","","2603.1","U","0","U","1","U","0","U","329","U","199","U","-2.2","U,0103,","41.1","U,0626,","","","","","","","-2.2","U,0103","-2.2","U,0103","","","","","272.0","","272.0","U","24.63","U","30.76","U","18.50","U"
"USR0000TLRG","2003","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290.6","","290.6","","","","","","",""
"USR0000TLRG","2004","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2355.5","","2355.5","U","0","U","10","U","0","U","328","U","163","U","-5.6","U,1225,","42.2","U,0531,","-0.6","U,1214","-5.6","U,1225","-5.6","U,1225","0.0","U,0227","","","","","","","","","","","23.86","U","30.40","U","17.32","U"
"USR0000TLRG","2005","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2507.2","","2507.2","U","0","U","0","U","0","U","330","U","203","U","0.6","U,1222,+","42.8","U,0830,","","","","","","","","","","","","","","","289.1","","289.1","U","24.37","U","31.53","U","17.21","U"
"USR0000TLRG","2006","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2438.2","","2438.2","U","0","U","12","U","0","U","340","U","192","U","-4.4","U,0213,+","39.4","U,0901,+","0.0","U,1117","","","","","0.0","U,0215","-4.4","U,0213","-4.4","U,0213","","","339.7","","339.7","U","24.01","U","30.96","U","17.06","U"
"USR0000TLRG","2007","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2262.4","","2262.4","U","0","U","11","U","0","U","321","U","173","U","-5.6","U,0305,","38.9","U,0813,+","-0.6","U,1204","-2.2","U,1217","","","-1.7","U,0306","-5.6","U,0305","-5.6","U,0305","","","489.9","","489.9","U","23.25","U","29.80","U","16.70","U"
"USR0000TLRG","2008","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2335.8","","2335.8","U","0","U","9","U","0","U","340","U","166","U","-5.0","U,0103,","40.0","U,0619,+","0.0","U,1116","","","","","0.0","U,0308","-2.2","U,0201","-5.0","U,0103","","","347.0","","347.0","U","23.73","U","30.63","U","16.82","U"
"USR0000TLRG","2009","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2588.0","","2588.0","U","0","U","8","U","0","U","335","U","191","U","-4.4","U,1205,","43.3","U,0707,","-2.2","U,1204","-2.2","U,1204","-4.4","U,1205","-3.3","U,0302","-3.3","U,0302","","","","","283.4","","283.4","U","24.53","U","31.52","U","17.54","U"
"USR0000TLRG","2010","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2285.0","","2285.0","U","0","U","12","U","0","U","323","U","166","U","-7.2","U,0109,","40.0","U,0824,+","-1.7","U,1201","","","","","-0.6","U,0322","-6.7","U,0110","-6.7","U,0110","-6.7","U,0110","521.7","","521.7","U","23.30","U","29.76","U","16.83","U"
"USR0000TLRG","2011","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2520.9","","2520.9","U","0","U","13","U","0","U","327","U","202","U","-5.6","U,0205,","40.6","U,0904,+","-1.7","U,1111","-4.4","U,1128","-4.4","U,1128","0.0","U,0212","-3.9","U,0211","-5.6","U,0205","","","364.0","","364.0","U","24.10","U","30.93","U","17.27","U"
"USR0000TLRG","2012","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2673.2","","2673.2","U","0","U","5","U","0","U","343","U","213","U","-3.3","U,0103,","42.2","U,0829,","-1.1","U,1221","","","","","-2.2","U,0113","-2.2","U,0113","","","","","330.8","","330.8","U","24.96","U","31.97","U","17.95","U"
"USR0000TLRG","2013","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2413.3","","2413.3","U","0","U","5","U","0","U","329","U","188","U","-2.8","U,1128,","42.2","U,0806,+","-2.8","U,1128","-2.8","U,1128","","","0.0","U,0226","","","","","","","289.0","","289.0","U","23.74","U","30.63","U","16.86","U"
"USR0000TLRG","2014","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2311.5","","2311.5","U","0","U","7","U","0","U","323","U","174","U","-2.8","U,0122,","43.3","U,0427,","-0.6","U,1117","","","","","-1.7","U,0213","-2.8","U,0122","","","","","526.4","","526.4","U","23.38","U","30.12","U","16.65","U"
"USR0000TLRG","2016","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2671.4","","2671.4","U","0","U","5","U","0","U","343","U","203","U","-3.3","U,0207,","41.1","U,0918,+","","","","","","","0.0","U,0210","-3.3","U,0207","","","","","318.0","","318.0","U","24.81","U","31.65","U","17.97","U"
"USR0000TLRG","2017","26.0839","-98.1369","27.4","SANTA ANA NWR TEXAS, TX US","2710.6","","2710.6","U","0","U","7","U","0","U","334","U","218","U","-2.2","U,0108,+","43.9","U,0622,","0.0","U,1029","","","","","-2.2","U,0108","-2.2","U,0108","","","","","174.6","","174.6","U","25.00","U","31.92","U","18.08","U"
