"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00203652","1925","42.2","-86.16667",,"HARTFORD, MI US","37","6","151","6","40","6","37.2","6,0905,+","16.38","6"
