"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00045303","1966","37.8","-121.2","11.9","MANTECA, CA US","596.9","","596.9","0","51","0","26","0","0","","0","0","0","0","27","0","0","0","224","0","71","0","-2.8","0,1228,","0",",0,1231,+","0",",0,1231,+","22.9",",0,0130,","40.6","0,0615,","","","-0.6","0,1124","-2.8","0,1228","","","0.0","0,0304","-2.2","0,0102","","","1539.2","","1539.2","0","      9.88","0,P,N","     21.47","0,P,N","253.8",",0","0",",0","15.87","0","23.46","0","8.28","0","27236","0"
"USC00045303","1967","37.8","-121.2","11.9","MANTECA, CA US","748.1","","748.1","0","62","0","34","0","0","","0","0","0","0","33","0","0","0","188","0","96","0","-3.9","0,0109,","0",",0,1231,+","0",",0,1231,+","48.3",",0,0122,","40.0","0,0819,+","","","-1.1","0,1209","-2.2","0,1215","","","-1.1","0,0305","-3.3","0,0110","","","1776.2","","1776.2","0","     10.10","0,P,N","     20.95","0,P,N","336.6",",0","0",",0","15.50","0","22.83","0","8.17","0","25011","0"
"USC00045303","1968","37.8","-121.2","11.9","MANTECA, CA US","567.8","","567.8","0","52","0","30","0","0","","0","0","0","0","20","0","0","0","214","0","71","0","-5.0","0,0105,","0","T,0,1220,","3",",0,1220,","59.7",",0,0131,","41.1","0,0706,","","","-1.1","0,1203","-3.3","0,1221","","","-0.6","0,0128","-2.2","0,0113","-5.0","0,0105","1477.8","","1477.8","0","      9.98","0,P,N","     21.68","0,P,N","362.4",",0","3",",0","15.71","0","23.05","0","8.37","0","29834","0"
"USC00045303","1969","37.8","-121.2","11.9","MANTECA, CA US","735.9","","735.9","0","66","0","37","0","0","","0","0","0","0","24","0","0","0","214","0","88","0","-2.2","0,1231,+","0",",0,1231,+","0",",0,1231,+","25.7",",0,0212,","40.0","0,0804,+","1838.0","0","0.0","0,1121","-2.2","0,1201","","","0.0","0,0311","","","","","1585.9","","1585.9","0","     10.25","0,P,N","     22.52","0,P,N","376.9",",0","0",",0","16.16","0","23.56","0","8.77","0","31480","0"
"USC00045303","1970","37.8","-121.2","11.9","MANTECA, CA US","678.0","","678.0","0","69","0","37","0","0","","0","0","0","0","7","0","0","0","217","0","92","0","-3.9","0,0104,+","0",",0,1231,+","0",",0,1231,+","35.8",",0,1129,","41.1","0,0705,","1941.9","0","","","","","","","-3.3","0,0107","-3.3","0,0107","","","1374.9","","1374.9","0","     10.16","0,P,N","     22.93","0,P,N","407.7",",0","0",",0","16.31","0","23.98","0","8.65","0","28658","0"
"USC00045303","1971","37.8","-121.2","11.9","MANTECA, CA US","706.6","","706.6","0","59","0","32","0","0","","0","0","0","0","26","0","0","0","193","0","80","0","-3.9","0,1217,+","0",",0,1231,+","0",",0,1231,+","28.2",",0,1225,","41.7","0,0811,","","","0.0","0,1201","-3.9","0,1217","","","-1.1","0,0305","-2.2","0,0107","","","1637.3","","1637.3","0","      9.37","0,P,N","     22.03","0,P,N","212.9",",0","0",",0","15.39","0","22.77","0","8.01","0","29541","0"
"USC00045303","1972","37.8","-121.2","11.9","MANTECA, CA US","671.7","","671.7","0","57","0","23","0","0","","0","0","0","0","30","0","0","0","219","0","79","0","-6.1","0,1209,","0",",0,1231,+","0",",0,1231,+","21.3",",0,1104,","43.9","0,0715,","1863.4","0","-1.1","0,1205","-3.3","0,1206","-6.1","0,1209","-3.3","0,0203","-3.3","0,0203","-5.0","0,0105","1545.0","","1545.0","0","      8.89","0,P,N","     22.73","0,P,N","231.2",",0","0",",0","15.83","0","23.06","0","8.60","0","28375","0"
"USC00045303","1973","37.8","-121.2","11.9","MANTECA, CA US","747.6","","747.6","0","80","0","46","0","0","","0","0","0","0","13","0","0","0","204","0","76","0","-3.9","0,0106,","0",",0,1231,+","0",",0,1231,+","29.2",",0,1227,","42.8","0,0622,","1763.2","0","0.0","0,1104","","","","","-1.1","0,0128","-2.2","0,0107","","","1572.0","","1572.0","0","      9.67","0,P,N","     23.17","0,P,N","478.0",",0","0",",0","16.37","0","23.57","0","9.17","0","29722","0"
"USC00045303","1974","37.8","-121.2","11.9","MANTECA, CA US","771.9","","771.9","0","53","0","32","0","0","","0","0","0","0","14","0","0","0","207","0","98","0","-3.9","0,1224,","0",",0,1231,+","0",",0,1231,+","41.4",",0,1203,","40.0","0,0725,+","1705.9","0","0.0","0,1128","-3.9","0,1224","","","0.0","0,0206","-2.2","0,0110","","","1473.3","","1473.3","0","","","     23.75","0,P,N","272.1",",0","0",",0","16.39","0","23.93","0","8.84","0","",""
"USC00045303","1975","37.8","-121.2","11.9","MANTECA, CA US","","","","","65","0","36","0","0","","0","0","0","0","26","0","","","","","","","-3.9","0,1219,","0",",0,1231,+","0",",0,1231,+","17.0",",0,0314,","","","1683.5","0","-1.1","0,1119","-2.2","0,1215","","","0.0","0,0328","-2.8","0,0131","","","1619.7","","1619.7","0","","","","","269.2",",0","0",",0","","","","","8.07","0","27712","0"
"USC00045303","1976","37.8","-121.2","11.9","MANTECA, CA US","","","","","34","0","18","0","0","","1","0","0","0","40","0","","","","","","","-4.4","0,0103,","0",",0,1231,+","25",",0,0205,","17.0",",0,0303,","","","1759.5","0","-1.1","0,1127","-2.2","0,1128","","","-0.6","0,0304","-2.2","0,0125","-4.4","0,0103","","","","","","","","","162.3",",0","25",",0","","","","","8.58","0","26725","0"
