"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00047759","1919","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","","","","","","","","","","","","","0","6","243","6","57","6","","","","","","","","","38.9","6,0725,+","","","","","","","","","","","","","","","","","","","24.15","6","",""
"USC00047759","1921","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","47","6","33","6","","","","","0","6","11","6","","","","","","","-3.9","6,0112,","","","","","83.3",",6,1219,","","","","","","","-0.6","6,0323","-3.9","6,0112","","","","","620.9",",6","","","","","","","8.76","6"
"USC00047759","1922","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","709.3","","709.3","6","48","6","32","6","","","","","0","6","5","6","0","6","224","6","90","6","-3.9","6,0120,","","","","","47.2",",6,0129,","41.1","6,0917,","","","","","-0.6","6,0203","-3.9","6,0120","1232.9","","1232.9","6","497.1",",6","","","16.73","6","24.24","6","9.23","6"
"USC00047759","1923","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","472.8","","472.8","6","33","6","21","6","","","","","0","6","4","6","0","6","255","6","57","6","-1.7","6,0201,","","","","","22.4",",6,1201,","40.6","6,0908,","","","","","0.0","6,0305","","","1135.3","","1135.3","6","204.7",",6","","","16.71","6","24.32","6","9.10","6"
"USC00047759","1924","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","31","6","21","6","","","","","0","6","9","6","","","","","","","-1.7","6,1226,+","","","","","30.2",",6,1111,","","","0.0","6,1217","","","0.0","6,0124","","","","","","","247.8",",6","","","","","","","8.81","6"
"USC00047759","1925","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","457.6","","457.6","6","31","6","23","6","","","","","0","6","0","6","0","6","252","6","44","6","0.6","6,0308,+","","","","","32.5",",6,1202,","42.2","6,0717,","","","","","","","","","1081.6","","1081.6","6","285.7",",6","","","16.93","6","24.50","6","9.36","6"
"USC00047759","1926","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","594.3","","594.3","6","43","6","24","6","","","","","0","6","4","6","0","6","259","6","62","6","-1.7","6,1225,","","","","","74.2",",6,0405,","40.0","6,0824,+","-1.7","6,1225","","","-0.6","6,0121","","","805.4","","805.4","6","541.9",",6","","","17.64","6","25.01","6","10.26","6"
"USC00047759","1927","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","514.2","","514.2","0","44","0","26","0","","","","","0","0","0","0","0","0","228","0","60","0","1.1","0,1220,+","","","","","88.6",",0,0216,","42.2","0,0718,","","","","","","","","","1100.9","","1100.9","0","449.3",",0","","","16.63","0","24.14","0","9.11","0"
"USC00047759","1928","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","652.5","","652.5","0","26","0","21","0","","","","","0","0","6","0","0","0","281","0","77","0","-2.2","0,0118,","","","","","69.6",",0,0204,","40.0","0,0921,","0.0","0,1215","","","-1.1","0,0120","-2.2","0,0118","843.8","","843.8","0","291.5",",0","","","17.84","0","26.02","0","9.66","0"
"USC00047759","1929","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","24","0","14","0","","","","","","","","","","","","","","","","","","","","","37.3",",0,0404,","","","","","","","","","","","","","","","175.3",",0","","","","","","","",""
"USC00047759","1930","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","45","0","28","0","","","","","","","","","","","","","","","","","","","","","69.1",",0,0315,","","","","","","","","","","","757.9","","757.9","0","423.8",",0","","","","","","","",""
"USC00047759","1931","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","868.0","","868.0","0","54","0","31","0","","","","","0","0","8","0","0","0","274","0","117","0","-1.7","0,1123,","","","","","65.5",",0,0204,","43.9","0,0725,","-0.6","0,1113","","","-0.6","0,0310","","","","","","","593.3",",0","","","18.30","0","26.84","0","9.76","0"
"USC00047759","1933","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","651.8","","651.8","0","41","0","23","0","","","","","0","0","25","0","0","0","276","0","89","0","-2.2","0,0208,","","","","","61.0",",0,0117,","45.0","0,0726,","0.0","0,1120","","","0.0","0,0511","-2.2","0,0208","1117.5","","1117.5","0","370.4",",0","","","17.11","0","26.08","0","8.15","0"
"USC00047759","1934","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","35","0","21","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","191.8",",0,0101,","","","","","","","","","","","630.6","","630.6","0","516.7",",0","0",",0","","","","","",""
"USC00047759","1936","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","797.6","","797.6","0","49","0","28","0","0","","0","0","0","0","12","0","0","0","276","0","108","0","-1.7","0,0325,","0",",0,1231,+","0",",0,1231,+","44.2",",0,0213,","43.9","0,0717,","0.0","0,1202","","","0.0","0,0328","","","","","","","521.0",",0","0",",0","18.15","0","26.68","0","9.62","0"
"USC00047759","1937","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.0","","1084.0","","","","","","","","","","",""
"USC00047759","1940","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","","","","","45","0","29","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","72.4",",0,0108,","","","","","","","","","","","","","","","609.5",",0","0",",0","","","","","",""
"USC00047759","1941","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","423.8","","423.8","0","79","0","50","0","0","","0","0","0","0","2","0","0","0","241","0","68","0","-1.1","0,1225,","0",",0,1231,+","0","T,0,1223,","70.6",",0,0220,","40.0","0,0813,+","-0.6","0,1122","","","","","","","927.2","","927.2","0","962.2",",0","0","T,0","16.85","0","24.87","0","8.82","0"
"USC00047759","1942","34.28333","-118.46667","296.0","SAN FERNANDO, CA US","490.8","","490.8","0","31","0","20","0","0","","0","0","0","0","7","0","0","0","258","0","70","0","-2.2","0,0103,","0",",0,1231,+","0",",0,1231,+","38.6",",0,1028,","40.6","0,0722,+","","","","","0.0","0,0224","-2.2","0,0103","1028.8","","1028.8","0","238.6",",0","0",",0","16.91","0","25.11","0","8.70","0"
