"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000MCOP","2005","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1282.6","","1282.6","U","0","U","23","U","0","U","244","U","74","U","-6.1","U,0123,+","37.2","U,0820,","-0.6","U,1117","-3.3","U,1206","","","","","-0.6","U,0318","-5.0","U,0124","-5.0","U,0124","","","","","1100.1","","1100.1","U","18.56","U","24.23","U","12.90","U"
"USR0000MCOP","2006","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1323.3","","1323.3","U","0","U","25","U","0","U","253","U","86","U","-7.2","U,1208,","37.2","U,0821,+","-0.6","U,1120","-3.3","U,1204","-7.2","U,1208","-7.2","U,1208","0.0","U,0326","-3.3","U,0213","","","","","","","1121.6","","1121.6","U","18.95","U","24.82","U","13.07","U"
"USR0000MCOP","2007","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1357.0","","1357.0","U","0","U","32","U","0","U","261","U","71","U","-6.7","U,0129,","39.4","U,0814,","-1.1","U,1116","-3.3","U,1217","","","","","-1.7","U,0305","-2.8","U,0218","-5.6","U,0216","-6.7","U,0129","","","1174.7","","1174.7","U","18.98","U","24.80","U","13.16","U"
"USR0000MCOP","2008","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1256.9","","1256.9","U","0","U","31","U","0","U","253","U","72","U","-7.8","U,0103,","37.2","U,0729,+","-0.6","U,1116","-2.2","U,1122","-5.0","U,1222","","","-0.6","U,0309","-3.3","U,0214","-5.6","U,0121","-7.8","U,0103","","","1085.7","","1085.7","U","18.43","U","24.34","U","12.52","U"
"USR0000MCOP","2009","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1256.7","","1256.7","U","0","U","33","U","0","U","251","U","66","U","-6.1","U,0121,","38.3","U,0628,","0.0","U,1127","-3.3","U,1205","","","","","-0.6","U,0303","-3.9","U,0205","-6.1","U,0121","","","","","1130.5","","1130.5","U","18.46","U","24.10","U","12.82","U"
"USR0000MCOP","2010","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","","","","","0","U","50","U","2","U","237","U","110","U","-10.6","U,0109,","39.4","U,0803,","-0.6","U,1126","-2.8","U,1206","-4.4","U,1209","","","-0.6","U,0305","-4.4","U,0225","-4.4","U,0225","-9.4","U,0111","-9.4","U,0111","","","","","18.43","U","24.37","U","12.48","U"
"USR0000MCOP","2011","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1449.8","","1449.8","U","0","U","31","U","3","U","261","U","96","U","-7.8","U,0211,","38.9","U,0711,","0.0","U,1201","-2.8","U,1208","","","","","-1.1","U,0212","-7.8","U,0211","-7.8","U,0211","-7.8","U,0211","","","1214.0","","1214.0","U","19.00","U","25.20","U","12.80","U"
"USR0000MCOP","2012","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1357.5","","1357.5","U","0","U","18","U","0","U","265","U","75","U","-4.4","U,0212,","38.9","U,0627,","0.0","U,1124","-3.3","U,1230","","","","","-1.7","U,0213","-4.4","U,0212","-4.4","U,0212","","","","","874.4","","874.4","U","19.66","U","25.42","U","13.90","U"
"USR0000MCOP","2014","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1207.3","","1207.3","U","0","U","43","U","2","U","235","U","59","U","-11.1","U,0130,","35.0","U,0824,+","-1.7","U,1113","-3.9","U,1114","","","","","-0.6","U,0305","-3.3","U,0304","-4.4","U,0303","-11.1","U,0130","-11.1","U,0130","","","","","17.69","U","23.56","U","11.82","U"
"USR0000MCOP","2015","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1451.2","","1451.2","U","0","U","30","U","1","U","258","U","90","U","-11.1","U,0108,","38.9","U,0810,","-1.7","U,1123","","","","","","","-2.8","U,0307","-2.8","U,0307","-6.1","U,0306","-11.1","U,0108","-11.1","U,0108","1270.0","","1270.0","U","19.38","U","25.02","U","13.74","U"
"USR0000MCOP","2016","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1465.3","","1465.3","U","0","U","24","U","0","U","270","U","95","U","-5.0","U,0124,","36.1","U,0824,+","0.0","U,1120","-2.2","U,1209","-4.4","U,1220","","","-0.6","U,0227","-2.8","U,0210","-5.0","U,0124","","","","","840.2","","840.2","U","19.79","U","25.59","U","13.99","U"
"USR0000MCOP","2017","31.9497","-90.3806","45.7","COPIAH MISSISSIPPI, MS US","1318.9","","1318.9","U","0","U","18","U","1","U","287","U","55","U","-8.3","U,0108,","35.0","U,0721,+","0.0","U,1120","-2.8","U,1208","-6.1","U,1231","","","-0.6","U,0204","-2.8","U,0109","-8.3","U,0108","-8.3","U,0108","","","709.0","","709.0","U","19.67","U","25.21","U","14.14","U"
