"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USS0016C02S","2001","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","141.0","","141.0","T","119","T","119","T","166","","0","T","152","T","33","T","86","T","1","T","-11.8","T,0208,","1575",",T,1218,","55.9",",T,1213,","33.6","T,0812,","-0.2","T,1010","-2.2","T,1024","-6.0","T,1127","-7.3","T,1215","","","-0.5","T,0529","-3.4","T,0414","-4.4","T,0405","-6.8","T,0228","-9.0","T,0209","","","","","1078.0",",T","7.31","T","11.67","T","2.96","T"
"USS0016C02S","2002","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","99.1","","99.1","T","122","T","122","T","210","","0","T","145","T","29","T","65","T","2","T","-12.4","T,1030,+","2489",",T,0320,","43.2",",T,0125,","32.7","T,0713,","-1.5","T,1011","-10.8","T,1029","-10.8","T,1029","-10.8","T,1029","-10.8","T,1029","-0.8","T,0608","-3.0","T,0508","-6.0","T,0318","-7.0","T,0317","-9.9","T,0308","4266.6","","4266.6","T","940.9",",T","6.81","T","11.02","T","2.60","T"
"USS0016C02S","2003","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","199.2","","199.2","T","134","T","134","T","182","","0","T","145","T","28","T","92","T","3","T","-14.1","T,0224,","1372",",T,0308,","58.4",",T,0131,","33.4","T,0730,+","-4.3","T,1029","-4.3","T,1029","-7.9","T,1030","-7.9","T,1030","-9.4","T,1031","-0.6","T,0519","-4.1","T,0406","-6.0","T,0301","-7.0","T,0226","-10.2","T,0225","4043.5","","4043.5","T","1039.4",",T","7.80","T","12.00","T","3.59","T"
"USS0016C02S","2004","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","135.1","","135.1","T","118","T","118","T","162","","2","T","129","T","37","T","63","T","0","T","-21.5","T,0105,","1880",",T,0305,","33.0",",T,0825,","31.9","T,0814,","-0.6","T,0920","-3.9","T,1101","-6.0","T,1120","-6.9","T,1128","","","0.0","T,0512","-2.6","T,0401","-4.5","T,0306","-6.8","T,0202","-16.5","T,0106","4027.0","","4027.0","T","1052.4",",T","7.51","T","11.58","T","3.44","T"
"USS0016C02S","2005","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","117.3","","117.3","T","104","T","104","T","165","","0","T","120","T","35","T","64","T","1","T","-13.0","T,1207,","711",",T,1203,+","45.7",",T,0327,","33.0","T,0821,","-1.0","T,1027","-2.6","T,1104","-5.9","T,1114","-7.1","T,1115","-10.5","T,1206","0.0","T,0429","-3.0","T,0415","-5.0","T,0331","-7.2","T,0217","-12.3","T,0115","3994.2","","3994.2","T","879.6",",T","7.54","T","11.90","T","3.19","T"
"USS0016C02S","2006","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","203.1","","203.1","T","132","T","132","T","178","","1","T","144","T","36","T","84","T","3","T","-20.3","T,0217,","1727",",T,0202,","53.3",",T,1106,","33.1","T,0723,","0.0","T,1024","-4.7","T,1029","-4.7","T,1029","-7.1","T,1031","-15.0","T,1128","-0.7","T,0508","-3.2","T,0327","-4.8","T,0313","-7.8","T,0225","-10.5","T,0220","4125.3","","4125.3","T","1219.4",",T","7.67","T","11.91","T","3.43","T"
"USS0016C02S","2007","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","150.5","","150.5","T","130","T","130","T","162","","0","T","135","T","56","T","82","T","3","T","-16.3","T,0112,+","1626",",T,0226,","53.3",",T,0103,","34.0","T,0705,","0.0","T,0929","-2.9","T,1113","-5.7","T,1120","-7.2","T,1121","-9.0","T,1210","-1.0","T,0505","-4.4","T,0403","-4.4","T,0403","-9.0","T,0302","-9.0","T,0302","4127.3","","4127.3","T","1046.9",",T","7.26","T","11.42","T","3.09","T"
"USS0016C02S","2008","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","112.9","","112.9","T","150","T","150","T","181","","2","T","161","T","45","T","63","T","1","T","-20.4","T,1216,","2388",",T,0206,","66.0",",T,1112,+","34.3","T,0817,","-0.1","T,1009","-2.6","T,1123","-5.2","T,1204","-14.9","T,1213","-14.9","T,1213","-1.2","T,0610","-2.6","T,0430","-4.9","T,0421","-7.4","T,0328","-9.6","T,0124","4424.1","","4424.1","T","1262.9",",T","6.59","T","10.76","T","2.42","T"
"USS0016C02S","2009","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","131.7","","131.7","T","118","T","118","T","193","","3","T","151","T","49","T","79","T","0","T","-19.4","T,1208,","2413",",T,0402,","48.3",",T,0402,","32.1","T,0801,","-0.3","T,0930","-5.3","T,1009","-5.3","T,1009","-6.9","T,1010","-9.6","T,1203","-1.2","T,0513","-3.6","T,0414","-5.1","T,0401","-7.5","T,0326","-9.4","T,0312","4180.5","","4180.5","T","1078.0",",T","6.70","T","10.72","T","2.68","T"
"USS0016C02S","2010","46.81","-116.85","1432.6","MOSCOW MOUNTAIN, ID US","59.7","","59.7","T","141","T","141","T","171","","2","T","139","T","32","T","57","T","0","T","-19.7","T,1124,","1168",",T,1229,","53.3",",T,1228,","29.9","T,0726,","-0.4","T,1025","-2.5","T,1111","-4.8","T,1120","-9.0","T,1122","-9.0","T,1122","-1.1","T,0521","-3.0","T,0505","-5.5","T,0409","-7.4","T,0108","","","4427.3","","4427.3","T","1138.8",",T","6.62","T","10.28","T","2.95","T"
