"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00417836","1896","28.8297","-97.7133","89.9","RUNGE, TX US","1856.9","","1856.9","6","","","","","","","","","0","6","11","6","0","6","303","6","127","6","-5.0","6,1202,","","","","","","","40.0","6,0801,+","-1.1","6,1128","-5.0","6,1202","-5.0","6,1202","-0.6","6,0214","600.4","","600.4","6","","","","","21.79","6","28.27","6","15.31","6"
"USC00417836","1902","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","43","0","39","0","0","","0","0","","","","","0","0","289","0","152","0","","","0",",0,1231,+","0","T,0,0128,+","128.3",",0,0927,","40.0","0,0829,+","","","","","","","","","","","","","1004.6",",0","0","T,0","","","28.88","0","",""
"USC00417836","1903","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","49","0","44","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","177.8",",0,0702,","","","","","","","","","","","","","","","1143.6",",0","0",",0","","","","","",""
"USC00417836","1904","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","42","0","38","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","83.8",",0,1226,","","","","","","","","","","","","","","","746.4",",0","0",",0","","","","","",""
"USC00417836","1908","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","45","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","101.6",",0,0524,","","","","","","","","","","","","","","","806.9",",0","0",",0","","","","","",""
"USC00417836","1909","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","31","0","28","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0112,","69.9",",0,0407,","","","","","","","","","","","","","","","481.0",",0","0","T,0","","","","","",""
"USC00417836","1913","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","36","0","34","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","100.1",",0,0926,","","","","","","","","","","","","","","","780.6",",0","0",",0","","","","","",""
"USC00417836","1914","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","1025.8",",0","0",",0","","","","","",""
"USC00417836","1915","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","32","0","31","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","78.2",",0,0423,","","","","","","","","","","","","","","","514.2",",0","0",",0","","","","","",""
"USC00417836","1917","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","28","0","23","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","42.9",",0,0419,","","","","","","","","","","","","","","","345.2",",0","0",",0","","","","","",""
"USC00417836","1918","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","50","0","44","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","5",",0,0111,","60.7",",0,0920,+","","","","","","","","","","","","","","","781.1",",0","5",",0","","","","","",""
"USC00417836","1919","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","56","0","52","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","172.7",",0,0914,","","","","","","","","","","","","","","","1164.3",",0","0",",0","","","","","",""
"USC00417836","1920","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","43","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","82.6",",0,0515,","","","","","","","","","","","","","","","651.3",",0","0",",0","","","","","",""
"USC00417836","1921","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","48","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","80.8",",0,0405,","","","","","","","","","","","","","","","764.0",",0","0",",0","","","","","",""
"USC00417836","1922","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","40","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","62.5",",0,0404,","","","","","","","","","","","","","","","746.2",",0","0",",0","","","","","",""
"USC00417836","1923","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","63","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","94.5",",0,1201,","","","","","","","","","","","","","","","1158.8",",0","0",",0","","","","","",""
"USC00417836","1924","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","37","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","54.6",",0,0410,","","","","","","","","","","","","","","","524.4",",0","0",",0","","","","","",""
"USC00417836","1925","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","43","0","36","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","30.7",",0,0508,","","","","","","","","","","","","","","","392.0",",0","0",",0","","","","","",""
"USC00417836","1926","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","55","0","50","0","2","","2","0","","","","","","","","","","","","","76",",0,0124,+","76",",0,0124,+","58.7",",0,1029,","","","","","","","","","","","","","","","819.9",",0","152",",0","","","","","",""
"USC00417836","1927","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","42","0","41","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","47.0",",0,1001,","","","","","","","","","","","","","","","566.5",",0","0",",0","","","","","",""
"USC00417836","1928","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","53","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","38.1",",0,0610,","","","","","","","","","","","","","","","581.5",",0","0",",0","","","","","",""
"USC00417836","1929","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","68","0","48","0","1","","1","0","","","","","","","","","","","","","25",",0,1221,","25",",0,1221,","96.0",",0,0104,","","","","","","","","","","","","","","","886.5",",0","25",",0","","","","","",""
"USC00417836","1930","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","77","0","53","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","29.2",",0,0607,","","","","","","","","","","","","","","","431.3",",0","0",",0","","","","","",""
"USC00417836","1931","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","63","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","191.0",",0,0627,","","","","","","","","","","","","","","","928.7",",0","0",",0","","","","","",""
"USC00417836","1932","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","63","0","47","0","0","","1","0","","","","","","","","","","","","","0",",0,1231,+","38",",0,0310,","101.1",",0,0428,","","","","","","","","","","","","","","","685.7",",0","38",",0","","","","","",""
"USC00417836","1933","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","60","0","45","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","56.1",",0,0729,","","","","","","","","","","","","","","","645.5",",0","0",",0","","","","","",""
"USC00417836","1934","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","63","0","49","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","97.8",",0,0726,","","","","","","","","","","","","","","","927.6",",0","0",",0","","","","","",""
"USC00417836","1935","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","73","0","58","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","138.7",",0,0613,","","","","","","","","","","","","","","","1150.4",",0","0",",0","","","","","",""
"USC00417836","1936","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","70","0","53","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","67.8",",0,0508,","","","","","","","","","","","","","","","797.0",",0","0",",0","","","","","",""
"USC00417836","1937","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","65","0","37","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","56.6",",0,0305,","","","","","","","","","","","","","","","501.3",",0","0",",0","","","","","",""
"USC00417836","1938","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","43","0","33","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.0",",0,1225,","","","","","","","","","","","","","","","410.1",",0","0",",0","","","","","",""
"USC00417836","1939","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","47","0","34","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","73.7",",0,0712,","","","","","","","","","","","","","","","488.8",",0","0",",0","","","","","",""
"USC00417836","1940","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","85","0","60","0","0","","1","0","","","","","","","","","","","","","0",",0,1231,+","51",",0,0122,","151.6",",0,0819,","","","","","","","","","","","","","","","1192.0",",0","51",",0","","","","","",""
"USC00417836","1941","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","85","0","65","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","13",",0,0208,","74.2",",0,0713,","","","","","","","","","","","","","","","1052.4",",0","13",",0","","","","","",""
"USC00417836","1942","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","58","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","92.2",",0,0706,","","","","","","","","","","","","","","","693.5",",0","0",",0","","","","","",""
"USC00417836","1943","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","52","0","39","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0108,","64.5",",0,0530,","","","","","","","","","","","","","","","713.5",",0","0","T,0","","","","","",""
"USC00417836","1944","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","65","0","49","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","69.9",",0,0502,","","","","","","","","","","","","","","","789.3",",0","0",",0","","","","","",""
"USC00417836","1945","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","42","0","36","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,1211,","59.4",",0,0618,","","","","","","","","","","","","","","","558.3",",0","0","T,0","","","","","",""
"USC00417836","1946","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","79","0","59","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","121.9",",0,1016,","","","","","","","","","","","","","","","1154.0",",0","0",",0","","","","","",""
"USC00417836","1947","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","730.6",",0","0",",0","","","","","",""
"USC00417836","1948","28.8297","-97.7133","89.9","RUNGE, TX US","","","","","70","0","43","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","51.3",",0,0630,","","","","","","","","","","","","","","","637.8",",0","0",",0","","","","","",""
