"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00410225","1965","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1667.7","","1667.7","0","67","0","29","0","0","","0","0","0","0","17","0","0","0","275","0","125","0","-3.9","0,0214,","0",",0,1231,+","0",",0,1231,+","57.7",",0,0427,","38.9","0,0911,","","","-0.6","0,1220","","","","","","","","","0.0","0,0321","-2.8","0,0320","","","","","","","965.8","","965.8","0","     13.84","0,P,N","     25.89","0,P,N","395.9",",0","0",",0","20.67","0","26.98","0","14.35","0","",""
"USC00410225","1966","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1537.3","","1537.3","0","58","0","26","0","0","","0","0","0","0","37","0","0","0","275","0","108","0","-6.7","0,1211,","0",",0,1231,+","0","T,0,0223,","43.2",",0,0612,","40.0","0,0802,","","","-4.4","0,1210","-4.4","0,1210","-4.4","0,1210","-6.7","0,1211","","","-0.6","0,0305","-2.2","0,0224","-5.0","0,0131","","","","","845.0","","845.0","0","","","     24.81","0,P,N","521.8",",0","0","T,0","19.80","0","26.44","0","13.15","0","53049","0"
"USC00410225","1967","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1815.3","","1815.3","0","49","0","22","0","0","","0","0","0","0","31","0","0","0","283","0","132","0","-4.4","0,1228,+","0",",0,1231,+","0",",0,1231,+","75.7",",0,0903,","40.6","0,0512,","","","0.0","0,1203","-4.4","0,1228","-4.4","0,1228","","","","","0.0","0,0222","-2.2","0,0209","-4.4","0,0207","","","","","832.0","","832.0","0","","","     23.99","0,P,N","363.9",",0","0",",0","20.85","0","27.63","0","14.06","0","63260","0"
"USC00410225","1968","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1553.5","","1553.5","0","77","0","36","0","0","","0","0","0","0","16","0","0","0","257","0","110","0","-3.3","0,1223,+","0",",0,1231,+","0",",0,1231,+","80.8",",0,0419,","40.0","0,0813,","","","-0.6","0,1201","-3.3","0,1223","","","","","","","-0.6","0,0322","-2.2","0,0114","","","","","","","1069.3","","1069.3","0","","","     22.39","0,P,N","426.2",",0","0",",0","19.69","0","25.79","0","13.58","0","",""
"USC00410225","1969","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1724.4","","1724.4","0","68","0","37","0","0","","0","0","0","0","13","0","0","0","259","0","108","0","-4.4","0,1121,","0",",0,1231,+","0",",0,1231,+","69.3",",0,1005,","42.8","0,0818,","2722.6","0","-0.6","0,1120","-4.4","0,1121","-4.4","0,1121","","","","","-0.6","0,0312","-2.2","0,0105","","","","","","","898.0","","898.0","0","","","     22.57","0,P,N","613.2",",0","0",",0","20.49","0","26.51","0","14.47","0","61800","0"
"USC00410225","1970","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1513.1","","1513.1","0","59","0","24","0","0","","0","0","0","0","18","0","0","0","268","0","113","0","-7.8","0,0107,","0",",0,1231,+","0",",0,1231,+","71.1",",0,0926,","38.9","0,0712,+","2422.3","0","-3.9","0,1116","-3.9","0,1116","","","","","","","-3.3","0,0203","-3.3","0,0203","-5.0","0,0108","-7.8","0,0107","","","1088.5","","1088.5","0","","","     21.97","0,P,N","467.2",",0","0",",0","19.63","0","26.02","0","13.23","0","55014","0"
"USC00410225","1971","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1449.1","","1449.1","0","70","0","35","0","0","","0","0","0","0","14","0","0","0","305","0","101","0","-9.4","0,0105,","0",",0,1231,+","0",",0,1231,+","96.3",",0,0924,","37.8","0,0329,","2440.9","0","","","","","","","","","","","0.0","0,0304","-3.9","0,0209","-4.4","0,0208","-9.4","0,0105","-9.4","0,0105","774.8","","774.8","0","","","     25.12","0,P,N","689.9",",0","0",",0","20.37","0","26.87","0","13.87","0","51655","0"
"USC00410225","1972","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1573.7","","1573.7","0","62","0","32","0","0","","0","0","0","0","28","0","1","0","296","0","119","0","-5.6","0,0117,+","0",",0,1231,+","0",",0,1231,+","158.8",",0,0812,","40.0","0,0801,","","","-2.2","0,1206","-2.2","0,1206","-5.0","0,1217","","","","","0.0","0,0217","-3.3","0,0205","-5.6","0,0117","","","","","703.0","","703.0","0","","","","","593.7",",0","0",",0","20.18","0","27.03","0","13.33","0","",""
"USC00410225","1973","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1476.7","","1476.7","0","69","0","34","0","0","","0","0","0","0","24","0","0","0","285","0","126","0","-6.7","0,0113,+","0",",0,1231,+","0",",0,1231,+","90.9",",0,1005,","40.6","0,0527,+","2467.3","0","-2.2","0,1220","-2.2","0,1220","-5.0","0,1221","","","","","0.0","0,0215","-2.8","0,0211","-4.4","0,0210","-6.7","0,0113","","","1117.3","","1117.3","0","","","","","550.3",",0","0",",0","19.83","0","26.64","0","13.02","0","52842","0"
"USC00410225","1974","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1641.5","","1641.5","0","56","0","30","0","0","","0","0","0","0","24","0","0","0","292","0","124","0","-4.4","0,1130,+","0",",0,1231,+","0","T,0,0103,","103.4",",0,0918,","41.1","0,0608,","2776.8","0","-4.4","0,1130","-4.4","0,1130","-4.4","0,1130","","","","","-1.1","0,0227","-2.8","0,0211","-4.4","0,0102","","","","","714.1","","714.1","0","     11.12","0,P,N","     23.78","0,P,N","614.1",",0","0","T,0","20.42","0","27.47","0","13.36","0","",""
"USC00410225","1975","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1498.7","","1498.7","0","60","0","28","0","0","","0","0","0","0","22","0","0","0","290","0","112","0","-7.2","0,0113,","0",",0,1231,+","0",",0,1231,+","98.0",",0,0718,","39.4","0,0615,","2497.0","0","-1.7","0,1123","","","","","","","","","0.0","0,0210","-3.9","0,0120","-5.6","0,0114","-7.2","0,0113","","","910.1","","910.1","0","     12.13","0,P,N","     25.13","0,P,N","444.1",",0","0",",0","20.11","0","27.02","0","13.19","0","51320","0"
"USC00410225","1976","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1336.8","","1336.8","0","78","0","41","0","0","","0","0","0","0","20","0","0","0","278","0","95","0","-6.7","0,0108,","0",",0,1231,+","0","T,0,0126,","77.5",",0,0717,","37.8","0,0616,","2294.0","0","0.0","0,1114","-3.3","0,1129","","","","","","","-0.6","0,0129","-6.1","0,0112","-6.1","0,0112","-6.7","0,0108","","","726.6","","726.6","0","","","     24.24","0,P,N","656.3",",0","0","T,0","19.40","0","26.05","0","12.76","0","47611","0"
"USC00410225","1977","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1761.2","","1761.2","0","57","0","21","0","0","","0","0","0","0","19","0","0","0","292","0","124","0","-10.0","0,0110,","0",",0,1231,+","0",",0,1231,+","61.0",",0,0327,","41.1","0,0824,","","","-3.9","0,1221","-3.9","0,1221","","","","","","","-0.6","0,0220","-2.2","0,0204","-10.0","0,0110","-10.0","0,0110","-10.0","0,0110","1167.7","","1167.7","0","","","","","383.0",",0","0",",0","20.63","0","27.38","0","13.87","0","49285","0"
"USC00410225","1978","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1684.9","","1684.9","0","78","0","35","0","","","","","0","0","28","0","0","0","266","0","119","0","-4.4","0,0210,+","","","","","65.8",",0,0603,","40.6","0,0717,","","","0.0","0,1208","-3.3","0,1209","","","","","","","-0.6","0,0305","-2.2","0,0221","-4.4","0,0210","","","","","950.1","","950.1","0","","","","","653.8",",0","","","19.99","0","26.27","0","13.71","0","46620","0"
"USC00410225","1979","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1613.6","","1613.6","0","73","0","28","0","0","","0","0","0","0","26","0","0","0","270","0","132","0","-7.8","0,0102,","0",",0,1231,+","0",",0,1231,+","40.4",",0,0602,","40.6","0,0531,","","","-1.7","0,1123","-2.2","0,1130","","","","","","","-1.1","0,0219","-2.8","0,0217","-4.4","0,0104","-7.2","0,0103","","","1078.1","","1078.1","0","","","     23.30","0,P,N","313.5",",0","0",",0","19.77","0","26.46","0","13.07","0","46704","0"
"USC00410225","1980","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","1879.4","","1879.4","0","54","0","20","0","0","","0","0","0","0","18","0","0","0","273","0","144","0","-6.1","0,0218,","0",",0,1231,+","0",",0,1231,+","90.7",",0,0812,","43.3","0,0628,","","","-1.1","0,1128","","","","","","","","","-2.8","0,0303","-2.8","0,0303","-4.4","0,0302","","","","","881.7","","881.7","0","","","     24.24","0,P,N","360.7",",0","0",",0","20.87","0","27.49","0","14.25","0","50148","0"
"USC00410225","1981","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","","","","","62","0","31","0","0","","0","0","0","0","15","0","","","","","","","-6.7","0,0211,","0",",0,1231,+","0",",0,1231,+","87.6",",0,0616,","","","2190.9","0","-1.1","0,1218","-5.0","0,1226","-5.0","0,1226","","","","","-2.8","0,0213","-2.8","0,0213","-6.1","0,0212","-6.7","0,0211","","","","","","","     13.27","0,P,N","     25.50","0,P,N","551.5",",0","0",",0","","","","","14.23","0","42125","0"
"USC00410225","1982","29.4608","-101.0286","352.7","AMISTAD DAM, TX US","","","","","","","","","","","","","0","0","18","0","","","","","","","-8.3","0,0111,","","","","","","","","","","","0.0","0,1213","","","","","","","","","0.0","0,0308","-4.4","0,0208","-4.4","0,0208","-6.7","0,0118","","","","","","","","","     24.65","0,P,N","","","","","","","","","14.20","0","",""
