"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00313333","2006","35.26028","-75.5825","1.5","FRISCO, NC US","0","","2","0","0",",0,1231,+","51",",0,1107,","94",",0"
"USC00313333","2007","35.26028","-75.5825","1.5","FRISCO, NC US","0","","0","0","0",",0,1231,+","0",",0,1231,+","0",",0"
