"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"USC00114715","1949","41.25","-89.91667","244.1","KEWANEE BAKER PARK, IL US","836.2",",0"
