"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00411337","1979","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","49","0","42","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","29.2",",0,0605,","","","","","","","","","","","","","","","","","","","487.6",",0","0",",0","","","","","",""
"USC00411337","1980","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","36","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","201.9",",0,0811,","","","","","","","","","","","","","","","","","","","719.6",",0","0",",0","","","","","",""
"USC00411337","1981","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","50","0","42","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","79.0",",0,0830,","","","","","","","","","","","","","","","","","","","806.1",",0","0",",0","","","","","",""
"USC00411337","1982","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","40","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","81.3",",0,0913,","","","","","","","","","","","","","","","","","","","563.5",",0","0",",0","","","","","",""
"USC00411337","1985","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","50","0","40","0","","","","","","","","","","","","","","","","","","","","","80.8",",0,0703,","","","","","","","","","","","","","","","","","","","847.5",",0","","","","","","","",""
"USC00411337","1986","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","61","0","37","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","86.1",",0,0510,","","","","","","","","","","","","","","","","","","","568.9",",0","0",",0","","","","","",""
"USC00411337","1987","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","52","0","39","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","66.5",",0,0603,","","","","","","","","","","","","","","","","","","","618.4",",0","0",",0","","","","","",""
"USC00411337","1988","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","46","0","27","0","","","","","","","","","","","","","","","","","","","","","44.7",",0,0720,","","","","","","","","","","","","","","","","","","","432.9",",0","","","","","","","",""
"USC00411337","1989","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","47","0","30","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","34.8",",0,0413,","","","","","","","","","","","","","","","","","","","333.3",",0","0",",0","","","","","",""
"USC00411337","1990","28.4657","-98.3539","66.4","CALLIHAM, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
