"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"US1VAPW0011","2016","38.6428","-77.5795","61.9","NOKESVILLE 4.0 S, VA US","127","N","71","N","57.2",",N,0929,","955.5",",N"
