"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00044259","1918","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2254.6","","2254.6","6","","","","","","","","","0","6","23","6","0","6","326","6","179","6","-4.4","6,0201,","","","","","","","47.2","6,0802,","","","-1.1","6,1130","-3.3","6,1226","","","","","-3.3","6,0219","-3.3","6,0219","-4.4","6,0201","","","","","481.7","","481.7","6","","","","","","","","","22.78","6","31.26","6","14.30","6","",""
"USC00044259","1919","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2146.8","","2146.8","6","","","","","","","","","0","6","19","6","0","6","309","6","171","6","-7.8","6,0102,","","","","","","","46.7","6,0627,+","","","-1.1","6,1128","-2.2","6,1129","","","","","0.0","6,0226","-2.8","6,0115","-7.8","6,0102","-7.8","6,0102","","","668.2","","668.2","6","","","","","","","","","22.61","6","31.09","6","14.12","6","",""
"USC00044259","1920","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2001.6","","2001.6","6","","","","","","","","","0","6","9","6","0","6","316","6","155","6","-1.1","6,1223,+","","","","","","","47.2","6,0709,+","","","0.0","6,1202","","","","","","","","","","","","","","","","","515.1","","515.1","6","","","","","","","","","22.27","6","30.62","6","13.92","6","",""
"USC00044259","1921","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2189.9","","2189.9","6","","","","","","","","","0","6","6","6","0","6","326","6","183","6","-1.7","6,0112,","","","","","","","46.1","6,0706,","","","-0.6","6,1207","","","","","","","-1.1","6,0123","","","","","","","","","591.3","","591.3","6","","","","","","","","","23.18","6","31.74","6","14.61","6","",""
"USC00044259","1922","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2260.7","","2260.7","6","","","","","","","","","0","6","14","6","0","6","313","6","177","6","-5.0","6,0121,","","","","","","","48.3","6,0705,","","","-0.6","6,1130","","","","","","","-0.6","6,0310","-2.8","6,0129","-5.0","6,0121","","","","","662.0","","662.0","6","","","","","","","","","22.77","6","31.41","6","14.14","6","",""
"USC00044259","1923","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2087.2","","2087.2","6","","","","","","","","","0","6","11","6","0","6","326","6","168","6","-3.3","6,0208,","","","","","","","47.2","6,0629,","","","-2.2","6,1212","-2.2","6,1212","","","","","-0.6","6,0211","-3.3","6,0208","","","","","","","482.9","","482.9","6","","","","","","","","","22.82","6","31.33","6","14.30","6","",""
"USC00044259","1924","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2296.0","","2296.0","6","","","","","","","","","0","6","17","6","0","6","337","6","184","6","-4.4","6,1227,","","","","","","","47.2","6,0628,","","","-1.1","6,1218","-2.2","6,1220","-4.4","6,1227","","","-1.1","6,0121","-2.8","6,0103","","","","","","","473.4","","473.4","6","","","","","","","","","23.24","6","32.58","6","13.91","6","",""
"USC00044259","1926","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2277.3","","2277.3","6","24","6","14","6","","","","","0","6","19","6","0","6","334","6","190","6","-3.9","6,1225,+","","","","","32.8",",6,1209,","48.3","6,0805,","","","-1.1","6,1215","-3.9","6,1225","","","","","-1.1","6,0129","-2.8","6,0127","","","","","","","","","","","","","","","157.2",",6","","","23.22","6","32.10","6","14.35","6","",""
"USC00044259","1927","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2065.1","","2065.1","0","21","0","12","0","","","","","0","0","10","0","0","0","328","0","180","0","-4.4","0,1209,","","","","","53.8",",0,1226,","44.4","0,0810,+","","","-1.1","0,1206","-4.4","0,1209","-4.4","0,1209","","","-2.2","6,0202","-2.2","6,0202","","","","","","","527.4","","527.4","0","","","","","200.0",",0","","","22.45","0","31.05","0","13.85","0","",""
"USC00044259","1928","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2174.9","","2174.9","0","10","0","1","0","","","","","0","0","13","0","0","0","336","0","186","0","-3.3","0,1217,+","","","","","12.2",",0,0204,","48.3","0,0724,","","","-0.6","0,1118","-3.3","0,1217","","","","","-1.1","0,0217","-3.3","0,0119","","","","","","","516.8","","516.8","0","","","","","19.0",",0","","","22.93","0","31.89","0","13.98","0","",""
"USC00044259","1929","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2309.4","","2309.4","0","11","0","3","0","","","","","0","0","17","0","0","0","338","0","185","0","-6.1","0,0210,","","","","","20.3",",0,0918,","49.4","0,0624,","","","-0.6","0,1125","-2.8","0,1223","","","","","0.0","0,0217","-6.1","0,0210","-6.1","0,0210","","","","","633.0","","633.0","0","","","","","37.3",",0","","","22.98","0","32.14","0","13.82","0","",""
"USC00044259","1930","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2213.8","","2213.8","0","20","0","9","0","","","","","0","0","21","0","0","0","325","0","188","0","-5.6","0,1223,","","","","","21.1",",0,0127,","46.7","0,0712,","","","0.0","0,1115","-2.2","0,1218","-4.4","0,1222","","","0.0","0,0301","-3.3","0,0109","","","","","","","479.4","","479.4","0","","","","","83.5",",0","","","22.81","0","31.50","0","14.12","0","",""
"USC00044259","1931","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2328.0","","2328.0","0","31","0","12","0","","","","","0","0","17","0","0","0","314","0","197","0","-5.0","0,1126,","","","","","15.2",",0,1107,","48.9","0,0702,","","","0.0","0,1122","-3.9","0,1123","-5.0","0,1126","","","-2.8","0,0120","-2.8","0,0120","","","","","","","533.7","","533.7","0","","","","","115.8",",0","","","22.86","0","31.45","0","14.27","0","",""
"USC00044259","1932","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2116.5","","2116.5","0","17","0","8","0","","","","","0","0","29","0","0","0","308","0","180","0","-4.4","0,1225,","","","","","16.5",",0,1010,","46.1","0,0622,","","","-0.6","0,1112","-2.2","0,1207","-4.4","0,1225","","","-2.2","0,0204","-2.2","0,0204","","","","","","","807.6","","807.6","0","","","","","88.8",",0","","","22.22","0","31.12","0","13.32","0","",""
"USC00044259","1933","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2295.0","","2295.0","0","8","0","4","0","0","","0","0","0","0","40","0","0","0","325","0","183","0","-6.7","0,0209,","0",",0,1231,+","0",",0,1231,+","5.8",",0,0117,","49.4","0,0811,","","","-0.6","0,1201","-5.6","0,1217","-5.6","0,1217","","","0.0","0,0227","-2.2","0,0212","-6.7","0,0209","-6.7","0,0209","","","762.2","","762.2","0","","","","","19.7",",0","0",",0","22.62","0","31.94","0","13.29","0","",""
"USC00044259","1934","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","","","","","8","0","2","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","5.1",",0,1212,","","","","","","","","","","","","","","","","","","","","","","","363.2","","363.2","0","","","","","13.6",",0","0",",0","","","","","","","",""
"USC00044259","1935","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2157.0","","2157.0","0","19","0","8","0","0","","0","0","0","0","11","0","0","0","328","0","166","0","-2.2","0,0122,+","0",",0,1231,+","0","T,0,0515,","31.8",",0,0205,","47.2","0,0811,+","","","-1.1","0,1111","","","","","","","-2.2","0,0122","-2.2","0,0122","","","","","","","","","","","","","","","88.2",",0","0","T,0","22.63","0","31.21","0","14.05","0","",""
"USC00044259","1936","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2362.9","","2362.9","0","27","0","14","0","0","","0","0","0","0","8","0","0","0","330","0","197","0","-1.1","0,1230,+","0",",0,1231,+","0",",0,1231,+","43.2",",0,0726,","47.2","0,0716,","","","-1.1","0,1203","","","","","","","-0.6","0,0207","","","","","","","","","592.0","","592.0","0","","","","","172.0",",0","0",",0","23.23","0","32.06","0","14.40","0","",""
"USC00044259","1937","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2446.1","","2446.1","0","11","0","2","0","0","","0","0","0","0","29","0","0","0","315","0","193","0","-10.6","0,0122,","0",",0,1231,+","0","T,0,0120,","19.1",",0,0207,","47.8","0,0804,","","","-2.2","0,1222","-2.2","0,1222","","","","","0.0","0,0221","-3.3","0,0128","-4.4","0,0126","-7.8","0,0124","-10.6","0,0122","775.1","","775.1","0","","","","","33.0",",0","0","T,0","23.20","0","31.88","0","14.51","0","",""
"USC00044259","1938","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2129.2","","2129.2","0","20","0","9","0","0","","0","0","0","0","2","0","0","0","325","0","164","0","-1.7","0,1125,","0",",0,1231,+","0",",0,1231,+","17.3",",0,1216,","46.7","0,0802,","","","-1.7","0,1125","","","","","","","-1.1","0,0218","","","","","","","","","440.1","","440.1","0","","","","","104.3",",0","0",",0","22.58","0","30.78","0","14.37","0","",""
"USC00044259","1939","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2286.1","","2286.1","0","20","0","11","0","0","","0","0","0","0","7","0","0","0","316","0","187","0","-2.8","0,0210,","0",",0,1231,+","0",",0,1231,+","163.8",",0,0924,","48.3","0,0712,","","","-1.1","0,1226","","","","","","","-2.2","0,0228","-2.2","0,0228","","","","","","","689.7","","689.7","0","","","","","275.7",",0","0",",0","23.00","0","31.49","0","14.50","0","",""
"USC00044259","1940","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2361.6","","2361.6","0","19","0","9","0","0","","0","0","0","0","3","0","0","0","332","0","192","0","-4.4","0,1215,","0",",0,1231,+","0",",0,1231,+","59.9",",0,1224,","47.2","0,0808,+","","","-4.4","0,1215","-4.4","0,1215","-4.4","0,1215","","","0.0","0,0118","","","","","","","","","367.5","","367.5","0","","","","","124.5",",0","0",",0","23.45","0","32.05","0","14.86","0","",""
"USC00044259","1941","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","1959.1","","1959.1","0","38","0","21","0","0","","0","0","0","0","4","0","0","0","317","0","156","0","-2.2","0,1225,","0",",0,1231,+","0",",0,1231,+","26.2",",0,1112,","46.7","0,0720,","","","-1.1","0,1122","-2.2","0,1225","","","","","","","","","","","","","","","542.0","","542.0","0","","","","","210.2",",0","0",",0","22.11","0","30.25","0","13.96","0","",""
"USC00044259","1942","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2179.2","","2179.2","0","10","0","3","0","0","","0","0","0","0","7","0","0","0","338","0","180","0","-2.2","0,1227,+","0",",0,1231,+","0",",0,1231,+","16.8",",0,0315,","48.9","0,0706,","","","-2.2","0,1227","-2.2","0,1227","","","","","-1.1","0,0216","-2.2","0,0103","","","","","","","586.5","","586.5","0","","","","","30.8",",0","0",",0","22.84","0","31.72","0","13.96","0","",""
"USC00044259","1943","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2233.3","","2233.3","0","23","0","16","0","0","","0","0","0","0","10","0","0","0","324","0","181","0","-5.6","0,0119,","0",",0,1231,+","0",",0,1231,+","38.1",",0,1210,","50.0","0,0730,","","","-1.7","0,1205","","","","","","","-1.1","0,0211","-2.2","0,0120","-5.6","0,0119","","","","","479.5","","479.5","0","","","","","205.2",",0","0",",0","22.91","0","31.83","0","13.99","0","",""
"USC00044259","1944","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","1973.2","","1973.2","0","18","0","12","0","0","","0","0","0","0","15","0","0","0","308","0","164","0","-3.3","0,0214,","0",",0,1231,+","0","T,0,0427,","8.9",",0,1112,","47.8","0,0828,","","","-0.6","0,1212","","","","","","","0.0","0,0217","-3.3","0,0214","","","","","","","735.6","","735.6","0","","","","","75.0",",0","0","T,0","21.64","0","30.40","0","12.88","0","",""
"USC00044259","1945","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2080.3","","2080.3","0","13","0","9","0","0","","0","0","0","0","15","0","0","0","319","0","176","0","-2.8","0,1214,","0",",0,1231,+","0",",0,1231,+","55.9",",0,0819,","47.2","0,0619,","","","-2.2","0,1210","-2.2","0,1210","","","","","-1.1","0,0301","","","","","","","","","667.6","","667.6","0","","","","","127.1",",0","0",",0","22.06","0","30.69","0","13.44","0","",""
"USC00044259","1946","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2118.5","","2118.5","0","13","0","6","0","0","","0","0","0","0","13","0","0","0","318","0","169","0","-3.9","0,0209,","0",",0,1231,+","0",",0,1231,+","19.1",",0,1224,","46.7","0,0802,","","","0.0","0,1213","","","","","","","-1.7","0,0211","-3.9","0,0209","","","","","","","656.7","","656.7","0","","","","","46.4",",0","0",",0","22.50","0","31.42","0","13.59","0","",""
"USC00044259","1947","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2247.9","","2247.9","0","7","0","1","0","0","","0","0","0","0","20","0","0","0","327","0","184","0","-3.9","0,0105,","0",",0,1231,+","0","T,0,0320,","3.0",",0,0321,","47.8","0,0904,","","","0.0","0,1111","-2.2","0,1123","","","","","0.0","0,0131","-3.3","0,0116","","","","","","","474.9","","474.9","0","","","","","9.1",",0","0","T,0","23.08","0","32.09","0","14.07","0","",""
"USC00044259","1948","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2088.3","","2088.3","0","7","0","3","0","0","","0","0","0","0","36","0","0","0","325","0","180","0","-5.6","0,0213,","0",",0,1231,+","0",",0,1231,+","23.1",",0,1018,","46.7","0,0904,+","","","0.0","0,1109","-2.8","0,1203","","","","","-5.6","0,0213","-5.6","0,0213","-5.6","0,0213","","","","","694.7","","694.7","0","","","","","50.1",",0","0",",0","21.95","0","31.29","0","12.60","0","",""
"USC00044259","1949","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2181.8","","2181.8","0","8","0","4","0","0","","0","0","0","0","42","0","0","0","300","0","192","0","-6.7","0,0105,","0",",0,1231,+","0","T,0,0112,","30.0",",0,0113,","46.7","0,0923,","","","-1.1","0,1211","-4.4","0,1212","-4.4","0,1212","","","0.0","0,0217","-3.3","0,0215","-6.7","0,0105","-6.7","0,0105","","","973.2","","973.2","0","","","","","59.2",",0","0","T,0","21.97","0","30.98","0","12.96","0","",""
"USC00044259","1950","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2218.5","","2218.5","0","14","0","3","0","0","","0","0","0","0","21","0","0","0","336","0","210","0","-7.8","0,0104,","0",",0,1231,+","0",",0,1231,+","3.3",",0,0706,+","50.0","0,0902,","","","-3.9","0,1111","-3.9","0,1111","","","","","0.0","0,0213","-3.9","0,0130","-4.4","0,0128","-6.7","0,0107","","","616.9","","616.9","0","","","","","19.0",",0","0",",0","23.04","0","32.59","0","13.48","0","",""
"USC00044259","1951","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2150.5","","2150.5","0","16","0","10","0","0","","0","0","0","0","28","0","0","0","325","0","183","0","-3.9","0,1221,+","0",",0,1231,+","0",",0,1231,+","25.9",",0,0829,","47.2","0,0731,+","","","-1.7","0,1208","-3.9","0,1221","","","","","-2.2","0,0304","-2.2","0,0304","","","","","","","537.9","","537.9","0","","","","","80.8",",0","0",",0","22.27","0","31.76","0","12.79","0","",""
"USC00044259","1952","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2417.3","","2417.3","0","27","0","9","0","0","","0","0","0","0","22","0","0","0","300","0","196","0","-5.0","0,0105,+","0",",0,1231,+","0",",0,1231,+","47.0",",0,0118,","48.9","0,0803,","","","-1.7","0,1125","","","","","","","-1.1","0,0323","-2.2","0,0114","-5.0","0,0105","","","","","736.4","","736.4","0","","","","","164.3",",0","0",",0","22.75","0","31.85","0","13.65","0","",""
"USC00044259","1953","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2149.0","","2149.0","0","9","0","2","0","0","","0","0","0","0","17","0","0","0","344","0","180","0","-6.7","0,1224,","0",",0,1231,+","0",",0,1231,+","10.7",",0,0812,","48.3","0,0703,","","","-0.6","0,1119","-6.7","0,1224","-6.7","0,1224","-6.7","0,1224","0.0","0,0304","-3.9","0,0223","","","","","","","561.7","","561.7","0","","","","","20.4",",0","0",",0","22.84","0","32.25","0","13.43","0","",""
"USC00044259","1954","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2280.8","","2280.8","0","11","0","4","0","0","","0","0","0","0","12","0","0","0","333","0","210","0","-4.4","0,0102,","0",",0,1231,+","0",",0,1231,+","37.3",",0,0901,","48.3","0,0729,","","","-0.6","0,1225","-2.8","0,1229","","","","","0.0","0,0313","-4.4","0,0102","-4.4","0,0102","","","","","538.0","","538.0","0","","","","","68.2",",0","0",",0","23.30","0","32.28","0","14.31","0","",""
"USC00044259","1955","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2027.7","","2027.7","0","13","0","4","0","0","","0","0","0","0","19","0","0","0","309","0","170","0","-3.9","0,0221,+","0",",0,1231,+","0",",0,1231,+","16.3",",0,0103,","46.7","0,0624,","","","0.0","0,1217","","","","","","","-0.6","0,0224","-2.8","0,0222","","","","","","","649.6","","649.6","0","","","","","45.7",",0","0",",0","22.07","0","30.54","0","13.60","0","",""
"USC00044259","1956","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2222.0","","2222.0","0","6","0","2","0","0","","0","0","0","0","19","0","0","0","327","0","188","0","-5.0","0,0203,","0",",0,1231,+","0",",0,1231,+","3.6",",0,0413,","47.2","0,0918,","","","-0.6","0,1116","-3.9","0,1120","-4.4","0,1223","","","0.0","0,0313","-2.8","0,0217","-5.0","0,0203","","","","","568.8","","568.8","0","","","","","10.5",",0","0",",0","22.69","0","31.89","0","13.49","0","",""
"USC00044259","1957","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2244.8","","2244.8","0","18","0","5","0","0","","0","0","0","0","2","0","0","0","325","0","170","0","-1.1","0,0131,","0",",0,1231,+","0",",0,1231,+","15.5",",0,1028,","48.9","0,0624,","","","-0.6","0,1130","","","","","","","-1.1","0,0131","","","","","","","","","542.1","","542.1","0","","","","","63.6",",0","0",",0","23.15","0","31.58","0","14.70","0","",""
"USC00044259","1958","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2487.7","","2487.7","0","20","0","7","0","0","","0","0","0","0","8","0","0","0","342","0","188","0","-5.0","0,1118,","0",",0,1231,+","0",",0,1231,+","23.4",",0,0204,","48.3","0,0712,","","","-3.9","0,1117","-3.9","0,1117","-5.0","0,1118","","","-1.7","0,0124","","","","","","","","","514.5","","514.5","0","","","","","75.9",",0","0",",0","24.03","0","32.87","0","15.19","0","",""
"USC00044259","1959","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2428.5","","2428.5","0","17","0","6","0","0","","0","0","0","0","10","0","0","0","333","0","202","0","-2.8","0,0121,","0",",0,1231,+","0",",0,1231,+","23.1",",0,1225,","48.3","0,0622,","","","-1.7","0,1227","","","","","","","0.0","0,0205","-2.8","0,0121","","","","","","","401.3","","401.3","0","","","","","67.5",",0","0",",0","23.79","0","32.71","0","14.86","0","",""
"USC00044259","1960","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2503.4","","2503.4","0","10","0","5","0","0","","0","0","0","0","15","0","0","0","332","0","203","0","-3.3","0,0117,+","0",",0,1231,+","0",",0,1231,+","10.4",",0,1106,","47.8","0,0819,+","2663.4","0","0.0","0,1207","","","","","","","-1.7","0,0225","-3.3","0,0117","","","","","","","577.1","","577.1","0","","","","","33.0",",0","0",",0","23.62","0","32.57","0","14.66","0","",""
"USC00044259","1961","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2232.1","","2232.1","0","10","0","4","0","0","","0","0","0","0","7","0","0","0","346","0","180","0","-3.9","0,1212,","0",",0,1231,+","0",",0,1231,+","15.0",",0,0815,","48.3","0,0615,","2496.8","0","-1.7","0,1208","-3.9","0,1212","","","","","0.0","0,0107","","","","","","","","","369.8","","369.8","0","","","","","34.4",",0","0",",0","23.18","0","32.31","0","14.06","0","17802","0"
"USC00044259","1962","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2334.3","","2334.3","0","8","0","4","0","0","","0","0","0","0","16","0","0","0","335","0","197","0","-6.7","0,0111,","0",",0,1231,+","0",",0,1231,+","4.6",",0,1218,","47.2","0,0626,","2550.9","0","-2.2","0,1228","-2.2","0,1228","","","","","0.0","0,0315","-3.3","0,0228","-5.0","0,0115","-6.7","0,0111","","","629.0","","629.0","0","","","","","21.3",",0","0",",0","23.30","0","32.60","0","13.99","0","13711","0"
"USC00044259","1963","33.7086","-116.2152","-6.4","INDIO FIRE STATION, CA US","2151.8","","2151.8","0","17","0","12","0","0","","0","0","0","0","19","0","0","0","335","0","182","0","-6.1","0,0120,","0",",0,1231,+","0",",0,1231,+","29.0",",0,0918,","45.6","0,0910,","2422.5","0","-0.6","0,1208","-2.2","0,1214","","","","","0.0","0,0123","-2.8","0,0122","-6.1","0,0120","","","","","488.2","","488.2","0","","","","","120.4",",0","0",",0","22.73","0","31.57","0","13.88","0","16324","0"
