"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00351050","1911","44.25","-117.5","800.1","BROGAN, OR US","","","","","15","6","144","6","63","6","","","39.4","6,0716,","","","17.45","6"
"USC00351050","1912","44.25","-117.5","800.1","BROGAN, OR US","31","6","27","6","","","","","","","22.9",",6,0106,","","","217.4",",6","",""
