"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00247424","1949","48.78333","-105.41667","749.2","SCOBEY, MT US","285.1","","285.1","0","","","","","","","72","0","197","0","83","0","146","0","32","0","-36.7","0,0121,+","","","","","40.6","0,0807,+","-7.8","0,0913","-7.8","0,0913","-7.8","0,0913","-7.8","0,0913","-10.6","0,1020","-5.6","0,0523","-5.6","0,0523","-5.6","0,0523","-6.7","0,0417","-17.2","0,0318","5218.6","","5218.6","0","","","","","4.75","0","12.89","0","-3.39","0"
"USC00247424","1950","48.78333","-105.41667","749.2","SCOBEY, MT US","125.1","","125.1","0","62","0","45","0","19","0","76","0","204","0","106","0","112","0","11","0","-40.6","0,0126,","165",",0,0123,","56.6",",0,0608,","37.2","0,0904,","0.0","0,0819","-2.8","0,0929","-5.6","0,1016","-6.7","0,1101","-10.0","0,1106","0.0","0,0609","-2.2","0,0509","-5.6","0,0501","-7.2","0,0412","-9.4","0,0411","5660.0","","5660.0","0","426.2",",0","1428",",0","1.93","0","9.16","0","-5.29","0"
"USC00247424","1951","48.78333","-105.41667","749.2","SCOBEY, MT US","166.5","","166.5","0","67","0","42","0","","","80","0","203","0","103","0","120","0","21","0","-37.8","0,0128,","","","42.4",",0,0317,","41.1","0,0728,","-0.6","0,0915","-3.3","0,0923","-5.6","0,0925","-7.2","0,1017","-13.9","0,1026","-2.2","0,0604","-2.2","0,0604","-5.0","0,0601","-11.1","0,0422","-11.1","0,0422","5768.7","","5768.7","0","556.5",",0","","","2.39","0","9.85","0","-5.06","0"
"USC00247424","1952","48.78333","-105.41667","749.2","SCOBEY, MT US","164.1","","164.1","0","50","0","25","0","","","44","0","187","0","90","0","149","0","15","0","-35.0","0,0101,","","","32.5",",0,0719,","36.7","0,0824,+","-3.3","0,0811","-3.3","0,0811","-6.1","0,1004","-11.1","0,1005","-11.1","0,1005","-4.4","0,0528","-4.4","0,0528","-4.4","0,0528","-8.3","0,0410","-11.1","0,0402","5439.5","","5439.5","0","255.6",",0","","","5.10","0","12.69","0","-2.48","0"
"USC00247424","1953","48.78333","-105.41667","749.2","SCOBEY, MT US","141.2","","141.2","0","78","0","44","0","","","21","0","191","0","52","0","132","0","6","0","-35.0","0,0115,","","","37.1",",0,0603,","33.3","0,0718,","0.0","0,0920","-2.8","0,0921","-4.4","0,1006","-8.9","0,1108","-8.9","0,1108","-0.6","0,0605","-3.3","0,0515","-8.9","0,0512","-8.9","0,0512","-8.9","0,0512","4853.8","","4853.8","0","463.4",",0","","","6.25","0","13.62","0","-1.12","0"
"USC00247424","1954","48.78333","-105.41667","749.2","SCOBEY, MT US","164.6","","164.6","0","102","0","46","0","","","41","0","189","0","59","0","102","0","12","0","-41.7","0,0120,","","","50.5",",0,0913,","35.0","0,0720,","-3.3","0,0921","-3.3","0,0921","-7.2","0,1004","-7.2","0,1004","-12.2","0,1101","-2.2","0,0531","-2.2","0,0531","-13.9","0,0503","-13.9","0,0503","-13.9","0,0503","4715.7","","4715.7","0","498.1",",0","","","5.22","0","12.17","0","-1.73","0"
"USC00247424","1955","48.78333","-105.41667","749.2","SCOBEY, MT US","","","","","91","0","38","0","","","","","","","","","","","","","","","","","40.4",",0,0707,","","","","","","","","","","","","","","","","","","","","","","","","","","","316.1",",0","","","","","","","",""
"USC00247424","1956","48.78333","-105.41667","749.2","SCOBEY, MT US","","","","","71","0","24","0","","","47","0","196","0","","","","","","","-34.4","0,1206,+","","","31.5",",0,0828,","","","0.0","0,0904","-3.3","0,1006","-8.9","0,1009","-8.9","0,1009","-8.9","0,1009","-2.2","0,0504","-2.2","0,0504","-5.6","0,0503","-10.6","0,0427","-10.6","0,0427","5422.9","","5422.9","0","210.9",",0","","","","","","","-2.12","0"
"USC00247424","1957","48.78333","-105.41667","749.2","SCOBEY, MT US","","","","","82","0","34","0","","","41","0","191","0","","","","","","","-36.7","0,0124,","","","21.3",",0,0714,","","","0.0","0,0918","-6.1","0,0919","-6.1","0,0919","-7.2","0,1007","-10.6","0,1024","0.0","0,0526","-2.2","0,0523","-4.4","0,0414","-9.4","0,0413","-9.4","0,0413","","","","","295.9",",0","","","","","","","-1.69","0"
"USC00247424","1958","48.78333","-105.41667","749.2","SCOBEY, MT US","264.6","","264.6","0","74","0","27","0","","","33","0","186","0","95","0","135","0","29","0","-32.2","0,0215,","","","33.5",",0,0830,","40.0","0,0817,+","-6.7","0,0915","-6.7","0,0915","-6.7","0,0915","-6.7","0,0915","-10.0","0,1010","0.0","0,0519","-2.2","0,0429","-11.7","0,0428","-11.7","0,0428","-11.7","0,0428","","","","","236.3",",0","","","5.66","0","12.55","0","-1.24","0"
"USC00247424","1959","48.78333","-105.41667","749.2","SCOBEY, MT US","257.6","","257.6","0","84","0","42","0","","","44","0","198","0","78","0","118","0","26","0","-33.9","0,0131,","","","47.8",",0,0626,","37.8","0,0727,+","-1.1","0,0916","-2.2","0,0929","-7.2","0,1008","-7.2","0,1008","-11.7","0,1009","-0.6","0,0522","-2.2","0,0514","-10.0","0,0425","-10.0","0,0425","-10.0","0,0425","5112.0","","5112.0","0","476.4",",0","","","4.88","0","11.59","0","-1.84","0"
"USC00247424","1960","48.78333","-105.41667","749.2","SCOBEY, MT US","287.2","","287.2","0","66","0","24","0","","","46","0","193","0","87","0","131","0","34","0","-30.0","0,0303,","","","39.1",",0,0825,","41.1","0,0719,","0.0","0,0917","-2.2","0,1002","-6.1","0,1018","-15.0","0,1019","-15.0","0,1019","-0.6","0,0510","-4.4","0,0506","-4.4","0,0506","-7.2","0,0408","-10.6","0,0324","5114.6","","5114.6","0","257.1",",0","","","5.57","0","12.73","0","-1.60","0"
"USC00247424","1961","48.78333","-105.41667","749.2","SCOBEY, MT US","383.7","","383.7","0","58","0","28","0","","","32","0","191","0","58","0","126","0","54","0","-33.3","0,1219,","","","22.1",",0,0423,","37.8","0,0823,+","0.0","0,0903","-2.8","0,0924","-8.3","0,0930","-8.3","0,0930","-13.3","0,1102","0.0","0,0508","-2.8","0,0430","-4.4","0,0429","-6.7","0,0427","-11.7","0,0416","4359.6","","4359.6","0","237.5",",0","","","6.64","0","14.21","0","-0.93","0"
"USC00247424","1962","48.78333","-105.41667","749.2","SCOBEY, MT US","150.7","","150.7","0","96","0","38","0","","","45","0","169","0","63","0","123","0","8","0","-40.0","0,0228,","","","37.1",",0,0805,","35.0","0,0817,","-1.1","0,0903","-3.3","0,0909","-5.0","0,1023","-6.7","0,1104","-10.0","0,1123","-0.6","0,0508","-4.4","0,0413","-4.4","0,0413","-6.7","0,0401","-9.4","0,0322","5084.9","","5084.9","0","424.7",",0","","","5.86","0","12.84","0","-1.12","0"
"USC00247424","1963","48.78333","-105.41667","749.2","SCOBEY, MT US","287.6","","287.6","0","83","0","39","0","","","46","0","165","0","63","0","142","0","21","0","-32.8","0,1214,+","","","21.3",",0,0630,","39.4","0,0723,+","-0.6","0,1026","-3.3","0,1027","-6.1","0,1028","-8.3","0,1031","-11.1","0,1111","0.0","0,0522","-3.9","0,0521","-5.0","0,0503","-6.7","0,0421","-8.9","0,0402","4462.5","","4462.5","0","349.4",",0","","","6.70","0","14.02","0","-0.62","0"
"USC00247424","1964","48.78333","-105.41667","749.2","SCOBEY, MT US","264.0","","264.0","0","55","0","34","0","","","52","0","191","0","71","0","117","0","29","0","-34.4","0,1217,","","","26.2",",0,0619,","37.8","0,0721,","-0.6","0,0907","-3.3","0,0911","-4.4","0,1008","-8.3","0,1109","-8.9","0,1111","0.0","0,0601","-3.3","0,0419","-5.6","0,0417","-7.2","0,0408","-8.9","0,0330","4368.7","","4368.7","0","296.5",",0","","","5.59","0","13.09","0","-1.91","0"
"USC00247424","1965","48.78333","-105.41667","749.2","SCOBEY, MT US","196.3","","196.3","0","54","0","37","0","6","0","60","0","202","0","84","0","118","0","14","0","-33.3","0,0113,","127",",0,0201,","44.2",",0,0506,","38.3","0,0812,","-1.7","0,0904","-2.2","0,0917","-5.0","0,0925","-12.2","0,0926","-12.2","0,0926","-1.7","0,0527","-2.2","0,0526","-5.0","0,0517","-7.8","0,0401","-11.7","0,0330","5533.1","","5533.1","0","387.7",",0","343",",0","3.98","0","11.15","0","-3.19","0"
"USC00247424","1966","48.78333","-105.41667","749.2","SCOBEY, MT US","","","","","46","0","24","0","","","","","","","88","0","128","0","32","0","","","","","25.4",",0,0713,+","38.3","0,0720,","","","","","","","","","","","","","","","","","","","","","5258.8","","5258.8","0","233.9",",0","","","","","12.04","0","",""
"USC00247424","1967","48.78333","-105.41667","749.2","SCOBEY, MT US","","","","","61","0","34","0","","","","","","","","","","","","","","","","","21.6",",0,0914,","","","","","","","","","","","","","","","","","","","","","","","","","","","309.4",",0","","","","","","","",""
