"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00410613","1948","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1668.9","","1668.9","0","117","0","65","0","1","","1","0","0","0","23","0","1","0","294","0","111","0","-8.9","0,0124,","51",",0,0123,","64",",0,0123,","50.8",",0,1118,","38.3","0,0821,","","","0.0","0,1110","-2.8","0,1231","","","","","","","-1.7","0,0313","-2.8","0,0312","-8.9","0,0124","-8.9","0,0124","-8.9","0,0124","","","","","961.9",",0","64",",0","20.64","0","26.52","0","14.77","0","",""
"USC00410613","1950","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1573.9","","1573.9","0","102","0","70","0","","","","","0","0","11","0","0","0","318","0","76","0","-11.1","0,1207,","","","","","225.8",",0,0904,","36.7","0,0829,","","","0.0","0,1105","-3.9","0,1125","-4.4","0,1206","-11.1","0,1207","-11.1","0,1207","","","","","","","","","","","","","","","1566.0",",0","","","21.04","0","26.80","0","15.29","0","",""
"USC00410613","1951","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1754.4","","1754.4","0","91","0","62","0","","","","","0","0","12","0","0","0","307","0","105","0","-2.8","0,1216,+","","","","","112.5",",0,0920,","38.9","0,0816,","","","-2.2","0,1103","-2.2","0,1103","","","","","","","-1.7","0,0314","-2.2","0,0216","","","","","","","663.7","","663.7","0","1121.9",",0","","","21.44","0","27.00","0","15.89","0","",""
"USC00410613","1952","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","","","","","78","0","52","0","","","","","","","","","","","","","","","","","","","","","123.2",",0,0201,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1220.2",",0","","","","","","","","","",""
"USC00410613","1954","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1570.2","","1570.2","0","75","0","53","0","","","0","0","0","0","17","0","0","0","295","0","108","0","-2.8","0,0123,+","","","0",",0,1231,+","67.8",",0,1023,","38.3","0,0831,","","","0.0","0,1207","-2.2","0,1230","","","","","","","0.0","0,0316","-2.2","0,0301","","","","","","","845.7","","845.7","0","821.8",",0","0",",0","20.49","0","26.79","0","14.18","0","",""
"USC00410613","1955","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830.4","","830.4","0","","","","","","","","","","","",""
"USC00410613","1956","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1510.7","","1510.7","0","87","0","52","0","","","","","0","0","14","0","0","0","291","0","110","0","-4.4","0,1209,","","","","","87.6",",0,1213,","37.8","0,0810,","","","0.0","0,1109","-3.3","0,1127","-4.4","0,1209","","","","","-1.1","0,0308","-2.2","0,0114","","","","","","","","","","","981.7",",0","","","20.45","0","26.83","0","14.07","0","",""
"USC00410613","1957","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1467.5","","1467.5","0","119","0","81","0","","","","","0","0","7","0","0","0","279","0","83","0","-5.6","0,1212,","","","","","99.1",",0,0318,","37.8","0,0730,","","","0.0","0,1201","-5.6","0,1212","-5.6","0,1212","","","","","-1.7","0,0119","-4.4","0,0118","-4.4","0,0118","","","","","601.6","","601.6","0","1558.9",",0","","","20.62","0","25.98","0","15.26","0","",""
"USC00410613","1958","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","","","","","114","0","78","0","","","","","","","","","","","","","","","","","","","","","259.8",",0,0921,","","","","","","","","","","","","","","","","","","","","","","","","","1020.6","","1020.6","0","1258.4",",0","","","","","","","","","",""
"USC00410613","1959","30.0688","-94.2927","8.2","BEAUMONT RESRCH CTR, TX US","1509.1","","1509.1","0","109","0","79","0","","","","","0","0","22","0","0","0","251","0","90","0","-5.0","0,0122,+","","","","","104.9",",0,0130,","36.7","0,0808,+","","","-2.8","0,1107","-2.8","0,1107","","","","","","","0.0","0,0124","-3.3","0,0123","-5.0","0,0122","","","","","","","","","1477.7",",0","","","19.59","0","25.08","0","14.10","0","",""
