"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00419503","2002","32.525","-95.13056","153.6","WATERS BLUFF, TX US","","","","","0","","0","0","0",",0,1231,+","0","T,0,0303,","","","","","","","","","0","T,0"
"USC00419503","2003","32.525","-95.13056","153.6","WATERS BLUFF, TX US","","","","","","","0","0","","","8",",0,0112,","","","","","","","","","8",",0"
"USC00419503","2006","32.525","-95.13056","153.6","WATERS BLUFF, TX US","","","","","","","0","0","","","0",",0,1231,+","","","","","","","","","0",",0"
"USC00419503","2007","32.525","-95.13056","153.6","WATERS BLUFF, TX US","66","0","63","0","0","","0","0","0",",0,1231,+","0",",0,1231,+","132.6",",0,0615,","1233.4","","1233.4","0","1566.8",",0","0",",0"
