"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00416825","1957","29.71667","-95.21667","9.1","PASADENA HOUSTON, TX US","1684.3","","1684.3","0","67","0","66","0","0","","0","0","0","0","6","0","0","0","293","0","101","0","-3.9","0,1213,+","0",",0,1231,+","0",",0,1231,+","133.1",",0,1015,","37.8","0,0819,+","0.0","0,1211","-3.9","0,1212","-2.2","0,0118","-2.2","0,0118","","","","","1513.5",",0","0",",0","21.45","0","26.83","0","16.08","0"
"USC00416825","1958","29.71667","-95.21667","9.1","PASADENA HOUSTON, TX US","1658.6","","1658.6","0","61","0","58","0","0","","0","0","0","0","12","0","0","0","257","0","107","0","-3.9","0,0215,","0",",0,1231,+","0",",0,1231,+","104.1",",0,0708,","38.3","0,0608,","0.0","0,1129","","","-0.6","0,0217","-3.9","0,0215","884.5","","884.5","0","1215.6",",0","0",",0","20.33","0","25.85","0","14.81","0"
"USC00416825","1959","29.71667","-95.21667","9.1","PASADENA HOUSTON, TX US","","","","","70","0","63","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","131.8",",0,0725,","","","","","","","","","","","","","","","1735.9",",0","0",",0","","","","","",""
