"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00027600","1960","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","","","","","24","0","18","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","32.5",",0,0730,","","","","","","","","","","","","","","","","","","","","","","","","","231.3",",0","0",",0","","","","","",""
"USC00027600","1961","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1660.9","","1660.9","0","34","0","23","0","0","","0","0","0","0","22","0","0","0","283","0","169","0","-2.8","0,1212,","0",",0,1231,+","0",",0,1231,+","56.9",",0,0824,","44.4","0,0622,+","0.0","0,1115","-2.8","0,1212","","","","","0.0","0,0228","","","","","","","","","","","","","270.7",",0","0",",0","20.37","0","29.35","0","11.39","0"
"USC00027600","1962","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1733.3","","1733.3","0","29","0","18","0","0","","0","0","0","0","24","0","0","0","290","0","157","0","-10.0","0,0112,","0",",0,1231,+","0",",0,1231,+","87.6",",0,0926,","45.0","0,0811,","-0.6","0,1119","","","","","","","0.0","0,0317","-2.8","0,0315","-5.6","0,0228","-10.0","0,0112","-10.0","0,0112","1004.9","","1004.9","0","229.1",",0","0",",0","20.81","0","29.98","0","11.64","0"
"USC00027600","1963","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1724.4","","1724.4","0","21","0","18","0","0","","0","0","0","0","36","0","0","0","293","0","168","0","-7.2","0,0113,","0",",0,1231,+","0",",0,1231,+","38.1",",0,1018,","43.9","0,0725,+","0.0","0,1208","-4.4","0,1214","-4.4","0,1214","","","0.0","0,0317","-2.8","0,0228","-5.0","0,0121","-6.7","0,0114","","","826.2","","826.2","0","240.6",",0","0",",0","20.52","0","29.76","0","11.28","0"
"USC00027600","1964","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1194.8","","1194.8","","","","","","","","","","",""
"USC00027600","1965","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1566.9","","1566.9","0","32","0","28","0","0","","0","0","0","0","35","0","0","0","290","0","166","0","-5.0","0,0212,+","0",",0,1231,+","0",",0,1231,+","41.1",",0,0813,","43.9","0,0704,","-1.1","0,1127","-2.2","0,1228","","","","","-0.6","0,0305","-4.4","0,0303","-4.4","0,0303","","","","","","","","","292.0",",0","0",",0","19.91","0","29.28","0","10.53","0"
"USC00027600","1966","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1755.2","","1755.2","0","35","0","25","0","0","","0","0","0","0","57","0","0","0","281","0","162","0","-7.8","0,1231,","0",",0,1231,+","0",",0,1231,+","35.8",",0,0817,","45.6","0,0706,","0.0","0,1126","-3.3","0,1210","-4.4","0,1226","-7.8","0,1231","-0.6","0,0305","-2.2","0,0304","","","","","","","1017.2","","1017.2","0","319.1",",0","0",",0","20.24","0","29.62","0","10.86","0"
"USC00027600","1967","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","","","","","26","0","20","0","0","","1","0","","","","","","","","","","","","","0",",0,1231,+","127",",0,1214,","52.8",",0,1215,","","","","","","","","","","","","","","","","","","","","","915.2","","915.2","","278.9",",0","127",",0","","","","","",""
"USC00027600","1970","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","","","","","21","0","18","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","30.0",",0,1130,","","","","","","","","","","","","","","","","","","","","","","","","","224.9",",0","0",",0","","","","","",""
"USC00027600","1971","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","1507.9","","1507.9","0","","","","","0","","0","0","0","0","65","0","0","0","295","0","146","0","-10.0","0,0105,","0",",0,1231,+","0",",0,1231,+","","","43.9","0,0711,","-3.9","0,1029","-3.9","0,1029","-5.6","0,1210","-6.7","0,1215","-0.6","0,0315","-2.2","0,0306","-7.2","0,0110","-7.2","0,0110","-9.4","0,0108","","","","","","","0",",0","19.50","0","29.10","0","9.90","0"
"USC00027600","1972","32.31667","-112.05","561.1","SANTA ROSA SCHOOL, AZ US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
